taskID,name,field_ra,field_dec,telescopes,duration,quality,beamPattern
200313068,M1256+3130,194.233333,31.5125,23456789ABCD,41400,good,square_39p1
200314001,M0141+3622,25.4,36.376667,23456789ABCD,41400,good,square_39p1
200315026,S2214+3130,333.691667,31.5125,23456789ABCD,41400,good,square_39p1
200315067,M1301+3356,195.495833,33.944444,23456789ABCD,41400,good,square_39p1
200316001,M0208+3356,32.1625,33.944444,23456789ABCD,41400,good,square_39p1
200317024,S2226+4606,336.6375,46.105,23456789ABCD,41400,good,square_39p1
200325126,S1513+5550,228.35,55.833333,23456789ABCD,41400,good,square_39p1
200326001,S0232+3848,38.070833,38.808889,23456789ABCD,41400,good,square_39p1
200327019,S2218+4832,334.745833,48.537222,23456789ABCD,41400,good,square_39p1
200327060,S1516+5324,229.075,53.401389,23456789ABCD,41400,good,square_39p1
200328001,S0257+4114,44.4875,41.240833,23456789ABCD,41400,good,square_39p1
200329018,S2231+4340,337.883333,43.673056,23456789ABCD,41400,good,square_39p1
200329059,S1532+5550,233.15,55.833333,23456789ABCD,41400,good,square_39p1
200330001,S0312+4114,48.125,41.240833,23456789ABCD,41400,good,square_39p1
200331017,S2235+4832,338.8875,48.537222,23456789ABCD,41400,good,square_39p1
200331058,S1534+5324,233.633333,53.401389,23456789ABCD,41400,good,square_39p1
200401001,S0304+4340,46.095833,43.673056,23456789ABCD,41400,good,square_39p1
200402015,S2242+4606,340.591667,46.105,23456789ABCD,41400,good,square_39p1
200402056,S1552+5324,238.191667,53.401389,23456789ABCD,41400,good,square_39p1
200403001,S0327+4114,51.7625,41.240833,23456789ABCD,41400,good,square_39p1
200404014,S2246+4340,341.675,43.673056,23456789ABCD,41400,good,square_39p1
200404055,S1551+5550,237.95,55.833333,23456789ABCD,41400,good,square_39p1
200405001,S0319+4340,49.883333,43.673056,23456789ABCD,41400,good,square_39p1
200406013,S2252+4832,343.025,48.537222,23456789ABCD,41400,good,square_39p1
200406054,S1611+5324,242.75,53.401389,23456789ABCD,41400,good,square_39p1
200425057,S1421+3356,215.495833,33.944444,23456789ABCD,41400,good,square_39p1
200426041,S1123+5550,170.75,55.833333,23456789ABCD,41400,good,square_39p1
200427001,S2341+4832,355.4375,48.537222,23456789ABCD,41400,good,square_39p1
200427042,S1427+3130,216.9375,31.5125,23456789ABCD,41400,good,square_39p1
200428041,S1122+5815,170.745833,58.265556,23456789ABCD,41400,good,square_39p1
200429001,S2342+5058,355.520833,50.969167,23456789ABCD,41400,good,square_39p1
200429042,S1440+3130,220.179167,31.5125,23456789ABCD,41400,good,square_39p1
200430053,S1131+6041,172.8625,60.6975,23456789AB,41400,good,square_39p1
200501001,S2346+5324,356.670833,53.401389,23456789AB,41400,good,square_39p1
200501042,S1435+3356,218.829167,33.944444,23456789AB,41400,good,square_39p1
200502054,S1142+5550,175.55,55.833333,23456789AB,41400,good,square_39p1
200503001,S2358+4832,359.575,48.537222,23456789AB,41400,good,square_39p1
200503042,S1443+3622,220.829167,36.376667,23456789AB,41400,good,square_39p1
200505016,S0001+4606,0.370833,46.105,23456789AB,41400,good,square_39p1
200505057,S1446+3848,221.6,38.808889,23456789AB,41400,good,square_39p1
200603135,S2258+4606,344.55,46.105,23456789ABCD,41400,good,square_39p1
200604041,M1341+3356,205.495833,33.944444,23456789ABCD,41400,good,square_39p1
200605001,M0142+3130,25.583333,31.5125,23456789ABCD,41400,good,square_39p1
200605042,S2308+4832,347.1625,48.537222,23456789ABCD,41400,good,square_39p1
200606041,S1355+3356,208.829167,33.944444,23456789ABCD,41400,good,square_39p1
200607001,M0141+3356,25.495833,33.944444,23456789ABCD,41400,good,square_39p1
200618082,M0142+3130,25.583333,31.5125,23456789ABCD,41400,good,square_39p1
200619086,M0142+3130,25.583333,31.5125,23456789ABCD,41400,good,square_39p1
200620085,M0141+3356,25.495833,33.944444,23456789ABCD,41400,good,square_39p1
200621042,M0141+3356,25.495833,33.944444,23456789ABCD,41400,good,square_39p1
200622045,M0141+3622,25.4,36.376667,23456789ABCD,41400,good,square_39p1
200624132,M0141+3622,25.4,36.376667,2345689ABCD,41400,good,square_39p1
200624213,S2245+2904,341.458333,29.080278,2345689ABCD,41400,good,square_39p1
200701129,S2134+3622,323.683333,36.376667,2356789ABCD,41400,good,square_39p1
200702041,S1221+3356,185.495833,33.944444,2356789ABCD,41400,good,square_39p1
200703001,M0208+3130,32.070833,31.5125,2356789ABCD,41400,good,square_39p1
200703042,S2135+3848,323.954167,38.808889,2356789ABCD,41400,good,square_39p1
200704041,M1243+3130,190.991667,31.5125,2356789ABCD,41400,good,square_39p1
200705001,M0208+3130,32.070833,31.5125,2356789ABCD,41400,good,square_39p1
200705042,S2137+4114,324.4875,41.240833,2356789ABCD,41400,good,square_39p1
200706041,M1243+3130,190.991667,31.5125,2356789ABCD,41400,good,square_39p1
200707001,M0208+3130,32.070833,31.5125,2356789ABCD,41400,good,square_39p1
200707042,S2141+3356,325.495833,33.944444,2356789ABCD,41400,good,square_39p1
200709001,M0208+3356,32.1625,33.944444,2356789ABCD,41400,good,square_39p1
200709042,S2142+2904,325.670833,29.080278,2356789ABCD,41400,good,square_39p1
200710041,S1236+6307,189.229167,63.129722,2356789ABCD,41400,good,square_39p1
200711001,M0208+3356,32.1625,33.944444,2356789ABCD,41400,good,square_39p1
200711042,S2148+3130,327.204167,31.5125,2356789ABCD,41400,good,square_39p1
200712041,M1256+3130,194.233333,31.5125,2356789ABCD,41400,good,square_39p1
200713001,M0209+3622,32.254167,36.376667,2356789ABCD,41400,good,square_39p1
200729168,S2155+2904,328.829167,29.080278,2346789ABCD,41400,good,square_39p1
200730041,M1256+3130,194.233333,31.5125,2346789ABCD,41400,good,square_39p1
200730042,M0141+3622,25.4,36.376667,2346789ABCD,41400,good,square_39p1
200731041,S2121+3622,320.254167,36.376667,2346789ABCD,41400,good,square_39p1
200801041,S1226+3622,186.541667,36.376667,2346789ABCD,41400,good,square_39p1
200801042,M0208+3130,32.070833,31.5125,2346789ABCD,41400,good,square_39p1
200802041,S2121+3848,320.425,38.808889,2346789ABCD,41400,good,square_39p1
200803041,S1239+3622,189.970833,36.376667,2346789ABCD,41400,good,square_39p1
200803042,M0208+3130,32.070833,31.5125,2346789ABCD,41400,good,square_39p1
200804041,S2123+4114,320.85,41.240833,2346789ABCD,41400,good,square_39p1
200805041,M1243+3130,190.991667,31.5125,2346789ABCD,41400,good,square_39p1
200805042,M0208+3356,32.1625,33.944444,2346789ABCD,41400,good,square_39p1
200806041,S2128+3356,322.1625,33.944444,2346789ABCD,41400,good,square_39p1
200807041,M1256+3130,194.233333,31.5125,2346789ABCD,41400,good,square_39p1
200814084,S2130+2904,322.5125,29.080278,23456789ACD,41400,good,square_39p1
200815041,M1309+3130,197.475,31.5125,23456789ACD,41400,good,square_39p1
200815042,M0209+3622,32.254167,36.376667,23456789ACD,41400,good,square_39p1
200820090,S1047+6041,161.954167,60.6975,23456789ABCD,41400,good,square_39p1
200820091,S2233+2904,338.3,29.080278,23456789ABCD,41400,good,square_39p1
200821083,S1348+3622,207.1125,36.376667,23456789ABCD,41400,good,square_39p1
200821084,M0209+3622,32.254167,36.376667,23456789ABCD,41400,good,square_39p1
200822088,S2130+2904,322.5125,29.080278,23456789ABCD,41400,good,square_39p1
200823086,M1309+3130,197.475,31.5125,23456789ABCD,41400,good,square_39p1
200823087,M0209+3622,32.254167,36.376667,23456789ABCD,41400,good,square_39p1
200909118,S2220+2904,335.141667,29.080278,23456789ABCD,41400,good,square_39p1
200910041,M1328+3356,202.1625,33.944444,23456789ABCD,41400,good,square_39p1
200910042,S0221+3130,35.3125,31.5125,23456789ABCD,41400,good,square_39p1
200911041,S2135+3130,323.9625,31.5125,23456789ABCD,41400,good,square_39p1
200912041,S1326+5324,201.733333,53.401389,23456789ABCD,41400,good,square_39p1
200912042,S0221+3356,35.495833,33.944444,23456789ABCD,41400,good,square_39p1
200913041,S2207+2904,331.983333,29.080278,23456789ABCD,41400,good,square_39p1
200917085,M0141+3622,25.4,36.376667,23456789ABCD,41400,good,square_39p1
200918081,M0142+3130,25.583333,31.5125,23456789ABCD,41400,good,square_39p1
200919081,M0141+3356,25.495833,33.944444,23456789ABCD,41400,good,square_39p1
200920081,M0208+3130,32.070833,31.5125,23456789ABCD,41400,good,square_39p1
200921081,M0208+3356,32.1625,33.944444,23456789ABCD,41400,good,square_39p1
200924167,M0142+3130,25.583333,31.5125,23456789ABCD,41400,good,square_39p1
200925041,S1630+5550,247.55,55.833333,23456789ABCD,41400,good,square_39p1
200926001,S1044+5550,161.15,55.833333,23456789ABCD,41400,good,square_39p1
200926002,S2250+5058,342.508333,50.969167,23456789ABCD,41400,good,square_39p1
200927041,S1349+3848,207.483333,38.808889,23456789ABCD,41400,good,square_39p1
200927042,M0141+3356,25.495833,33.944444,23456789ABCD,41400,good,square_39p1
200928041,S2307+5058,346.845833,50.969167,23456789ABCD,41400,good,square_39p1
200929094,S2232+5058,338.170833,50.969167,23456789ABCD,41400,good,square_39p1
200930045,M0141+3622,25.4,36.376667,23456789ACD,41400,good,square_39p1
201001041,S2310+5324,347.558333,53.401389,23456789ABCD,41400,good,square_39p1
201002041,S1415+3622,213.970833,36.376667,23456789ABCD,41400,good,square_39p1
201002042,M0142+3130,25.583333,31.5125,23456789ABCD,41400,good,square_39p1
201003041,S2324+3622,351.1125,36.376667,23456789ABCD,41400,good,square_39p1
201004041,S1429+3622,217.4,36.376667,23456789ABCD,41400,good,square_39p1
201004042,M0208+3130,32.070833,31.5125,23456789ABCD,41400,good,square_39p1
201005041,S2325+4832,351.3,48.537222,23456789ABCD,41400,good,square_39p1
201006041,S1418+3848,214.541667,38.808889,23456789ABCD,41400,good,square_39p1
201006042,M0208+3130,32.070833,31.5125,23456789ABCD,41400,good,square_39p1
201007041,S2324+5058,351.183333,50.969167,23456789ABCD,41400,good,square_39p1
201008041,S1432+3848,218.070833,38.808889,23456789ABCD,41400,good,square_39p1
201008042,M0208+3356,32.1625,33.944444,23456789ABCD,41400,good,square_39p1
201009046,S2328+3848,352.1875,38.808889,23456789ABCD,41400,good,square_39p1
201010041,S1518+5058,229.7375,50.969167,23456789ABCD,41400,good,square_39p1
201010042,S0234+4340,38.516667,43.673056,23456789ABCD,41400,good,square_39p1
201011041,S2328+5324,352.116667,53.401389,23456789ABCD,41400,good,square_39p1
201029084,M0142+3130,25.583333,31.5125,23456789ABCD,41400,good,square_39p1
201031086,M0141+3622,25.4,36.376667,23456789ABCD,41400,good,square_39p1
201101085,M0141+3356,25.495833,33.944444,23456789ABCD,41400,good,square_39p1
201102085,M0141+3622,25.4,36.376667,23456789ABCD,41400,good,square_39p1
201103084,M0208+3130,32.070833,31.5125,23456789ABCD,41400,good,square_39p1
201104081,M0208+3356,32.1625,33.944444,23456789ABCD,41400,good,square_39p1
201105081,M0208+3356,32.1625,33.944444,23456789ABCD,41400,good,square_39p1
201106081,M0141+3356,25.495833,33.944444,23456789ABCD,41400,good,square_39p1
201107041,S2117+2904,319.354167,29.080278,23456789ABCD,41400,good,square_39p1
201108033,S1215+6041,183.770833,60.6975,23456789ABCD,41400,good,square_39p1
201108034,S0149+3848,27.483333,38.808889,23456789ABCD,41400,good,square_39p1
201110034,S0204+3848,31.0125,38.808889,23456789ABCD,41400,good,square_39p1
201111041,S2329+4606,352.458333,46.105,23456789ABCD,41400,good,square_39p1
201112041,S1536+5058,234.075,50.969167,23456789ABCD,41400,good,square_39p1
201113001,S1041+5815,160.4625,58.265556,23456789ABCD,41400,good,square_39p1
201113002,S2332+4340,353.041667,43.673056,23456789ABCD,41400,good,square_39p1
201114041,S1553+5058,238.4125,50.969167,23456789ABCD,41400,good,square_39p1
201115001,S1232+5324,188.0625,53.401389,23456789ABCD,41400,good,square_39p1
201116016,S1250+5324,192.620833,53.401389,23456789ABCD,41400,good,square_39p1
201116017,S0228+4114,37.216667,41.240833,23456789ABCD,41400,good,square_39p1
201117064,S2104+2904,316.195833,29.080278,23456789ABCD,41400,good,square_39p1
201118023,S1153+6041,178.316667,60.6975,23456789ABCD,41400,good,square_39p1
201118024,S2349+2904,357.25,29.080278,23456789ABCD,41400,good,square_39p1
201119041,S1509+5815,227.320833,58.265556,23456789ABCD,41400,good,square_39p1
201119042,S0246+3848,41.6,38.808889,23456789ABCD,41400,good,square_39p1
201120041,S2107+3622,316.829167,36.376667,23456789ABCD,41400,good,square_39p1
201121021,S1213+6307,183.325,63.129722,23456789ABCD,41400,good,square_39p1
201121022,S2358+3130,359.6375,31.5125,23456789ABCD,41400,good,square_39p1
201122041,S2109+3130,317.475,31.5125,23456789ABCD,41400,good,square_39p1
201123020,S1235+3356,188.829167,33.944444,23456789ABCD,41400,good,square_39p1
201123021,M0208+3356,32.1625,33.944444,23456789ABCD,41400,good,square_39p1
201124041,S2122+3130,320.720833,31.5125,23456789ABCD,41400,good,square_39p1
201125021,S1239+5550,189.95,55.833333,23456789ABCD,41400,good,square_39p1
201125022,S0128+3356,22.1625,33.944444,23456789ABCD,41400,good,square_39p1
201126041,S2334+4114,353.579167,41.240833,23456789ABCD,41400,good,square_39p1
201127041,S1611+5550,242.75,55.833333,23456789ABCD,41400,good,square_39p1
201128001,S1253+3622,193.4,36.376667,23456789ABCD,41400,good,square_39p1
201129006,S1300+6307,195.129167,63.129722,23456789ABCD,41400,good,square_39p1
201129007,S0135+3848,23.954167,38.808889,23456789ABCD,41400,good,square_39p1
201130041,S2338+3622,354.541667,36.376667,23456789ABCD,41400,good,square_39p1
201217001,S1225+3848,186.308333,38.808889,23456789ABCD,41400,good,square_39p1
201217002,S0127+3622,21.970833,36.376667,23456789ABCD,41400,good,square_39p1
201219001,S1239+3848,189.8375,38.808889,23456789ABCD,41400,good,square_39p1
201219002,S0159+4114,29.941667,41.240833,23456789ABCD,41400,good,square_39p1
201220089,S1101+5324,165.279167,53.401389,23456789ABCD,41400,good,square_39p1
201221001,S2248+3356,342.1625,33.944444,23456789ABCD,41400,good,square_39p1
201222016,S1337+5550,204.35,55.833333,23456789ABCD,41400,good,square_39p1
201222017,S0234+3130,38.558333,31.5125,23456789ABCD,41400,good,square_39p1
201223041,S2101+3356,315.495833,33.944444,23456789ABCD,41400,good,square_39p1
