Obsid,Beam,c2_good,c1_good,c0_good,c2_ok,c1_ok,c0_ok,all_good,all_ok,all_good_ok,rms_c2,rms_c1,rms_c0,lgfrac_c2,lgfrac_c1,lgfrac_c0,prom_c2,prom_c1,prom_c0
190906045,10,0,0,1,1,1,0,0,0,1,0.0012606885,0.0013022706,0.0013347219,-5.059011,-5.172125,-5.3575773,4.2501745,4.273163,4.259173
190906045,11,1,1,1,0,0,0,1,0,1,0.0012589036,0.0013066904,0.001344334,-5.837162,-5.922472,-5.919343,4.2810855,4.245433,4.237568
190906045,12,1,1,1,0,0,0,1,0,1,0.0022787715,0.002445456,0.0025825587,-6.0374265,-5.854085,-6.100967,4.2215853,4.2384825,4.237611
190906045,13,1,0,0,0,0,0,0,0,0,0.0029035464,0.0030582547,0.003082743,-5.7277102,-5.899523,-6.193721,4.2403474,4.208373,4.1932883
190906045,14,1,1,1,0,0,0,1,0,1,0.0021654135,0.0022410795,0.0022802227,-5.9157906,-5.635122,-5.997426,4.267409,4.2611837,4.2348332
190906045,15,1,1,1,0,0,0,1,0,1,0.0015526805,0.0016113372,0.0016757689,-5.886934,-5.8628,-5.941909,4.2191024,4.268489,4.247384
190906045,16,1,1,1,0,0,0,1,0,1,0.001334174,0.0013987668,0.0014601629,-5.3044453,-5.957515,-6.1637573,4.227509,4.190441,4.1628313
190906045,17,0,0,0,1,1,1,0,1,1,0.0012881828,0.0013309537,0.0013635341,-5.119248,-5.1166077,-5.2618756,4.2595024,4.260066,4.258765
190906045,18,1,1,1,0,0,0,1,0,1,0.0016949648,0.0016378948,0.0015787607,-6.0077558,-5.9799833,-5.9596376,4.2229342,4.1760855,4.200538
190906045,19,1,1,1,0,0,0,1,0,1,0.0020407245,0.0021059285,0.0021958703,-5.9502764,-5.84837,-6.1094,4.240093,4.23804,4.234597
190906045,20,1,1,1,0,0,0,1,0,1,0.0016503423,0.0017516665,0.0018750316,-5.9799833,-5.946702,-5.3298316,4.232572,4.2828894,4.403057
190906045,21,1,1,1,0,0,0,1,0,1,0.0017724938,0.0017268364,0.0017129573,-6.1942124,-6.269634,-6.053542,4.181559,4.161469,4.238589
190906045,22,1,1,1,0,0,0,1,0,1,0.0014255712,0.0014505341,0.0014650766,-5.372196,-5.4118853,-5.3682637,4.305241,4.2917213,4.2852955
190906045,23,1,1,1,0,0,0,1,0,1,0.0013225036,0.0013853507,0.001429188,-5.9059567,-5.8000655,-6.0245786,4.2141027,4.239071,4.204774
190906045,24,0,1,0,1,0,1,0,0,1,0.0015746086,0.0015324702,0.0017696959,-5.044949,-5.7234316,-4.8083696,4.475074,4.3023167,4.7031474
190906045,25,0,0,0,0,0,0,0,0,0,0.0015978441,0.0018348957,0.0021454615,-4.218681,-4.040199,-3.5487666,4.831109,5.3075585,5.8509283
190906045,26,0,0,0,1,0,0,0,0,0,0.001996928,0.0029220989,0.0029659204,-4.5750284,-4.010056,-3.4163694,4.9045744,5.314702,5.7464895
190906045,27,1,1,0,0,0,1,0,0,1,0.0015540663,0.0016366596,0.0017775651,-5.46486,-5.6368623,-4.6472955,4.3020334,4.3315763,4.681721
190906045,28,1,1,0,0,0,0,0,0,0,0.0014574165,0.0015083528,0.0017081453,-5.732032,-5.633388,-4.4943376,4.3338733,4.311133,4.8733015
190906045,29,1,1,0,0,0,0,0,0,0,0.0013390263,0.001371899,0.0015730356,-6.0077558,-5.886934,-4.224571,4.249964,4.2378874,5.097732
190906045,30,1,1,0,0,0,0,0,0,0,0.001352597,0.0014292521,0.0020067375,-6.0330615,-5.8344045,-3.5888522,4.224199,4.2752776,6.1079016
190906045,31,0,0,0,0,1,0,0,0,0,0.0014877012,0.0015385369,0.0015543437,-4.254621,-4.561623,-4.4777174,4.4131503,4.45911,4.4986906
190906045,32,1,1,1,0,0,0,1,0,1,0.0025128473,0.0027014965,0.002949848,-6.0160284,-5.999638,-5.6266384,4.218791,4.2184463,4.2448816
190906045,33,1,1,1,0,0,0,1,0,1,0.0018483723,0.0018782504,0.0019237848,-5.8931828,-5.7520285,-5.9657116,4.267518,4.3063836,4.265417
190906045,34,1,1,1,0,0,0,1,0,1,0.0015463904,0.0015736836,0.0016175032,-5.8344045,-5.84837,-5.843842,4.2549024,4.288171,4.264156
190906045,35,1,1,1,0,0,0,1,0,1,0.0014408162,0.0014708041,0.0015058492,-5.946702,-5.3866577,-6.0245786,4.247927,4.2886353,4.2607007
190906045,36,0,0,0,0,0,0,0,0,0,0.0015151905,0.0015752796,0.0016274477,-3.7567377,-3.7262294,-3.6945574,4.221646,4.228251,4.202442
190906045,37,1,0,0,0,1,1,0,0,1,0.0015238258,0.0015873107,0.001633001,-5.9611797,-5.1051784,-4.6066513,4.2740273,4.2625265,4.2261844
190906045,38,1,1,1,0,0,0,1,0,1,0.0017078933,0.001765897,0.0017807283,-5.9761567,-5.9611797,-5.9657116,4.2551594,4.2297072,4.2511096
190906045,39,0,0,0,0,0,0,0,0,0,0.0029988594,0.0031227937,0.003209858,-3.3660262,-3.3690817,-3.3616343,4.24199,4.3497376,4.347953
190907041,0,1,1,0,0,0,0,0,0,0,0.0022356496,0.0023251968,0.0023789825,-6.4098125,-6.389609,-6.81697,4.2524934,4.2483644,4.345299
190907041,1,1,1,1,0,0,0,1,0,1,0.0026807308,0.0027700122,0.0027429753,-6.041836,-5.874699,-6.154212,4.2306404,4.260755,4.194637
190907041,2,1,1,1,0,0,0,1,0,1,0.0020315207,0.0021244874,0.0022217648,-6.0645785,-5.9648757,-6.061095,4.254426,4.1901493,4.257633
190907041,3,0,0,0,0,0,0,0,0,0,0.005715309,0.004048572,0.0033856241,-3.8581777,-4.440663,-5.449614,5.3932424,4.9202704,4.3549724
190907041,4,1,1,1,0,0,0,1,0,1,0.0017886345,0.001841931,0.001913488,-6.206987,-5.925852,-5.9844613,4.1833687,4.203037,4.232
190907041,5,1,1,1,0,0,0,1,0,1,0.0017945557,0.0018572697,0.0019369761,-6.0287404,-6.088579,-6.0176296,4.2083306,4.2217903,4.2385178
190907041,6,1,1,1,0,0,0,1,0,1,0.00237221,0.0025572283,0.002545565,-5.957515,-5.999638,-5.997426,4.2204995,4.2404847,4.211119
190907041,7,1,1,1,0,0,0,1,0,1,0.0024901552,0.0026176588,0.0027364113,-5.946702,-5.9431567,-6.100967,4.246691,4.2421975,4.271829
190907041,8,1,1,1,0,0,0,1,0,1,0.0020251786,0.0020986167,0.0021584586,-6.1139836,-5.8931828,-5.971872,4.210601,4.219862,4.225232
190907041,9,0,0,0,0,0,0,0,0,0,0.004413337,0.006705212,0.0037888042,-3.7460213,-3.2222483,-4.7403297,5.5835342,6.897101,4.6674848
190907041,10,0,0,0,0,0,0,0,0,0,0.0094324425,0.009853404,0.014022809,-inf,-inf,-inf,4.7361584,5.069122,3.5624695
190907041,11,0,0,0,0,0,0,0,0,0,0.0076737613,0.0053081564,0.005750618,-inf,-2.876437,-2.9902804,6.085479,7.281259,6.983709
190907041,12,0,0,0,0,0,0,0,0,0,0.0030918731,0.0032749213,0.003423618,-6.26221,-5.999638,-6.21491,4.1558948,4.195085,4.1350102
190907041,13,0,0,0,0,0,0,0,0,0,0.0030599537,0.0033058696,0.0033275892,-6.0287404,-5.9191184,-6.053542,4.2319927,4.2489247,4.206064
190907041,14,1,1,1,0,0,0,1,0,1,0.0027958245,0.0029216812,0.0029652566,-5.9877386,-6.152248,-5.997426,4.2233806,4.234453,4.1883006
190907041,15,1,1,1,0,0,0,1,0,1,0.0019332891,0.001972291,0.00207894,-5.3817835,-5.8129535,-5.971872,4.2715607,4.241916,4.228553
190907041,16,1,1,1,0,0,0,1,0,1,0.0016895985,0.0017384152,0.0018100637,-5.430231,-6.181803,-6.3856063,4.2315874,4.179069,4.1718626
190907041,17,0,0,0,0,0,0,0,0,0,0.0072051734,0.0069891214,0.0073012863,-3.7676249,-3.4271824,-3.975648,6.860794,7.029209,6.8432236
190907041,18,1,1,1,0,0,0,1,0,1,0.0022610775,0.0023767427,0.002457771,-6.389609,-6.4098125,-6.2259054,4.181342,4.153841,4.124111
190907041,19,1,1,1,0,0,0,1,0,1,0.0023100271,0.0024335277,0.0025659918,-6.300668,-5.995635,-6.084576,4.182105,4.194034,4.2060795
190907041,20,1,1,1,0,0,0,1,0,1,0.0020918553,0.002184333,0.0022716587,-6.0740204,-6.1354346,-6.0245786,4.231495,4.221694,4.2651634
190907041,21,1,1,1,0,0,0,1,0,1,0.0022816865,0.002364826,0.0022631662,-5.810345,-5.589017,-6.0461183,4.254586,4.168613,4.189359
190907041,23,0,0,0,1,1,1,0,1,1,0.0018802877,0.002045012,0.0022891916,-5.185489,-5.102622,-5.198922,4.4615073,4.44764,4.5634737
190907041,24,0,0,0,1,1,1,0,1,1,0.0025872572,0.0022288566,0.002429757,-4.6608863,-4.851504,-4.974361,4.58297,4.4365773,4.4666586
190907041,25,0,0,0,0,0,0,0,0,0,0.014989162,0.014781968,0.012034663,-inf,-inf,-inf,3.3333676,3.3803961,4.15248
190907041,26,0,0,0,0,0,0,0,0,0,0.004908754,0.004476241,0.0050917254,-3.946878,-3.703601,-2.8659036,5.1597657,5.4331207,6.79447
190907041,27,0,1,0,1,0,1,0,0,1,0.0023401976,0.002293081,0.0024891517,-4.978449,-5.3063345,-5.039543,4.502344,4.445941,4.5835633
190907041,28,1,0,0,0,1,1,0,0,1,0.0019206271,0.002030698,0.0028561475,-5.6421266,-5.201192,-4.8415384,4.3540945,4.3781734,4.6415515
190907041,29,0,0,0,0,0,0,0,0,0,0.0029789319,0.0030028552,0.0034514118,-4.2790194,-4.2774916,-3.6689847,5.009491,5.0453877,5.780082
190907041,30,0,0,0,0,0,0,0,0,0,0.0025406494,0.0024677012,0.0031806396,-3.6726387,-3.53952,-3.5649421,5.0156507,5.0092707,5.892648
190907041,31,0,0,0,1,0,1,0,0,0,0.0026059682,0.0029557932,0.0026425724,-4.904986,-4.226407,-5.1294413,4.5717626,4.91166,4.59638
190907041,32,0,0,0,0,0,0,0,0,0,0.0031472084,0.0033352284,0.003485181,-6.069274,-5.972364,-6.369812,4.2088532,4.2183566,4.184246
190907041,33,1,1,1,0,0,0,1,0,1,0.002464496,0.0025378987,0.0026337819,-6.0118723,-6.181803,-6.193721,4.2027392,4.2241054,4.2249107
190907041,34,1,1,1,0,0,0,1,0,1,0.0020660942,0.002126529,0.0021937764,-6.0374265,-6.0836716,-5.971872,4.223892,4.2301292,4.237645
190907041,35,1,1,1,0,0,0,1,0,1,0.0018846869,0.0019039006,0.0019573146,-5.999638,-5.9191184,-5.9844613,4.256564,4.2463994,4.2262406
190907041,36,1,1,1,0,0,0,1,0,1,0.0018845084,0.0018415747,0.0019153475,-5.6147604,-5.9686036,-6.0176296,4.292613,4.253086,4.251702
190907041,37,1,1,1,0,0,0,1,0,1,0.0019215447,0.001990086,0.0020710318,-5.9799833,-6.0202246,-6.144872,4.1972523,4.2046294,4.2131705
190907041,38,1,1,1,0,0,0,1,0,1,0.002097486,0.0021639266,0.0022414408,-6.1354346,-6.26221,-5.997426,4.1798167,4.163847,4.193283
190907042,0,1,1,1,0,0,0,1,0,1,0.0018061571,0.0018617153,0.0019003751,-5.9361515,-6.2337213,-5.9596376,4.2424154,4.1985784,4.194538
190907042,1,1,1,1,0,0,0,1,0,1,0.0025849391,0.0026970543,0.0027441743,-6.1139836,-5.899523,-6.0040565,4.217208,4.2172785,4.208511
190907042,2,1,1,1,0,0,0,1,0,1,0.001988959,0.0020740838,0.0021799714,-5.922472,-6.0330615,-5.86758,4.2446437,4.245158,4.226106
190907042,3,1,1,1,0,0,0,1,0,1,0.0015476819,0.0015954174,0.0016392469,-5.770611,-5.859875,-5.848487,4.2919307,4.2901816,4.3048234
190907042,4,1,1,1,0,0,0,1,0,1,0.001769247,0.0018151348,0.0018571286,-6.0740204,-6.04629,-5.8579288,4.1691866,4.185499,4.231978
190907042,5,1,1,1,0,0,0,1,0,1,0.0018043788,0.0018701184,0.0019338422,-5.851218,-5.782642,-5.9908953,4.30636,4.2960567,4.3108535
190907042,6,1,1,1,0,0,0,1,0,1,0.002390936,0.002443078,0.0025647695,-6.055338,-5.9799833,-5.7835464,4.215338,4.218499,4.2033677
190907042,7,1,1,0,0,0,0,0,0,0,0.0028354684,0.002983958,0.0032429541,-5.999638,-5.929258,-6.4745474,4.225861,4.2127657,4.2363405
190907042,8,1,1,1,0,0,0,1,0,1,0.00209841,0.0021680864,0.0022273026,-5.9611797,-5.9686036,-5.978121,4.1994514,4.245736,4.223312
190907042,9,1,1,1,0,0,0,1,0,1,0.0016257567,0.0016733481,0.0017002787,-5.76122,-5.777789,-5.791664,4.289764,4.3405,4.2502995
190907042,10,1,1,1,0,0,0,1,0,1,0.0016025578,0.0016499253,0.001696839,-5.732032,-5.7802086,-5.7957807,4.2813873,4.342705,4.2850885
190907042,11,1,1,1,0,0,0,1,0,1,0.0015350427,0.0015496551,0.0015868044,-5.635122,-5.635122,-5.486556,4.3452044,4.349652,4.3631577
190907042,12,0,0,0,0,0,0,0,0,0,0.0033018442,0.0033989137,0.0035083068,-6.2549105,-5.9799833,-6.053542,4.233691,4.19585,4.200453
190907042,13,0,0,0,0,0,0,0,0,0,0.0032112475,0.0033599194,0.0035224573,-6.0244617,-5.633388,-5.8824716,4.2390857,4.2724657,4.195816
190907042,15,1,1,1,0,0,0,1,0,1,0.0018855237,0.001954456,0.0020353154,-6.041836,-5.9361515,-5.91388,4.243522,4.225667,4.2408915
190907042,16,1,1,1,0,0,0,1,0,1,0.0017575352,0.0018046525,0.0018633667,-5.561244,-5.899523,-6.31182,4.2647963,4.218703,4.1852593
190907042,17,1,1,1,0,0,0,1,0,1,0.0015008346,0.0015466579,0.0015928315,-5.6946054,-5.686709,-5.727065,4.30308,4.2797794,4.3281584
190907042,18,1,1,1,0,0,0,1,0,1,0.0021828057,0.0022628906,0.0023403652,-6.360964,-6.292699,-6.1835017,4.2178183,4.218663,4.1825986
190907042,19,1,1,1,0,0,0,1,0,1,0.0021247987,0.002232637,0.0023125496,-6.3340917,-6.04629,-6.455242,4.198094,4.235317,4.1753926
190907042,20,1,1,1,0,0,0,1,0,1,0.0020854087,0.0021948228,0.002316488,-6.1139836,-6.0118723,-6.053542,4.246177,4.229621,4.255013
190907042,21,1,1,1,0,0,0,1,0,1,0.0021380065,0.0022215906,0.0021943941,-6.1245766,-6.4098125,-6.084576,4.197822,4.175785,4.1742363
190907042,23,0,0,1,1,1,0,0,0,1,0.0014316239,0.0014837068,0.0015319687,-5.1673656,-5.2756658,-5.371366,4.3111916,4.372186,4.374164
190907042,24,0,0,0,0,0,0,0,0,0,0.0017828944,0.0018320787,0.0020967063,-3.8983428,-3.8981519,-3.9480906,4.297219,4.2862206,4.67396
190907042,26,0,0,0,0,0,0,0,0,0,0.002375178,0.0032041257,0.004020748,-3.9992359,-3.9696896,-3.1037586,5.1002855,5.2364206,6.3817825
190907042,27,1,0,0,0,1,1,0,0,1,0.0019574517,0.0021026111,0.0022806912,-5.31456,-5.261474,-4.6090665,4.376821,4.430912,4.8226004
190907042,28,1,1,0,0,0,0,0,0,0,0.0016492406,0.0017436121,0.0019624936,-5.518514,-5.473155,-4.498072,4.415686,4.372314,4.8349466
190907042,29,1,1,0,0,0,0,0,0,0,0.0016150501,0.0016696942,0.0019373941,-5.671334,-5.688669,-4.2849803,4.3333416,4.3073397,5.0270586
190907042,30,0,0,0,0,0,0,0,0,0,0.002296192,0.0023462952,0.003528574,-3.26899,-3.2720304,-2.8502944,5.2270207,5.169377,6.6285324
190907042,31,1,1,1,0,0,0,1,0,1,0.0016784705,0.0017185479,0.0017444749,-5.7213078,-5.4375653,-5.799937,4.351082,4.3413224,4.3225026
190907042,32,1,0,0,0,0,0,0,0,0,0.0029191796,0.0030419927,0.0032275943,-5.649246,-5.995635,-5.9361563,4.233223,4.258243,4.22104
190907042,33,1,1,1,0,0,0,1,0,1,0.0025658316,0.0025939408,0.0026910212,-6.0507903,-5.90921,-5.8301983,4.236274,4.2614994,4.2725825
190907042,34,1,1,1,0,0,0,1,0,1,0.0020618418,0.0021261233,0.0021822157,-6.0935426,-6.0330615,-5.9031563,4.209052,4.2712526,4.253296
190907042,35,1,1,1,0,0,0,1,0,1,0.001996876,0.0020048597,0.0020575284,-5.732032,-5.84273,-5.953647,4.319678,4.322903,4.310832
190907042,36,1,1,1,0,0,0,1,0,1,0.0015888603,0.0016403709,0.0016976141,-5.9686036,-5.946702,-5.812649,4.253862,4.2310615,4.2404833
190907042,37,1,1,1,0,0,0,1,0,1,0.0018955144,0.0019565963,0.0020311743,-5.7149982,-6.1087823,-5.848487,4.1909337,4.2214556,4.238852
190907042,38,1,1,1,0,0,0,1,0,1,0.002080579,0.0021466238,0.0022282633,-5.9686036,-5.84837,-6.0040565,4.237621,4.2552605,4.241478
190908041,0,1,1,1,0,0,0,1,0,1,0.0018679093,0.0019412186,0.0019873711,-6.169739,-6.16383,-6.2487683,4.234296,4.240757,4.211805
190908041,1,0,0,0,1,0,0,0,0,0,0.002686068,0.002947534,0.0029854977,-4.840773,-4.0631723,-4.1929975,4.347281,4.5674696,4.393246
190908041,2,1,1,1,0,0,0,1,0,1,0.0020208322,0.0021304137,0.0022453375,-5.9648757,-6.1879635,-5.953647,4.220414,4.2515006,4.2240486
190908041,3,1,1,1,0,0,0,1,0,1,0.001561532,0.0016361817,0.0017041779,-5.823547,-5.890047,-5.848487,4.2910314,4.264622,4.275893
190908041,4,1,1,1,0,0,0,1,0,1,0.0018456781,0.0019238599,0.001973288,-6.16383,-6.0935426,-6.173517,4.211508,4.2243595,4.2126403
190908041,5,1,1,1,0,0,0,1,0,1,0.0020132326,0.0021091609,0.002183674,-6.169739,-6.379849,-6.436759,4.2299953,4.211045,4.2239122
190908041,6,1,1,1,0,0,0,1,0,1,0.0023212333,0.0024341468,0.0025254812,-6.0077558,-5.9191184,-6.100967,4.2188263,4.2101965,4.1824417
190908041,7,1,1,1,0,0,0,1,0,1,0.0025634456,0.0027234377,0.002837555,-5.983844,-6.0599337,-6.135729,4.2266407,4.2238846,4.201859
190908041,8,1,1,1,0,0,0,1,0,1,0.00215812,0.0022608375,0.0023326406,-5.874699,-5.890047,-6.173517,4.224843,4.2361054,4.1816235
190908041,9,1,0,0,0,1,1,0,0,1,0.001658395,0.0017254668,0.0017738513,-5.303087,-5.1805816,-5.0490723,4.3277383,4.3002877,4.2693033
190908041,10,1,1,1,0,0,0,1,0,1,0.0016194864,0.0016893153,0.0017435476,-5.8155775,-5.7520285,-5.799937,4.31913,4.2818785,4.28498
190908041,11,1,1,1,0,0,0,1,0,1,0.0015385771,0.0016039358,0.0016573484,-5.8077526,-5.826236,-5.81697,4.329856,4.2900844,4.3098106
190908041,12,1,0,0,0,0,0,0,0,0,0.0029161444,0.0031093122,0.003248502,-5.5874577,-5.573669,-5.460944,4.388491,4.403056,4.374693
190908041,13,0,0,0,0,0,0,0,0,0,0.003079473,0.0032491486,0.0034025805,-6.1299715,-5.8931828,-6.0245786,4.2221704,4.22297,4.19614
190908041,14,1,1,0,0,0,0,0,0,0,0.0028128908,0.0029626829,0.0030068099,-5.995635,-5.7149982,-6.118,4.2073717,4.2858987,4.22557
190908041,15,1,1,1,0,0,0,1,0,1,0.0018406807,0.0019296784,0.0020129262,-5.972364,-6.055338,-6.173517,4.220658,4.1944857,4.2485948
190908041,16,1,1,1,0,0,0,1,0,1,0.0017951936,0.0018756891,0.0019300559,-5.478004,-6.2135177,-6.5382166,4.2309923,4.163129,4.1768947
190908041,17,1,1,1,0,0,0,1,0,1,0.0015376159,0.0016099695,0.0016740903,-5.7298656,-5.8182178,-5.877451,4.3142195,4.3222804,4.300502
190908041,18,1,1,1,0,0,0,1,0,1,0.0021419153,0.0022521329,0.0023322487,-5.8657446,-6.24067,-6.2487683,4.229841,4.157492,4.157797
190908041,19,1,1,1,0,0,0,1,0,1,0.0021104733,0.0022255713,0.0023053107,-6.277187,-6.0788193,-6.084576,4.202002,4.200034,4.148035
190908041,20,1,1,1,0,0,0,1,0,1,0.0022055407,0.0023452407,0.0024614008,-5.932691,-6.0118723,-5.9844613,4.3464856,4.2545066,4.245573
190908041,21,1,1,1,0,0,0,1,0,1,0.002204504,0.002324273,0.0022972177,-6.0374265,-6.152248,-5.9908953,4.1831126,4.1815944,4.1942825
190908041,23,0,0,0,0,0,0,0,0,0,0.0018122828,0.0018917938,0.0019463903,-3.4826686,-3.4638667,-3.4555514,4.695207,4.681624,4.64978
190908041,24,1,0,0,0,1,1,0,0,1,0.0017035741,0.0018701098,0.0020803087,-5.6732264,-4.983844,-4.710439,4.360564,4.493352,4.751338
190908041,25,0,0,0,0,0,0,0,0,0,0.0071514603,0.0027817488,0.002462401,-3.1748443,-2.6548684,-3.712244,6.9907365,7.13381,5.6838436
190908041,26,0,0,0,0,0,0,0,0,0,0.0024562248,0.00333724,0.0032027327,-3.977798,-4.3449087,-3.1568441,5.403269,5.17017,5.612109
190908041,27,1,1,0,0,0,1,0,0,1,0.0018985101,0.0020178556,0.002231677,-5.5921526,-5.4914823,-4.581694,4.368157,4.4196873,4.740116
190908041,28,0,0,0,0,0,0,0,0,0,0.0018289967,0.0020062684,0.0023070253,-3.5075634,-3.4766867,-3.4821947,4.3504844,4.384258,4.9974217
190908041,29,1,1,0,0,0,0,0,0,0,0.0017072075,0.0017685705,0.0020421594,-5.633388,-5.8129535,-4.292444,4.3492856,4.331508,5.053224
190908041,30,1,1,0,0,0,0,0,0,0,0.0016121013,0.0016990702,0.0025072128,-5.6368623,-5.6000924,-3.4451635,4.3696604,4.360709,6.2794795
190908041,31,1,1,1,0,0,0,1,0,1,0.0017800371,0.0018348909,0.0018697927,-5.457874,-5.32977,-5.589083,4.4092546,4.390809,4.3236194
190908041,32,1,0,0,0,0,0,0,0,0,0.0029194814,0.0031663836,0.003377493,-6.0374265,-5.925852,-6.01079,4.2306857,4.246148,4.2042623
190908041,33,1,1,1,0,0,0,1,0,1,0.002558849,0.0026236728,0.0027311149,-5.823547,-6.1299715,-6.193721,4.2271304,4.232163,4.2096148
190908041,34,0,0,0,0,0,0,0,0,0,0.002291346,0.0023958064,0.0025692086,-3.423446,-3.4116983,-3.4063747,4.3571844,4.349569,4.4388638
190908041,35,0,0,0,1,1,1,0,1,1,0.0020189683,0.0020617733,0.0021345909,-4.603148,-4.5751796,-4.6954103,4.3380523,4.369768,4.3825393
190908041,36,0,0,0,0,0,0,0,0,0,0.0016518022,0.0017337239,0.0018027062,-4.1734433,-4.061554,-3.9586735,4.334575,4.3107405,4.2635784
190908041,37,1,1,1,0,0,0,1,0,1,0.0019455007,0.0020359757,0.002120676,-6.041836,-6.0202246,-6.1835017,4.2531734,4.2463913,4.2293053
190908041,38,1,1,1,0,0,0,1,0,1,0.0021453365,0.0022482912,0.0023443531,-5.8687086,-6.103643,-5.9248753,4.227381,4.212671,4.194454
190913045,0,1,1,1,0,0,0,1,0,1,0.0014591622,0.0015104181,0.0015463955,-6.0740204,-6.0507903,-6.038819,4.226058,4.1986046,4.209219
190913045,1,1,1,1,0,0,0,1,0,1,0.0019953938,0.002064399,0.0020940474,-5.957515,-5.7408056,-5.8724875,4.270599,4.2819953,4.249445
190913045,2,1,1,1,0,0,0,1,0,1,0.001621025,0.0017574875,0.0019898077,-5.9611797,-5.8838425,-5.843842,4.233966,4.2393785,4.2699986
190913045,3,0,0,0,1,1,1,0,1,1,0.0014419367,0.001480922,0.001526985,-4.698608,-4.690244,-4.682474,4.288903,4.2728157,4.2420125
190913045,4,1,1,1,0,0,0,1,0,1,0.00141469,0.0014613329,0.0015059004,-5.991669,-5.932691,-6.144872,4.207286,4.2357864,4.2030435
190913045,5,1,1,1,0,0,0,1,0,1,0.002504926,0.0023166116,0.002204161,-5.995635,-5.9611797,-6.144872,4.2435193,4.246981,4.2259398
190913045,6,0,0,0,0,0,0,0,0,0,0.009792526,0.010862098,0.011988209,-inf,-inf,-inf,5.103964,4.6010947,4.168294
190913045,8,1,1,1,0,0,0,1,0,1,0.0018195782,0.0018308775,0.0018394919,-5.902728,-5.912488,-5.91388,4.2611794,4.3026094,4.2384586
190913045,9,1,1,1,0,0,0,1,0,1,0.0015233848,0.0015668373,0.0015875682,-5.9157906,-5.9611797,-5.8724875,4.244227,4.211716,4.222129
190913045,10,0,0,0,0,0,0,0,0,0,0.0014216552,0.0014844124,0.0015469197,-3.8897033,-3.8615985,-3.848627,4.2863083,4.3209143,4.3422365
190913045,11,1,1,1,0,0,0,1,0,1,0.0013615593,0.0014381309,0.0014853931,-6.0202246,-5.9799833,-6.03164,4.219418,4.2200565,4.2212224
190913045,12,0,0,0,0,0,0,0,0,0,0.025589153,0.028429259,0.028743565,-inf,-inf,-inf,1.9502939,1.7535634,1.7319567
190913045,13,0,0,0,0,0,0,0,0,0,0.018048624,0.01830104,0.016521798,-inf,-inf,-inf,2.767476,2.7292452,3.022976
190913045,14,0,0,0,0,0,0,0,0,0,0.006556755,0.00966106,0.009422213,-4.414609,-inf,-inf,5.050215,4.7982063,4.7379313
190913045,15,0,1,1,0,0,0,0,0,0,0.0019771473,0.0018052239,0.0017159114,-3.3967276,-5.8931828,-5.941909,4.044111,4.235417,4.2327795
190913045,16,1,1,1,0,0,0,1,0,1,0.0013713144,0.0014263908,0.0015073433,-5.9431567,-5.9761567,-5.7638917,4.2470875,4.2412205,4.2506638
190913045,17,0,0,0,0,0,0,0,0,0,0.0014676478,0.0015067074,0.0015411873,-3.8259122,-3.825266,-3.8300192,4.4156847,4.438265,4.447531
190913045,18,0,0,0,0,0,0,0,0,0,0.0057147476,0.005053296,0.008531826,-5.1129384,-5.6847568,-inf,4.3979087,4.1811395,5.8581085
190913045,19,0,0,0,0,0,0,0,0,0,0.018236164,0.016240336,0.011515856,-inf,-inf,-inf,2.7389216,3.0759702,4.1667395
190913045,20,0,0,0,0,0,0,0,0,0,0.0042046895,0.0034251392,0.0034451361,-4.329424,-4.431545,-4.841998,4.212604,4.2854342,4.3176327
190913045,21,1,0,0,0,1,1,0,0,1,0.0018907548,0.0018280229,0.0018237667,-5.4299173,-5.2248507,-5.241782,4.2399116,4.2413898,4.264313
190913045,22,1,1,1,0,0,0,1,0,1,0.0015144396,0.0015609869,0.0016028413,-5.443112,-5.983844,-6.1094,4.3291354,4.31913,4.316398
190913045,23,0,0,0,0,0,0,0,0,0,0.002118373,0.0021739912,0.0022273422,-3.3841817,-3.4772098,-3.494844,5.4822235,5.3962383,5.31274
190913045,24,0,1,1,1,0,0,0,0,1,0.001434662,0.0014999977,0.0015313481,-5.2296047,-5.4719605,-5.8579288,4.256491,4.30386,4.257392
190913045,25,1,1,1,0,0,0,1,0,1,0.0014736246,0.001502782,0.0015339613,-6.1299715,-6.055338,-6.03164,4.187159,4.204288,4.225506
190913045,26,1,1,1,0,0,0,1,0,1,0.0016121729,0.0016518062,0.0017307177,-6.0077558,-5.9191184,-5.799937,4.2462854,4.2669744,4.2569876
190913045,27,1,1,1,0,0,0,1,0,1,0.0016820206,0.0016529897,0.001596404,-5.957515,-5.476759,-5.9031563,4.2382283,4.3588295,4.257045
190913045,28,0,0,0,0,0,0,0,0,0,0.0015156692,0.0015216349,0.0018483397,-4.447827,-4.3481264,-4.0688596,4.2256913,4.180337,4.610271
190913045,29,1,1,1,0,0,0,1,0,1,0.0013277705,0.001376132,0.0014374827,-6.1299715,-6.0374265,-6.084576,4.197155,4.2094116,4.245367
190913045,30,1,1,1,0,0,0,1,0,1,0.001388105,0.0014448557,0.0015035538,-5.8963413,-5.9538803,-5.997426,4.2244,4.227055,4.2115617
190913045,31,1,1,1,0,0,0,1,0,1,0.0014852353,0.0015385634,0.0015559345,-6.0160284,-5.4601903,-6.03164,4.2390933,4.3330464,4.24692
