taskid,beam,cont_pass,pol_pass,pol_V_pass,pol_QU_pass,HI_all_good,HI_all_good_ok,HI_c2_good_ok,HI_c2_good,HI_pass,all_pass,s_in,s_out,rat,N2,Ex-2,pol_s_in,pol_s_out,pol_rat,pol_N2,pol_Ex-2,pol_ftmax,pol_peak_in,pol_P2,pol_bmin,Q_bm_fg,U_bm_fg,Q_st_fg,U_st_fg
191014041,15,True,False,True,False,True,True,True,True,True,False,46.6,44.0,1.06,1.3,124.0,44.4,44.1,1.01,1.0,941.0,6.4,1701.1,1.0,9.3,1.0,1.0,0.08,0.08
191014041,23,True,False,True,False,False,False,False,False,False,False,45.5,39.2,1.16,2.0,379.0,38.5,37.5,1.03,1.1,1039.0,4.3,641.7,1.1,6.0,1.0,1.0,0.08,0.12
191014041,32,True,False,True,False,False,True,True,True,False,True,52.4,48.8,1.07,1.4,130.0,51.7,50.7,1.02,1.1,1034.0,16.9,334.1,1.1,7.2,1.0,1.0,0.08,0.08
191025081,3,True,False,True,False,True,True,True,True,True,True,52.1,46.7,1.12,1.6,138.0,47.5,46.8,1.01,1.1,689.0,5.6,557.0,1.0,-0.5,1.0,1.0,0.08,0.08
191025081,28,True,False,True,False,True,True,True,True,True,False,51.4,42.6,1.21,2.3,346.0,43.9,42.5,1.03,1.1,701.0,3.3,1511.2,1.1,-0.1,1.0,1.0,0.08,0.08
191025081,32,True,False,True,False,True,True,True,True,True,True,52.3,47.7,1.09,1.5,132.0,48.6,48.5,1.0,1.0,716.0,5.0,215.1,1.0,-0.0,1.0,1.0,0.12,0.12
191026001,3,True,False,True,False,False,True,True,False,False,True,53.8,49.3,1.09,1.5,116.0,49.8,49.2,1.01,1.0,637.0,7.5,372.5,1.1,-2.0,1.0,1.0,0.12,0.12
191026001,15,True,False,True,False,True,True,True,True,True,False,55.9,48.7,1.15,1.7,183.0,48.8,48.4,1.01,1.0,672.0,9.0,413.0,1.1,-2.7,1.0,1.0,0.12,0.12
191027043,25,True,False,True,False,True,True,True,True,True,True,41.3,38.0,1.09,1.5,114.0,37.8,37.7,1.0,1.0,559.0,5.1,888.4,0.9,-0.8,1.0,1.0,0.08,0.08
191027043,32,True,False,True,False,True,True,True,True,True,True,59.5,52.3,1.14,1.8,188.0,51.3,51.3,1.0,1.0,639.0,21.7,235.7,1.0,-1.1,1.0,1.0,0.12,0.12
191027044,2,True,False,True,False,False,True,True,False,False,True,53.9,45.2,1.19,2.1,264.0,46.7,45.1,1.04,1.0,602.0,5.0,2837.8,1.0,1.3,1.0,1.0,0.08,0.08
191027044,3,True,False,True,False,True,True,True,True,True,True,49.1,43.6,1.13,1.7,160.0,44.7,43.8,1.02,1.1,686.0,9.5,567.1,1.1,1.8,1.0,1.0,0.08,0.08
191027044,7,True,False,True,False,True,True,True,True,True,False,56.8,52.3,1.09,1.4,102.0,53.3,53.1,1.0,1.0,628.0,21.5,357.9,1.0,1.8,1.0,1.0,0.12,0.12
191027044,25,True,False,True,False,True,True,True,True,True,True,44.2,39.9,1.11,1.6,146.0,39.5,39.5,1.0,1.0,623.0,12.3,639.3,1.0,1.3,1.0,1.0,0.08,0.08
191027044,26,True,False,True,False,True,True,True,True,True,True,48.6,43.9,1.11,1.6,137.0,43.8,43.3,1.01,1.1,671.0,7.2,254.3,1.1,1.7,1.0,1.0,0.08,0.08
191027044,32,True,False,False,False,True,True,True,True,True,True,56.0,49.7,1.13,1.7,186.0,50.0,50.7,0.99,0.9,656.0,26.2,242.6,0.9,1.0,1.0,1.0,0.12,0.12
191114041,7,True,False,True,False,True,True,True,True,True,False,57.8,54.2,1.07,1.3,94.0,55.3,54.2,1.02,1.0,696.0,6.1,3194.9,1.0,-1.9,1.0,1.0,0.12,0.12
191114041,8,True,False,True,False,True,True,True,True,True,True,53.9,47.9,1.12,1.7,220.0,48.6,47.5,1.02,1.0,826.0,6.8,1599.9,1.0,-0.5,1.0,1.0,0.12,0.12
191115040,8,True,False,True,False,True,True,True,True,True,True,55.8,48.7,1.15,1.8,202.0,49.0,48.6,1.01,1.0,588.0,7.8,1395.8,1.0,0.6,1.0,1.0,0.12,0.12
191115040,15,True,False,True,False,True,True,True,True,True,False,46.3,41.6,1.11,1.6,139.0,42.7,41.5,1.03,1.0,620.0,4.6,2340.6,1.0,0.6,1.0,1.0,0.12,0.12
191115041,7,True,False,True,False,True,True,True,True,True,False,57.9,53.6,1.08,1.5,116.0,54.6,53.5,1.02,1.0,620.0,6.0,2760.4,1.0,-0.1,1.0,1.0,0.08,0.08
191116041,8,True,False,True,False,True,True,True,True,True,True,56.6,49.1,1.15,1.8,229.0,49.5,48.9,1.01,1.0,750.0,5.6,1476.8,1.0,-2.3,1.0,1.0,0.12,0.12
191116041,38,True,False,False,False,False,False,False,False,False,False,50.4,42.3,1.19,2.2,346.0,47.2,41.3,1.14,1.1,850.0,10.9,3905.2,1.2,-1.2,0.62,0.62,0.12,0.08
191117038,8,True,False,True,False,True,True,True,True,True,True,54.0,49.8,1.08,1.4,96.0,49.6,49.5,1.0,1.0,611.0,7.1,1488.1,0.9,-0.1,1.0,1.0,0.12,0.12
191120096,7,True,False,True,False,True,True,True,True,True,False,55.8,50.9,1.1,1.5,125.0,51.0,50.7,1.01,1.0,672.0,5.8,690.5,1.0,-1.0,1.0,1.0,0.08,0.08
191121046,8,True,False,True,False,True,True,True,True,True,True,52.0,48.1,1.08,1.4,120.0,48.9,47.9,1.02,1.0,778.0,7.3,2426.0,1.0,-2.4,1.0,1.0,0.12,0.12
191121046,15,True,False,True,False,True,True,True,True,True,False,46.7,42.5,1.1,1.5,142.0,42.9,42.3,1.01,1.0,749.0,4.9,1850.9,1.0,0.1,1.0,1.0,0.12,0.12
191121046,21,True,False,True,False,True,True,True,True,True,True,58.7,53.6,1.1,1.5,144.0,53.2,52.7,1.01,1.0,746.0,7.0,2223.2,1.0,-1.6,1.0,1.0,0.12,0.12
191125047,8,True,False,True,False,True,True,True,True,True,True,59.7,54.5,1.1,1.5,160.0,54.9,54.3,1.01,1.0,731.0,7.5,2488.2,1.0,-1.6,1.0,1.0,0.29,0.29
191125047,15,True,False,True,False,True,True,True,True,True,False,55.5,47.3,1.17,2.0,287.0,47.1,47.0,1.0,0.9,685.0,16.7,1879.5,0.9,-0.3,1.0,1.0,0.29,0.29
191207034,21,True,False,True,False,True,True,True,True,True,False,48.4,42.8,1.13,1.7,239.0,42.7,42.4,1.01,1.0,903.0,7.4,655.4,1.0,-4.0,1.0,1.0,0.08,0.08
191207035,7,True,False,True,False,True,True,True,True,True,False,57.1,51.8,1.1,1.5,127.0,52.8,52.3,1.01,1.0,650.0,13.9,1288.8,1.0,0.3,1.0,1.0,0.12,0.12
191207035,21,True,False,True,False,True,True,True,True,True,False,55.8,49.8,1.12,1.7,180.0,49.7,49.7,1.0,1.0,676.0,5.4,556.4,1.0,0.5,1.0,1.0,0.08,0.08
191207035,31,True,False,True,False,False,False,True,True,False,False,44.4,40.6,1.09,1.5,128.0,40.9,40.4,1.01,1.0,715.0,4.9,805.6,1.0,-0.4,1.0,1.0,0.08,0.08
191207035,32,True,False,True,False,False,False,True,True,False,True,59.1,52.5,1.12,1.7,183.0,52.9,52.4,1.01,1.0,716.0,6.8,830.6,1.0,0.1,1.0,1.0,0.08,0.08
191208041,8,True,False,True,False,True,True,True,True,True,True,54.0,48.7,1.11,1.6,179.0,49.6,48.6,1.02,1.1,799.0,10.8,1426.7,1.0,-2.2,1.0,1.0,0.12,0.12
191208041,21,True,False,True,False,True,True,True,True,True,False,52.8,47.0,1.12,1.6,185.0,46.0,46.0,1.0,1.0,746.0,10.5,597.9,1.0,-2.9,1.0,1.0,0.12,0.12
191208041,32,True,False,True,False,False,False,True,True,False,True,55.7,50.7,1.1,1.5,153.0,49.9,50.0,1.0,1.0,733.0,10.5,440.3,1.0,-2.7,1.0,1.0,0.12,0.12
191218226,32,True,False,True,False,True,True,True,True,True,True,47.0,42.7,1.1,1.5,200.0,43.5,43.2,1.01,1.0,948.0,3.3,997.0,1.0,0.7,1.0,1.0,0.12,0.12
191220017,15,True,False,True,False,True,True,True,True,True,False,45.9,41.4,1.11,1.6,148.0,41.3,41.2,1.0,1.0,660.0,4.9,771.0,1.0,0.2,1.0,1.0,0.12,0.12
191220018,15,True,False,True,False,True,True,True,True,True,False,43.6,38.7,1.13,1.7,192.0,39.6,39.4,1.01,1.0,729.0,3.7,309.1,1.0,0.4,0.54,0.54,0.08,0.08
191220018,32,True,False,True,False,True,True,True,True,True,True,50.1,45.7,1.1,1.5,147.0,45.9,45.9,1.0,1.0,717.0,10.3,904.7,1.0,0.7,0.58,0.58,0.08,0.08
191221041,15,True,False,True,False,True,True,True,True,True,False,48.2,41.5,1.16,1.9,316.0,41.3,41.3,1.0,1.0,909.0,13.9,923.0,1.0,1.0,1.0,1.0,0.12,0.12
191221082,32,True,False,True,False,True,True,True,True,True,True,44.4,40.4,1.1,1.5,197.0,40.9,40.4,1.01,1.0,987.0,4.2,976.3,1.0,-3.4,1.0,1.0,0.08,0.08
191223022,32,True,False,True,False,True,True,True,True,True,True,54.3,48.2,1.13,1.7,197.0,48.3,48.2,1.0,1.0,681.0,7.9,824.0,1.0,0.8,0.54,0.54,0.08,0.08
191224041,19,True,False,True,False,True,True,True,True,True,True,44.3,37.9,1.17,2.0,288.0,39.1,38.3,1.02,1.1,813.0,4.3,531.0,1.0,-0.2,1.0,1.0,0.08,0.08
191224041,32,True,False,True,False,True,True,True,True,True,True,52.1,44.7,1.17,1.9,271.0,45.9,45.0,1.02,1.0,764.0,8.7,1514.5,1.0,-0.6,1.0,1.0,0.12,0.12
191225014,32,True,False,True,False,True,True,True,True,True,True,53.9,46.5,1.16,1.9,235.0,47.6,46.9,1.02,1.0,657.0,6.4,1465.8,1.0,-1.6,0.96,0.96,0.12,0.12
191225015,32,True,False,True,False,True,True,True,True,True,True,51.7,46.0,1.12,1.7,190.0,46.5,46.5,1.0,1.0,685.0,4.7,803.6,1.0,0.9,1.0,1.0,0.08,0.08
191227013,0,True,False,True,False,True,True,True,True,True,True,49.9,40.8,1.22,2.3,309.0,43.3,41.9,1.03,1.1,647.0,7.0,1392.1,1.1,-1.2,1.0,1.0,0.12,0.17
191227013,4,True,False,True,False,True,True,True,True,True,False,50.4,41.5,1.21,2.2,284.0,44.5,41.9,1.06,1.3,782.0,8.8,719.1,1.3,-0.5,0.46,0.46,0.12,0.12
191229013,24,True,False,True,False,False,False,True,False,False,True,50.9,42.5,1.2,2.2,372.0,43.0,42.2,1.02,1.1,840.0,5.0,966.7,1.1,0.7,1.0,1.0,0.08,0.08
191231012,32,True,False,True,False,True,True,True,True,True,True,43.9,40.5,1.08,1.4,154.0,41.1,40.8,1.01,1.0,934.0,6.1,766.3,1.0,-1.5,1.0,1.0,0.08,0.08
191231013,32,True,False,True,False,True,True,True,True,True,True,52.9,46.9,1.13,1.7,188.0,46.8,46.7,1.0,1.0,692.0,4.8,774.4,1.0,0.9,0.58,0.58,0.08,0.08
200101041,32,True,False,True,False,False,False,True,False,False,True,57.3,51.6,1.11,1.6,197.0,51.1,51.1,1.0,1.0,798.0,11.5,699.6,1.0,-1.4,1.0,1.0,0.12,0.12
200102011,32,True,False,True,False,False,False,True,True,False,True,44.2,39.7,1.11,1.6,226.0,40.6,39.8,1.02,1.0,955.0,4.5,1173.6,1.0,0.7,1.0,1.0,0.08,0.08
200102012,32,True,False,True,False,True,True,True,True,True,True,49.1,43.7,1.12,1.7,183.0,44.3,43.9,1.01,1.0,714.0,4.7,701.3,1.0,0.7,1.0,1.0,0.08,0.08
200103041,32,True,False,True,False,True,True,True,True,True,True,49.9,44.2,1.13,1.7,224.0,44.1,44.0,1.0,1.0,774.0,4.7,747.9,1.0,-0.8,1.0,1.0,0.08,0.08
200104011,32,True,False,True,False,True,True,True,True,True,True,51.8,45.6,1.14,1.7,196.0,45.9,45.8,1.0,1.0,691.0,4.5,777.2,1.0,1.1,1.0,1.0,0.08,0.08
200104011,35,True,False,True,False,True,True,True,True,True,True,47.5,40.6,1.17,2.0,287.0,42.2,40.9,1.03,1.1,756.0,4.1,2082.5,1.0,0.8,0.62,0.62,0.08,0.08
200128124,15,True,False,True,False,True,True,True,True,True,False,39.9,36.6,1.09,1.4,150.0,38.2,36.9,1.04,1.0,908.0,3.2,2351.4,1.0,3.0,1.0,1.0,0.08,0.08
200128124,32,True,False,True,False,True,True,True,True,True,True,44.6,41.7,1.07,1.3,121.0,42.0,41.6,1.01,1.0,906.0,4.9,1285.2,1.0,-0.3,1.0,1.0,0.12,0.08
