timestamp,target_tid,target_name,cal1_tids,cal1_name,cal2_tids,cal2_name,beams,node,starttime,endtime,runtime,failures
1567994995.001100,190807042,M0155+3130,190807030-190807021,3C147,190808021-190808030,3C286,"20,21,23,24,25,26,27,28,29",happili-03,2019-09-09 02:09:55.326257,,,
1568015400.001200,190809041,S1421+5324,190809010-190809001,3C147,190810001-190810010,3C286,"0,1,2,3,4,6,7,8,9",happili-01,2019-09-09 07:50:00.436607,,,
1568015424.001300,190808041,S2306+3130,190808040-190808032,3C286,190809032-190809040,3C147,"31,32,33,34,35,36,37,38,39",happili-04,2019-09-09 07:50:24.006006,,,
1568015425.001400,190808041,S2306+3130,190808020-190808011,3C286,190809011-190809020,3C147,"10,11,12,13,14,15,16,18,19",happili-02,2019-09-09 07:50:24.958242,,,
1568034626.001500,190807042,M0155+3130,-,-,-,-,-,happili-03,-,2019-09-09 13:10:25.369853,11:00:28.271112,"B027: FAILED on crosscal, B028: FAILED on crosscal"
1568038152.001800,190808041,S2306+3130,190808030-190808021,3C286,190809021-190809030,3C147,"20,21,23,24,25,26,27,28,29",happili-03,2019-09-09 14:09:12.434744,,,
1568045246.001900,190808041,S2306+3130,-,-,-,-,-,happili-04,-,2019-09-09 16:07:25.543791,8:17:00.613290,"B031: FAILED on crosscal,scal, B032: FAILED on crosscal,scal, B033: FAILED on crosscal,scal, B034: FAILED on crosscal, B035: FAILED on crosscal,scal, B036: FAILED on crosscal,scal, B037: FAILED on crosscal,scal, B038: FAILED on crosscal,scal, B039: FAILED on crosscal,scal"
1568046377.002100,190808041,S2306+3130,-,-,-,-,-,happili-02,-,2019-09-09 16:26:16.382674,8:35:50.524783,"B010: FAILED on crosscal,scal, B011: FAILED on crosscal,scal, B012: FAILED on crosscal, B013: FAILED on crosscal, B014: FAILED on crosscal,scal, B015: FAILED on crosscal,scal, B016: FAILED on crosscal,scal, B018: FAILED on crosscal,scal, B019: FAILED on crosscal,scal"
1568046553.002400,190809041,S1421+5324,190809040-190809032,3C147,190810032-190810040,3C286,"31,32,33,34,35,36,37,38,39",happili-04,2019-09-09 16:29:12.984177,,,
1568047825.002600,190809041,S1421+5324,190809020-190809011,3C147,190810011-190810020,3C286,"10,11,12,13,14,15,16,18,19",happili-02,2019-09-09 16:50:25.645636,,,
1568048701.002700,190809041,S1421+5324,-,-,-,-,-,happili-01,-,2019-09-09 17:05:00.939315,9:14:59.835034,"B000: FAILED on crosscal,scal, B001: FAILED on crosscal,scal, B002: FAILED on crosscal,scal, B003: FAILED on crosscal,scal, B004: FAILED on crosscal, B006: FAILED on crosscal, B007: FAILED on crosscal,scal, B008: FAILED on crosscal,scal, B009: FAILED on crosscal,scal"
1568050319.003000,190809042,M0155+3130,190809010-190809001,3C147,190810001-190810010,3C286,"0,1,2,3,4,6,7,8,9",happili-01,2019-09-09 17:31:59.436022,,,
1568066449.003100,190809041,S1421+5324,-,-,-,-,-,happili-04,-,2019-09-09 22:00:48.504212,5:31:33.601979,"B031: FAILED on crosscal,scal, B032: FAILED on crosscal,scal, B033: FAILED on crosscal,scal, B034: FAILED on crosscal,scal, B035: FAILED on crosscal,scal, B036: FAILED on crosscal,scal, B037: FAILED on crosscal,scal, B038: FAILED on crosscal,scal, B039: FAILED on crosscal,scal"
1568067493.003400,190809042,M0155+3130,190809040-190809032,3C147,190810032-190810040,3C286,"31,32,33,34,35,36,37,38,39",happili-04,2019-09-09 22:18:13.600560,,,
1568070465.003500,190808041,S2306+3130,-,-,-,-,-,happili-03,-,2019-09-09 23:07:44.308709,8:58:29.867904,"B020: FAILED on crosscal,scal, B021: FAILED on crosscal,scal, B023: FAILED on crosscal,scal, B024: FAILED on crosscal, B025: FAILED on crosscal, B026: FAILED on crosscal,scal, B027: FAILED on crosscal, B028: FAILED on crosscal, B029: FAILED on crosscal,scal"
1568072297.003800,190809041,S1421+5324,190809030-190809021,3C147,190810021-190810030,3C286,"20,21,23,24,25,26,27,28,29",happili-03,2019-09-09 23:38:17.693711,,,
1568082613.003900,190809041,S1421+5324,-,-,-,-,-,happili-02,-,2019-09-10 02:30:12.430568,9:39:45.945679,"B010: FAILED on crosscal,scal, B011: FAILED on crosscal,scal, B012: FAILED on crosscal, B013: FAILED on crosscal,scal, B014: FAILED on crosscal,scal, B015: FAILED on crosscal,scal, B016: FAILED on crosscal,scal, B018: FAILED on crosscal, B019: FAILED on crosscal,scal"
1568084233.004200,190809042,M0155+3130,190809020-190809011,3C147,190810011-190810020,3C286,"10,11,12,13,14,15,16,18,19",happili-02,2019-09-10 02:57:13.091060,,,
1568084841.004300,190809042,M0155+3130,-,-,-,-,-,happili-01,-,2019-09-10 03:07:20.867293,9:35:20.573640,"B000: FAILED on crosscal,scal, B001: FAILED on crosscal, B002: FAILED on crosscal, B003: FAILED on crosscal, B004: FAILED on crosscal,scal, B006: FAILED on crosscal, B007: FAILED on crosscal,scal, B008: FAILED on crosscal, B009: FAILED on crosscal,scal"
1568086978.004600,190810041,S2253+3130,190810010-190810001,3C286,190811001-190811010,3C147,"0,1,2,3,4,6,7,8,9",happili-01,2019-09-10 03:42:58.203790,,,
1568101491.004700,190809041,S1421+5324,-,-,-,-,-,happili-03,-,2019-09-10 07:44:50.470869,8:06:31.874875,"B020: FAILED on crosscal,scal, B021: FAILED on crosscal, B023: FAILED on crosscal,scal, B024: FAILED on crosscal,scal, B025: FAILED on crosscal, B026: FAILED on crosscal,scal, B027: FAILED on crosscal, B028: FAILED on crosscal,scal, B029: FAILED on crosscal,scal"
1568102939.005000,190809042,M0155+3130,-,-,-,-,-,happili-04,-,2019-09-10 08:08:58.636625,9:50:43.002790,"B031: FAILED on crosscal,scal, B032: FAILED on crosscal,scal, B033: FAILED on crosscal, B034: FAILED on crosscal, B035: FAILED on crosscal,scal, B036: FAILED on crosscal,scal, B037: FAILED on crosscal,scal, B038: FAILED on crosscal, B039: FAILED on crosscal,scal"
1568115105.005300,190809042,M0155+3130,-,-,-,-,-,happili-02,-,2019-09-10 11:31:44.590130,8:34:30.036615,"B010: FAILED on crosscal,scal, B011: FAILED on crosscal, B012: FAILED on crosscal,scal, B013: FAILED on crosscal,scal, B014: FAILED on crosscal,scal, B015: FAILED on crosscal,scal, B016: FAILED on crosscal,scal, B018: FAILED on crosscal, B019: FAILED on crosscal,scal"
1568119022.005600,190810041,S2253+3130,-,-,-,-,-,happili-01,-,2019-09-10 12:37:02.626064,8:54:03.727325,"B000: FAILED on crosscal,scal, B001: FAILED on crosscal,scal, B002: FAILED on crosscal, B003: FAILED on crosscal, B004: FAILED on crosscal, B006: FAILED on crosscal,scal, B007: FAILED on crosscal,scal, B008: FAILED on crosscal, B009: FAILED on crosscal,scal"
1568724764.000100,190913045,M1403+5324,190913014-190913005,3C147,190914001-190914010,3C286,"0,1,2,3,4,5,6,7,8,9",happili-01,2019-09-17 12:52:44.298146,,,
1568724768.000200,190913045,M1403+5324,190913034-190913025,3C147,190914021-190914030,3C286,"20,21,22,23,24,25,26,27,28,29",happili-03,2019-09-17 12:52:48.418704,,,
1568724769.000300,190913045,M1403+5324,190913044-190913035,3C147,190914031-190914040,3C286,"30,31,32,33,34,35,36,37,38,39",happili-04,2019-09-17 12:52:49.628814,,,
1568724771.000400,190913045,M1403+5324,190913024-190913015,3C147,190914011-190914020,3C286,"10,11,12,13,14,15,16,17,18,19",happili-02,2019-09-17 12:52:51.434226,,,
1568779078.000900,190913045,M1403+5324,-,-,-,-,-,happili-01,-,2019-09-18 03:57:58.416049,15:05:13.384136,B007: FAILED on scal
1568779166.001100,190913045,M1403+5324,-,-,-,-,-,happili-03,-,2019-09-18 03:59:25.192924,15:06:35.822920,B025: FAILED on scal
1568784550.001400,190913045,M1403+5324,-,-,-,-,-,happili-04,-,2019-09-18 05:29:09.749540,16:36:19.032502,
1568785215.001600,190913045,M1403+5324,-,-,-,-,-,happili-02,-,2019-09-18 05:40:14.138245,16:47:21.717132,
1568867895.002100,190913046,M0155+3130,190913014-190913005,3C147,190914001-190914010,3C286,"0,1,2,3,4,5,6,7,8,9",happili-01,2019-09-19 04:38:15.679577,,,
1568867904.002200,190913046,M0155+3130,190913044-190913035,3C147,190914031-190914040,3C286,"30,31,32,33,34,35,36,37,38,39",happili-04,2019-09-19 04:38:24.578570,,,
1568867906.002300,190913046,M0155+3130,190913024-190913015,3C147,190914011-190914020,3C286,"10,11,12,13,14,15,16,17,18,19",happili-02,2019-09-19 04:38:26.036549,,,
1568867907.002400,190913046,M0155+3130,190913034-190913025,3C147,190914021-190914030,3C286,"20,21,22,23,24,25,26,27,28,29",happili-03,2019-09-19 04:38:27.366961,,,
1568920831.002500,190913046,M0155+3130,-,-,-,-,-,happili-01,-,2019-09-19 19:20:31.302582,14:42:14.045015,
1568921092.002700,190913046,M0155+3130,-,-,-,-,-,happili-03,-,2019-09-19 19:24:51.910168,14:46:23.603001,
1568921162.002900,190913046,M0155+3130,-,-,-,-,-,happili-02,-,2019-09-19 19:26:01.529622,14:47:34.586624,
1568924227.003100,190913046,M0155+3130,-,-,-,-,-,happili-04,-,2019-09-19 20:17:06.416955,15:38:40.863766,
1569244143.003700,190808041,S2306+3130,190808010-190808001,3C286,190809001-190809010,3C147,"0,1,2,3,4,5,6,7,8,9",happili-01,2019-09-23 13:09:03.351987,,,
1569244148.003900,190808041,S2306+3130,190808020-190808011,3C286,190809011-190809020,3C147,"10,11,12,13,14,15,16,18,19",happili-02,2019-09-23 13:09:08.269528,,,
1569244155.004100,190808041,S2306+3130,190808030-190808021,3C286,190809021-190809030,3C147,"20,21,23,24,25,26,27,28,29",happili-03,2019-09-23 13:09:15.290690,,,
1569247739.005600,190808041,S2306+3130,190808010-190808001,3C286,190809001-190809010,3C147,"0,1,2,3,4,5,6,7,8,9",happili-01,2019-09-23 14:08:58.956913,,,
1569247748.005700,190808041,S2306+3130,190808030-190808021,3C286,190809021-190809030,3C147,"20,21,23,24,25,26,27,28,29",happili-03,2019-09-23 14:09:08.441365,,,
1569247749.005800,190808041,S2306+3130,190808020-190808011,3C286,190809011-190809020,3C147,"10,11,12,13,14,15,16,18,19",happili-02,2019-09-23 14:09:09.410194,,,
1569251422.005900,190808041,S2306+3130,190808040-190808032,3C286,190809032-190809040,3C147,"31,32,33,34,35,36,37,38,39",happili-04,2019-09-23 15:10:22.331306,,,
1569258178.006300,190808041,S2306+3130,-,-,-,-,-,happili-02,-,2019-09-23 17:02:57.406831,2:53:47.300756,"B010: FAILED on crosscal, B011: FAILED on crosscal, B012: FAILED on crosscal, B013: FAILED on crosscal, B014: FAILED on crosscal, B015: FAILED on crosscal, B016: FAILED on crosscal, B018: FAILED on crosscal, B019: FAILED on crosscal"
1569258417.006500,190808041,S2306+3130,-,-,-,-,-,happili-03,-,2019-09-23 17:06:57.014107,2:57:47.742777,"B020: FAILED on crosscal, B021: FAILED on crosscal, B023: FAILED on crosscal, B024: FAILED on crosscal, B025: FAILED on crosscal, B026: FAILED on crosscal, B027: FAILED on crosscal, B028: FAILED on crosscal, B029: FAILED on crosscal"
1569259209.006800,190809041,S1421+5324,190809020-190809011,3C147,190810011-190810020,3C286,"10,11,12,13,14,15,16,18,19",happili-02,2019-09-23 17:20:08.794169,,,
1569259422.007800,190808041,S2306+3130,-,-,-,-,-,happili-01,-,2019-09-23 17:23:41.957225,3:14:42.511180,"B000: FAILED on crosscal, B001: FAILED on crosscal, B002: FAILED on crosscal, B003: FAILED on crosscal, B004: FAILED on crosscal, B005: FAILED on crosscal, B006: FAILED on crosscal, B007: FAILED on crosscal, B008: FAILED on crosscal, B009: FAILED on crosscal"
1569259425.008000,190809041,S1421+5324,190809030-190809021,3C147,190810021-190810030,3C286,"20,21,23,24,25,26,27,28,29",happili-03,2019-09-23 17:23:45.079202,,,
1569262714.008800,190808041,S2306+3130,-,-,-,-,-,happili-04,-,2019-09-23 18:18:33.769516,3:08:09.408400,"B031: FAILED on crosscal, B032: FAILED on crosscal, B033: FAILED on crosscal, B034: FAILED on crosscal, B035: FAILED on crosscal, B036: FAILED on crosscal, B037: FAILED on crosscal, B038: FAILED on crosscal, B039: FAILED on crosscal"
1569268983.009200,190809041,S1421+5324,-,-,-,-,-,happili-02,-,2019-09-23 20:03:03.284381,2:42:52.369653,"B010: FAILED on crosscal, B011: FAILED on crosscal, B012: FAILED on crosscal, B013: FAILED on crosscal, B014: FAILED on crosscal, B015: FAILED on crosscal, B016: FAILED on crosscal, B018: FAILED on crosscal, B019: FAILED on crosscal"
1569269144.009400,190809041,S1421+5324,-,-,-,-,-,happili-03,-,2019-09-23 20:05:44.228344,2:41:58.410592,"B020: FAILED on crosscal, B021: FAILED on crosscal, B023: FAILED on crosscal, B024: FAILED on crosscal, B025: FAILED on crosscal, B026: FAILED on crosscal, B027: FAILED on crosscal, B028: FAILED on crosscal, B029: FAILED on crosscal"
1569412490.009800,190808041,S2306+3130,190808010-190808001,3C286,190809001-190809010,3C147,"0,1,2,3,4,5,6,7,8,9",happili-01,2019-09-25 11:54:50.532425,,,
1569412502.009900,190808041,S2306+3130,190808030-190808021,3C286,190809021-190809030,3C147,"20,21,23,24,25,26,27,28,29",happili-03,2019-09-25 11:55:02.703819,,,
1569412503.010000,190808041,S2306+3130,190808020-190808011,3C286,190809011-190809020,3C147,"10,11,12,13,14,15,16,18,19",happili-02,2019-09-25 11:55:02.994095,,,
1569412506.010100,190808041,S2306+3130,190808040-190808032,3C286,190809032-190809040,3C147,"31,32,33,34,35,36,37,38,39",happili-04,2019-09-25 11:55:06.738099,,,
1569455684.010200,190808041,S2306+3130,-,-,-,-,-,happili-03,-,2019-09-25 23:54:43.852763,11:59:40.318680,"B027: FAILED on preflag,crosscal,convert, B029: FAILED on prepare"
1569458811.010500,190809041,S1421+5324,190809030-190809021,3C147,190810021-190810030,3C286,"20,21,23,24,25,26,27,28,29",happili-03,2019-09-26 00:46:51.484675,,,
1569460073.010600,190808041,S2306+3130,-,-,-,-,-,happili-04,-,2019-09-26 01:07:53.180369,13:12:45.641240,"B037: FAILED on preflag,crosscal,convert, B039: FAILED on prepare"
1569460672.010800,190808041,S2306+3130,-,-,-,-,-,happili-01,-,2019-09-26 01:17:52.129928,13:23:00.952818,"B006: FAILED on preflag,crosscal,convert, B009: FAILED on prepare"
1569461091.011000,190808041,S2306+3130,-,-,-,-,-,happili-02,-,2019-09-26 01:24:50.662970,13:29:46.815189,
1569463358.011300,190809041,S1421+5324,190809040-190809032,3C147,190810032-190810040,3C286,"31,32,33,34,35,36,37,38,39",happili-04,2019-09-26 02:02:38.019582,,,
1569464247.011500,190809041,S1421+5324,190809010-190809001,3C147,190810001-190810010,3C286,"0,1,2,3,4,6,7,8,9",happili-01,2019-09-26 02:17:26.904893,,,
1569464539.011700,190809041,S1421+5324,190809020-190809011,3C147,190810011-190810020,3C286,"10,11,12,13,14,15,16,18,19",happili-02,2019-09-26 02:22:19.081868,,,
1569506678.011800,190809041,S1421+5324,-,-,-,-,-,happili-03,-,2019-09-26 14:04:37.766530,13:17:44.167490,"B024: FAILED on scal, B027: FAILED on split,preflag,preflag,scal"
1569509944.012100,190809042,M0155+3130,190809030-190809021,3C147,190810021-190810030,3C286,"20,21,23,24,25,26,27,28,29",happili-03,2019-09-26 14:59:04.400973,,,
1569514044.012200,190809041,S1421+5324,-,-,-,-,-,happili-01,-,2019-09-26 16:07:23.906604,13:49:56.285557,"B000: FAILED on scal, B001: FAILED on scal"
1569517188.012400,190809041,S1421+5324,-,-,-,-,-,happili-04,-,2019-09-26 16:59:47.546916,14:57:08.751266,
1569518327.012600,190809041,S1421+5324,-,-,-,-,-,happili-02,-,2019-09-26 17:18:46.242745,14:56:25.266645,
1569520006.012900,190809042,M0155+3130,190809010-190809001,3C147,190810001-190810010,3C286,"0,1,2,3,4,6,7,8,9",happili-01,2019-09-26 17:46:46.183312,,,
1569521092.013100,190809042,M0155+3130,190809040-190809032,3C147,190810032-190810040,3C286,"31,32,33,34,35,36,37,38,39",happili-04,2019-09-26 18:04:52.270285,,,
1569524492.013300,190809042,M0155+3130,190809020-190809011,3C147,190810011-190810020,3C286,"10,11,12,13,14,15,16,18,19",happili-02,2019-09-26 19:01:32.436001,,,
1569555585.013400,190809042,M0155+3130,-,-,-,-,-,happili-03,-,2019-09-27 03:39:44.869635,12:40:38.358294,
1569559091.013700,190810041,S2253+3130,190810030-190810021,3C286,190811021-190811030,3C147,"20,21,23,24,25,26,27,28,29",happili-03,2019-09-27 04:38:10.827199,,,
1569569038.013800,190809042,M0155+3130,-,-,-,-,-,happili-01,-,2019-09-27 07:23:57.975848,13:37:10.223412,
1569572495.014100,190810041,S2253+3130,190810010-190810001,3C286,190811001-190811010,3C147,"0,1,2,3,4,6,7,8,9",happili-01,2019-09-27 08:21:35.204068,,,
1569573278.014200,190809042,M0155+3130,-,-,-,-,-,happili-04,-,2019-09-27 08:34:37.087912,14:29:42.509788,
1569576814.014500,190810041,S2253+3130,190810040-190810031,3C286,190811031-190811040,3C147,"30,31,32,33,34,35,36,37,38,39",happili-04,2019-09-27 09:33:33.968483,,,
1569577686.014600,190809042,M0155+3130,-,-,-,-,-,happili-02,-,2019-09-27 09:48:05.260082,14:46:30.157090,
1569581435.014900,190810041,S2253+3130,190810020-190810011,3C286,190811011-190811020,3C147,"10,11,12,13,14,15,16,17,18,19",happili-02,2019-09-27 10:50:35.601889,,,
1569602295.015000,190810041,S2253+3130,-,-,-,-,-,happili-03,-,2019-09-27 16:38:14.288925,11:59:59.380005,"B029: FAILED on preflag,crosscal"
1569604522.015300,190811041,S1409+5058,190811030-190811021,3C147,190812021-190812030,3C138,"20,21,22,23,24,25,26,28,29",happili-03,2019-09-27 17:15:21.851562,,,
1569618747.015400,190810041,S2253+3130,-,-,-,-,-,happili-01,-,2019-09-27 21:12:27.011735,12:50:50.327263,
1569622240.015700,190811041,S1409+5058,190811010-190811001,3C147,190812001-190812010,3C138,"0,1,2,3,4,5,6,7,8,9",happili-01,2019-09-27 22:10:40.565279,,,
1569635393.015800,190810041,S2253+3130,-,-,-,-,-,happili-04,-,2019-09-28 01:49:52.693381,16:16:16.143343,
1569639533.016100,190811041,S1409+5058,190811040-190811031,3C147,190812031-190812040,3C138,"30,31,32,33,34,35,36,37,38,39",happili-04,2019-09-28 02:58:53.343746,,,
1569642561.016200,190810041,S2253+3130,-,-,-,-,-,happili-02,-,2019-09-28 03:49:20.758198,16:58:43.250442,
1569646547.016500,190811041,S1409+5058,190811020-190811011,3C147,190812011-190812020,3C138,"10,11,12,13,14,15,16,17,18,19",happili-02,2019-09-28 04:55:47.459631,,,
1569651440.016600,190811041,S1409+5058,-,-,-,-,-,happili-03,-,2019-09-28 06:17:19.405336,13:01:55.635847,"B029: FAILED on preflag,crosscal"
1569662023.016900,190822046,S1025+5550,190822035-190822026,3C147,190823021-190823030,3C138,"20,21,22,23,24,25,26,27,28,29",happili-03,2019-09-28 09:13:43.122006,,,
1569673050.017000,190811041,S1409+5058,-,-,-,-,-,happili-01,-,2019-09-28 12:17:29.991506,14:06:46.820039,
1569677374.017300,190822046,S1025+5550,190822015-190822006,3C147,190823001-190823010,3C138,"0,1,2,3,4,5,6,7,8,9",happili-01,2019-09-28 13:29:33.875144,,,
1569694742.017400,190811041,S1409+5058,-,-,-,-,-,happili-04,-,2019-09-28 18:19:01.060355,15:20:05.562137,"B036: FAILED on scal, B037: FAILED on scal"
1569702101.017600,190811041,S1409+5058,-,-,-,-,-,happili-02,-,2019-09-28 20:21:39.889815,15:25:50.271951,"B015: FAILED on scal, B017: FAILED on scal, B018: FAILED on scal"
1569702464.017900,190822046,S1025+5550,190822045-190822036,3C147,190823031-190823040,3C138,"30,31,32,33,34,35,36,37,38,39",happili-04,2019-09-28 20:27:44.676026,,,
1569705778.018100,190822046,S1025+5550,190822025-190822016,3C147,190823011-190823020,3C138,"10,11,12,13,14,15,16,17,18,19",happili-02,2019-09-28 21:22:58.400344,,,
1569713391.018200,190822046,S1025+5550,-,-,-,-,-,happili-03,-,2019-09-28 23:29:50.967346,14:16:05.639154,
1569717513.018500,190822047,S2204+3848,190822035-190822026,3C147,190823021-190823030,3C138,"20,21,22,23,24,25,26,27,28,29",happili-03,2019-09-29 00:38:33.622745,,,
1569727658.018600,190822046,S1025+5550,-,-,-,-,-,happili-01,-,2019-09-29 03:27:38.652857,13:58:01.164885,
1569731657.018900,190822047,S2204+3848,190822015-190822006,3C147,190823001-190823010,3C138,"0,1,2,3,4,5,6,7,8,9",happili-01,2019-09-29 04:34:17.054874,,,
1569760051.019000,190822046,S1025+5550,-,-,-,-,-,happili-04,-,2019-09-29 12:27:30.500154,15:59:43.550239,
1569765456.019300,190822047,S2204+3848,190822045-190822036,3C147,190823031-190823040,3C138,"30,31,32,33,34,35,36,37,38,39",happili-04,2019-09-29 13:57:36.238116,,,
1569768745.019400,190822047,S2204+3848,-,-,-,-,-,happili-03,-,2019-09-29 14:52:25.002497,14:13:49.754709,
1569772633.019700,190823041,S1258+6041,190823030-190823021,3C138,190824021-190824030,3C196,"20,21,22,23,24,25,26,27,28,29",happili-03,2019-09-29 15:57:13.402744,,,
1569775520.019800,190822046,S1025+5550,-,-,-,-,-,happili-02,-,2019-09-29 16:45:19.132069,19:22:19.159088,
1569779557.020100,190822047,S2204+3848,190822025-190822016,3C147,190823011-190823020,3C138,"10,11,12,13,14,15,16,17,18,19",happili-02,2019-09-29 17:52:37.173047,,,
1569786615.020200,190822047,S2204+3848,-,-,-,-,-,happili-01,-,2019-09-29 19:50:14.662837,15:15:55.188191,
1569793652.020500,190823041,S1258+6041,190823010-190823001,3C138,190824001-190824010,3C196,"0,1,2,3,4,5,6,7,8,9",happili-01,2019-09-29 21:47:31.868210,,,
1569821037.020600,190822047,S2204+3848,-,-,-,-,-,happili-04,-,2019-09-30 05:23:57.017343,15:26:18.409260,
1569825073.020800,190823041,S1258+6041,-,-,-,-,-,happili-03,-,2019-09-30 06:31:12.895652,14:33:58.334299,
1569829404.021200,190823042,M0155+3130,190823030-190823021,3C138,190824021-190824030,3C196,"20,21,22,23,24,25,26,27,28,29",happili-03,2019-09-30 07:43:24.331486,,,
1569846075.021300,190823041,S1258+6041,-,-,-,-,-,happili-01,-,2019-09-30 12:21:15.511224,14:33:41.873320,
1569848598.021500,190822047,S2204+3848,-,-,-,-,-,happili-02,-,2019-09-30 13:03:17.388135,19:10:38.262070,
1569850334.021800,190823042,M0155+3130,190823010-190823001,3C138,190824001-190824010,3C196,"0,1,2,3,4,5,6,7,8,9",happili-01,2019-09-30 13:32:14.302589,,,
1569855172.022000,190823041,S1258+6041,190823020-190823011,3C138,190824011-190824020,3C196,"10,11,12,13,14,15,16,17,18,19",happili-02,2019-09-30 14:52:52.512548,,,
1569879583.022100,190823042,M0155+3130,-,-,-,-,-,happili-03,-,2019-09-30 21:39:42.616749,13:56:15.442294,
1569883640.022400,190824041,S2154+4606,190824030-190824021,3C196,190825021-190825030,3C138,"20,21,22,23,24,25,26,27,28,29",happili-03,2019-09-30 22:47:20.416036,,,
1569904504.022500,190823042,M0155+3130,-,-,-,-,-,happili-01,-,2019-10-01 04:35:04.570954,15:02:48.012067,
1569908331.022800,190824041,S2154+4606,190824010-190824001,3C196,190825001-190825010,3C138,"0,1,2,3,4,5,6,7,8,9",happili-01,2019-10-01 05:38:51.722216,,,
1569933609.022900,190823041,S1258+6041,-,-,-,-,-,happili-02,-,2019-10-01 12:40:08.446519,21:47:13.609268,
1569934155.023100,190824041,S2154+4606,-,-,-,-,-,happili-03,-,2019-10-01 12:49:14.089400,14:01:50.333397,
1569962926.023500,190824041,S2154+4606,-,-,-,-,-,happili-01,-,2019-10-01 20:48:45.693431,15:09:51.610880,
1569997312.023800,190823041,S1258+6041,190823031-190823035,3C138,190824031-190824035,3C196,"30,31,32,33,34",happili-04,2019-10-02 06:21:52.101932,,,
1570088214.023900,190823041,S1258+6041,190823031-190823035,3C138,190824031-190824035,3C196,"30,31,32,33,34",happili-04,2019-10-03 07:36:54.161476,,,
1570118815.024000,190823042,M0155+3130,190823011-190823020,3C138,190824011-190824020,3C196,"10,11,12,13,14,15,16,17,18,19",happili-02,2019-10-03 16:06:55.307090,,,
1570120759.024100,190823041,S1258+6041,-,-,-,-,-,happili-04,-,2019-10-03 16:39:18.496749,9:02:22.252102,
1570122990.024400,190823042,M0155+3130,190823031-190823035,3C138,190824031-190824035,3C196,"30,31,32,33,34",happili-04,2019-10-03 17:16:29.776364,,,
1570154816.024500,190823042,M0155+3130,-,-,-,-,-,happili-04,-,2019-10-04 02:06:56.093874,8:50:25.306460,
1570157330.024800,190824041,S2154+4606,190824036-190824040,3C196,190825036-190825040,3C138,"35,36,37,38,39",happili-04,2019-10-04 02:48:50.762640,,,
1570178291.024900,190823042,M0155+3130,-,-,-,-,-,happili-02,-,2019-10-04 08:38:10.323357,16:31:13.411003,
1570182727.025200,190824041,S2154+4606,190824011-190824020,3C196,190825011-190825020,3C138,"10,11,12,13,14,15,16,17,18,19",happili-02,2019-10-04 09:52:07.430794,,,
1570247852.027300,190824041,S2154+4606,-,-,-,-,-,happili-02,-,2019-10-05 03:57:31.054079,18:05:21.608615,
1570802056.000100,191004042,M0155+3130,191004001-191004010,3C138,191005001-191005010,3C196,"0,1,2,3,4,5,6,7,8,9",happili-01,2019-10-11 13:54:16.407759,,,
1570802062.000200,191004042,M0155+3130,191004011-191004020,3C138,191005011-191005020,3C196,"10,11,12,13,14,15,16,17,18,19",happili-02,2019-10-11 13:54:22.249408,,,
1570802065.000300,191004042,M0155+3130,191004021-191004030,3C138,191005021-191005030,3C196,"20,21,22,23,24,25,26,27,28,29",happili-03,2019-10-11 13:54:25.341495,,,
1570802065.000400,190824041,S2154+4606,190824036-190824040,3C196,190825036-190825040,3C138,"35,36,37,38,39",happili-04,2019-10-11 13:54:25.766835,,,
1570805664.008400,191004042,M0155+3130,191004031-191004040,3C138,191005031-191005040,3C196,"30,31,32,33,34,35,36,37,38,39",happili-04,2019-10-11 14:54:23.958773,,,
1570852108.010000,191004042,M0155+3130,-,-,-,-,-,happili-03,-,2019-10-12 03:48:27.403448,13:54:01.050624,
1570856964.010300,191004042,M0155+3130,-,-,-,-,-,happili-02,-,2019-10-12 05:09:23.401301,15:15:00.079838,
1570857144.010500,191004042,M0155+3130,-,-,-,-,-,happili-01,-,2019-10-12 05:12:24.354724,15:18:07.199396,"B003: FAILED on scal, B005: FAILED on scal"
1570862921.010900,191004042,M0155+3130,-,-,-,-,-,happili-04,-,2019-10-12 06:48:40.646269,15:54:15.040986,
1576031643.040400,191010042,M0142+3130,191010011-191010020,3C138,191011011-191011020,3C147,"10,11,12,13,14,15,16,17,18,19",happili-02,2019-12-11 02:34:03.296393,,,
1576089985.040500,191010042,M0142+3130,-,-,-,-,-,happili-02,-,2019-12-11 18:46:25.143275,16:12:19.585400,
1576149048.043400,191010042,M0142+3130,191010021-191010030,3C138,191011021-191011030,3C147,"20,21,22,23,24,25,26,27,28,29",happili-03,2019-12-12 11:10:47.925461,,,
1576213394.044300,191010042,M0142+3130,-,-,-,-,-,happili-03,-,2019-12-13 05:03:14.546086,17:52:24.318458,"B022: FAILED on split, B024: FAILED on split, B025: FAILED on scal"
1576411828.002200,191010042,M0142+3130,191010031-191010040,3C138,191011031-191011040,3C147,"30,31,32,33,34,35,36,37,38,39",happili-04,2019-12-15 12:10:27.789641,,,
1576473501.002300,191010042,M0142+3130,-,-,-,-,-,happili-04,-,2019-12-16 05:18:20.386730,17:07:51.297671,
1576500752.005700,191010042,M0142+3130,191010001-191010010,3C138,191011001-191011010,3C147,"0,1,2,4,5,6,7,8,9",happili-01,2019-12-16 12:52:31.928301,,,
