taskid,beam,pass,s_in,s_out,rat,peak_mJy,peak_sig,rusc-,rusc+,D,N2,P2,Ex-2,Ex+2
200111041,14,True,54.2,48.5,1.12,42.0,864.3,3.7,6.2,234.0,1.6,1.8,180.0,256.0
200111041,15,True,48.8,43.4,1.12,34.4,791.5,3.9,5.9,203.0,1.7,1.9,204.0,270.0
200111041,16,False,41.8,32.1,1.3,287.0,8941.5,6.2,6.1,1442.0,3.0,3.1,613.0,654.0
200111041,17,False,47.1,32.1,1.47,342.2,10665.6,6.6,6.2,1616.0,4.0,4.1,907.0,951.0
200111041,18,True,41.9,34.3,1.22,34.3,999.4,4.4,5.9,227.0,2.4,2.5,416.0,466.0
200111041,19,True,41.4,36.4,1.14,7.1,194.4,3.6,6.3,54.0,1.7,2.0,213.0,318.0
200111041,20,True,42.3,38.7,1.09,11.7,301.9,3.6,5.7,84.0,1.5,1.9,150.0,257.0
200111041,21,False,66.1,55.4,1.19,48.9,881.5,4.1,7.0,215.0,2.1,2.3,317.0,366.0
200111041,22,True,41.4,35.9,1.15,22.7,632.8,3.8,6.3,167.0,1.8,2.1,260.0,334.0
200111041,23,False,45.1,31.4,1.43,457.1,14544.2,6.5,6.2,2238.0,3.8,3.8,848.0,862.0
200111041,24,False,43.7,33.6,1.3,162.5,4831.8,7.6,6.5,636.0,3.0,3.2,613.0,678.0
200111041,25,True,40.1,35.1,1.14,32.8,936.6,4.0,6.0,234.0,1.8,2.1,242.0,337.0
200111041,26,True,40.3,36.3,1.11,37.7,1038.9,3.6,5.9,289.0,1.5,1.9,165.0,260.0
200111041,27,True,45.3,37.6,1.2,94.4,2507.8,4.3,5.9,583.0,2.2,2.4,365.0,418.0
200111041,28,True,42.8,36.3,1.18,31.5,866.0,4.3,6.2,201.0,2.1,2.3,341.0,415.0
200111041,29,False,40.8,31.9,1.28,25.5,798.6,4.5,8.4,177.0,2.9,2.9,577.0,577.0
200111041,30,True,38.8,33.6,1.15,11.2,332.3,3.8,6.1,87.0,1.8,2.1,250.0,349.0
200111041,31,True,42.3,36.0,1.17,11.0,305.1,3.8,7.4,80.0,2.0,2.3,299.0,401.0
200111041,32,True,57.0,48.8,1.17,65.0,1331.9,4.2,6.8,317.0,2.0,2.2,289.0,347.0
200111041,33,True,54.3,48.7,1.12,68.7,1411.1,3.7,5.8,381.0,1.6,1.9,182.0,270.0
200111041,34,True,45.5,38.8,1.17,42.8,1101.6,3.8,5.8,290.0,2.0,2.2,291.0,370.0
200111041,35,True,43.4,37.1,1.17,49.3,1328.5,4.1,6.2,324.0,2.0,2.2,308.0,379.0
200111041,36,False,45.0,36.1,1.25,26.4,730.2,4.7,8.2,155.0,2.6,2.7,505.0,522.0
200111041,37,False,116.1,38.3,3.03,552.2,14405.7,9.8,8.6,1470.0,9.0,13.1,2503.0,3770.0
200111041,38,True,53.4,45.4,1.18,46.8,1030.2,5.1,5.6,202.0,2.1,2.3,309.0,375.0
200111041,39,False,88.7,72.5,1.22,48.4,666.9,4.1,5.5,163.0,2.3,2.3,383.0,376.0
200112006,0,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
200112006,1,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
200112006,2,True,38.3,35.1,1.09,26.7,759.1,3.6,7.2,211.0,1.5,1.8,184.0,316.0
200112006,3,True,35.9,33.2,1.08,29.5,890.1,3.6,5.5,247.0,1.4,1.7,165.0,283.0
200112006,4,True,33.2,30.3,1.09,36.3,1195.4,3.6,6.0,332.0,1.4,1.8,171.0,306.0
200112006,5,True,36.2,32.5,1.11,31.4,966.3,3.8,6.0,254.0,1.5,1.9,212.0,359.0
200112006,6,True,37.8,33.7,1.12,27.1,803.8,3.8,6.3,212.0,1.6,1.9,236.0,370.0
200112006,7,True,53.3,49.8,1.07,15.8,317.6,3.5,5.2,91.0,1.3,1.5,109.0,183.0
200112006,8,True,51.7,47.0,1.1,110.7,2354.6,4.2,5.4,561.0,1.5,1.7,198.0,261.0
200112006,9,True,36.8,33.4,1.1,63.2,1889.9,4.0,5.9,472.0,1.5,1.9,216.0,347.0
200112006,10,True,35.0,31.3,1.12,42.1,1345.7,3.8,6.0,354.0,1.6,2.0,227.0,375.0
200112006,11,True,34.3,29.5,1.16,55.7,1889.9,4.2,6.1,450.0,1.9,2.2,371.0,490.0
200112006,12,True,33.9,30.9,1.1,20.0,646.0,3.5,6.0,185.0,1.5,1.8,180.0,331.0
200112006,13,True,38.6,34.5,1.12,32.4,939.5,3.8,5.9,247.0,1.6,1.9,249.0,364.0
200112006,14,True,44.9,42.4,1.06,51.6,1218.7,3.6,5.8,339.0,1.4,1.6,145.0,227.0
200112006,15,True,41.0,37.4,1.1,29.7,794.9,3.7,5.4,215.0,1.5,1.8,181.0,278.0
200112006,16,True,33.5,29.6,1.13,68.0,2296.7,4.0,6.2,574.0,1.7,2.0,260.0,386.0
200112006,17,False,48.8,32.1,1.52,10.7,332.0,9.3,6.8,36.0,4.1,4.6,1215.0,1416.0
200112006,18,True,37.3,32.0,1.16,24.4,761.2,4.0,5.9,190.0,1.9,2.2,354.0,465.0
200112006,19,True,35.8,32.8,1.09,36.6,1115.7,3.7,5.7,302.0,1.5,1.8,193.0,309.0
200112006,20,True,43.9,39.0,1.12,110.6,2833.4,5.3,6.1,535.0,1.7,2.0,280.0,395.0
200112006,21,False,60.1,49.3,1.22,130.0,2636.4,6.2,6.5,425.0,2.4,2.5,515.0,557.0
200112006,22,True,35.8,32.2,1.11,33.2,1031.3,3.7,5.9,279.0,1.7,1.9,263.0,364.0
200112006,23,True,35.0,29.3,1.19,26.0,886.7,4.3,6.0,206.0,2.1,2.3,430.0,522.0
200112006,24,False,39.1,29.6,1.32,612.4,20695.3,7.1,6.3,2915.0,3.1,3.2,848.0,876.0
200112006,25,True,35.4,32.4,1.09,8.2,253.1,3.6,5.5,70.0,1.5,1.8,200.0,303.0
200112006,26,False,43.6,34.3,1.27,41.6,1213.7,5.9,8.9,206.0,2.9,2.8,766.0,696.0
200112006,27,False,45.3,35.9,1.26,39.9,1110.3,5.2,7.1,214.0,2.7,2.8,672.0,711.0
200112006,28,False,41.5,35.0,1.19,45.5,1299.6,5.0,6.5,260.0,2.1,2.3,450.0,530.0
200112006,29,False,37.4,32.0,1.17,136.1,4260.8,5.8,6.2,735.0,2.0,2.3,407.0,530.0
200112006,30,False,38.6,32.4,1.19,39.3,1210.7,4.6,6.3,263.0,2.1,2.4,438.0,551.0
200112006,31,True,36.6,33.3,1.1,55.2,1655.8,3.6,5.9,460.0,1.5,1.8,203.0,328.0
200112006,32,True,48.7,45.2,1.08,20.3,449.9,3.5,5.5,129.0,1.4,1.6,144.0,226.0
200112006,33,False,52.5,43.1,1.22,80.4,1866.7,4.6,6.0,406.0,2.3,2.5,493.0,580.0
200112006,34,False,46.7,35.9,1.3,27.9,779.2,4.8,6.6,162.0,2.9,3.0,739.0,776.0
200112006,35,False,58.6,36.9,1.59,35.6,964.6,6.4,8.2,151.0,4.7,4.7,1478.0,1477.0
200112006,36,True,35.7,32.9,1.08,16.0,486.8,3.6,5.8,135.0,1.5,1.7,180.0,289.0
200112006,37,True,38.6,33.6,1.15,119.6,3563.7,4.1,5.9,869.0,1.9,2.1,349.0,434.0
200112006,38,False,47.7,37.9,1.26,76.0,2006.1,5.7,8.2,352.0,2.7,2.7,658.0,679.0
200112006,39,True,59.6,55.6,1.07,24.7,443.8,3.5,5.0,127.0,1.4,1.6,133.0,213.0
200112007,0,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
200112007,1,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
200112007,2,False,69.5,40.9,1.7,26.6,650.3,9.1,6.9,71.0,5.4,5.6,1231.0,1290.0
200112007,3,False,51.0,38.1,1.34,11.2,293.8,7.7,5.9,38.0,3.1,3.4,595.0,660.0
200112007,4,True,43.5,37.4,1.16,35.6,950.6,4.1,5.8,232.0,1.9,2.2,256.0,346.0
200112007,5,True,43.6,37.9,1.15,21.7,571.6,3.9,5.8,147.0,1.8,2.1,235.0,305.0
200112007,6,True,45.1,36.9,1.22,50.3,1362.7,4.9,7.1,278.0,2.3,2.5,376.0,428.0
200112007,7,False,68.5,52.7,1.3,391.8,7440.2,6.4,5.8,1163.0,3.0,3.0,497.0,509.0
200112007,8,False,65.4,52.5,1.25,121.8,2320.8,4.3,5.5,540.0,2.5,2.7,412.0,446.0
200112007,9,False,47.6,36.9,1.29,201.8,5469.0,4.9,6.4,1116.0,2.8,2.9,504.0,536.0
200112007,10,False,47.0,35.5,1.32,34.9,983.8,6.9,6.5,143.0,3.1,3.3,611.0,656.0
200112007,11,False,60.6,38.7,1.57,523.8,13537.4,7.7,7.5,1758.0,4.5,4.9,1013.0,1125.0
200112007,12,False,46.4,36.8,1.26,61.6,1674.9,5.2,5.9,322.0,2.6,2.7,466.0,491.0
200112007,13,True,45.2,39.1,1.16,38.3,981.7,3.8,5.1,258.0,1.9,2.1,240.0,304.0
200112007,14,True,56.0,48.2,1.16,45.2,938.6,3.9,5.0,241.0,1.9,2.1,256.0,300.0
200112007,15,False,64.8,48.4,1.34,266.2,5497.0,7.2,6.3,763.0,3.2,3.4,619.0,658.0
200112007,16,False,43.1,34.9,1.23,90.1,2578.8,4.2,5.7,614.0,2.3,2.5,376.0,428.0
200112007,17,False,70.4,36.0,1.95,48.3,1339.8,8.6,6.8,156.0,6.9,6.9,1712.0,1728.0
200112007,18,False,56.9,36.1,1.58,89.8,2489.1,7.2,6.4,346.0,4.8,4.7,1095.0,1060.0
200112007,19,True,42.6,36.2,1.18,28.0,774.3,4.1,7.3,189.0,2.1,2.3,300.0,363.0
200112007,20,True,50.7,41.8,1.21,259.1,6201.5,5.4,5.8,1148.0,2.3,2.5,380.0,433.0
200112007,21,True,58.1,50.6,1.15,169.4,3346.9,4.0,5.1,837.0,1.9,2.0,242.0,282.0
200112007,22,False,56.2,35.5,1.58,309.0,8707.5,7.8,7.2,1116.0,4.9,5.0,1126.0,1169.0
200112007,23,True,42.6,35.2,1.21,29.3,831.6,4.1,6.9,203.0,2.1,2.4,329.0,404.0
200112007,24,True,37.8,33.3,1.13,9.2,276.3,3.6,5.6,77.0,1.7,2.0,215.0,287.0
200112007,25,True,42.2,35.8,1.18,26.3,734.3,4.1,5.7,179.0,2.0,2.2,294.0,357.0
200112007,26,True,44.5,37.2,1.2,119.2,3206.9,4.8,7.6,668.0,2.3,2.4,372.0,403.0
200112007,27,False,49.5,38.1,1.3,341.7,8971.1,6.0,6.2,1495.0,3.0,3.1,579.0,608.0
200112007,28,False,51.6,36.7,1.4,272.2,7410.4,7.6,6.7,975.0,3.7,3.7,797.0,805.0
200112007,29,True,38.4,33.6,1.14,56.3,1676.3,3.8,5.9,441.0,1.8,2.1,249.0,333.0
200112007,30,True,38.6,34.5,1.12,15.6,453.2,3.6,5.8,126.0,1.6,1.9,162.0,265.0
200112007,31,True,44.3,37.3,1.19,103.7,2777.1,4.0,5.7,694.0,2.1,2.3,315.0,378.0
200112007,32,True,55.8,50.6,1.1,19.5,385.3,3.6,4.9,107.0,1.6,1.7,153.0,189.0
200112007,33,True,57.9,49.7,1.17,65.1,1311.7,3.9,5.1,336.0,2.0,2.1,283.0,316.0
200112007,34,True,49.0,41.9,1.17,41.9,999.3,3.8,5.5,263.0,2.0,2.1,280.0,331.0
200112007,35,True,49.3,42.0,1.18,18.9,451.2,3.7,5.4,122.0,1.9,2.2,273.0,361.0
200112007,36,True,39.5,35.9,1.1,26.2,730.0,3.7,5.5,197.0,1.6,1.8,181.0,242.0
200112007,37,True,44.1,39.4,1.12,21.8,551.9,3.6,5.8,153.0,1.6,1.9,178.0,257.0
200112007,38,True,49.0,43.0,1.14,63.9,1486.8,3.8,5.2,391.0,1.7,2.0,217.0,303.0
200112007,39,False,71.6,60.1,1.19,83.8,1395.3,4.1,6.0,340.0,2.2,2.3,329.0,350.0
200113040,0,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
200113040,1,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
200113040,2,True,42.5,37.1,1.15,68.0,1832.3,3.9,5.9,470.0,1.8,2.0,270.0,340.0
200113040,3,True,39.7,35.8,1.11,60.1,1680.6,3.6,5.5,467.0,1.6,1.8,188.0,279.0
200113040,4,True,40.1,34.8,1.15,130.3,3744.6,4.2,6.3,892.0,1.9,2.1,305.0,384.0
200113040,5,True,39.8,34.1,1.17,58.0,1704.4,4.0,5.8,426.0,1.9,2.2,289.0,391.0
200113040,6,False,43.6,36.0,1.21,438.9,12202.1,5.0,6.0,2440.0,2.3,2.5,442.0,506.0
200113040,7,True,56.4,50.9,1.11,55.8,1097.0,3.6,5.0,305.0,1.6,1.7,175.0,221.0
200113040,8,True,56.5,51.8,1.09,52.1,1006.4,3.6,4.9,280.0,1.4,1.6,137.0,207.0
200113040,9,True,41.6,36.6,1.13,45.7,1249.0,4.2,5.7,297.0,1.7,2.0,253.0,334.0
200113040,10,False,40.6,32.2,1.26,297.0,9230.6,5.8,6.4,1591.0,2.7,2.7,565.0,581.0
200113040,11,False,39.7,32.4,1.22,149.1,4598.6,4.9,6.0,938.0,2.4,2.6,485.0,531.0
200113040,12,True,40.4,33.2,1.22,13.2,397.0,4.0,6.0,99.0,2.2,2.4,412.0,485.0
200113040,13,True,42.8,36.4,1.18,14.3,391.7,4.0,8.1,98.0,2.0,2.2,354.0,419.0
200113040,14,False,60.0,49.7,1.21,66.1,1329.9,4.5,6.9,296.0,2.3,2.4,429.0,465.0
200113040,15,True,49.9,44.5,1.12,51.6,1160.4,4.6,5.7,252.0,1.7,1.9,226.0,283.0
200113040,16,False,47.3,34.7,1.37,279.5,8064.8,8.2,7.0,984.0,3.6,3.6,869.0,881.0
200113040,17,False,38.6,31.5,1.23,212.9,6765.7,5.3,5.8,1277.0,2.4,2.6,476.0,536.0
200113040,18,True,37.6,32.7,1.15,28.6,874.7,3.9,5.9,224.0,1.9,2.0,309.0,355.0
200113040,19,True,38.8,34.4,1.13,69.7,2026.2,3.7,6.0,548.0,1.7,1.9,231.0,315.0
200113040,20,True,44.8,41.8,1.07,3.6,85.2,3.4,5.5,25.0,1.3,1.5,119.0,185.0
200113040,21,True,57.4,53.4,1.08,28.5,534.2,3.5,5.0,153.0,1.4,1.6,137.0,203.0
200113040,22,True,42.2,36.3,1.16,67.8,1865.3,4.9,6.0,381.0,2.0,2.2,330.0,421.0
200113040,23,True,37.5,32.2,1.16,30.6,951.2,3.7,6.0,257.0,1.9,2.2,299.0,407.0
200113040,24,True,39.2,33.7,1.16,130.2,3862.3,6.0,5.9,644.0,2.1,2.2,374.0,428.0
200113040,25,True,40.1,35.0,1.14,101.0,2881.3,6.2,6.8,465.0,1.9,2.1,298.0,386.0
200113040,26,True,40.3,35.1,1.15,315.9,9012.6,4.5,6.0,2003.0,1.9,2.1,296.0,379.0
200113040,27,False,52.8,38.8,1.36,104.9,2703.8,8.1,6.7,334.0,3.4,3.6,824.0,887.0
200113040,28,True,40.9,35.7,1.14,38.2,1070.6,4.9,5.8,218.0,1.9,2.1,314.0,380.0
200113040,29,False,43.0,34.6,1.24,6.9,198.9,4.2,5.9,47.0,2.4,2.6,479.0,557.0
200113040,30,True,39.1,34.5,1.13,17.3,501.7,3.9,5.8,129.0,1.8,2.0,272.0,355.0
200113040,31,True,42.8,36.4,1.18,43.5,1194.2,4.2,5.4,284.0,2.0,2.3,339.0,434.0
200113040,32,False,61.5,51.1,1.2,63.7,1246.1,4.6,5.9,271.0,2.2,2.4,380.0,450.0
200113040,33,True,51.1,45.2,1.13,132.3,2928.0,4.0,5.2,732.0,1.8,1.9,268.0,299.0
200113040,34,True,43.0,38.0,1.13,49.3,1298.9,3.8,5.8,342.0,1.7,2.0,254.0,336.0
200113040,35,False,48.5,36.0,1.35,60.9,1692.7,6.0,6.6,282.0,3.2,3.2,769.0,772.0
200113040,36,False,52.4,36.7,1.43,1565.3,42634.4,7.2,7.5,5921.0,3.8,3.9,968.0,988.0
200113040,37,True,38.5,34.6,1.11,128.4,3711.8,3.7,5.4,1003.0,1.6,1.9,215.0,300.0
200113040,38,False,50.9,41.8,1.22,135.2,3232.8,6.3,7.0,513.0,2.5,2.7,502.0,577.0
200113040,39,False,60.3,55.1,1.09,28.7,521.0,3.7,5.3,141.0,1.5,1.7,178.0,225.0
200122050,0,True,41.4,34.9,1.19,47.1,1348.2,4.2,6.3,321.0,2.1,2.2,400.0,448.0
200122050,1,True,55.4,50.6,1.1,41.8,825.6,3.6,5.0,229.0,1.5,1.6,194.0,225.0
200122050,2,True,57.8,49.1,1.18,186.8,3802.3,6.5,5.9,585.0,2.1,2.2,362.0,393.0
200122050,3,False,50.0,38.0,1.31,407.2,10709.2,7.8,7.4,1373.0,3.1,3.2,734.0,790.0
200122050,4,True,45.9,42.4,1.08,31.0,732.0,3.7,5.5,198.0,1.5,1.7,153.0,221.0
200122050,5,True,55.5,47.3,1.17,22.1,466.6,3.8,6.1,123.0,1.9,2.2,318.0,401.0
200122050,6,True,46.9,44.5,1.06,27.9,627.8,3.4,5.4,185.0,1.2,1.5,80.0,157.0
200122050,7,False,103.4,53.3,1.94,38.2,716.2,6.9,8.2,104.0,7.3,6.5,676.0,590.0
200122050,8,True,55.4,49.9,1.11,192.4,3854.2,5.1,6.1,756.0,1.7,1.9,225.0,283.0
200122050,9,False,49.5,41.7,1.19,188.1,4515.4,5.2,5.5,868.0,2.2,2.3,400.0,454.0
200122050,10,False,49.8,39.2,1.27,285.6,7281.5,6.7,7.4,1087.0,2.8,3.0,617.0,678.0
200122050,11,True,36.8,33.7,1.09,12.3,364.7,3.6,5.9,101.0,1.5,1.7,183.0,266.0
200122050,12,True,37.6,34.2,1.1,12.8,374.8,3.5,6.2,107.0,1.5,1.8,167.0,298.0
200122050,13,True,40.9,37.9,1.08,20.2,534.2,3.6,6.1,148.0,1.4,1.7,162.0,253.0
200122050,14,False,57.8,47.0,1.23,49.3,1049.9,4.7,5.9,223.0,2.4,2.6,511.0,565.0
200122050,15,True,48.4,44.3,1.09,44.1,996.8,3.7,5.7,269.0,1.5,1.7,162.0,233.0
200122050,16,True,44.2,40.7,1.09,24.4,600.9,3.5,5.4,172.0,1.4,1.8,145.0,259.0
200122050,17,True,38.6,32.7,1.18,35.6,1088.3,4.2,5.9,259.0,2.0,2.4,373.0,494.0
200122050,18,False,48.0,36.8,1.31,21.3,578.4,4.3,6.4,135.0,2.8,2.9,649.0,703.0
200122050,19,True,36.9,33.6,1.1,39.9,1189.2,3.5,5.9,340.0,1.5,1.8,186.0,277.0
200122050,20,False,62.1,41.3,1.5,47.7,1155.8,4.6,6.1,251.0,3.8,3.9,1010.0,1027.0
200122050,21,True,56.3,48.8,1.15,81.7,1673.6,4.7,5.5,356.0,1.9,2.0,307.0,320.0
200122050,22,True,40.5,35.7,1.14,35.5,994.8,3.9,6.7,255.0,1.8,2.0,279.0,348.0
200122050,23,True,34.9,31.8,1.1,25.9,815.0,3.7,6.3,220.0,1.6,1.7,205.0,270.0
200122050,24,True,38.0,32.3,1.18,33.8,1045.6,4.1,7.6,255.0,2.1,2.2,379.0,448.0
200122050,25,True,36.8,33.5,1.1,33.6,1003.1,3.6,5.6,279.0,1.5,1.8,175.0,293.0
200122050,26,True,39.4,34.5,1.14,119.7,3475.4,5.8,6.9,599.0,1.8,2.0,304.0,370.0
200122050,27,True,41.3,37.4,1.11,19.9,532.9,3.9,5.6,137.0,1.6,1.7,220.0,264.0
200122050,28,True,39.2,35.1,1.12,19.3,551.9,3.8,5.8,145.0,1.6,1.9,235.0,324.0
200122050,29,True,36.4,32.8,1.11,27.8,846.2,3.6,5.9,235.0,1.5,1.9,192.0,315.0
200122050,30,True,37.6,32.3,1.16,131.7,4071.9,3.8,6.9,1072.0,1.8,2.2,309.0,424.0
200122050,31,True,39.1,34.8,1.12,47.9,1375.2,3.8,6.1,362.0,1.7,1.9,252.0,334.0
200122050,32,True,56.2,50.1,1.12,8.3,164.7,3.6,5.4,46.0,1.7,1.8,232.0,286.0
200122050,33,True,53.7,46.2,1.16,253.4,5489.3,5.4,5.7,1017.0,2.0,2.1,375.0,408.0
200122050,34,True,43.5,38.1,1.14,78.3,2052.4,4.5,5.8,456.0,1.8,2.0,283.0,357.0
200122050,35,True,37.8,34.5,1.1,24.1,698.4,3.7,5.6,189.0,1.5,1.8,183.0,285.0
200122050,36,True,38.3,34.7,1.1,55.2,1587.5,3.6,6.3,441.0,1.5,1.8,190.0,283.0
200122050,37,True,50.1,42.6,1.18,120.2,2822.2,5.4,7.0,523.0,2.1,2.2,373.0,437.0
200122050,38,True,50.3,46.6,1.08,32.8,704.4,3.5,5.3,201.0,1.4,1.7,139.0,226.0
200122050,39,False,61.9,58.7,1.05,17.2,293.0,3.4,5.0,86.0,1.3,1.4,91.0,126.0
200124041,0,False,75.2,43.7,1.72,17.8,407.7,6.3,6.6,65.0,5.5,5.6,1466.0,1491.0
200124041,1,True,55.2,50.3,1.1,29.0,576.9,3.5,5.5,165.0,1.5,1.7,150.0,212.0
200124041,2,True,57.6,48.4,1.19,143.7,2967.6,6.6,6.4,450.0,2.2,2.4,373.0,422.0
200124041,3,True,47.0,40.3,1.17,9.8,242.8,4.0,6.2,61.0,1.9,2.2,299.0,388.0
200124041,4,True,53.7,45.6,1.18,63.0,1380.0,4.0,5.9,345.0,2.1,2.3,326.0,390.0
200124041,5,True,48.7,42.6,1.14,77.3,1813.1,3.8,6.1,477.0,1.8,2.1,240.0,333.0
200124041,6,True,51.9,44.5,1.17,48.7,1094.5,3.9,6.0,281.0,2.0,2.1,298.0,345.0
200124041,7,False,129.8,53.7,2.42,862.1,16039.7,8.7,9.0,1844.0,9.4,8.6,820.0,741.0
200124041,8,True,59.1,52.9,1.12,44.0,831.3,3.7,5.2,225.0,1.6,1.8,187.0,239.0
200124041,9,False,53.9,42.1,1.28,129.0,3065.4,5.9,6.1,520.0,2.8,2.9,565.0,580.0
200124041,10,False,49.1,39.9,1.23,136.9,3430.1,4.4,6.3,780.0,2.4,2.5,433.0,467.0
200124041,11,False,47.9,33.0,1.45,135.5,4109.0,7.8,8.1,527.0,4.0,4.2,971.0,1048.0
200124041,12,True,41.6,35.1,1.18,51.6,1469.4,4.1,6.4,358.0,2.0,2.3,322.0,432.0
200124041,13,False,43.2,35.9,1.2,45.7,1272.2,4.9,6.6,260.0,2.3,2.4,430.0,460.0
200124041,14,True,54.1,47.7,1.13,34.6,724.8,3.8,5.5,191.0,1.8,1.9,247.0,308.0
200124041,15,True,49.0,44.6,1.1,37.0,829.1,3.5,5.4,237.0,1.5,1.8,161.0,245.0
200124041,16,True,55.6,46.4,1.2,34.8,751.3,4.0,6.4,188.0,2.1,2.3,344.0,418.0
200124041,17,False,40.9,32.4,1.26,154.6,4768.3,5.6,7.4,851.0,2.7,2.8,550.0,596.0
200124041,18,False,43.7,32.8,1.33,49.3,1503.9,6.7,6.8,224.0,3.3,3.4,747.0,783.0
200124041,19,False,54.9,42.2,1.3,45.5,1077.7,4.4,7.0,245.0,2.8,2.9,588.0,632.0
200124041,20,True,46.9,39.2,1.2,26.1,664.6,4.6,6.0,144.0,2.2,2.3,395.0,423.0
200124041,21,True,55.1,48.2,1.14,104.4,2167.4,5.1,5.0,425.0,1.9,2.0,277.0,308.0
200124041,22,True,43.6,37.3,1.17,12.8,341.8,4.2,7.7,81.0,2.1,2.2,344.0,404.0
200124041,23,True,40.2,34.8,1.16,15.8,454.5,3.8,6.4,120.0,1.8,2.2,259.0,378.0
200124041,24,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
200124041,25,False,41.8,33.1,1.26,111.4,3368.5,5.2,6.1,648.0,2.7,2.8,541.0,589.0
200124041,26,False,136.7,41.5,3.29,4.5,109.4,9.9,9.9,11.0,12.6,10.8,3799.0,3212.0
200124041,27,True,42.4,38.0,1.12,19.4,511.1,3.6,5.2,142.0,1.6,1.9,199.0,299.0
200124041,28,True,45.4,39.6,1.15,17.2,434.5,3.9,5.9,111.0,1.8,2.0,266.0,338.0
200124041,29,True,37.8,32.9,1.15,46.4,1407.8,3.8,6.7,370.0,1.8,2.1,261.0,369.0
200124041,30,True,36.7,34.0,1.08,71.1,2089.2,3.7,6.0,565.0,1.4,1.7,135.0,229.0
200124041,31,True,40.0,36.6,1.09,43.5,1186.3,3.6,5.4,330.0,1.5,1.7,165.0,215.0
200124041,32,True,54.2,48.5,1.12,28.9,596.3,3.9,5.0,153.0,1.7,1.8,218.0,264.0
200124041,33,True,54.5,51.1,1.06,17.9,349.3,3.4,5.3,103.0,1.3,1.5,121.0,178.0
200124041,34,True,45.1,40.7,1.11,33.1,811.3,3.6,5.8,225.0,1.6,1.8,201.0,264.0
200124041,35,True,39.1,36.3,1.08,14.8,407.1,3.5,5.1,116.0,1.3,1.7,114.0,219.0
200124041,36,True,39.2,35.0,1.12,54.7,1562.0,3.8,6.4,411.0,1.7,2.0,238.0,329.0
200124041,37,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
200124041,38,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
200124041,39,False,109.8,75.7,1.45,16.5,217.6,4.8,5.7,45.0,3.7,3.7,858.0,844.0
200125001,0,True,41.1,34.9,1.18,18.7,535.5,4.1,5.8,131.0,2.0,2.2,332.0,410.0
200125001,1,False,63.6,56.1,1.13,34.6,617.3,3.8,5.1,162.0,1.7,1.9,232.0,283.0
200125001,2,True,53.3,48.9,1.09,22.7,464.8,3.7,5.2,126.0,1.5,1.7,156.0,207.0
200125001,3,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
200125001,4,False,62.8,43.7,1.44,308.3,7054.4,8.1,7.5,871.0,4.0,4.2,962.0,1000.0
200125001,5,False,66.9,46.3,1.44,69.2,1494.8,6.7,6.9,223.0,3.9,4.0,913.0,940.0
200125001,6,False,92.8,48.6,1.91,64.8,1334.5,9.2,9.3,145.0,6.8,6.9,1797.0,1822.0
200125001,7,False,126.8,57.4,2.21,221.8,3862.5,8.7,8.9,444.0,8.1,8.0,680.0,676.0
200125001,8,True,58.4,52.1,1.12,66.2,1269.7,3.7,4.6,343.0,1.7,1.9,209.0,277.0
200125001,9,True,51.4,46.4,1.11,25.8,555.3,3.6,5.7,154.0,1.6,1.8,191.0,252.0
200125001,10,True,49.7,42.1,1.18,99.0,2349.0,4.1,6.2,573.0,2.1,2.2,348.0,382.0
200125001,11,False,45.1,34.2,1.32,32.4,945.8,6.4,7.6,148.0,3.1,3.2,690.0,712.0
200125001,12,False,202.4,42.3,4.79,1455.5,34431.1,10.0,10.0,3443.0,12.9,14.9,3920.0,4564.0
200125001,13,False,536.5,91.8,5.84,282.6,3077.6,10.0,10.0,308.0,12.0,19.3,3571.0,5951.0
200125001,14,False,60.3,49.9,1.21,51.7,1035.4,5.1,5.9,203.0,2.3,2.5,424.0,482.0
200125001,15,True,49.4,44.6,1.11,49.3,1107.6,3.8,5.6,291.0,1.6,1.7,192.0,237.0
200125001,16,False,57.1,41.2,1.39,310.7,7548.4,7.2,5.8,1048.0,3.5,3.6,793.0,814.0
200125001,17,False,50.1,33.7,1.49,19.3,572.3,7.7,8.4,74.0,4.2,4.4,1082.0,1124.0
200125001,18,False,42.4,32.0,1.32,16.6,517.4,4.9,6.6,106.0,3.0,3.1,668.0,701.0
200125001,19,False,50.3,35.1,1.43,52.1,1484.4,6.2,7.9,239.0,3.8,3.9,910.0,955.0
200125001,20,True,50.5,45.4,1.11,18.5,407.8,3.6,5.6,113.0,1.5,1.8,175.0,260.0
