taskid,beam,pass,s_in,s_out,rat,peak_mJy,peak_sig,rusc-,rusc+,D,N2,P2,Ex-2,Ex+2
190907041,10,False,64.5,42.0,1.54,32.4,771.2,9.2,7.8,84.0,4.2,4.9,1177.0,1434.0
190907041,11,False,258.6,110.6,2.34,635.6,5746.9,9.7,8.1,592.0,8.4,8.6,2964.0,3054.0
190907041,12,False,234.2,76.8,3.05,116.4,1514.8,9.5,9.4,159.0,10.8,11.5,1190.0,1272.0
190907041,13,False,136.6,73.7,1.85,106.4,1443.0,6.5,7.1,222.0,6.3,6.3,627.0,629.0
190907041,14,False,98.3,69.7,1.41,110.7,1587.7,4.7,5.5,338.0,3.7,3.6,332.0,325.0
190907041,15,False,81.4,52.3,1.56,43.0,822.4,4.6,6.2,179.0,4.4,4.5,399.0,409.0
190907041,16,False,59.9,41.0,1.46,14.2,346.9,4.8,6.3,72.0,4.0,4.0,357.0,357.0
190907041,17,False,304.1,57.5,5.29,1050.1,18269.2,10.0,10.0,1827.0,11.9,17.9,4296.0,6670.0
190907041,18,False,135.5,55.3,2.45,43.3,783.1,8.9,8.9,88.0,9.1,9.1,1001.0,999.0
190907041,19,False,83.4,51.6,1.62,8.3,160.6,5.1,6.6,31.0,4.9,4.9,445.0,446.0
190907041,20,False,77.1,53.0,1.45,89.6,1689.0,4.7,5.5,359.0,3.9,4.0,340.0,349.0
190907041,21,False,101.4,57.1,1.77,67.2,1175.3,5.6,6.2,210.0,5.9,6.0,580.0,583.0
190907041,22,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
190907041,23,True,49.9,43.0,1.16,11.0,256.5,5.1,5.9,50.0,2.1,2.2,398.0,463.0
190907041,24,False,65.4,37.2,1.76,91.0,2448.1,9.3,7.9,263.0,5.8,6.1,1857.0,1988.0
190907041,25,False,65.6,42.0,1.56,66.4,1581.3,9.1,9.1,174.0,4.7,4.9,1375.0,1447.0
190907041,26,False,77.7,58.5,1.33,71.1,1214.1,7.9,7.5,154.0,3.2,3.3,765.0,812.0
190907041,27,True,57.2,50.7,1.13,11.2,221.5,4.5,5.8,49.0,1.7,1.9,272.0,338.0
190907041,28,False,47.2,38.2,1.24,22.9,601.0,7.6,6.4,79.0,2.5,2.7,600.0,663.0
190907041,29,True,48.0,44.4,1.08,5.5,124.3,4.1,5.2,30.0,1.5,1.7,173.0,253.0
190907041,30,False,62.8,35.1,1.79,177.7,5061.2,9.6,7.8,527.0,5.6,6.6,1796.0,2183.0
190907041,31,False,61.5,37.9,1.62,93.9,2478.1,9.3,8.3,266.0,4.8,5.5,1506.0,1772.0
190907041,32,False,151.8,75.0,2.02,43.8,584.4,7.8,7.3,75.0,7.2,7.3,744.0,757.0
190907041,33,False,72.4,58.3,1.24,17.1,293.9,3.8,5.3,77.0,2.5,2.5,190.0,183.0
190907041,34,False,64.4,48.3,1.33,65.8,1362.3,4.2,5.3,324.0,3.0,3.2,259.0,274.0
190907041,35,False,56.2,44.1,1.27,22.6,511.3,3.8,5.2,135.0,2.7,2.9,197.0,225.0
190907041,36,False,45.7,35.8,1.28,24.7,690.1,6.9,6.2,100.0,2.7,3.0,693.0,778.0
190907041,37,False,110.9,46.7,2.37,117.2,2506.8,8.9,9.1,282.0,9.2,8.3,949.0,852.0
190907041,38,False,80.5,50.0,1.61,201.5,4032.3,5.5,6.7,733.0,5.0,4.9,479.0,464.0
190907041,39,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
190907042,0,False,85.2,43.7,1.95,156.9,3587.0,6.6,7.2,543.0,7.0,6.6,465.0,439.0
190907042,1,False,85.7,63.0,1.36,45.8,726.8,3.8,5.1,191.0,3.3,3.4,164.0,172.0
190907042,2,False,84.6,50.4,1.68,18.9,374.4,5.1,7.0,73.0,5.4,5.0,322.0,296.0
190907042,3,True,40.9,35.6,1.15,16.0,448.8,3.6,6.1,125.0,1.8,2.2,199.0,307.0
190907042,4,False,79.9,44.0,1.82,127.4,2895.0,5.5,7.5,526.0,6.4,6.1,391.0,370.0
190907042,5,False,75.0,45.1,1.66,167.7,3716.3,5.0,6.9,743.0,5.3,5.3,316.0,313.0
190907042,6,False,93.3,57.6,1.62,6.6,114.3,5.1,6.7,22.0,5.0,4.8,296.0,280.0
190907042,7,False,110.2,67.8,1.63,8.0,117.6,4.9,5.9,24.0,5.2,4.9,306.0,282.0
190907042,8,False,67.6,51.7,1.31,26.4,511.0,3.7,5.4,138.0,2.9,3.0,141.0,152.0
190907042,9,True,43.9,36.0,1.22,64.0,1778.6,4.6,5.2,387.0,2.4,2.6,352.0,415.0
190907042,10,True,51.2,44.8,1.14,48.5,1080.6,3.9,5.4,277.0,1.8,2.1,191.0,257.0
190907042,11,False,54.9,40.5,1.36,36.5,902.3,4.5,5.2,201.0,3.2,3.3,566.0,600.0
190907042,12,False,136.5,80.5,1.7,13.3,164.7,5.2,6.2,32.0,5.4,5.4,332.0,328.0
190907042,13,False,151.5,81.2,1.86,155.5,1914.6,6.5,7.4,295.0,6.6,6.1,410.0,374.0
190907042,14,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
190907042,15,False,70.6,49.3,1.43,63.7,1293.0,4.1,6.0,315.0,3.7,3.8,201.0,212.0
190907042,16,False,76.0,43.9,1.73,125.0,2846.4,6.3,6.8,452.0,5.8,5.8,354.0,360.0
190907042,17,False,42.8,33.0,1.3,16.0,484.9,4.6,5.5,105.0,2.8,2.9,490.0,522.0
190907042,18,False,84.5,55.2,1.53,19.6,355.7,4.3,5.5,83.0,4.4,4.1,257.0,239.0
190907042,19,False,119.9,53.7,2.23,188.5,3512.4,8.4,8.3,418.0,8.3,8.4,543.0,551.0
190907042,20,False,92.6,54.4,1.7,75.0,1380.0,5.4,6.8,256.0,5.7,5.3,349.0,322.0
190907042,21,False,94.0,61.4,1.53,63.3,1031.3,4.6,6.2,224.0,4.4,4.4,257.0,255.0
190907042,22,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
190907042,23,False,43.6,34.6,1.26,153.1,4430.0,5.1,6.0,869.0,2.7,2.8,428.0,476.0
190907042,24,False,63.4,38.9,1.63,169.8,4366.5,9.2,6.9,475.0,5.0,5.4,1044.0,1145.0
190907042,25,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
190907042,26,False,89.6,63.2,1.42,154.4,2444.5,6.1,6.3,401.0,3.6,3.8,661.0,707.0
190907042,27,True,51.8,43.7,1.19,36.1,826.0,4.3,6.4,192.0,2.1,2.5,291.0,390.0
190907042,28,True,50.0,44.5,1.12,16.2,363.2,3.7,6.0,98.0,1.6,2.1,170.0,283.0
190907042,29,True,55.1,48.1,1.14,22.3,463.0,3.7,5.1,125.0,1.7,2.0,185.0,238.0
190907042,30,False,77.9,39.5,1.97,737.0,18672.9,9.1,6.7,2052.0,6.6,7.4,1526.0,1732.0
190907042,31,False,52.7,38.4,1.37,34.4,896.8,4.9,6.6,183.0,3.3,3.6,610.0,700.0
190907042,32,False,135.0,72.5,1.86,75.8,1046.4,6.9,6.6,152.0,6.5,6.5,416.0,415.0
190907042,33,False,104.5,66.9,1.56,37.6,561.1,4.7,6.1,119.0,4.5,4.2,287.0,262.0
190907042,34,False,70.5,49.3,1.43,33.7,683.3,4.2,6.2,163.0,3.7,4.0,228.0,250.0
190907042,35,False,75.7,47.2,1.6,115.0,2438.6,4.7,6.8,519.0,5.1,4.6,311.0,278.0
190907042,36,False,46.6,34.8,1.34,112.7,3236.7,5.9,6.0,549.0,3.1,3.3,563.0,620.0
190907042,37,False,78.9,45.7,1.73,101.0,2213.2,5.5,7.0,402.0,5.8,5.4,365.0,334.0
190907042,38,False,66.5,50.0,1.33,21.5,429.8,3.8,5.0,113.0,3.0,3.1,154.0,158.0
190907042,39,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
190908041,0,False,96.9,46.5,2.08,49.4,1062.8,6.7,8.5,159.0,7.8,7.2,691.0,630.0
190908041,1,False,106.6,65.5,1.63,533.6,8151.2,5.6,6.2,1456.0,5.1,4.9,391.0,371.0
190908041,2,False,79.6,51.2,1.55,115.1,2247.6,4.9,6.2,459.0,4.5,4.5,337.0,331.0
190908041,3,True,42.4,35.8,1.18,39.3,1095.9,4.0,5.5,274.0,2.1,2.2,341.0,404.0
190908041,4,False,84.7,46.3,1.83,116.1,2506.3,7.3,7.9,343.0,6.5,6.3,522.0,504.0
190908041,5,False,83.1,46.1,1.8,40.8,885.5,6.0,7.2,148.0,6.1,5.9,487.0,472.0
190908041,6,False,94.2,58.7,1.61,41.9,714.5,4.9,6.8,146.0,4.9,4.8,380.0,364.0
190908041,7,False,93.0,64.7,1.44,22.3,344.5,4.7,6.3,73.0,3.7,3.8,258.0,268.0
190908041,8,False,90.6,54.1,1.68,80.1,1480.6,5.9,6.7,251.0,5.3,5.0,416.0,389.0
190908041,9,False,50.6,37.6,1.35,85.5,2274.1,6.7,6.5,339.0,3.4,3.3,776.0,728.0
190908041,10,True,49.4,44.7,1.1,64.8,1450.3,4.0,5.4,363.0,1.6,1.8,167.0,222.0
190908041,11,False,44.6,34.3,1.3,107.3,3129.3,5.9,6.3,530.0,2.9,3.1,617.0,684.0
190908041,12,False,141.3,74.9,1.89,91.0,1215.7,7.0,6.9,174.0,6.6,6.6,565.0,559.0
190908041,13,False,144.6,81.7,1.77,50.2,614.7,6.8,7.9,90.0,5.9,5.6,480.0,449.0
190908041,14,False,100.0,71.5,1.4,133.6,1869.3,4.4,5.7,425.0,3.6,3.6,272.0,267.0
190908041,15,False,75.5,50.1,1.51,46.0,918.1,4.7,6.5,195.0,4.5,4.3,338.0,319.0
190908041,16,False,82.2,47.3,1.74,51.6,1089.9,6.4,6.7,170.0,5.9,5.6,478.0,454.0
190908041,17,False,44.2,34.3,1.29,31.9,930.3,5.4,6.1,172.0,2.8,3.0,581.0,663.0
190908041,18,False,85.8,60.9,1.41,60.1,986.9,4.3,5.3,230.0,3.6,3.7,260.0,269.0
190908041,19,False,93.2,53.6,1.74,244.4,4557.7,5.5,6.6,829.0,5.7,5.6,453.0,451.0
190908041,20,False,90.6,57.3,1.58,321.0,5604.8,5.1,6.3,1099.0,4.7,4.6,354.0,348.0
190908041,21,False,88.1,55.3,1.59,36.7,664.8,5.3,7.5,125.0,5.0,4.7,390.0,359.0
190908041,22,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
190908041,23,False,53.7,37.0,1.45,478.7,12941.2,5.5,6.5,2353.0,3.8,4.1,904.0,990.0
190908041,24,False,106.4,56.6,1.88,65.5,1156.7,6.2,8.4,187.0,6.4,6.1,1774.0,1674.0
190908041,25,True,50.6,44.1,1.15,25.6,579.3,3.7,5.4,157.0,1.8,2.1,256.0,347.0
190908041,26,False,76.9,67.9,1.13,24.2,356.4,3.8,6.4,94.0,1.8,2.0,232.0,277.0
190908041,27,True,57.9,48.3,1.2,26.5,547.2,4.7,6.5,116.0,2.2,2.3,372.0,433.0
190908041,28,False,53.3,41.3,1.29,59.6,1442.0,4.8,5.6,300.0,2.8,2.9,565.0,614.0
190908041,29,True,55.6,47.7,1.17,97.0,2033.5,5.7,6.2,357.0,2.0,2.2,306.0,362.0
190908041,30,True,44.1,37.4,1.18,46.5,1244.0,4.6,5.5,270.0,2.0,2.3,335.0,408.0
190908041,31,True,47.1,40.3,1.17,24.1,596.9,3.9,5.7,153.0,1.9,2.2,296.0,377.0
190908041,32,False,108.3,77.4,1.4,37.4,482.8,4.9,5.4,99.0,3.4,3.5,234.0,240.0
190908041,33,False,93.2,63.6,1.47,52.3,821.8,4.8,5.5,171.0,4.1,4.0,324.0,323.0
190908041,34,False,84.5,55.2,1.53,242.6,4392.1,5.4,6.6,813.0,4.5,4.5,365.0,367.0
190908041,35,False,75.8,48.6,1.56,208.4,4285.0,5.5,6.7,779.0,4.6,4.7,352.0,361.0
190908041,36,True,42.9,36.8,1.17,142.0,3855.4,4.3,5.6,897.0,2.0,2.2,310.0,379.0
190908041,37,False,65.3,48.7,1.34,15.4,316.4,3.9,5.5,81.0,3.1,3.2,211.0,221.0
190908041,38,False,94.9,60.7,1.56,77.5,1276.9,5.1,7.6,250.0,4.8,4.4,379.0,342.0
190908041,39,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
190913045,0,False,42.8,32.0,1.34,24.2,757.2,4.7,6.3,161.0,3.1,3.2,736.0,805.0
190913045,1,True,57.1,49.5,1.16,27.8,561.9,3.8,5.1,148.0,1.8,2.0,276.0,332.0
190913045,2,False,61.6,45.5,1.35,21.7,476.8,4.8,6.3,99.0,3.1,3.3,737.0,784.0
190913045,3,False,39.7,31.7,1.25,110.0,3469.8,4.9,6.2,708.0,2.6,2.7,548.0,602.0
190913045,4,False,37.8,31.3,1.21,86.8,2774.7,4.8,5.6,578.0,2.2,2.3,421.0,474.0
190913045,5,False,78.8,50.9,1.55,20.3,398.5,8.3,7.6,48.0,4.7,4.7,1270.0,1290.0
190913045,6,False,393.4,102.0,3.86,31.7,310.3,10.0,10.0,31.0,11.9,12.6,3863.0,4140.0
190913045,7,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
190913045,8,True,42.9,39.0,1.1,19.5,499.2,3.6,5.5,139.0,1.5,1.7,171.0,263.0
190913045,9,True,39.0,32.6,1.19,33.5,1027.7,4.3,5.6,239.0,2.1,2.3,401.0,473.0
190913045,10,False,51.0,31.0,1.64,144.0,4641.6,8.8,9.2,527.0,5.6,4.9,1610.0,1354.0
190913045,11,False,48.6,29.4,1.66,28.1,957.5,8.4,6.8,114.0,5.1,5.4,1467.0,1563.0
190913045,12,False,484.8,146.2,3.32,95.4,652.4,9.9,9.9,66.0,11.3,12.2,3646.0,3983.0
190913045,13,False,405.9,92.4,4.39,314.8,3407.3,10.0,10.0,341.0,13.0,14.3,4325.0,4783.0
190913045,14,False,319.8,64.7,4.94,297.6,4597.6,10.0,10.0,460.0,13.7,13.8,4501.0,4508.0
190913045,15,True,44.5,40.0,1.11,11.5,287.4,3.7,6.2,78.0,1.6,1.8,202.0,291.0
190913045,16,False,44.7,33.0,1.35,38.0,1150.7,6.6,7.8,174.0,3.3,3.4,790.0,842.0
190913045,17,False,42.8,28.9,1.48,183.3,6345.1,6.5,8.4,976.0,4.1,4.2,1120.0,1130.0
190913045,18,False,97.2,59.9,1.62,24.3,404.6,7.9,7.2,51.0,4.8,5.1,1343.0,1426.0
190913045,19,False,81.0,45.5,1.78,55.7,1223.1,9.2,9.2,133.0,6.0,6.2,1770.0,1861.0
190913045,20,False,94.7,58.0,1.63,65.5,1129.6,7.3,6.5,155.0,4.7,5.6,1309.0,1639.0
190913045,21,False,51.6,41.4,1.25,133.1,3215.9,6.0,6.1,536.0,2.6,2.7,575.0,604.0
190913045,22,False,47.5,33.0,1.44,45.7,1384.5,6.5,7.2,213.0,3.7,3.9,966.0,1021.0
190913045,23,False,100.9,37.7,2.68,485.5,12881.0,9.9,9.9,1301.0,10.1,9.5,3275.0,3058.0
190913045,24,False,40.1,31.5,1.27,24.7,785.9,5.8,6.7,136.0,2.8,2.9,646.0,695.0
190913045,25,False,65.4,33.9,1.93,21.5,634.4,9.2,9.5,69.0,7.3,6.3,2234.0,1873.0
190913045,26,False,64.2,36.0,1.78,78.7,2185.2,9.3,9.3,235.0,6.5,5.6,1952.0,1640.0
190913045,27,False,48.0,36.3,1.32,29.8,820.7,6.0,6.1,137.0,3.0,3.1,711.0,749.0
190913045,28,False,58.1,35.9,1.62,113.5,3165.2,9.2,9.0,344.0,5.0,5.2,1425.0,1489.0
190913045,29,False,41.6,30.1,1.38,19.5,648.1,5.7,5.9,114.0,3.3,3.5,857.0,925.0
190913045,30,False,38.0,31.5,1.21,50.9,1613.5,4.7,5.7,343.0,2.4,2.4,491.0,507.0
190913045,31,False,39.5,32.3,1.22,49.4,1530.8,4.7,7.4,326.0,2.4,2.5,493.0,536.0
190913045,32,False,65.4,58.9,1.11,17.4,295.1,3.7,4.6,80.0,1.6,1.8,230.0,269.0
190913045,33,True,56.2,46.6,1.2,29.3,627.9,4.1,6.9,153.0,2.2,2.4,439.0,497.0
190913045,34,False,42.5,35.5,1.2,81.7,2298.0,5.4,5.7,426.0,2.2,2.4,440.0,508.0
190913045,35,False,48.3,31.4,1.54,128.5,4089.7,8.1,7.3,505.0,4.6,4.7,1294.0,1314.0
190913045,36,False,42.4,31.8,1.33,29.4,923.4,4.5,6.0,205.0,2.9,3.1,688.0,774.0
190913045,37,False,40.7,34.1,1.2,53.7,1575.1,4.7,5.8,335.0,2.1,2.4,418.0,501.0
190913045,38,False,78.0,51.7,1.51,47.2,914.6,5.6,5.9,163.0,4.2,4.2,1162.0,1146.0
190913045,39,False,126.3,82.0,1.54,56.9,693.1,6.2,5.4,112.0,4.5,4.4,1275.0,1245.0
190913046,0,False,50.1,32.5,1.54,153.9,4739.1,7.5,8.5,632.0,4.6,4.6,952.0,961.0
190913046,1,True,53.9,48.5,1.11,44.5,918.7,3.6,5.1,255.0,1.6,1.9,160.0,228.0
190913046,2,False,49.1,39.5,1.24,18.4,466.6,5.5,7.5,85.0,2.6,2.6,411.0,429.0
190913046,3,True,40.3,35.8,1.13,16.1,448.8,3.6,6.4,125.0,1.7,2.1,193.0,291.0
190913046,4,False,44.1,34.5,1.28,89.4,2589.6,5.8,7.7,446.0,2.8,3.0,467.0,519.0
190913046,5,False,44.2,35.4,1.25,123.3,3482.1,5.0,7.4,696.0,2.5,2.8,407.0,463.0
190913046,6,True,51.5,43.3,1.19,6.3,146.0,4.2,7.5,35.0,2.2,2.3,317.0,335.0
190913046,7,False,125.4,107.2,1.17,6.3,58.9,3.9,4.6,15.0,1.9,2.0,246.0,266.0
190913046,8,True,48.2,43.9,1.1,28.8,655.6,3.6,5.1,182.0,1.5,1.8,137.0,202.0
190913046,9,True,42.3,35.0,1.21,59.5,1701.7,5.0,5.4,340.0,2.3,2.5,348.0,410.0
190913046,10,True,37.7,31.8,1.19,44.3,1395.8,4.3,6.0,325.0,2.1,2.4,301.0,372.0
190913046,11,True,38.1,32.8,1.16,33.0,1006.1,3.8,5.4,265.0,1.9,2.2,234.0,326.0
190913046,12,False,71.8,56.9,1.26,11.3,199.3,4.6,5.3,43.0,2.6,2.7,417.0,458.0
190913046,13,False,88.3,61.9,1.43,191.8,3097.9,9.3,6.8,333.0,3.9,4.2,757.0,825.0
190913046,14,False,89.7,50.7,1.77,82.7,1632.9,9.2,7.5,177.0,5.9,6.2,1273.0,1347.0
190913046,15,True,49.5,43.6,1.13,52.8,1210.8,3.9,4.8,310.0,1.7,2.0,194.0,264.0
190913046,16,False,40.1,31.8,1.26,107.2,3374.3,6.3,5.8,536.0,2.7,2.9,453.0,516.0
190913046,17,False,41.4,31.6,1.31,15.1,479.4,4.8,6.6,100.0,3.0,3.1,523.0,570.0
190913046,18,False,76.1,56.3,1.35,18.1,321.7,4.4,6.0,73.0,3.1,3.2,561.0,575.0
190913046,19,False,58.2,38.5,1.51,183.9,4782.3,8.8,6.9,543.0,4.4,4.7,897.0,967.0
190913046,20,False,50.1,40.5,1.24,63.7,1573.7,6.5,6.0,242.0,2.5,2.7,397.0,433.0
190913046,21,True,55.8,46.8,1.19,48.2,1029.4,4.4,5.3,234.0,2.2,2.4,308.0,358.0
190913046,22,True,41.4,35.0,1.18,51.7,1477.5,4.1,5.7,360.0,2.0,2.4,261.0,365.0
190913046,23,True,36.5,30.1,1.21,135.7,4502.1,5.2,7.0,866.0,2.3,2.5,338.0,401.0
190913046,24,False,66.8,33.5,1.99,159.9,4769.1,9.6,8.9,497.0,6.8,7.6,1554.0,1768.0
190913046,25,False,51.8,33.4,1.55,602.5,18041.5,7.9,8.2,2284.0,4.5,4.6,945.0,968.0
190913046,26,False,51.7,35.8,1.44,139.2,3884.2,7.4,6.9,525.0,3.9,4.1,774.0,820.0
190913046,27,True,46.2,37.8,1.22,33.2,879.1,4.9,6.5,179.0,2.4,2.6,368.0,427.0
190913046,28,True,38.3,34.0,1.13,14.8,434.9,3.6,5.2,121.0,1.7,2.0,195.0,280.0
190913046,29,False,41.2,31.8,1.3,18.8,591.9,5.5,6.5,108.0,2.8,2.9,490.0,521.0
190913046,30,False,75.5,32.4,2.33,685.8,21136.0,9.8,9.8,2157.0,8.2,9.1,1927.0,2171.0
190913046,31,False,47.1,35.6,1.32,32.0,898.6,4.6,7.0,195.0,2.9,3.4,510.0,637.0
190913046,32,False,81.3,63.1,1.29,58.4,925.7,5.2,5.2,178.0,2.9,3.0,502.0,527.0
190913046,33,True,52.3,45.5,1.15,36.9,811.8,4.0,5.7,203.0,1.9,2.1,243.0,291.0
190913046,34,True,45.6,39.1,1.17,33.7,862.4,4.4,5.4,196.0,1.9,2.3,250.0,343.0
190913046,35,True,43.1,35.3,1.22,92.3,2615.6,5.6,5.5,467.0,2.4,2.6,374.0,429.0
190913046,36,False,46.2,34.8,1.33,107.4,3087.2,5.8,6.1,532.0,3.1,3.2,574.0,600.0
190913046,37,True,44.5,36.5,1.22,75.1,2056.1,4.8,5.9,428.0,2.3,2.6,352.0,415.0
190913046,38,True,48.7,44.2,1.1,21.7,490.8,3.7,4.9,133.0,1.6,1.8,172.0,210.0
190913046,39,False,92.9,78.2,1.19,18.0,229.8,3.9,5.0,59.0,2.0,2.2,280.0,316.0
190914041,0,False,44.7,32.3,1.38,50.3,1556.5,5.5,7.1,283.0,3.4,3.7,658.0,737.0
190914041,1,True,55.7,47.5,1.17,82.5,1736.1,4.4,6.1,395.0,2.0,2.2,271.0,307.0
190914041,2,True,44.2,39.6,1.12,10.9,276.3,3.7,5.5,75.0,1.7,1.9,180.0,247.0
190914041,3,True,41.8,34.9,1.2,71.5,2046.5,4.6,6.5,445.0,2.2,2.5,304.0,374.0
190914041,4,False,43.3,34.1,1.27,26.3,771.2,5.3,7.0,146.0,2.7,2.8,448.0,479.0
190914041,5,True,40.5,35.3,1.15,23.1,655.6,4.1,5.9,160.0,1.9,2.0,228.0,275.0
190914041,6,False,61.3,43.1,1.42,305.0,7071.7,7.5,8.7,943.0,3.8,3.8,728.0,729.0
190914041,7,False,112.2,64.9,1.73,368.8,5678.5,9.2,9.2,617.0,5.6,5.8,1108.0,1152.0
190914041,8,True,49.3,40.5,1.22,209.3,5164.3,5.3,5.8,974.0,2.3,2.6,342.0,419.0
190914041,9,True,40.6,33.6,1.21,57.7,1719.2,4.7,5.7,366.0,2.2,2.5,320.0,396.0
190914041,10,True,34.7,30.4,1.14,22.4,737.1,3.7,5.5,199.0,1.8,2.1,201.0,282.0
190914041,11,False,43.1,31.3,1.38,266.2,8498.2,6.2,8.1,1371.0,3.5,3.6,639.0,664.0
190914041,12,False,73.8,52.9,1.39,35.1,662.7,6.3,6.5,105.0,3.6,3.7,792.0,809.0
190914041,13,False,141.0,72.2,1.95,98.9,1369.8,7.2,7.0,190.0,6.8,7.0,440.0,456.0
190914041,14,False,60.4,54.6,1.1,7.4,135.4,3.5,4.7,39.0,1.5,1.8,139.0,202.0
190914041,15,True,47.9,42.5,1.13,61.2,1439.9,3.9,5.5,369.0,1.7,1.9,183.0,236.0
190914041,16,True,35.4,32.1,1.11,7.3,226.3,3.5,5.5,65.0,1.6,2.0,152.0,260.0
190914041,17,False,41.5,31.8,1.31,45.7,1439.3,5.1,5.9,282.0,2.9,3.1,505.0,561.0
190914041,18,False,222.4,113.0,1.97,222.8,1970.6,8.8,9.0,224.0,7.0,7.0,1757.0,1760.0
190914041,19,False,47.8,38.1,1.25,28.1,736.8,4.8,5.4,153.0,2.6,2.7,407.0,435.0
190914041,20,True,48.4,41.1,1.18,15.8,383.6,4.1,7.6,94.0,2.1,2.2,278.0,319.0
190914041,21,True,49.9,43.2,1.16,6.7,154.3,3.9,7.3,40.0,1.8,2.1,221.0,299.0
190914041,22,False,42.2,32.4,1.3,32.4,999.7,6.1,6.5,164.0,3.0,3.2,531.0,578.0
190914041,23,False,63.7,30.6,2.08,753.8,24663.9,9.0,9.3,2740.0,7.5,7.4,1713.0,1691.0
190914041,24,False,46.0,33.4,1.38,100.0,2991.3,6.3,6.9,475.0,3.6,3.6,706.0,696.0
190914041,25,False,50.0,33.2,1.5,111.5,3354.8,7.9,7.2,425.0,4.4,4.4,900.0,908.0
190914041,26,True,41.8,36.3,1.15,47.4,1306.1,3.9,6.2,335.0,1.9,2.1,230.0,299.0
190914041,27,False,44.9,35.1,1.28,31.8,905.4,4.7,6.0,193.0,2.7,2.8,448.0,481.0
190914041,28,False,72.4,50.1,1.44,723.2,14423.2,8.2,8.1,1759.0,4.0,4.1,816.0,830.0
190914041,29,False,49.6,32.0,1.55,538.4,16805.7,6.6,8.8,2546.0,4.6,4.5,951.0,937.0
190914041,30,True,40.1,33.1,1.21,46.4,1403.3,5.0,6.0,281.0,2.4,2.6,368.0,424.0
190914041,31,True,38.1,34.1,1.12,22.2,650.4,3.7,5.1,176.0,1.6,1.9,174.0,229.0
190914041,32,False,89.9,76.5,1.17,49.9,651.5,3.8,4.7,171.0,2.0,2.1,256.0,281.0
190914041,33,False,55.0,45.0,1.22,264.5,5883.3,6.2,7.5,949.0,2.5,2.5,403.0,420.0
190914041,34,True,46.4,38.5,1.2,87.1,2259.0,4.7,5.7,481.0,2.2,2.3,330.0,365.0
190914041,35,True,42.9,36.0,1.19,42.0,1166.5,4.2,5.3,278.0,2.1,2.4,292.0,367.0
190914041,36,True,40.1,34.5,1.16,47.4,1375.8,4.2,5.6,328.0,1.9,2.2,248.0,326.0
190914041,37,True,41.8,36.7,1.14,23.4,637.0,4.2,5.2,152.0,1.8,2.0,215.0,257.0
190914041,38,True,54.9,50.8,1.08,39.2,771.8,3.5,4.4,221.0,1.4,1.5,106.0,145.0
190914041,39,False,131.6,98.7,1.33,51.4,521.4,3.8,4.7,137.0,3.0,3.1,144.0,154.0
190915041,0,False,38.6,29.9,1.29,67.5,2252.8,5.6,7.2,402.0,2.8,3.0,690.0,746.0
190915041,1,True,48.2,41.8,1.16,25.9,620.2,3.9,5.4,159.0,1.8,2.0,307.0,373.0
190915041,2,False,43.6,33.3,1.31,44.6,1338.8,7.2,6.2,186.0,3.1,3.3,733.0,809.0
190915041,3,False,36.6,29.8,1.23,138.5,4654.7,6.5,7.3,716.0,2.5,2.7,555.0,610.0
190915041,4,True,34.4,29.7,1.16,38.1,1284.8,4.4,6.1,292.0,2.0,2.2,347.0,436.0
190915041,5,True,34.4,30.2,1.14,34.1,1131.1,4.4,6.1,257.0,1.8,2.0,270.0,347.0
190915041,6,False,47.2,37.9,1.25,180.3,4758.8,7.3,7.4,652.0,2.6,2.8,591.0,662.0
190915041,7,False,66.2,58.0,1.14,299.5,5167.6,4.5,5.4,1148.0,1.8,2.0,271.0,332.0
190915041,8,True,42.4,38.4,1.1,64.7,1686.7,4.3,5.3,392.0,1.6,1.8,221.0,299.0
190915041,9,False,43.2,30.6,1.41,124.2,4055.6,7.2,8.6,563.0,3.7,3.8,980.0,993.0
190915041,10,True,31.7,27.6,1.15,32.7,1185.9,3.8,6.0,312.0,1.8,2.1,297.0,397.0
190915041,11,False,45.4,28.3,1.61,138.7,4902.5,9.2,8.2,533.0,5.0,5.3,1460.0,1549.0
190915041,12,False,70.0,51.4,1.36,32.1,624.2,6.7,6.2,93.0,3.3,3.4,995.0,1032.0
190915041,13,False,241.5,111.4,2.17,54.7,491.3,5.9,6.9,83.0,8.1,7.6,806.0,747.0
190915041,14,True,56.0,47.7,1.17,203.1,4256.6,4.7,5.4,906.0,2.0,2.1,389.0,433.0
190915041,15,True,43.6,38.6,1.13,19.7,509.6,3.7,5.7,138.0,1.7,1.9,251.0,310.0
