taskID,name,field_ra,field_dec,telescopes,duration,quality,beamPattern
190701042,ARGO190425z,246.341917,17.705771,23456789ABCD,43200,unknown,square_39p1
190724131,ARGO190425z,246.341917,17.705771,23456789ABCD,43080,unknown,square_39p1
190812081,ARGO190425z,246.341917,17.705771,23456789ABCD,43080,unknown,square_39p1
