ObsID,Name,Beam,RA,Dec,cube2_qual,cube1_qual,cube0_qual,sigma_c2,sigma_c1,sigma_c0,f_ex_c2,f_ex_c1,f_ex_c0,p_0.8_c2,p_0.8_c1,p_0.8_c0
191117038,M1317+2904,21,197.881341,29.282952,G,G,G,2.44,2.43,2.53,-6.06,-6.13,-5.86,4.23,4.22,4.24
191117038,M1317+2904,22,198.416914,29.282952,G,G,G,1.56,1.57,1.59,-6.02,-5.98,-5.95,4.28,4.22,4.26
191117038,M1317+2904,23,198.952487,29.282952,G,G,G,1.43,1.46,1.50,-5.96,-5.93,-5.98,4.27,4.28,4.26
191117038,M1317+2904,24,199.488060,29.282952,G,G,G,1.42,1.47,1.52,-5.99,-6.10,-6.02,4.22,4.23,4.22
191117038,M1317+2904,25,200.023633,29.282952,G,G,G,1.48,1.51,1.55,-6.06,-6.07,-6.03,4.24,4.23,4.25
191117038,M1317+2904,26,200.559206,29.282952,G,G,G,1.58,1.62,1.67,-6.02,-5.86,-5.93,4.22,4.24,4.24
191117038,M1317+2904,27,198.149128,29.688300,G,G,G,1.60,1.62,1.65,-6.00,-5.97,-5.97,4.23,4.23,4.26
191117038,M1317+2904,28,198.684701,29.688300,,,,,,,,,,,,
191117038,M1317+2904,29,199.220274,29.688300,G,G,O,1.47,1.53,1.59,-5.99,-5.99,-5.21,4.22,4.24,4.22
191117038,M1317+2904,30,199.755847,29.688300,O,O,B,1.58,1.61,1.72,-4.69,-4.57,-3.88,4.46,4.48,4.83
191117038,M1317+2904,31,200.291420,29.688300,G,G,G,1.70,1.73,1.78,-5.96,-5.98,-5.87,4.25,4.24,4.29
191117038,M1317+2904,32,200.826993,29.688300,G,G,G,1.80,1.85,1.92,-5.68,-5.74,-5.75,4.28,4.27,4.35
191117038,M1317+2904,33,197.881341,30.093648,G,G,G,2.19,2.21,2.30,-5.98,-6.08,-6.00,4.24,4.24,4.25
191117038,M1317+2904,34,198.416914,30.093648,G,G,G,1.66,1.68,1.73,-6.04,-6.05,-6.09,4.23,4.20,4.23
191117038,M1317+2904,35,198.952487,30.093648,G,G,G,1.52,1.54,1.58,-5.98,-5.98,-5.88,4.25,4.24,4.23
191117038,M1317+2904,36,199.488060,30.093648,G,G,G,1.56,1.61,1.67,-6.00,-5.96,-5.90,4.26,4.27,4.23
191117038,M1317+2904,37,200.023633,30.093648,G,O,G,1.57,1.65,1.67,-5.99,-5.16,-6.02,4.23,4.44,4.29
191117038,M1317+2904,38,200.559206,30.093648,G,G,G,1.88,1.93,2.00,-5.90,-5.94,-5.91,4.26,4.26,4.29
191117038,M1317+2904,39,201.094779,30.093648,G,G,G,2.23,2.24,2.25,-5.88,-5.65,-5.85,4.31,4.32,4.26
191117039,M0155+3622,0,28.829167,36.376667,,,,,,,,,,,,
191117039,M0155+3622,1,26.939808,35.363297,G,G,G,2.43,2.54,2.61,-5.85,-5.95,-5.85,4.26,4.24,4.30
191117039,M0155+3622,2,27.521149,35.363297,G,G,G,1.65,1.70,1.76,-5.92,-5.98,-5.84,4.24,4.23,4.26
191117039,M0155+3622,3,28.102490,35.363297,G,G,G,1.54,1.56,1.59,-6.01,-6.02,-6.05,4.23,4.29,4.28
191117039,M0155+3622,4,28.683832,35.363297,G,G,G,1.49,1.53,1.57,-5.94,-5.89,-6.05,4.21,4.23,4.21
191117039,M0155+3622,5,29.265173,35.363297,B,G,G,1.60,1.53,1.58,-3.37,-6.06,-6.00,5.48,4.23,4.25
191117039,M0155+3622,6,29.846514,35.363297,B,G,G,1.70,1.73,1.78,-4.49,-5.90,-5.95,4.36,4.23,4.27
191117039,M0155+3622,7,30.427856,35.363297,G,G,G,2.26,2.34,2.48,-5.46,-5.93,-5.94,4.28,4.23,4.26
191117039,M0155+3622,8,27.230478,35.768645,B,B,B,1.97,2.03,2.09,-3.87,-3.81,-3.78,4.20,4.20,4.21
191117039,M0155+3622,9,27.811820,35.768645,G,G,G,1.67,1.69,1.70,-5.90,-5.94,-6.08,4.24,4.28,4.22
191117039,M0155+3622,10,28.393161,35.768645,G,G,G,1.48,1.49,1.51,-6.10,-5.94,-5.99,4.21,4.24,4.23
191117039,M0155+3622,11,28.974502,35.768645,B,B,B,1.60,1.65,1.69,-3.79,-3.77,-3.74,4.29,4.26,4.24
191117039,M0155+3622,12,29.555844,35.768645,B,G,G,2.44,1.63,1.68,-2.55,-5.97,-5.93,4.72,4.25,4.21
191117039,M0155+3622,13,30.137185,35.768645,G,G,G,1.62,1.68,1.74,-5.98,-5.97,-5.90,4.25,4.26,4.24
191117039,M0155+3622,14,30.718526,35.768645,G,G,O,2.04,2.09,2.13,-5.81,-5.65,-5.19,4.32,4.28,4.30
191117039,M0155+3622,15,27.521149,36.173993,G,G,G,1.78,1.83,1.89,-6.13,-6.17,-6.11,4.22,4.21,4.22
191117039,M0155+3622,16,28.102490,36.173993,G,G,G,1.50,1.53,1.56,-6.07,-6.05,-5.99,4.23,4.23,4.24
191117039,M0155+3622,17,28.683832,36.173993,G,G,G,1.64,1.65,1.67,-5.92,-5.97,-5.90,4.22,4.25,4.23
191117039,M0155+3622,18,29.265173,36.173993,G,G,G,1.51,1.52,1.54,-6.03,-5.99,-5.92,4.23,4.22,4.22
191117039,M0155+3622,19,29.846514,36.173993,G,G,G,1.61,1.64,1.68,-5.95,-5.94,-6.00,4.25,4.23,4.24
191117039,M0155+3622,20,30.427856,36.173993,,,,,,,,,,,,
191117039,M0155+3622,21,27.230478,36.579341,B,O,O,2.87,2.77,2.86,-3.89,-5.18,-4.56,4.71,4.55,4.51
191117039,M0155+3622,22,27.811820,36.579341,G,B,B,1.74,1.81,1.89,-6.06,-5.82,-5.26,4.29,4.64,5.16
191117039,M0155+3622,23,28.393161,36.579341,G,G,G,1.43,1.46,1.50,-5.99,-5.94,-6.14,4.27,4.24,4.21
191117039,M0155+3622,24,28.974502,36.579341,O,O,O,1.47,1.53,1.57,-4.70,-4.72,-4.66,4.27,4.21,4.26
191117039,M0155+3622,25,29.555844,36.579341,G,G,G,1.55,1.94,1.71,-5.82,-5.32,-5.82,4.23,4.42,4.25
191117039,M0155+3622,26,30.137185,36.579341,G,G,G,1.52,1.56,1.62,-6.01,-5.97,-5.91,4.22,4.24,4.28
191117039,M0155+3622,27,27.521149,36.984689,G,G,G,1.61,1.66,1.70,-6.06,-5.92,-5.92,4.24,4.24,4.18
191117039,M0155+3622,28,28.102490,36.984689,,,,,,,,,,,,
191117039,M0155+3622,29,28.683832,36.984689,G,O,O,1.46,1.53,1.57,-5.34,-5.01,-4.78,4.27,4.31,4.22
191117039,M0155+3622,30,29.265173,36.984689,B,B,B,1.44,1.48,1.53,-3.85,-3.79,-3.76,4.21,4.22,4.26
191117039,M0155+3622,31,29.846514,36.984689,G,G,G,1.59,1.62,1.67,-5.92,-5.99,-5.87,4.24,4.23,4.26
191117039,M0155+3622,32,30.427856,36.984689,G,G,G,1.72,1.77,1.83,-5.90,-5.97,-5.92,4.29,4.23,4.26
191117039,M0155+3622,33,27.230478,37.390037,B,B,B,2.45,2.48,2.55,-3.68,-3.65,-3.63,4.19,4.13,4.11
191117039,M0155+3622,34,27.811820,37.390037,B,B,B,1.75,1.77,1.81,-4.01,-4.01,-4.02,4.23,4.23,4.24
191117039,M0155+3622,35,28.393161,37.390037,G,G,G,1.52,1.56,1.60,-6.13,-6.09,-5.96,4.22,4.22,4.23
191117039,M0155+3622,36,28.974502,37.390037,B,B,B,1.66,1.74,1.82,-3.35,-3.31,-3.28,4.32,4.33,4.30
191117039,M0155+3622,37,29.555844,37.390037,B,B,B,1.54,1.60,1.63,-4.05,-3.97,-3.95,4.20,4.45,4.27
191117039,M0155+3622,38,30.137185,37.390037,G,G,G,1.89,1.94,2.01,-5.82,-5.98,-5.96,4.26,4.25,4.26
191117039,M0155+3622,39,30.718526,37.390037,G,G,G,2.19,2.24,2.25,-5.84,-5.71,-5.86,4.28,4.31,4.28
191120096,M0155+3622,0,28.829167,36.376667,B,B,B,1.39,1.41,1.44,-3.88,-3.94,-4.03,4.28,4.24,4.26
191120096,M0155+3622,1,26.939808,35.363297,G,G,G,2.02,2.10,2.16,-5.98,-5.88,-5.81,4.26,4.25,4.31
191120096,M0155+3622,2,27.521149,35.363297,G,G,G,1.53,1.58,1.63,-5.91,-5.86,-6.02,4.28,4.22,4.24
191120096,M0155+3622,3,28.102490,35.363297,G,G,G,1.48,1.54,1.59,-5.91,-5.90,-6.05,4.26,4.24,4.26
191120096,M0155+3622,4,28.683832,35.363297,G,G,G,1.41,1.45,1.49,-5.88,-6.02,-6.16,4.26,4.21,4.25
191120096,M0155+3622,5,29.265173,35.363297,G,G,G,1.43,1.48,1.52,-6.03,-6.08,-6.02,4.23,4.20,4.27
191120096,M0155+3622,6,29.846514,35.363297,G,G,G,1.50,1.54,1.61,-5.88,-5.99,-5.91,4.22,4.26,4.27
191120096,M0155+3622,7,30.427856,35.363297,G,G,G,1.97,2.04,2.12,-6.03,-5.83,-5.91,4.25,4.27,4.25
191120096,M0155+3622,8,27.230478,35.768645,B,B,B,2.01,2.04,2.09,-3.84,-3.91,-3.99,4.25,4.22,4.24
191120096,M0155+3622,9,27.811820,35.768645,G,G,G,1.47,1.48,1.48,-5.92,-6.02,-5.97,4.26,4.26,4.22
191120096,M0155+3622,10,28.393161,35.768645,G,G,G,1.42,1.43,1.44,-6.00,-5.97,-5.87,4.24,4.23,4.24
191120096,M0155+3622,11,28.974502,35.768645,G,G,G,1.51,1.52,1.54,-6.04,-6.06,-6.13,4.21,4.23,4.21
191120096,M0155+3622,12,29.555844,35.768645,G,G,G,1.37,1.43,1.48,-5.62,-6.00,-6.10,4.24,4.23,4.25
191120096,M0155+3622,13,30.137185,35.768645,G,G,G,1.56,1.61,1.67,-5.92,-5.95,-5.95,4.23,4.24,4.26
191120096,M0155+3622,14,30.718526,35.768645,G,G,G,1.98,2.03,2.05,-5.58,-5.64,-5.70,4.30,4.31,4.30
191120096,M0155+3622,15,27.521149,36.173993,G,G,G,1.68,1.72,1.78,-6.09,-6.00,-6.03,4.23,4.25,4.23
191120096,M0155+3622,16,28.102490,36.173993,G,G,G,1.44,1.49,1.52,-5.93,-5.99,-5.97,4.25,4.21,4.25
191120096,M0155+3622,17,28.683832,36.173993,G,G,G,1.47,1.48,1.48,-6.11,-6.10,-5.90,4.23,4.22,4.23
191120096,M0155+3622,18,29.265173,36.173993,G,G,G,1.46,1.46,1.47,-5.92,-5.99,-6.07,4.21,4.22,4.23
191120096,M0155+3622,19,29.846514,36.173993,G,G,G,1.51,1.55,1.59,-5.94,-5.92,-5.92,4.26,4.22,4.23
191120096,M0155+3622,20,30.427856,36.173993,G,G,G,1.62,1.69,1.75,-5.97,-5.96,-5.92,4.24,4.24,4.27
191120096,M0155+3622,21,27.230478,36.579341,G,G,G,2.39,2.37,2.45,-5.81,-5.41,-5.87,4.27,4.24,4.27
191120096,M0155+3622,22,27.811820,36.579341,B,B,B,2.04,2.08,2.09,-5.91,-6.09,-6.24,4.60,4.58,4.68
191120096,M0155+3622,23,28.393161,36.579341,G,G,G,1.52,1.55,1.60,-6.01,-6.12,-6.14,4.25,4.21,4.19
191120096,M0155+3622,24,28.974502,36.579341,B,O,O,1.42,1.46,1.49,-4.44,-4.58,-4.65,4.22,4.25,4.27
191120096,M0155+3622,25,29.555844,36.579341,G,O,G,1.49,1.53,1.54,-6.00,-5.25,-5.98,4.26,4.33,4.22
191120096,M0155+3622,26,30.137185,36.579341,G,G,G,1.49,1.52,1.57,-5.92,-5.91,-5.94,4.25,4.24,4.26
191120096,M0155+3622,27,27.521149,36.984689,G,G,G,1.56,1.60,1.63,-5.93,-6.08,-5.97,4.23,4.23,4.22
191120096,M0155+3622,28,28.102490,36.984689,G,G,G,1.51,1.48,1.50,-5.91,-6.02,-6.11,4.26,4.25,4.24
191120096,M0155+3622,29,28.683832,36.984689,B,B,B,1.44,1.42,1.47,-4.14,-4.32,-4.21,4.93,4.28,4.26
191120096,M0155+3622,30,29.265173,36.984689,B,B,B,1.42,1.45,1.49,-3.74,-3.72,-3.72,4.20,4.18,4.16
191120096,M0155+3622,31,29.846514,36.984689,G,G,G,1.42,1.45,1.51,-5.97,-6.02,-5.80,4.28,4.22,4.30
191120096,M0155+3622,32,30.427856,36.984689,G,G,G,1.83,1.88,1.95,-5.94,-5.93,-5.80,4.23,4.24,4.26
191120096,M0155+3622,33,27.230478,37.390037,B,B,B,2.20,2.23,2.29,-3.74,-3.73,-3.70,4.38,4.38,4.44
191120096,M0155+3622,34,27.811820,37.390037,B,B,B,1.74,1.77,1.80,-3.73,-3.73,-3.74,4.23,4.23,4.26
191120096,M0155+3622,35,28.393161,37.390037,G,B,G,1.60,1.94,1.67,-5.99,-2.78,-6.23,4.19,7.27,4.22
191120096,M0155+3622,36,28.974502,37.390037,B,B,B,1.74,1.88,1.95,-3.41,-3.41,-3.38,4.25,4.23,4.21
191120096,M0155+3622,37,29.555844,37.390037,B,B,B,1.95,1.98,2.04,-4.01,-4.00,-3.98,4.23,4.27,4.20
191120096,M0155+3622,38,30.137185,37.390037,,,,,,,,,,,,
191120096,M0155+3622,39,30.718526,37.390037,G,G,G,2.43,2.45,2.47,-5.96,-5.86,-5.83,4.29,4.25,4.33
191121046,S2221+4114,0,335.395833,41.240833,G,G,G,1.33,1.33,1.36,-5.79,-5.90,-5.97,4.26,4.25,4.26
191121046,S2221+4114,1,333.372827,40.227463,G,G,G,1.93,1.94,1.96,-5.71,-5.66,-5.88,4.29,4.32,4.25
191121046,S2221+4114,2,333.995290,40.227463,G,G,G,1.52,1.53,1.57,-5.85,-5.76,-5.94,4.27,4.31,4.30
191121046,S2221+4114,3,334.617754,40.227463,G,G,G,1.45,1.48,1.50,-5.79,-5.86,-5.90,4.29,4.25,4.25
191121046,S2221+4114,4,335.240217,40.227463,G,G,G,1.43,1.45,1.50,-5.98,-6.12,-6.18,4.20,4.23,4.23
191121046,S2221+4114,5,335.862681,40.227463,G,G,G,1.42,1.44,1.46,-5.77,-6.06,-5.96,4.27,4.24,4.26
191121046,S2221+4114,6,336.485144,40.227463,G,G,G,1.53,1.55,1.59,-5.69,-5.85,-5.97,4.27,4.27,4.29
191121046,S2221+4114,7,337.107608,40.227463,G,G,G,2.07,2.10,2.15,-5.93,-5.98,-6.15,4.22,4.21,4.20
191121046,S2221+4114,8,333.684058,40.632811,G,G,G,1.93,1.95,2.01,-5.87,-5.89,-5.82,4.29,4.30,4.26
191121046,S2221+4114,9,334.306522,40.632811,G,G,G,1.53,1.52,1.53,-5.81,-5.89,-6.03,4.27,4.29,4.23
191121046,S2221+4114,10,334.928985,40.632811,G,G,G,1.40,1.39,1.42,-5.89,-5.87,-5.97,4.24,4.26,4.21
191121046,S2221+4114,11,335.551449,40.632811,G,G,G,1.36,1.35,1.37,-5.95,-5.92,-6.00,4.23,4.24,4.25
191121046,S2221+4114,12,336.173912,40.632811,G,G,G,1.42,1.44,1.47,-5.91,-5.93,-5.94,4.26,4.24,4.22
191121046,S2221+4114,13,336.796376,40.632811,G,G,G,1.52,1.55,1.60,-5.82,-5.89,-5.94,4.25,4.27,4.26
191121046,S2221+4114,14,337.418839,40.632811,G,G,G,1.99,1.99,1.98,-5.77,-5.75,-5.88,4.27,4.32,4.28
191121046,S2221+4114,15,333.995290,41.038159,G,G,G,1.63,1.64,1.69,-5.80,-5.79,-5.90,4.28,4.28,4.30
191121046,S2221+4114,16,334.617754,41.038159,G,G,G,1.35,1.36,1.40,-5.90,-5.93,-6.03,4.26,4.25,4.21
191121046,S2221+4114,17,335.240217,41.038159,G,G,G,1.44,1.41,1.42,-5.89,-5.91,-5.92,4.26,4.24,4.23
191121046,S2221+4114,18,335.862681,41.038159,G,G,G,1.47,1.45,1.46,-5.85,-5.82,-5.99,4.25,4.25,4.26
191121046,S2221+4114,19,336.485144,41.038159,G,G,G,1.44,1.45,1.48,-5.79,-5.86,-6.06,4.28,4.25,4.24
191121046,S2221+4114,20,337.107608,41.038159,G,G,G,1.66,1.70,1.75,-5.79,-5.89,-5.98,4.26,4.26,4.24
191121046,S2221+4114,21,333.684058,41.443507,G,G,G,2.21,2.16,2.24,-5.78,-5.87,-5.87,4.31,4.29,4.27
191121046,S2221+4114,22,334.306522,41.443507,B,B,B,1.57,1.59,1.62,-4.14,-4.15,-4.14,4.30,4.29,4.25
191121046,S2221+4114,23,334.928985,41.443507,G,G,G,1.46,1.48,1.52,-5.86,-6.06,-6.14,4.22,4.22,4.20
191121046,S2221+4114,24,335.551449,41.443507,G,G,G,1.42,1.42,1.45,-5.89,-5.91,-6.05,4.23,4.26,4.24
191121046,S2221+4114,25,336.173912,41.443507,G,O,G,1.38,1.40,1.41,-6.06,-5.23,-6.06,4.25,4.34,4.30
191121046,S2221+4114,26,336.796376,41.443507,G,G,G,1.49,1.51,1.56,-5.46,-5.83,-5.94,4.26,4.23,4.24
191121046,S2221+4114,27,333.995290,41.848855,G,G,G,1.59,1.59,1.63,-5.74,-5.87,-5.96,4.29,4.25,4.25
191121046,S2221+4114,28,334.617754,41.848855,G,G,G,1.52,1.47,1.48,-5.85,-6.00,-5.97,4.25,4.24,4.24
191121046,S2221+4114,29,335.240217,41.848855,B,G,G,1.45,1.41,1.44,-4.38,-5.94,-5.97,4.83,4.26,4.26
191121046,S2221+4114,30,335.862681,41.848855,G,G,G,1.41,1.41,1.44,-5.82,-5.89,-6.02,4.27,4.25,4.27
191121046,S2221+4114,31,336.485144,41.848855,B,B,B,1.45,1.47,1.56,-4.07,-3.73,-3.53,4.44,4.43,4.34
191121046,S2221+4114,32,337.107608,41.848855,G,G,G,1.81,1.82,1.88,-5.86,-6.02,-5.98,4.25,4.23,4.25
191121046,S2221+4114,33,333.684058,42.254203,G,G,G,1.91,1.90,1.94,-5.81,-5.80,-5.94,4.26,4.30,4.23
191121046,S2221+4114,34,334.306522,42.254203,B,B,B,1.60,1.61,1.65,-4.40,-4.31,-4.35,4.28,4.31,4.30
191121046,S2221+4114,35,334.928985,42.254203,G,B,G,1.51,1.81,1.57,-5.73,-2.78,-5.82,4.28,7.32,4.24
191121046,S2221+4114,36,335.551449,42.254203,G,G,G,1.60,1.66,1.71,-5.85,-6.28,-6.56,4.23,4.19,4.15
191121046,S2221+4114,37,336.173912,42.254203,B,B,B,2.10,2.14,2.22,-3.74,-3.74,-3.72,4.30,4.40,4.40
191121046,S2221+4114,38,336.796376,42.254203,,,,,,,,,,,,
191121046,S2221+4114,39,337.418839,42.254203,G,G,O,2.37,2.35,2.63,-5.72,-5.82,-5.25,4.28,4.31,4.39
191122035,M1309+3130,0,197.475000,31.512500,B,G,G,5.44,1.32,1.34,-2.88,-5.98,-6.11,6.22,4.21,4.23
191122035,M1309+3130,1,195.690668,30.499130,B,G,G,9.62,2.04,2.06,-inf,-6.00,-5.92,5.19,4.24,4.29
191122035,M1309+3130,2,196.239693,30.499130,B,G,G,4.67,1.60,1.64,-3.29,-5.96,-6.00,6.20,4.25,4.27
191122035,M1309+3130,3,196.788718,30.499130,B,G,G,4.96,1.48,1.51,-3.20,-5.95,-5.99,6.20,4.23,4.26
191122035,M1309+3130,4,197.337744,30.499130,B,G,G,3.46,1.46,1.50,-3.34,-6.14,-5.96,6.21,4.20,4.26
191122035,M1309+3130,5,197.886769,30.499130,B,G,G,2.55,1.51,1.55,-3.79,-5.97,-6.03,5.96,4.21,4.26
191122035,M1309+3130,6,198.435794,30.499130,B,G,G,6.57,1.50,1.55,-3.24,-6.00,-5.83,6.13,4.23,4.25
191122035,M1309+3130,7,198.984820,30.499130,B,G,G,3.50,2.09,2.13,-3.72,-6.00,-5.97,5.98,4.27,4.22
191122035,M1309+3130,8,195.965180,30.904478,B,G,G,3.65,2.06,2.11,-3.54,-6.10,-5.97,6.09,4.23,4.25
191122035,M1309+3130,9,196.514206,30.904478,B,G,G,3.41,1.53,1.52,-3.40,-6.03,-5.91,6.15,4.24,4.24
191122035,M1309+3130,10,197.063231,30.904478,B,G,G,4.66,1.43,1.45,-3.25,-6.01,-6.01,6.16,4.20,4.25
191122035,M1309+3130,11,197.612256,30.904478,B,G,G,2.53,1.46,1.48,-3.79,-5.98,-6.07,5.91,4.23,4.22
191122035,M1309+3130,12,198.161282,30.904478,B,G,G,3.48,1.41,1.45,-3.14,-6.02,-6.00,6.36,4.22,4.24
191122035,M1309+3130,13,198.710307,30.904478,B,O,G,4.26,1.53,1.57,-2.91,-4.82,-5.44,6.46,4.24,4.26
191122035,M1309+3130,14,199.259332,30.904478,B,G,G,3.60,2.10,2.10,-3.49,-5.92,-5.94,5.98,4.23,4.25
191122035,M1309+3130,15,196.239693,31.309826,B,G,G,3.17,1.60,1.64,-3.24,-5.93,-6.08,6.21,4.25,4.26
191122035,M1309+3130,16,196.788718,31.309826,B,G,G,8.85,1.41,1.44,-inf,-6.00,-6.08,5.65,4.23,4.21
191122035,M1309+3130,17,197.337744,31.309826,B,G,G,9.03,1.40,1.41,-inf,-6.07,-6.02,5.54,4.23,4.23
191122035,M1309+3130,18,197.886769,31.309826,,,,,,,,,,,,
191122035,M1309+3130,19,198.435794,31.309826,B,O,G,9.95,1.41,1.43,-inf,-4.56,-5.80,5.03,4.26,4.23
191122035,M1309+3130,20,198.984820,31.309826,B,G,G,7.48,1.66,1.71,-inf,-5.94,-5.99,6.68,4.23,4.26
191122035,M1309+3130,21,195.965180,31.715174,B,G,G,5.75,2.27,2.34,-3.33,-6.00,-5.98,6.24,4.24,4.27
191122035,M1309+3130,22,196.514206,31.715174,B,G,G,9.19,1.66,1.64,-inf,-5.95,-5.89,5.44,4.23,4.26
191122035,M1309+3130,23,197.063231,31.715174,B,G,G,2.95,1.47,1.50,-3.31,-6.01,-5.95,6.18,4.20,4.27
191122035,M1309+3130,24,197.612256,31.715174,B,G,G,2.49,1.46,1.49,-3.77,-6.12,-5.91,5.93,4.25,4.23
191122035,M1309+3130,25,198.161282,31.715174,B,G,G,2.61,1.52,1.53,-3.73,-5.35,-5.97,5.90,4.30,4.22
191122035,M1309+3130,26,198.710307,31.715174,B,O,O,3.31,1.49,1.53,-3.31,-4.94,-5.12,6.23,4.31,4.23
191122035,M1309+3130,27,196.239693,32.120522,B,G,G,5.31,1.64,1.66,-3.25,-6.00,-5.95,6.18,4.23,4.28
191122035,M1309+3130,28,196.788718,32.120522,B,G,G,8.54,1.44,1.46,-inf,-6.06,-6.00,5.85,4.26,4.28
191122035,M1309+3130,29,197.337744,32.120522,B,B,B,2.89,1.55,1.60,-3.03,-3.54,-3.51,6.18,4.28,4.22
191122035,M1309+3130,30,197.886769,32.120522,B,G,G,2.58,1.46,1.50,-3.38,-5.96,-5.77,6.06,4.25,4.25
191122035,M1309+3130,31,198.435794,32.120522,B,B,B,5.22,1.46,1.50,-3.08,-4.20,-4.45,6.22,4.33,4.35
191122035,M1309+3130,32,198.984820,32.120522,B,G,G,3.34,1.94,1.99,-3.66,-5.94,-5.85,5.98,4.25,4.25
191122035,M1309+3130,33,195.965180,32.525870,B,G,G,5.38,2.00,2.04,-3.31,-6.06,-5.95,6.22,4.24,4.23
191122035,M1309+3130,34,196.514206,32.525870,B,G,G,3.93,1.66,1.68,-3.36,-5.96,-5.94,6.19,4.21,4.28
191122035,M1309+3130,35,197.063231,32.525870,B,B,G,2.71,1.86,1.72,-3.75,-3.22,-5.85,5.85,6.28,4.23
191122035,M1309+3130,36,197.612256,32.525870,B,B,B,3.46,1.98,1.99,-2.87,-3.96,-4.07,6.38,4.56,4.50
191122035,M1309+3130,37,198.161282,32.525870,B,B,B,5.20,2.29,2.35,-2.71,-3.59,-3.58,7.13,4.83,4.76
191122035,M1309+3130,38,198.710307,32.525870,B,G,G,9.74,1.60,1.65,-inf,-5.97,-5.83,5.13,4.25,4.33
191122035,M1309+3130,39,199.259332,32.525870,B,G,G,4.27,2.49,2.50,-3.84,-5.98,-5.97,5.88,4.26,4.30
191122036,M0209+3622,0,32.254167,36.376667,B,G,G,1.96,1.53,1.47,-4.49,-5.40,-5.99,5.39,4.29,4.24
191122036,M0209+3622,1,30.364808,35.363297,B,O,G,2.98,2.04,2.07,-3.57,-5.07,-5.88,6.06,4.39,4.27
191122036,M0209+3622,2,30.946149,35.363297,B,B,B,4.96,1.67,1.69,-2.86,-4.45,-4.40,6.67,4.47,4.39
191122036,M0209+3622,3,31.527490,35.363297,B,O,G,2.74,1.47,1.49,-2.68,-4.75,-6.06,7.11,4.39,4.21
191122036,M0209+3622,4,32.108832,35.363297,B,O,G,3.26,1.53,1.54,-2.76,-5.22,-6.06,7.12,4.33,4.25
191122036,M0209+3622,5,32.690173,35.363297,B,G,G,2.11,1.53,1.56,-4.48,-5.37,-6.01,5.39,4.30,4.20
191122036,M0209+3622,6,33.271514,35.363297,B,B,B,2.12,1.60,1.61,-3.92,-3.85,-3.83,5.50,4.44,4.36
191122036,M0209+3622,7,33.852856,35.363297,B,O,G,2.84,2.08,2.12,-3.17,-5.29,-5.76,5.95,4.33,4.26
191122036,M0209+3622,8,30.655478,35.768645,B,O,G,2.47,2.02,2.06,-4.31,-5.17,-6.09,5.19,4.38,4.25
191122036,M0209+3622,9,31.236820,35.768645,B,O,G,2.10,1.53,1.52,-3.62,-4.89,-5.59,5.60,4.39,4.27
191122036,M0209+3622,10,31.818161,35.768645,B,O,G,2.04,1.46,1.47,-4.10,-5.30,-6.05,5.67,4.35,4.23
191122036,M0209+3622,11,32.399502,35.768645,B,B,B,2.55,1.72,1.75,-3.00,-3.71,-3.56,5.85,4.92,4.88
191122036,M0209+3622,12,32.980844,35.768645,B,O,G,2.00,1.50,1.54,-4.00,-5.24,-6.06,5.46,4.30,4.26
191122036,M0209+3622,13,33.562185,35.768645,B,O,O,2.44,1.61,1.64,-3.65,-4.58,-4.56,6.03,4.39,4.29
191122036,M0209+3622,14,34.143526,35.768645,B,O,G,2.59,2.02,2.01,-4.39,-5.15,-5.87,5.38,4.36,4.29
191122036,M0209+3622,15,30.946149,36.173993,B,O,G,2.27,1.69,1.72,-3.50,-5.16,-5.89,5.72,4.36,4.25
191122036,M0209+3622,16,31.527490,36.173993,B,O,G,2.18,1.40,1.41,-3.54,-4.97,-5.35,6.03,4.34,4.28
191122036,M0209+3622,17,32.108832,36.173993,B,G,G,2.49,1.54,1.49,-3.75,-5.40,-6.11,5.91,4.27,4.25
191122036,M0209+3622,18,32.690173,36.173993,,,,,,,,,,,,
191122036,M0209+3622,19,33.271514,36.173993,B,O,G,1.90,1.51,1.52,-4.63,-5.18,-5.97,5.32,4.31,4.24
191122036,M0209+3622,20,33.852856,36.173993,B,B,B,2.46,1.96,2.02,-3.24,-3.47,-3.50,5.49,4.65,4.68
191122036,M0209+3622,21,30.655478,36.579341,B,O,G,3.15,2.24,2.29,-4.25,-4.98,-6.01,5.54,4.37,4.23
191122036,M0209+3622,22,31.236820,36.579341,B,B,B,2.36,1.76,1.76,-3.42,-3.48,-3.42,5.57,4.32,4.33
191122036,M0209+3622,23,31.818161,36.579341,B,G,G,1.96,1.53,1.55,-4.53,-5.34,-5.97,5.34,4.32,4.26
191122036,M0209+3622,24,32.399502,36.579341,B,O,G,3.37,1.38,1.40,-2.30,-5.25,-5.99,7.42,4.31,4.24
191122036,M0209+3622,25,32.980844,36.579341,B,B,G,2.14,1.46,1.43,-3.52,-4.41,-5.89,6.05,4.56,4.26
191122036,M0209+3622,26,33.562185,36.579341,B,O,G,2.27,1.63,1.66,-4.50,-5.16,-6.07,5.28,4.30,4.27
191122036,M0209+3622,27,30.946149,36.984689,B,B,B,2.28,1.70,1.69,-3.42,-3.60,-3.64,5.60,4.35,4.25
191122036,M0209+3622,28,31.527490,36.984689,B,B,B,2.04,1.48,1.47,-3.50,-3.66,-3.64,5.43,4.27,4.22
