ObsID,Name,Beam,RA,Dec,cube2_qual,cube1_qual,cube0_qual,sigma_c2,sigma_c1,sigma_c0,f_ex_c2,f_ex_c1,f_ex_c0,p_0.8_c2,p_0.8_c1,p_0.8_c0
190711169,S2152+4114,0,328.125000,41.240833,B,B,B,1.41,1.43,1.49,-4.02,-4.12,-4.22,3.99,4.00,4.00
190711169,S2152+4114,1,326.101994,40.227463,B,B,B,2.53,1.98,2.07,-2.52,-inf,-inf,6.28,3.85,3.88
190711169,S2152+4114,2,326.724457,40.227463,G,O,B,1.64,1.71,1.82,-5.51,-4.64,-4.30,3.88,3.89,3.94
190711169,S2152+4114,3,327.346921,40.227463,B,B,G,1.36,1.39,1.46,-inf,-inf,-7.82,3.84,3.85,3.87
190711169,S2152+4114,4,327.969384,40.227463,O,O,O,1.70,1.73,1.74,-5.20,-4.90,-5.06,3.88,3.89,3.91
190711169,S2152+4114,5,328.591848,40.227463,B,B,B,1.37,1.41,1.48,-inf,-inf,-inf,3.84,3.84,3.85
190711169,S2152+4114,6,329.214311,40.227463,B,B,B,1.71,1.79,1.87,-4.20,-4.27,-4.33,3.91,3.89,3.90
190711169,S2152+4114,7,329.836775,40.227463,B,B,B,2.15,2.28,2.41,-8.04,-8.04,-inf,3.88,3.88,3.85
190711169,S2152+4114,8,326.413225,40.632811,B,G,B,1.85,1.94,2.04,-inf,-8.04,-inf,3.85,3.85,3.83
190711169,S2152+4114,9,327.035689,40.632811,B,B,B,2.10,2.33,1.96,-4.40,-4.35,-4.38,4.96,5.18,4.96
190711169,S2152+4114,10,327.658152,40.632811,O,B,O,1.80,1.97,1.67,-4.85,-4.68,-4.76,4.61,4.98,4.49
190711169,S2152+4114,11,328.280616,40.632811,G,B,G,1.84,2.13,1.90,-6.51,-4.96,-6.05,4.25,4.85,4.24
190711169,S2152+4114,12,328.903079,40.632811,B,B,B,2.39,2.45,2.40,-4.24,-4.16,-4.49,4.10,4.12,4.01
190711169,S2152+4114,13,329.525543,40.632811,,,,,,,,,,,,
190711169,S2152+4114,14,330.148006,40.632811,B,B,B,3.73,4.87,3.39,-4.83,-3.67,-5.11,4.94,5.95,4.71
190711169,S2152+4114,15,326.724457,41.038159,G,B,O,1.97,2.10,2.03,-6.02,-5.44,-5.25,4.37,4.60,4.56
190711169,S2152+4114,16,327.346921,41.038159,B,B,B,2.02,2.23,1.89,-3.75,-3.88,-3.80,4.62,5.17,4.45
190711169,S2152+4114,17,327.969384,41.038159,B,B,B,2.69,2.84,2.64,-3.50,-3.53,-3.48,4.79,5.06,4.70
190711169,S2152+4114,18,328.591848,41.038159,B,B,B,2.62,3.01,2.87,-3.38,-3.55,-3.37,4.41,5.13,4.50
190711169,S2152+4114,19,329.214311,41.038159,B,B,B,2.38,2.49,2.10,-3.73,-3.87,-3.72,4.76,4.90,4.31
190711169,S2152+4114,20,329.836775,41.038159,B,B,B,2.19,2.55,2.14,-5.29,-4.31,-4.97,4.68,5.34,4.76
190711169,S2152+4114,21,326.413225,41.443507,G,G,G,1.82,1.79,1.82,-5.80,-6.76,-6.68,3.87,3.86,3.85
190711169,S2152+4114,22,327.035689,41.443507,G,B,B,1.49,1.53,1.57,-7.56,-inf,-inf,3.89,3.91,3.86
190711169,S2152+4114,23,327.658152,41.443507,B,B,B,2.16,2.39,2.00,-5.20,-4.61,-5.28,4.78,5.18,4.60
190711169,S2152+4114,24,328.280616,41.443507,B,B,B,2.42,2.83,2.22,-3.89,-3.84,-3.81,4.61,5.40,4.34
190711169,S2152+4114,25,328.903079,41.443507,B,B,B,1.91,2.38,1.92,-3.75,-3.65,-3.65,4.92,5.74,4.79
190711169,S2152+4114,26,329.525543,41.443507,G,G,G,1.46,1.53,1.61,-5.91,-7.56,-6.98,3.85,3.86,3.87
190711169,S2152+4114,27,326.724457,41.848855,G,G,G,1.53,1.54,1.58,-6.51,-8.04,-7.52,3.86,3.86,3.87
190711169,S2152+4114,28,327.346921,41.848855,G,B,B,1.37,1.38,1.42,-8.04,-inf,-inf,3.84,3.85,3.87
190711169,S2152+4114,29,327.969384,41.848855,B,B,B,2.39,2.74,2.24,-4.34,-4.12,-4.40,4.70,5.21,4.65
190711169,S2152+4114,30,328.591848,41.848855,B,B,B,1.48,1.54,1.60,-inf,-inf,-inf,3.84,3.82,3.85
190711169,S2152+4114,31,329.214311,41.848855,G,B,B,1.34,1.38,1.45,-8.04,-inf,-inf,3.84,3.83,3.86
190711169,S2152+4114,32,329.836775,41.848855,B,B,B,3.74,3.43,3.28,-5.16,-5.23,-5.16,4.59,4.66,4.61
190711169,S2152+4114,33,326.413225,42.254203,O,O,O,2.49,2.58,2.90,-4.79,-4.65,-4.61,3.89,3.88,4.28
190711169,S2152+4114,34,327.035689,42.254203,G,B,G,1.65,1.69,1.76,-8.04,-inf,-7.52,3.86,3.85,3.87
190711169,S2152+4114,35,327.658152,42.254203,G,B,G,1.47,1.49,1.56,-7.19,-inf,-7.82,3.85,3.82,3.85
190711169,S2152+4114,36,328.280616,42.254203,O,B,B,2.20,3.20,2.34,-5.04,-3.39,-3.68,4.55,6.25,5.95
190711169,S2152+4114,37,328.903079,42.254203,B,B,G,1.70,3.66,1.87,-inf,-2.21,-7.82,3.89,8.60,3.87
190711169,S2152+4114,38,329.525543,42.254203,B,B,B,2.47,3.30,2.57,-3.70,-3.73,-3.69,4.48,5.20,4.21
190711169,S2152+4114,39,330.148006,42.254203,B,B,B,4.07,4.14,4.40,-5.05,-4.47,-5.24,5.07,5.29,4.82
190712041,M1403+5324,0,210.850000,53.401389,G,G,G,1.36,1.41,1.48,-8.04,-6.93,-6.57,3.83,3.90,3.89
190712041,M1403+5324,1,208.298547,52.388019,B,O,G,2.38,1.93,1.99,-2.55,-5.24,-7.82,6.26,4.02,3.87
190712041,M1403+5324,2,209.083609,52.388019,G,G,G,1.59,1.67,1.76,-7.19,-6.11,-7.82,3.85,3.93,3.87
190712041,M1403+5324,3,209.868672,52.388019,B,B,B,1.48,1.54,1.62,-3.86,-3.81,-3.75,4.13,4.22,4.19
190712041,M1403+5324,4,210.653734,52.388019,B,G,G,1.79,1.84,1.86,-8.04,-6.47,-6.92,3.91,3.96,3.94
190712041,M1403+5324,5,211.438797,52.388019,G,G,G,1.41,1.46,1.54,-7.26,-6.47,-5.99,3.92,3.96,4.09
190712041,M1403+5324,6,212.223859,52.388019,,,,,,,,,,,,
190712041,M1403+5324,7,213.008922,52.388019,,,,,,,,,,,,
190712041,M1403+5324,8,208.691078,52.793367,G,G,B,1.76,1.82,1.89,-7.56,-7.74,-inf,3.84,3.90,3.84
190712041,M1403+5324,9,209.476141,52.793367,G,G,G,1.36,1.41,1.44,-5.55,-6.16,-5.49,3.84,3.92,3.87
190712041,M1403+5324,10,210.261203,52.793367,B,B,B,1.48,1.57,1.65,-3.53,-3.47,-3.39,4.82,4.99,5.22
190712041,M1403+5324,11,211.046266,52.793367,B,O,G,2.57,2.37,2.37,-4.71,-5.09,-5.43,5.00,4.48,4.13
190712041,M1403+5324,12,211.831328,52.793367,B,B,B,3.81,4.12,3.99,-4.57,-4.71,-5.07,4.28,4.27,3.91
190712041,M1403+5324,13,212.616391,52.793367,B,B,B,5.89,6.89,7.48,-3.77,-4.21,-inf,4.92,5.00,5.14
190712041,M1403+5324,14,213.401453,52.793367,B,B,B,3.27,3.56,3.48,-4.21,-4.23,-4.31,4.25,4.54,4.30
190712041,M1403+5324,15,209.083609,53.198715,B,G,B,1.51,1.55,1.58,-inf,-7.14,-inf,3.84,3.90,3.86
190712041,M1403+5324,16,209.868672,53.198715,O,O,O,1.36,1.46,1.50,-4.64,-4.97,-4.89,3.95,4.01,3.92
190712041,M1403+5324,17,210.653734,53.198715,B,B,B,1.94,2.08,2.08,-3.42,-3.38,-3.44,5.12,5.36,5.33
190712041,M1403+5324,18,211.438797,53.198715,G,B,B,2.14,2.26,2.55,-6.81,-7.14,-5.96,4.01,4.15,4.45
190712041,M1403+5324,19,212.223859,53.198715,B,B,B,1.85,2.14,2.36,-inf,-5.90,-7.52,4.09,4.56,4.44
190712041,M1403+5324,20,213.008922,53.198715,B,B,B,2.17,2.75,3.14,-4.51,-4.42,-4.81,4.69,5.21,5.20
190712041,M1403+5324,21,208.691078,53.604063,B,B,B,2.00,2.03,2.08,-3.98,-3.94,-3.84,4.17,4.41,4.41
190712041,M1403+5324,22,209.476141,53.604063,O,O,B,1.80,1.90,2.01,-4.83,-4.56,-4.42,4.44,4.83,4.85
190712041,M1403+5324,23,210.261203,53.604063,B,B,B,3.66,3.92,4.28,-3.34,-3.35,-3.31,5.83,5.98,6.08
190712041,M1403+5324,24,211.046266,53.604063,G,G,G,1.41,1.46,1.52,-5.68,-6.13,-5.34,3.85,3.90,3.87
190712041,M1403+5324,25,211.831328,53.604063,G,G,G,1.32,1.38,1.48,-7.44,-7.04,-6.26,3.88,3.89,4.24
190712041,M1403+5324,26,212.616391,53.604063,B,B,B,1.51,1.58,1.66,-4.43,-4.40,-4.30,4.01,4.05,4.09
190712041,M1403+5324,27,209.083609,54.009411,G,G,G,1.54,1.56,1.61,-5.92,-6.09,-5.37,3.90,3.94,3.94
190712041,M1403+5324,28,209.868672,54.009411,B,B,B,1.76,1.83,1.92,-3.78,-3.77,-3.73,4.44,4.61,4.59
190712041,M1403+5324,29,210.653734,54.009411,B,B,G,1.62,1.70,1.79,-8.04,-8.04,-6.68,3.87,3.87,3.91
190712041,M1403+5324,30,211.438797,54.009411,G,G,G,1.49,1.56,1.63,-5.38,-5.52,-5.64,3.83,3.89,3.88
190712041,M1403+5324,31,212.223859,54.009411,O,O,O,1.36,1.40,1.47,-4.72,-4.84,-4.56,3.89,3.91,3.92
190712041,M1403+5324,32,213.008922,54.009411,B,G,G,2.28,2.45,2.62,-inf,-6.74,-7.35,3.85,3.96,3.89
190712041,M1403+5324,33,208.691078,54.414759,G,G,G,2.39,2.49,2.76,-7.04,-6.86,-6.00,3.86,3.90,4.23
190712041,M1403+5324,34,209.476141,54.414759,B,B,B,1.72,1.77,1.86,-4.41,-4.27,-4.13,3.97,3.96,3.97
190712041,M1403+5324,35,210.261203,54.414759,B,B,B,1.73,1.79,1.88,-3.80,-3.83,-3.75,4.29,4.44,4.44
190712041,M1403+5324,36,211.046266,54.414759,G,G,G,1.47,1.54,1.61,-6.06,-6.04,-5.50,3.85,4.00,3.86
190712041,M1403+5324,37,211.831328,54.414759,B,B,B,1.97,3.84,2.26,-4.14,-2.24,-4.25,4.07,9.09,4.05
190712041,M1403+5324,38,212.616391,54.414759,B,B,O,2.46,2.64,2.96,-4.37,-4.47,-4.60,4.25,4.18,4.13
190712041,M1403+5324,39,213.401453,54.414759,B,O,B,2.74,2.96,3.20,-inf,-5.13,-inf,3.88,4.18,3.93
190713001,M0155+3130,0,28.829167,31.512500,B,B,B,1.70,1.75,1.86,-3.50,-3.50,-3.46,4.60,4.52,4.76
190713001,M0155+3130,1,27.044835,30.499130,B,O,O,2.46,1.97,2.05,-2.55,-4.91,-5.15,5.98,3.87,3.92
190713001,M0155+3130,2,27.593860,30.499130,B,G,G,1.61,1.67,1.75,-inf,-7.19,-7.82,3.85,3.85,3.88
190713001,M0155+3130,3,28.142885,30.499130,B,G,B,1.29,1.33,1.39,-inf,-8.04,-inf,3.86,3.83,3.86
190713001,M0155+3130,4,28.691911,30.499130,B,B,B,1.81,1.84,1.86,-4.33,-4.10,-4.08,4.05,4.03,4.13
190713001,M0155+3130,5,29.240936,30.499130,B,B,B,1.57,1.63,1.73,-3.53,-3.49,-3.40,4.65,4.64,4.80
190713001,M0155+3130,6,29.789961,30.499130,G,B,B,1.69,1.77,1.85,-7.74,-inf,-inf,3.85,3.85,3.85
190713001,M0155+3130,7,30.338987,30.499130,B,G,G,2.20,2.34,2.45,-inf,-7.34,-7.35,3.86,3.88,3.86
190713001,M0155+3130,8,27.319347,30.904478,G,G,B,1.82,1.89,1.95,-7.34,-7.44,-inf,3.84,3.87,3.86
190713001,M0155+3130,9,27.868373,30.904478,O,O,B,1.42,1.46,1.48,-4.66,-4.63,-4.46,3.90,3.91,3.91
190713001,M0155+3130,10,28.417398,30.904478,G,G,G,1.47,1.52,1.56,-5.49,-5.45,-5.65,3.88,3.84,3.86
190713001,M0155+3130,11,28.966423,30.904478,O,O,O,1.97,2.02,2.14,-4.64,-4.73,-4.76,4.24,4.16,4.05
190713001,M0155+3130,12,29.515449,30.904478,B,G,B,1.97,2.10,2.19,-inf,-7.74,-inf,3.85,3.88,3.87
190713001,M0155+3130,13,30.064474,30.904478,,,,,,,,,,,,
190713001,M0155+3130,14,30.613499,30.904478,B,B,B,3.17,3.54,3.69,-5.25,-4.39,-4.22,4.50,4.97,4.88
190713001,M0155+3130,15,27.593860,31.309826,O,B,B,1.60,1.64,1.66,-4.75,-4.47,-4.48,3.92,3.91,3.89
190713001,M0155+3130,16,28.142885,31.309826,B,B,B,1.51,1.60,1.61,-3.73,-3.69,-3.72,4.40,4.43,4.46
190713001,M0155+3130,17,28.691911,31.309826,B,G,B,1.43,1.52,1.55,-inf,-7.44,-inf,3.85,3.95,3.89
190713001,M0155+3130,18,29.240936,31.309826,B,B,B,1.75,1.82,1.86,-inf,-inf,-inf,3.85,3.87,3.84
190713001,M0155+3130,19,29.789961,31.309826,B,B,B,2.19,2.28,2.28,-3.30,-3.36,-3.36,5.21,5.36,5.22
190713001,M0155+3130,20,30.338987,31.309826,B,B,B,1.72,1.80,1.87,-4.27,-4.33,-4.22,3.95,4.01,3.96
190713001,M0155+3130,21,27.319347,31.715174,,,,,,,,,,,,
190713001,M0155+3130,22,27.868373,31.715174,O,B,B,1.47,1.53,1.57,-4.81,-4.48,-4.22,3.94,3.97,3.98
190713001,M0155+3130,23,28.417398,31.715174,,,,,,,,,,,,
190713001,M0155+3130,24,28.966423,31.715174,,,,,,,,,,,,
190713001,M0155+3130,25,29.515449,31.715174,B,B,B,3.96,4.09,4.13,-3.10,-3.07,-3.07,6.01,6.38,6.43
190713001,M0155+3130,26,30.064474,31.715174,B,B,B,1.84,1.93,2.02,-3.66,-3.77,-3.78,4.63,4.78,4.60
190713001,M0155+3130,27,27.593860,32.120522,G,G,G,1.45,1.46,1.51,-6.46,-7.00,-5.58,3.86,3.87,3.89
190713001,M0155+3130,28,28.142885,32.120522,B,B,G,1.32,1.33,1.37,-inf,-inf,-6.92,3.85,3.83,3.86
190713001,M0155+3130,29,28.691911,32.120522,B,G,G,1.64,1.72,1.82,-8.04,-7.74,-5.99,3.88,3.90,3.92
190713001,M0155+3130,30,29.240936,32.120522,B,B,B,4.72,5.17,5.70,-3.13,-3.19,-3.21,5.84,5.79,6.16
190713001,M0155+3130,31,29.789961,32.120522,B,B,B,1.57,1.68,1.81,-6.32,-5.72,-5.74,4.40,4.69,4.75
190713001,M0155+3130,32,30.338987,32.120522,G,G,O,2.40,2.57,2.78,-5.43,-5.87,-4.90,3.92,3.92,4.02
190713001,M0155+3130,33,27.319347,32.525870,G,G,B,2.28,2.36,2.79,-6.16,-6.81,-5.73,3.85,3.86,4.45
190713001,M0155+3130,34,27.868373,32.525870,G,G,O,1.59,1.61,1.69,-5.46,-6.25,-5.09,3.88,3.86,3.89
190713001,M0155+3130,35,28.417398,32.525870,B,B,B,1.63,1.67,1.78,-3.80,-3.74,-3.66,4.26,4.38,4.49
190713001,M0155+3130,36,28.966423,32.525870,B,B,B,1.71,1.78,1.88,-3.75,-3.79,-3.73,4.27,4.39,4.42
190713001,M0155+3130,37,29.515449,32.525870,B,B,B,2.24,3.95,2.57,-4.08,-2.26,-4.13,4.30,9.29,4.21
190713001,M0155+3130,38,30.064474,32.525870,B,G,B,2.53,2.55,2.79,-6.14,-6.01,-6.50,4.36,4.31,4.26
190713001,M0155+3130,39,30.613499,32.525870,B,G,B,2.80,2.92,3.10,-inf,-6.66,-inf,3.88,3.97,3.90
190713042,S2323+2904,0,350.933333,29.080278,O,G,G,2.07,2.08,2.13,-4.60,-5.30,-5.51,3.95,3.92,3.86
190713042,S2323+2904,1,349.192721,28.066908,B,G,G,2.87,2.24,2.33,-2.51,-6.43,-7.05,5.68,3.94,3.92
190713042,S2323+2904,2,349.728294,28.066908,B,G,B,1.89,1.96,2.06,-inf,-7.56,-inf,3.85,3.88,3.89
190713042,S2323+2904,3,350.263867,28.066908,G,G,B,1.54,1.60,1.67,-8.04,-7.74,-inf,3.86,3.88,3.86
190713042,S2323+2904,4,350.799440,28.066908,B,G,B,2.28,2.34,2.29,-inf,-6.20,-inf,3.82,3.90,3.82
190713042,S2323+2904,5,351.335013,28.066908,B,B,B,1.66,1.71,1.79,-3.91,-3.91,-3.91,4.29,4.28,4.31
190713042,S2323+2904,6,351.870586,28.066908,B,B,G,1.96,2.08,2.17,-inf,-8.04,-7.52,3.86,3.90,3.87
190713042,S2323+2904,7,352.406159,28.066908,B,G,B,2.14,2.25,2.37,-inf,-7.56,-inf,3.86,3.90,3.85
190713042,S2323+2904,8,349.460507,28.472256,B,G,B,1.95,2.02,2.07,-inf,-6.93,-inf,3.87,3.92,3.86
190713042,S2323+2904,9,349.996080,28.472256,O,O,B,1.65,1.70,1.77,-5.08,-5.02,-4.06,3.93,3.94,4.21
190713042,S2323+2904,10,350.531653,28.472256,G,G,B,1.40,1.48,1.52,-7.34,-7.09,-inf,3.85,3.92,3.85
190713042,S2323+2904,11,351.067226,28.472256,B,G,G,1.46,1.50,1.53,-inf,-7.56,-7.82,3.87,3.90,3.85
190713042,S2323+2904,12,351.602799,28.472256,B,O,O,2.33,2.52,2.59,-4.38,-4.57,-4.68,3.94,4.05,3.92
190713042,S2323+2904,13,352.138372,28.472256,B,B,B,3.02,3.17,3.25,-inf,-7.26,-inf,3.84,3.92,3.84
190713042,S2323+2904,14,352.673945,28.472256,B,B,B,3.04,3.20,3.17,-inf,-5.13,-inf,3.86,4.13,3.85
190713042,S2323+2904,15,349.728294,28.877604,G,G,B,1.86,1.93,1.96,-5.44,-6.66,-inf,3.91,3.96,3.91
190713042,S2323+2904,16,350.263867,28.877604,O,G,B,1.75,1.89,1.87,-4.81,-7.44,-inf,3.94,3.92,3.85
190713042,S2323+2904,17,350.799440,28.877604,G,G,B,1.54,1.64,1.68,-6.64,-7.56,-inf,3.87,3.92,3.85
190713042,S2323+2904,18,351.335013,28.877604,G,B,B,1.73,1.81,1.85,-7.00,-inf,-inf,3.89,3.93,3.82
190713042,S2323+2904,19,351.870586,28.877604,B,B,B,1.68,1.78,1.80,-inf,-8.04,-inf,3.87,3.92,3.84
190713042,S2323+2904,20,352.406159,28.877604,B,B,B,2.07,2.17,2.24,-inf,-8.04,-inf,3.84,3.89,3.85
190713042,S2323+2904,21,349.460507,29.282952,G,G,G,2.51,2.54,2.55,-6.21,-5.47,-5.65,3.89,4.01,3.96
190713042,S2323+2904,22,349.996080,29.282952,G,G,B,1.57,1.63,1.66,-5.69,-7.14,-inf,3.90,3.94,3.89
190713042,S2323+2904,23,350.531653,29.282952,G,G,G,1.52,1.58,1.65,-6.59,-7.44,-7.82,3.87,3.90,3.88
190713042,S2323+2904,24,351.067226,29.282952,G,G,B,1.51,1.58,1.64,-7.34,-7.44,-inf,3.88,3.89,3.86
190713042,S2323+2904,25,351.602799,29.282952,B,G,G,1.47,1.56,1.67,-inf,-7.44,-7.22,3.88,3.89,4.03
190713042,S2323+2904,26,352.138372,29.282952,B,B,B,4.14,4.64,5.09,-5.24,-5.21,-5.89,5.14,5.12,5.17
190713042,S2323+2904,27,349.728294,29.688300,B,B,B,1.90,1.96,2.07,-3.66,-3.42,-3.21,4.19,4.30,4.32
190713042,S2323+2904,28,350.263867,29.688300,B,B,B,1.99,2.05,2.13,-3.68,-3.61,-3.56,4.28,4.39,4.35
190713042,S2323+2904,29,350.799440,29.688300,B,G,G,1.86,1.96,2.06,-8.04,-6.76,-7.52,3.91,3.95,3.95
190713042,S2323+2904,30,351.335013,29.688300,G,B,B,1.66,1.74,1.80,-6.62,-inf,-inf,3.82,3.88,3.86
190713042,S2323+2904,31,351.870586,29.688300,B,B,B,9.66,10.06,10.63,-inf,-inf,-inf,4.76,4.73,4.62
190713042,S2323+2904,32,352.406159,29.688300,B,B,B,10.05,10.67,11.54,-inf,-inf,-inf,4.72,4.41,4.33
190713042,S2323+2904,33,349.460507,30.093648,B,B,B,2.88,3.03,3.32,-inf,-6.55,-5.23,3.85,3.90,4.31
190713042,S2323+2904,34,349.996080,30.093648,G,G,G,1.89,1.94,2.02,-6.34,-6.64,-7.35,3.89,3.94,3.91
190713042,S2323+2904,35,350.531653,30.093648,B,B,B,2.24,2.34,2.48,-3.21,-3.16,-3.11,4.45,4.52,4.60
190713042,S2323+2904,36,351.067226,30.093648,B,G,B,1.66,1.74,1.83,-inf,-6.76,-inf,3.86,3.93,3.90
190713042,S2323+2904,37,351.602799,30.093648,B,B,B,2.01,3.37,2.19,-inf,-2.35,-inf,3.87,7.63,3.86
190713042,S2323+2904,38,352.138372,30.093648,B,B,B,2.65,2.98,3.26,-4.10,-4.18,-4.14,4.87,4.96,5.02
190713042,S2323+2904,39,352.673945,30.093648,B,G,B,2.81,2.98,3.17,-inf,-5.95,-7.82,3.90,4.05,3.92
190714041,S1444+5058,0,221.062500,50.969167,O,O,B,2.12,2.15,2.11,-5.30,-5.13,-inf,4.03,4.31,3.89
190714041,S1444+5058,1,218.646910,49.955797,B,B,B,2.85,2.44,2.21,-2.50,-2.92,-inf,5.58,4.18,3.90
190714041,S1444+5058,2,219.390168,49.955797,G,O,B,1.79,1.88,1.90,-7.56,-4.82,-inf,3.93,4.17,3.87
190714041,S1444+5058,3,220.133427,49.955797,G,O,G,1.65,1.71,1.70,-6.04,-4.65,-5.98,3.92,4.14,3.90
190714041,S1444+5058,4,220.876685,49.955797,B,B,B,2.99,2.91,2.70,-3.47,-3.55,-3.58,4.51,4.72,4.40
190714041,S1444+5058,5,221.619944,49.955797,B,G,B,1.51,1.57,1.62,-inf,-5.33,-inf,3.92,4.04,3.89
190714041,S1444+5058,6,222.363202,49.955797,G,O,B,2.16,2.32,2.36,-7.44,-5.19,-inf,3.94,4.11,3.87
190714041,S1444+5058,7,223.106461,49.955797,B,B,B,2.20,2.35,2.38,-8.04,-4.29,-inf,3.92,4.24,3.88
190714041,S1444+5058,8,219.018539,50.361145,B,B,B,1.85,1.97,1.94,-inf,-4.33,-inf,3.89,4.15,3.86
190714041,S1444+5058,9,219.761798,50.361145,B,O,B,1.55,1.63,1.61,-inf,-4.86,-inf,3.94,4.09,3.82
190714041,S1444+5058,10,220.505056,50.361145,G,O,B,1.50,1.61,1.61,-6.40,-5.30,-6.98,4.21,4.40,4.22
190714041,S1444+5058,11,221.248315,50.361145,B,B,B,1.69,1.75,1.76,-3.45,-3.41,-3.38,4.27,4.34,4.25
190714041,S1444+5058,12,221.991573,50.361145,B,B,B,2.53,2.75,2.78,-3.67,-3.61,-3.67,4.07,4.28,4.05
190714041,S1444+5058,13,222.734832,50.361145,B,B,B,3.20,3.32,3.31,-inf,-4.52,-inf,3.88,4.23,3.85
190714041,S1444+5058,14,223.478090,50.361145,B,B,B,3.00,3.32,3.14,-7.04,-3.20,-7.22,3.99,4.42,4.02
190714041,S1444+5058,15,219.390168,50.766493,G,B,B,1.82,1.95,1.89,-7.56,-3.81,-inf,3.92,4.24,3.86
190714041,S1444+5058,16,220.133427,50.766493,B,B,B,1.40,1.51,1.45,-4.50,-3.83,-inf,3.98,4.29,3.84
190714041,S1444+5058,17,220.876685,50.766493,B,B,B,2.22,2.29,2.31,-3.34,-3.32,-3.35,4.98,4.90,4.90
190714041,S1444+5058,18,221.619944,50.766493,B,O,B,1.68,1.77,1.77,-inf,-5.06,-inf,3.89,4.10,3.85
190714041,S1444+5058,19,222.363202,50.766493,B,G,B,1.62,1.71,1.72,-inf,-5.69,-inf,3.92,4.00,3.84
190714041,S1444+5058,20,223.106461,50.766493,B,B,B,2.07,2.20,2.26,-inf,-4.01,-inf,3.85,4.21,3.83
190714041,S1444+5058,21,219.018539,51.171841,B,B,B,3.76,3.58,3.18,-inf,-3.68,-inf,3.88,4.15,3.85
190714041,S1444+5058,22,219.761798,51.171841,G,O,B,2.30,2.21,1.93,-6.10,-4.59,-7.05,4.23,4.11,4.12
190714041,S1444+5058,23,220.505056,51.171841,B,G,B,1.42,1.50,1.53,-inf,-5.33,-inf,3.88,4.00,3.86
190714041,S1444+5058,24,221.248315,51.171841,B,G,B,1.48,1.53,1.55,-8.04,-5.32,-inf,3.87,4.01,3.89
190714041,S1444+5058,25,221.991573,51.171841,B,G,G,1.51,1.69,1.91,-8.04,-5.54,-5.71,3.94,4.11,4.41
190714041,S1444+5058,26,222.734832,51.171841,B,G,B,1.54,1.62,1.67,-inf,-5.32,-inf,3.87,3.98,3.88
190714041,S1444+5058,27,219.390168,51.577189,G,B,B,1.56,1.61,1.59,-6.74,-3.80,-inf,3.88,4.31,3.86
190714041,S1444+5058,28,220.133427,51.577189,B,G,B,3.05,2.88,3.04,-6.96,-5.56,-6.33,4.07,4.05,4.17
190714041,S1444+5058,29,220.876685,51.577189,B,G,G,2.24,2.45,2.27,-7.74,-6.19,-6.65,4.02,3.98,4.12
190714041,S1444+5058,30,221.619944,51.577189,B,O,B,1.57,1.65,1.68,-inf,-4.83,-inf,3.84,4.04,3.83
190714041,S1444+5058,31,222.363202,51.577189,G,G,B,1.42,1.47,1.52,-7.09,-5.67,-inf,3.85,3.96,3.86
190714041,S1444+5058,32,223.106461,51.577189,G,B,G,2.34,2.53,2.67,-6.07,-4.09,-7.82,3.89,4.13,3.91
190714041,S1444+5058,33,219.018539,51.982537,B,B,G,2.45,2.69,2.68,-inf,-3.25,-7.22,3.87,4.16,4.03
190714041,S1444+5058,34,219.761798,51.982537,G,B,B,1.68,1.76,1.78,-7.34,-4.01,-inf,3.88,4.18,3.87
190714041,S1444+5058,35,220.505056,51.982537,,,,,,,,,,,,
190714041,S1444+5058,36,221.248315,51.982537,B,O,B,2.19,2.32,2.58,-7.44,-4.74,-inf,4.02,4.07,4.09
190714041,S1444+5058,37,221.991573,51.982537,B,B,B,1.89,3.63,1.99,-inf,-2.25,-inf,3.87,8.42,3.87
190714041,S1444+5058,38,222.734832,51.982537,B,O,B,1.76,1.85,1.90,-inf,-4.94,-inf,3.86,4.10,3.90
190714041,S1444+5058,39,223.478090,51.982537,G,B,B,2.66,2.84,2.91,-6.41,-3.74,-inf,3.91,4.36,3.90
190718124,S2146+4340,0,326.516667,43.673056,G,B,B,1.70,1.73,1.80,-6.05,-inf,-inf,3.88,3.86,3.84
190718124,S2146+4340,1,324.413519,42.659686,G,B,G,2.14,2.33,2.31,-7.19,-3.60,-6.55,3.87,5.73,3.90
190718124,S2146+4340,2,325.060641,42.659686,B,B,B,2.55,1.97,2.06,-2.59,-inf,-inf,3.13,3.84,3.87
190718124,S2146+4340,3,325.707764,42.659686,G,G,B,1.55,1.60,1.64,-5.48,-7.00,-inf,3.91,3.93,3.81
190718124,S2146+4340,4,326.354886,42.659686,B,G,B,1.87,1.96,1.97,-inf,-7.00,-inf,3.84,4.01,3.85
190718124,S2146+4340,5,327.002009,42.659686,B,G,B,1.92,2.01,2.05,-inf,-7.74,-inf,3.85,3.92,3.84
190718124,S2146+4340,6,327.649131,42.659686,B,B,B,2.19,2.30,2.37,-inf,-inf,-inf,3.84,3.89,3.83
190718124,S2146+4340,7,328.296254,42.659686,B,B,B,2.52,2.89,2.77,-3.60,-3.12,-3.37,3.97,6.41,4.02
190718124,S2146+4340,8,324.737080,43.065034,B,B,B,2.05,2.24,2.19,-inf,-4.05,-inf,3.84,4.89,3.84
190718124,S2146+4340,9,325.384203,43.065034,B,G,B,1.91,1.96,2.00,-inf,-7.74,-inf,3.83,3.84,3.83
