taskid,beam,cont_pass,pol_pass,pol_V_pass,pol_QU_pass,HI_all_good,HI_all_good_ok,HI_c2_good_ok,HI_c2_good,HI_pass,all_pass,s_in,s_out,rat,N2,Ex-2,pol_s_in,pol_s_out,pol_rat,pol_N2,pol_Ex-2,pol_ftmax,pol_peak_in,pol_P2,pol_bmin,Q_bm_fg,U_bm_fg,Q_st_fg,U_st_fg,Field
190920041,35,True,False,True,False,False,False,False,False,False,True,48.8,43.2,1.13,1.7,198.0,44.4,43.8,1.01,1.1,724.0,7.7,725.4,1.1,7.2,0.75,0.75,0.08,0.08,S2345+3130
190920041,37,True,False,True,False,False,False,True,False,False,False,52.1,46.9,1.11,1.6,166.0,47.1,46.8,1.01,1.0,697.0,7.8,953.6,1.0,6.8,0.75,0.75,0.12,0.12,S2345+3130
190921041,0,True,False,False,True,True,True,True,True,True,True,33.2,28.1,1.18,2.1,408.0,30.8,28.4,1.08,1.4,1356.0,4.2,553.4,1.4,-2.4,0.08,0.08,0.08,0.08,S1454+5550
190921041,1,True,False,False,True,False,False,False,False,False,True,47.0,40.1,1.17,2.1,380.0,49.3,41.2,1.19,1.8,1617.0,9.3,3076.4,1.8,-2.1,0.08,0.08,0.08,0.12,S1454+5550
190921041,2,True,True,True,True,False,False,False,False,False,True,36.4,32.4,1.12,1.7,269.0,35.1,32.9,1.07,1.1,987.0,4.4,2209.0,1.1,-0.8,0.08,0.08,0.08,0.08,S1454+5550
190921041,3,True,True,True,True,True,True,True,True,True,True,31.3,29.4,1.06,1.3,117.0,29.6,29.5,1.0,1.0,908.0,11.3,540.6,1.0,-1.2,0.08,0.08,0.08,0.08,S1454+5550
190921041,4,True,False,False,True,False,False,False,False,False,False,31.7,28.7,1.1,1.6,206.0,30.8,29.2,1.06,1.1,1058.0,3.5,1254.2,1.2,2.2,0.08,0.08,0.08,0.08,S1454+5550
190921041,11,True,True,True,True,True,True,True,True,True,True,31.0,26.8,1.16,1.9,318.0,28.0,27.1,1.03,1.1,1008.0,3.2,1163.3,1.1,-3.3,0.08,0.08,0.08,0.08,S1454+5550
190921041,14,True,True,True,True,True,True,True,True,True,False,52.6,48.1,1.09,1.5,195.0,49.1,47.7,1.03,1.1,1051.0,7.3,1461.7,1.1,2.6,0.08,0.08,0.12,0.12,S1454+5550
190921041,15,True,False,True,False,False,False,False,False,False,False,40.7,35.2,1.16,1.9,330.0,37.8,35.1,1.08,1.1,973.0,4.6,2725.2,1.1,0.2,1.0,1.0,0.08,0.12,S1454+5550
190921041,18,True,False,False,True,True,True,True,True,True,True,37.7,32.5,1.16,2.0,365.0,34.5,32.4,1.06,1.2,1182.0,5.1,997.8,1.3,-2.7,0.08,0.08,0.08,0.08,S1454+5550
190921041,20,True,False,False,True,False,False,False,False,False,False,42.6,36.2,1.18,2.0,390.0,44.4,36.7,1.21,2.1,1960.0,5.1,604.1,2.0,-1.9,0.08,0.08,0.08,0.12,S1454+5550
190921041,22,True,True,True,True,True,True,True,True,True,False,32.7,29.4,1.11,1.6,233.0,29.8,29.5,1.01,1.0,1003.0,6.7,369.9,1.1,-1.2,0.08,0.08,0.08,0.08,S1454+5550
190921041,23,True,True,True,True,True,True,True,True,True,False,29.0,26.0,1.11,1.6,214.0,26.6,26.3,1.01,1.0,997.0,2.6,570.9,1.0,-1.8,0.08,0.08,0.08,0.08,S1454+5550
190921041,24,True,True,True,True,True,True,True,True,True,True,35.1,30.2,1.16,1.9,363.0,30.9,30.4,1.02,1.1,1065.0,12.9,791.8,1.1,-2.1,0.08,0.08,0.08,0.08,S1454+5550
190921041,26,True,True,True,True,True,True,True,True,True,True,38.8,33.1,1.17,2.0,370.0,34.3,32.9,1.04,1.1,1017.0,3.6,1840.6,1.1,-2.6,0.08,0.08,0.08,0.08,S1454+5550
190921041,28,True,True,True,True,True,True,True,True,True,False,33.3,29.1,1.15,1.8,296.0,30.2,29.2,1.03,1.0,992.0,4.7,1941.5,1.0,-3.0,0.08,0.08,0.08,0.08,S1454+5550
190921041,29,True,True,True,True,True,True,True,True,True,False,33.8,30.3,1.11,1.6,208.0,30.4,29.9,1.02,1.1,1014.0,7.4,332.1,1.1,0.1,0.08,0.08,0.08,0.08,S1454+5550
190921041,30,True,True,True,True,True,True,True,True,True,False,34.8,30.6,1.14,1.7,265.0,31.1,30.6,1.02,1.1,1017.0,8.8,564.2,1.1,-0.8,0.08,0.08,0.08,0.08,S1454+5550
190921041,34,True,True,True,True,True,True,True,True,True,True,36.6,32.4,1.13,1.8,295.0,33.0,32.1,1.03,1.1,1056.0,4.3,1295.5,1.0,-3.9,0.08,0.08,0.08,0.08,S1454+5550
190921041,35,True,True,True,True,True,True,True,True,True,True,34.0,30.5,1.12,1.6,229.0,30.7,30.4,1.01,1.0,984.0,6.3,453.6,1.0,-2.8,0.08,0.08,0.08,0.08,S1454+5550
190921041,36,True,True,True,True,True,True,True,True,True,False,34.6,30.7,1.13,1.7,260.0,31.0,30.4,1.02,1.0,996.0,3.1,1243.3,1.0,-3.3,0.08,0.08,0.08,0.08,S1454+5550
190921042,0,True,False,False,True,False,False,False,False,False,True,42.2,35.7,1.18,2.0,312.0,43.5,36.2,1.2,2.1,1618.0,7.2,467.1,2.0,0.1,0.12,0.12,0.12,0.12,S0218+3848
190921042,1,True,True,True,True,False,False,True,False,False,True,51.8,48.9,1.06,1.3,103.0,50.7,50.2,1.01,1.0,776.0,10.3,932.7,1.0,-0.4,0.12,0.12,0.17,0.17,S0218+3848
190921042,2,True,True,True,True,False,False,False,False,False,True,42.6,39.4,1.08,1.4,119.0,40.5,40.0,1.01,1.0,753.0,4.6,1547.3,1.0,-0.9,0.12,0.12,0.17,0.17,S0218+3848
190921042,3,True,True,True,True,False,False,False,False,False,True,42.7,37.2,1.15,1.9,262.0,38.3,36.6,1.04,1.2,873.0,7.0,1301.6,1.1,-0.5,0.12,0.12,0.12,0.12,S0218+3848
190921042,4,True,True,True,True,False,False,False,False,False,False,40.4,36.9,1.1,1.5,158.0,40.9,37.8,1.08,1.2,912.0,7.4,2356.8,1.2,-2.3,0.12,0.12,0.17,0.17,S0218+3848
190921042,5,True,True,True,True,False,False,False,False,False,False,40.8,36.5,1.12,1.7,211.0,38.0,36.6,1.04,1.1,820.0,4.7,1421.2,1.1,-2.0,0.12,0.12,0.17,0.17,S0218+3848
190921042,6,True,False,False,True,False,False,True,False,False,False,59.1,50.7,1.17,2.0,312.0,53.1,50.8,1.05,1.2,889.0,27.5,1457.5,1.2,-1.5,0.12,0.12,0.17,0.17,S0218+3848
190921042,8,True,True,True,True,False,False,True,False,False,True,45.7,43.0,1.06,1.3,92.0,43.3,42.9,1.01,1.1,787.0,5.8,690.7,1.0,0.4,0.08,0.08,0.17,0.17,S0218+3848
190921042,11,True,True,True,True,False,False,False,False,False,True,37.3,32.9,1.13,1.8,245.0,33.3,32.9,1.01,1.0,750.0,10.3,1134.5,1.0,0.3,0.08,0.08,0.08,0.08,S0218+3848
190921042,15,True,False,True,False,False,False,True,False,False,False,49.8,45.0,1.11,1.7,194.0,46.0,44.6,1.03,1.0,760.0,6.3,1527.7,1.0,0.8,1.0,1.0,0.17,0.17,S0218+3848
190921042,18,True,False,False,True,False,False,True,False,False,True,45.7,39.5,1.16,1.9,285.0,44.9,39.7,1.13,1.5,1158.0,6.1,1491.3,1.4,0.3,0.12,0.12,0.17,0.12,S0218+3848
190921042,19,True,True,True,True,False,False,True,False,False,True,45.6,40.0,1.14,1.8,245.0,40.6,39.9,1.02,1.1,829.0,5.6,353.7,1.1,0.4,0.08,0.08,0.12,0.12,S0218+3848
190921042,20,True,False,False,True,False,False,False,False,False,False,52.1,46.0,1.13,1.7,210.0,59.5,46.6,1.28,2.4,1855.0,6.6,988.7,2.4,0.4,0.12,0.12,0.17,0.21,S0218+3848
190921042,22,True,True,True,True,False,False,True,False,False,False,44.8,37.4,1.2,2.2,358.0,38.4,36.7,1.04,1.1,835.0,7.1,1115.6,1.1,0.1,0.12,0.12,0.12,0.12,S0218+3848
190921042,23,True,True,True,True,False,False,True,False,False,False,35.8,32.7,1.1,1.4,127.0,33.1,32.8,1.01,1.0,785.0,4.4,668.5,1.0,0.1,0.08,0.08,0.08,0.08,S0218+3848
190921042,24,True,True,True,True,False,False,False,False,False,True,46.2,37.8,1.22,2.3,403.0,40.5,38.3,1.06,1.3,997.0,8.7,791.1,1.3,0.2,0.12,0.12,0.12,0.12,S0218+3848
190921042,25,True,True,True,True,False,False,True,False,False,True,43.7,36.2,1.21,2.3,394.0,37.9,36.3,1.04,1.2,909.0,3.8,904.3,1.2,0.2,0.08,0.08,0.08,0.08,S0218+3848
190921042,26,True,True,True,True,False,False,False,False,False,True,50.8,43.2,1.18,2.0,313.0,43.7,42.7,1.02,1.0,809.0,7.7,1339.8,1.0,0.2,0.12,0.12,0.21,0.17,S0218+3848
190921042,27,True,True,True,True,False,False,True,False,False,True,48.2,40.0,1.21,2.3,377.0,40.8,40.2,1.02,1.0,783.0,5.8,1242.3,1.0,0.2,0.08,0.08,0.17,0.17,S0218+3848
190921042,28,True,True,True,True,False,False,True,False,False,False,42.7,35.7,1.2,2.2,366.0,37.7,36.0,1.05,1.1,862.0,4.9,1903.2,1.1,0.3,0.08,0.08,0.08,0.08,S0218+3848
190921042,33,True,True,True,True,False,False,True,False,False,True,54.5,49.6,1.1,1.5,168.0,50.8,49.7,1.02,1.1,836.0,6.4,1684.5,1.0,0.4,0.08,0.08,0.17,0.17,S0218+3848
190921042,34,True,True,True,True,False,False,True,False,False,True,43.5,40.1,1.08,1.5,143.0,40.3,39.8,1.01,1.0,787.0,7.1,1272.2,1.0,0.4,0.08,0.08,0.12,0.17,S0218+3848
190921042,35,True,True,True,True,False,False,False,False,False,True,45.0,37.6,1.2,2.2,373.0,38.5,37.6,1.02,1.1,837.0,5.1,679.5,1.1,0.1,0.08,0.08,0.12,0.08,S0218+3848
190922041,1,True,True,True,True,False,True,True,True,False,True,53.2,46.6,1.14,1.8,212.0,49.5,47.2,1.05,1.2,781.0,11.8,941.8,1.2,1.8,0.08,0.08,0.08,0.12,S2240+3130
190922041,2,True,True,True,True,False,False,False,False,False,True,43.9,37.9,1.16,1.8,211.0,38.0,37.5,1.01,1.0,608.0,6.7,1568.3,1.0,2.1,0.08,0.08,0.12,0.12,S2240+3130
190922041,3,True,True,True,True,False,True,True,True,False,True,37.9,33.0,1.15,1.7,179.0,33.7,33.4,1.01,1.0,663.0,4.2,383.0,1.1,1.7,0.08,0.08,0.08,0.08,S2240+3130
190922041,4,True,True,True,True,False,True,True,True,False,False,39.8,34.4,1.16,1.9,231.0,34.2,34.4,1.0,1.0,627.0,22.4,196.7,1.0,2.1,0.08,0.08,0.08,0.08,S2240+3130
190922041,6,True,True,True,True,False,True,True,True,False,False,50.5,44.6,1.13,1.8,193.0,45.0,44.7,1.01,1.0,648.0,6.1,866.9,1.0,1.0,0.08,0.08,0.12,0.12,S2240+3130
190922041,8,True,True,True,True,True,True,True,True,True,True,50.9,42.9,1.18,2.1,275.0,45.3,43.3,1.05,1.1,742.0,6.1,1257.5,1.1,0.2,0.08,0.08,0.08,0.08,S2240+3130
190922041,10,True,True,True,True,False,False,False,False,False,True,34.2,29.1,1.18,2.0,259.0,31.8,29.8,1.07,1.2,780.0,3.6,1827.0,1.2,1.1,0.08,0.08,0.08,0.08,S2240+3130
190922041,14,True,True,True,True,False,True,True,True,False,False,53.7,49.4,1.09,1.5,132.0,52.8,49.2,1.07,1.1,716.0,6.6,3502.1,1.0,1.1,0.08,0.08,0.08,0.08,S2240+3130
190922041,15,True,False,True,False,False,False,False,False,False,False,45.3,39.1,1.16,2.0,243.0,39.5,38.9,1.02,1.0,628.0,6.9,1613.7,1.0,1.5,1.0,1.0,0.08,0.08,S2240+3130
190922041,16,True,True,True,True,True,True,True,True,True,True,33.0,29.3,1.12,1.6,159.0,30.4,29.5,1.03,1.0,663.0,3.2,1374.4,1.0,1.6,0.08,0.08,0.08,0.08,S2240+3130
190922041,20,True,False,False,True,False,False,False,False,False,False,45.5,38.7,1.18,2.0,263.0,49.3,40.1,1.23,2.2,1463.0,8.9,758.0,2.2,2.0,0.08,0.08,0.08,0.12,S2240+3130
190922041,21,True,False,True,False,False,True,True,True,False,False,52.0,46.8,1.11,1.5,142.0,49.0,48.0,1.02,1.1,707.0,4.4,997.7,1.1,0.8,1.0,1.0,0.08,0.08,S2240+3130
190922041,22,True,True,True,True,False,True,True,True,False,False,35.1,31.3,1.12,1.7,184.0,31.9,31.8,1.01,1.0,677.0,3.5,694.7,1.0,0.7,0.08,0.08,0.08,0.08,S2240+3130
190922041,23,True,True,True,True,True,True,True,True,True,False,32.0,28.8,1.11,1.6,157.0,29.5,29.1,1.01,1.0,694.0,5.1,619.9,1.0,0.4,0.08,0.08,0.08,0.08,S2240+3130
190922041,27,True,True,True,True,False,False,False,False,False,True,41.4,34.5,1.2,2.3,341.0,34.7,34.2,1.01,1.0,696.0,3.7,501.5,1.0,1.5,0.08,0.08,0.08,0.08,S2240+3130
190922041,28,True,True,True,True,True,True,True,True,True,False,34.6,30.7,1.12,1.7,186.0,32.1,30.9,1.04,1.0,684.0,3.7,1926.4,1.0,0.5,0.08,0.08,0.08,0.08,S2240+3130
190922041,29,True,True,True,True,False,True,True,True,False,False,33.9,29.5,1.15,1.8,205.0,30.3,29.9,1.01,1.0,696.0,5.6,279.0,1.1,1.1,0.08,0.08,0.08,0.08,S2240+3130
190922041,30,True,True,True,True,False,False,False,False,False,False,36.4,31.1,1.17,1.9,241.0,31.8,31.4,1.01,1.0,695.0,8.2,238.8,1.0,2.5,0.08,0.08,0.08,0.08,S2240+3130
190922041,33,True,True,True,True,False,False,False,False,False,True,49.5,41.0,1.21,2.2,330.0,42.7,41.8,1.02,1.1,740.0,8.6,939.6,1.1,1.7,0.08,0.08,0.08,0.08,S2240+3130
190922041,35,True,True,True,True,False,True,True,True,False,True,35.6,31.7,1.12,1.6,168.0,32.2,31.8,1.01,1.0,696.0,6.8,455.1,1.0,0.8,0.08,0.08,0.08,0.08,S2240+3130
190922041,36,True,True,True,True,False,False,False,False,False,False,36.5,31.7,1.15,1.8,226.0,32.8,31.9,1.03,1.1,719.0,6.1,1143.4,1.1,1.3,0.08,0.08,0.08,0.08,S2240+3130
190922041,37,True,True,True,True,True,True,True,True,True,False,37.7,32.1,1.17,2.0,262.0,32.6,32.0,1.02,1.0,704.0,4.7,863.4,1.0,1.8,0.08,0.08,0.08,0.08,S2240+3130
190922041,38,True,False,True,False,False,True,True,True,False,False,48.5,45.0,1.08,1.4,111.0,45.8,45.5,1.01,1.0,689.0,3.7,305.3,1.0,0.9,1.0,1.0,0.08,0.08,S2240+3130
191003042,1,True,True,True,True,True,True,True,True,True,True,46.1,42.1,1.09,1.5,168.0,43.2,42.9,1.01,1.0,964.0,20.2,542.2,1.0,-5.0,0.08,0.08,0.12,0.12,S1102+5815
191003042,2,True,True,True,True,True,True,True,True,True,True,35.6,32.1,1.11,1.5,195.0,32.9,32.5,1.01,1.0,1006.0,6.9,613.1,1.0,-1.7,0.08,0.08,0.08,0.08,S1102+5815
191003042,4,True,True,True,True,False,False,True,True,False,False,31.8,27.9,1.14,1.7,272.0,29.2,28.1,1.04,1.0,995.0,3.5,1284.1,1.1,-0.2,0.08,0.08,0.08,0.08,S1102+5815
191003042,5,True,True,True,True,True,True,True,True,True,False,31.6,28.5,1.11,1.5,194.0,29.1,29.0,1.0,1.0,960.0,4.6,178.5,1.0,0.4,0.08,0.08,0.08,0.08,S1102+5815
191003042,6,True,True,True,True,True,True,True,True,True,False,34.7,29.6,1.17,2.0,386.0,29.9,29.6,1.01,1.1,1008.0,3.4,340.9,1.0,0.3,0.08,0.08,0.08,0.08,S1102+5815
191003042,7,True,True,True,True,True,True,True,True,True,False,45.3,40.1,1.13,1.7,271.0,40.1,39.6,1.01,1.1,1006.0,11.6,417.8,1.0,-0.4,0.08,0.08,0.08,0.08,S1102+5815
191003042,8,True,True,True,True,True,True,True,True,True,True,39.3,36.4,1.08,1.4,142.0,36.7,36.2,1.01,1.0,992.0,5.2,666.1,1.0,-2.9,0.08,0.08,0.08,0.08,S1102+5815
191003042,9,True,True,True,True,True,True,True,True,True,True,32.0,29.1,1.1,1.5,197.0,29.2,28.6,1.02,1.1,995.0,3.5,715.9,1.0,-1.8,0.08,0.08,0.08,0.08,S1102+5815
191003042,13,True,True,True,True,True,True,True,True,True,False,39.9,35.2,1.13,1.7,268.0,34.9,34.7,1.01,1.0,981.0,13.8,262.2,1.0,0.3,0.08,0.08,0.08,0.08,S1102+5815
191003042,14,True,True,True,True,True,True,True,True,True,False,49.6,41.6,1.19,2.2,436.0,42.8,41.1,1.04,1.1,1054.0,8.0,1335.1,1.1,-0.2,0.08,0.08,0.08,0.08,S1102+5815
191003042,15,True,False,True,False,True,True,True,True,True,False,40.1,37.5,1.07,1.3,125.0,38.2,37.8,1.01,1.0,921.0,19.7,1365.6,1.0,-0.6,1.0,1.0,0.08,0.08,S1102+5815
191003042,16,True,True,True,True,False,True,True,True,False,True,30.2,26.5,1.14,1.7,277.0,26.8,26.4,1.02,1.1,1009.0,2.7,458.1,1.1,-0.4,0.08,0.08,0.08,0.08,S1102+5815
191003042,18,True,False,False,True,True,True,True,True,True,True,34.5,29.0,1.19,2.0,392.0,41.8,31.4,1.33,2.5,2355.0,5.1,1461.4,2.5,0.0,0.08,0.08,0.08,0.08,S1102+5815
191003042,19,True,True,True,True,True,True,True,True,True,True,33.5,30.1,1.11,1.6,211.0,35.3,34.6,1.02,1.1,1019.0,5.6,652.1,1.1,0.4,0.08,0.08,0.08,0.08,S1102+5815
191003042,20,True,True,True,True,False,False,True,True,False,False,39.6,35.4,1.12,1.6,226.0,35.4,35.3,1.0,1.0,967.0,5.0,238.2,1.0,0.8,0.08,0.08,0.12,0.08,S1102+5815
191003042,24,True,True,True,True,True,True,True,True,True,True,30.1,26.6,1.13,1.7,261.0,28.4,27.9,1.02,1.1,1039.0,5.9,555.6,1.1,-1.4,0.08,0.08,0.08,0.08,S1102+5815
191003042,25,True,True,True,True,True,True,True,True,True,True,31.3,27.5,1.14,1.8,307.0,27.6,27.3,1.01,1.0,969.0,7.4,618.5,1.0,-1.3,0.08,0.08,0.08,0.08,S1102+5815
191003042,26,True,True,True,True,True,True,True,True,True,True,32.2,29.4,1.09,1.5,181.0,29.4,29.5,1.0,1.0,957.0,3.4,313.2,1.0,-3.9,0.08,0.08,0.08,0.08,S1102+5815
191003042,29,True,False,False,True,True,True,True,True,True,False,29.6,25.8,1.15,1.8,307.0,30.7,26.1,1.17,1.4,1306.0,2.2,3039.6,1.4,0.1,0.08,0.08,0.08,0.08,S1102+5815
191003042,30,True,True,True,True,True,True,True,True,True,False,30.8,26.7,1.15,1.8,305.0,27.6,27.4,1.01,1.0,996.0,3.4,176.8,1.0,0.4,0.08,0.08,0.08,0.08,S1102+5815
191003042,31,True,True,True,True,True,True,True,True,True,False,31.7,29.1,1.09,1.4,165.0,29.2,29.2,1.0,1.0,951.0,3.0,287.6,1.0,0.6,0.08,0.08,0.08,0.08,S1102+5815
191003042,32,True,False,True,False,True,True,True,True,True,True,43.2,40.5,1.07,1.3,125.0,40.8,40.7,1.0,1.0,948.0,5.3,376.5,1.0,1.0,1.0,1.0,0.08,0.08,S1102+5815
191003042,33,True,False,False,True,False,False,False,False,False,True,46.7,40.0,1.17,2.0,386.0,42.7,39.5,1.08,1.3,1266.0,3.9,2080.3,1.3,-1.0,0.08,0.08,0.21,0.12,S1102+5815
191003042,34,True,True,True,True,True,True,True,True,True,True,34.4,31.8,1.08,1.4,149.0,32.1,31.1,1.03,1.0,1016.0,8.9,1928.1,1.0,-0.4,0.08,0.08,0.08,0.08,S1102+5815
191003042,38,True,True,True,True,True,True,True,True,True,False,35.4,31.9,1.11,1.6,239.0,32.6,31.9,1.02,1.1,1036.0,3.5,807.9,1.1,0.8,0.08,0.08,0.08,0.08,S1102+5815
191003042,39,True,True,True,True,True,True,True,True,True,False,46.8,40.4,1.16,2.0,373.0,41.4,39.6,1.05,1.1,1060.0,4.5,1987.5,1.1,1.4,0.08,0.08,0.08,0.08,S1102+5815
191003043,3,True,True,True,True,True,True,True,True,True,True,37.7,33.1,1.14,1.8,206.0,33.2,33.2,1.0,1.0,639.0,4.1,414.7,1.0,1.9,0.08,0.08,0.08,0.08,S2235+3356
191003043,4,True,True,True,True,False,False,True,False,False,False,37.0,31.6,1.17,1.9,249.0,32.4,32.1,1.01,1.0,701.0,5.2,311.8,1.0,1.7,0.08,0.08,0.08,0.08,S2235+3356
191003043,6,True,True,True,True,True,True,True,True,True,False,41.4,35.3,1.17,2.0,257.0,34.6,34.6,1.0,1.0,667.0,10.2,416.7,1.0,0.8,0.08,0.08,0.08,0.08,S2235+3356
191003043,7,True,True,True,True,False,False,False,False,False,False,51.3,44.0,1.16,2.0,273.0,44.8,44.1,1.02,1.1,732.0,8.5,289.8,1.0,0.2,0.08,0.08,0.08,0.08,S2235+3356
191003043,9,True,True,True,True,False,True,True,False,False,True,36.9,31.9,1.16,1.9,247.0,32.1,31.7,1.01,1.0,713.0,4.1,687.1,1.0,-0.6,0.08,0.08,0.08,0.08,S2235+3356
191003043,10,True,True,True,True,True,True,True,True,True,True,33.2,29.5,1.13,1.8,201.0,30.1,29.7,1.01,1.0,690.0,2.8,681.6,1.0,-0.6,0.08,0.08,0.08,0.08,S2235+3356
191003043,15,True,False,True,False,False,True,True,False,False,False,45.1,40.3,1.12,1.6,165.0,44.4,40.6,1.1,1.0,714.0,5.1,3339.8,1.1,-0.1,0.96,0.96,0.08,0.08,S2235+3356
191003043,16,True,True,True,True,True,True,True,True,True,True,35.6,30.4,1.17,2.0,277.0,30.6,30.2,1.01,1.1,734.0,4.5,259.7,1.0,0.5,0.08,0.08,0.08,0.08,S2235+3356
191003043,22,True,True,True,True,True,True,True,True,True,False,41.5,34.6,1.2,2.3,344.0,35.1,34.5,1.02,1.1,738.0,8.6,648.2,1.1,0.0,0.08,0.08,0.12,0.08,S2235+3356
191003043,23,True,True,True,True,False,True,True,False,False,False,35.6,31.0,1.15,1.8,224.0,31.3,30.5,1.03,1.1,777.0,4.9,228.8,1.1,-0.3,0.08,0.08,0.12,0.08,S2235+3356
191003043,26,True,True,True,True,True,True,True,True,True,True,37.4,31.6,1.18,2.1,297.0,32.6,31.4,1.04,1.0,696.0,4.9,2008.7,1.0,-1.0,0.08,0.08,0.08,0.08,S2235+3356
191003043,27,True,True,True,True,True,True,True,True,True,True,41.2,34.4,1.2,2.2,340.0,34.8,34.0,1.02,1.1,767.0,5.7,439.4,1.1,-1.1,0.08,0.08,0.08,0.08,S2235+3356
191003043,28,True,True,True,True,True,True,True,True,True,False,36.3,30.7,1.18,2.1,301.0,34.9,34.5,1.01,1.0,730.0,3.6,505.1,1.1,-0.6,0.08,0.08,0.08,0.08,S2235+3356
191003043,31,True,True,True,True,True,True,True,True,True,False,38.1,32.3,1.18,2.0,269.0,32.7,32.5,1.01,1.0,731.0,3.7,319.8,1.0,-0.2,0.08,0.08,0.08,0.08,S2235+3356
191003043,32,True,False,True,False,True,True,True,True,True,True,50.7,45.4,1.12,1.6,172.0,45.3,45.3,1.0,1.0,690.0,7.5,448.9,1.0,-1.0,0.88,0.88,0.08,0.08,S2235+3356
191003043,33,True,True,True,True,True,True,True,True,True,False,49.6,44.2,1.12,1.7,188.0,45.0,44.9,1.0,1.0,732.0,12.2,336.1,1.0,-1.1,0.08,0.08,0.17,0.17,S2235+3356
191003043,34,True,False,False,True,True,True,True,True,True,True,41.1,36.9,1.11,1.6,167.0,35.5,36.4,0.98,0.9,649.0,17.4,503.6,0.9,-1.1,0.08,0.08,0.12,0.12,S2235+3356
191003043,35,True,False,False,True,True,True,True,True,True,True,41.2,35.4,1.16,1.9,244.0,34.8,35.2,0.99,0.9,667.0,11.2,238.8,1.0,-0.9,0.08,0.08,0.12,0.12,S2235+3356
191003043,38,True,True,True,True,True,True,True,True,True,False,40.4,35.9,1.13,1.7,208.0,36.6,36.1,1.01,1.1,751.0,4.8,851.8,1.0,-1.7,0.08,0.08,0.08,0.08,S2235+3356
191003043,39,True,True,True,True,True,True,True,True,True,False,56.8,49.9,1.14,1.8,217.0,50.6,49.4,1.02,1.1,750.0,18.1,634.5,1.1,-0.6,0.08,0.08,0.12,0.12,S2235+3356
191004041,1,True,False,True,False,True,True,True,True,True,False,56.7,52.3,1.08,1.4,125.0,53.3,52.6,1.01,1.1,916.0,4.2,791.9,1.0,1.4,1.0,1.0,0.08,0.08,S1346+5815
191004041,2,True,False,True,False,True,True,True,True,True,True,50.2,42.8,1.17,1.9,307.0,42.8,42.1,1.02,1.1,920.0,17.6,697.1,1.1,1.9,1.0,1.0,0.08,0.08,S1346+5815
191004041,3,True,False,True,False,True,True,True,True,True,True,44.8,38.4,1.17,2.0,328.0,40.8,38.1,1.07,1.1,954.0,5.5,2303.5,1.1,2.9,1.0,1.0,0.08,0.08,S1346+5815
191004041,4,True,False,False,False,False,False,True,True,False,False,44.4,37.5,1.19,2.1,356.0,41.5,37.7,1.1,1.2,956.0,3.2,1993.3,1.2,2.4,1.0,1.0,0.08,0.08,S1346+5815
191004041,5,True,False,True,False,True,True,True,True,True,False,41.0,37.8,1.08,1.4,113.0,38.3,37.9,1.01,1.0,849.0,10.1,329.7,1.0,2.5,1.0,1.0,0.08,0.08,S1346+5815
191004041,7,True,False,True,False,True,True,True,True,True,False,57.7,50.3,1.15,1.8,280.0,53.2,50.2,1.06,1.1,979.0,5.9,2660.5,1.1,1.3,1.0,1.0,0.12,0.12,S1346+5815
191004041,9,True,False,True,False,True,True,True,True,True,True,42.1,38.1,1.1,1.6,190.0,39.3,38.2,1.03,1.1,882.0,4.3,1214.8,1.1,0.9,1.0,1.0,0.08,0.08,S1346+5815
191004041,10,True,False,True,False,True,True,True,True,True,True,44.9,38.3,1.17,2.0,354.0,39.0,38.2,1.02,1.1,922.0,2.7,859.3,1.1,0.1,1.0,1.0,0.08,0.08,S1346+5815
191004041,11,True,False,True,False,True,True,True,True,True,True,46.9,40.0,1.17,2.0,326.0,41.3,40.2,1.03,1.1,896.0,4.2,1389.9,1.1,2.3,1.0,1.0,0.08,0.08,S1346+5815
191004041,12,True,False,True,False,True,True,True,True,True,False,43.8,38.4,1.14,1.8,262.0,38.9,38.3,1.01,1.1,893.0,3.5,441.5,1.1,2.4,1.0,1.0,0.08,0.08,S1346+5815
191004041,13,True,True,True,True,False,False,False,False,False,False,53.1,46.0,1.15,2.0,371.0,47.9,46.2,1.04,1.1,1094.0,6.2,2168.3,1.1,2.7,0.21,0.21,0.08,0.08,S1346+5815
191004041,16,True,False,True,False,False,True,True,True,False,True,48.0,41.3,1.16,2.1,365.0,41.9,41.3,1.01,1.1,907.0,5.5,954.7,1.0,-0.9,1.0,1.0,0.08,0.08,S1346+5815
191004041,19,True,False,False,False,True,True,True,True,True,True,48.0,42.6,1.13,1.7,242.0,59.6,44.4,1.34,1.6,1385.0,4.9,5818.0,1.7,1.7,1.0,1.0,0.12,0.08,S1346+5815
191004041,20,True,False,True,False,False,False,False,False,False,False,60.0,51.8,1.16,2.0,322.0,52.2,51.3,1.02,1.1,903.0,3.7,1042.6,1.1,2.5,1.0,1.0,0.08,0.08,S1346+5815
191004041,22,True,False,False,False,True,True,True,True,True,False,53.3,47.4,1.13,1.7,224.0,49.8,47.6,1.04,1.1,924.0,7.1,4144.5,1.1,2.1,1.0,1.0,0.08,0.08,S1346+5815
191004041,23,True,False,True,False,True,True,True,True,True,False,48.1,40.5,1.19,2.1,361.0,41.5,40.3,1.03,1.1,952.0,4.6,689.3,1.1,0.9,1.0,1.0,0.08,0.08,S1346+5815
