taskid,beam,cont_pass,pol_pass,pol_V_pass,pol_QU_pass,HI_all_good,HI_all_good_ok,HI_c2_good_ok,HI_c2_good,HI_pass,all_pass,s_in,s_out,rat,N2,Ex-2,pol_s_in,pol_s_out,pol_rat,pol_N2,pol_Ex-2,pol_ftmax,pol_peak_in,pol_P2,pol_bmin,Q_bm_fg,U_bm_fg,Q_st_fg,U_st_fg,Field
191027044,16,True,True,True,True,True,True,True,True,True,True,36.4,30.6,1.19,2.0,286.0,31.3,30.8,1.02,1.1,770.0,5.3,144.0,1.1,1.2,0.08,0.08,0.08,0.08,M0155+3622
191027044,18,True,True,True,True,False,False,True,True,False,True,44.6,38.6,1.16,1.9,257.0,36.8,35.8,1.03,1.1,788.0,4.4,607.3,1.1,1.3,0.08,0.08,0.29,0.08,M0155+3622
191027044,19,True,False,False,True,True,True,True,True,True,True,39.4,33.3,1.18,2.0,272.0,33.3,33.5,1.0,1.0,694.0,43.4,317.5,1.0,1.3,0.08,0.08,0.08,0.08,M0155+3622
191027044,20,True,True,True,True,True,True,True,True,True,False,42.6,37.7,1.13,1.7,204.0,37.7,37.2,1.01,1.0,726.0,6.8,587.5,1.0,1.8,0.08,0.08,0.08,0.08,M0155+3622
191027044,23,True,True,True,True,True,True,True,True,True,False,36.0,30.3,1.19,2.0,278.0,30.9,30.2,1.02,1.0,690.0,7.3,1617.6,1.0,1.4,0.08,0.08,0.08,0.08,M0155+3622
191027044,24,True,True,True,True,False,False,False,False,False,True,35.3,29.9,1.18,2.0,287.0,30.8,30.7,1.0,1.0,730.0,3.9,195.2,1.0,1.4,0.08,0.08,0.08,0.08,M0155+3622
191027044,25,True,False,True,False,True,True,True,True,True,True,44.2,39.9,1.11,1.6,146.0,39.5,39.5,1.0,1.0,623.0,12.3,639.3,1.0,1.3,1.0,1.0,0.08,0.08,M0155+3622
191027044,26,True,False,True,False,True,True,True,True,True,True,48.6,43.9,1.11,1.6,137.0,43.8,43.3,1.01,1.1,671.0,7.2,254.3,1.1,1.7,1.0,1.0,0.08,0.08,M0155+3622
191027044,30,True,True,True,True,False,False,False,False,False,False,35.3,29.9,1.18,2.1,285.0,30.2,30.0,1.01,1.0,711.0,4.3,328.1,1.0,2.4,0.08,0.08,0.08,0.08,M0155+3622
191027044,31,True,True,True,True,True,True,True,True,True,False,44.6,38.8,1.15,1.8,236.0,40.6,39.8,1.02,1.1,771.0,6.7,1281.0,1.0,1.2,0.08,0.08,0.08,0.08,M0155+3622
191027044,32,True,False,False,False,True,True,True,True,True,True,56.0,49.7,1.13,1.7,186.0,50.0,50.7,0.99,0.9,656.0,26.2,242.6,0.9,1.0,1.0,1.0,0.12,0.12,M0155+3622
191027044,33,True,True,True,True,False,False,False,False,False,True,54.0,44.3,1.22,2.3,373.0,46.9,44.1,1.06,1.3,928.0,4.5,1110.6,1.3,1.5,0.08,0.08,0.08,0.08,M0155+3622
191027044,35,True,False,False,True,True,True,True,True,True,True,39.9,32.9,1.21,2.3,366.0,36.5,33.0,1.11,1.2,874.0,3.6,2808.7,1.2,1.6,0.08,0.08,0.08,0.08,M0155+3622
191027044,37,True,True,True,True,False,True,True,False,False,False,38.8,33.2,1.17,1.9,259.0,33.4,33.0,1.01,1.0,718.0,3.9,1037.1,1.0,1.7,0.08,0.08,0.08,0.08,M0155+3622
191027044,38,True,True,True,True,False,True,True,True,False,False,44.5,38.0,1.17,2.0,278.0,39.3,37.8,1.04,1.1,778.0,14.2,1886.5,1.1,1.4,0.08,0.08,0.08,0.08,M0155+3622
191031242,3,True,True,True,True,True,True,True,True,True,True,50.1,40.9,1.22,2.3,351.0,41.9,41.4,1.01,1.0,688.0,7.3,644.8,1.0,1.1,0.08,0.08,0.08,0.08,M0155+3622
191031242,25,True,False,False,True,False,False,True,True,False,True,42.2,35.0,1.21,2.2,360.0,40.7,36.7,1.11,1.4,1076.0,6.7,1271.8,1.4,1.2,0.08,0.08,0.08,0.08,M0155+3622
191031242,26,True,True,True,True,True,True,True,True,True,True,43.0,36.9,1.17,2.0,306.0,38.1,37.7,1.01,1.0,787.0,4.5,212.8,1.0,1.3,0.08,0.08,0.08,0.08,M0155+3622
191101041,3,True,True,True,True,True,True,True,True,True,True,45.2,39.4,1.15,1.9,290.0,41.5,40.2,1.03,1.1,952.0,5.0,704.3,1.1,0.4,0.08,0.08,0.08,0.08,M0155+3622
191101041,4,True,False,False,True,True,True,True,True,True,False,43.8,37.5,1.17,2.0,327.0,74.8,41.3,1.81,4.1,3316.0,5.3,3458.9,4.0,0.3,0.08,0.08,0.08,0.08,M0155+3622
191101041,5,True,True,True,True,True,True,True,True,True,False,49.4,42.4,1.17,1.9,276.0,43.7,42.8,1.02,1.1,849.0,5.5,574.9,1.1,0.6,0.08,0.08,0.08,0.08,M0155+3622
191101041,6,True,False,False,True,True,True,True,True,True,False,42.5,37.9,1.12,1.6,204.0,42.2,39.3,1.07,1.3,1076.0,5.0,1050.1,1.3,0.9,0.08,0.08,0.08,0.08,M0155+3622
191101041,9,True,True,True,True,True,True,True,True,True,True,46.3,39.8,1.16,1.9,304.0,41.4,39.5,1.05,1.1,914.0,3.8,2403.0,1.1,1.0,0.08,0.08,0.08,0.08,M0155+3622
191101041,10,True,True,True,True,True,True,True,True,True,True,41.8,35.9,1.16,2.0,317.0,36.0,35.9,1.0,1.0,830.0,6.4,627.5,1.0,1.0,0.08,0.08,0.08,0.08,M0155+3622
191101041,12,True,False,False,True,True,True,True,True,True,False,40.7,35.2,1.16,1.9,278.0,40.6,36.5,1.11,1.4,1127.0,4.4,1832.0,1.4,1.3,0.08,0.08,0.08,0.08,M0155+3622
191101041,18,True,False,False,True,True,True,True,True,True,True,40.3,33.2,1.21,2.3,418.0,48.9,36.0,1.36,2.5,2073.0,3.8,2524.4,2.5,1.6,0.08,0.08,0.08,0.08,M0155+3622
191101041,19,True,False,False,True,True,True,True,True,True,True,40.6,35.3,1.15,1.9,286.0,52.0,37.0,1.41,3.0,2453.0,4.6,1647.1,2.9,1.6,0.08,0.08,0.08,0.08,M0155+3622
191101041,20,True,False,False,True,True,True,True,True,True,False,48.6,42.0,1.16,1.9,288.0,66.4,44.7,1.49,3.4,2814.0,6.2,2176.3,3.3,2.1,0.08,0.08,0.08,0.12,M0155+3622
191101041,23,True,False,False,True,True,True,True,True,True,False,42.4,35.1,1.21,2.2,405.0,43.3,36.3,1.19,2.0,1647.0,5.1,879.2,2.0,0.7,0.08,0.08,0.08,0.08,M0155+3622
191101041,25,True,False,False,True,False,False,True,True,False,True,43.0,38.1,1.13,1.7,231.0,45.0,40.3,1.12,1.5,1264.0,4.9,1389.7,1.5,0.9,0.08,0.08,0.08,0.08,M0155+3622
191101041,26,True,False,False,True,True,True,True,True,True,True,44.8,40.2,1.12,1.6,206.0,44.5,41.5,1.07,1.3,1145.0,4.3,558.7,1.4,0.8,0.08,0.08,0.08,0.08,M0155+3622
191101041,29,True,True,True,True,False,False,True,True,False,False,39.6,35.8,1.11,1.6,214.0,40.2,38.7,1.04,1.1,943.0,3.5,1747.4,1.1,0.5,0.08,0.08,0.08,0.08,M0155+3622
191101041,30,True,False,False,True,True,True,True,True,True,False,39.8,33.9,1.18,2.0,353.0,70.1,36.0,1.95,5.5,4695.0,4.9,3836.6,5.5,0.6,0.08,0.08,0.08,0.08,M0155+3622
191101041,37,True,False,False,True,True,True,True,True,True,False,46.3,39.2,1.18,2.1,368.0,53.3,41.6,1.28,2.3,1991.0,4.8,2384.3,2.3,1.0,0.08,0.08,0.08,0.08,M0155+3622
191101041,39,True,True,True,True,True,True,True,True,True,False,57.1,53.4,1.07,1.3,115.0,54.8,53.2,1.03,1.0,885.0,8.2,2994.0,1.0,1.5,0.08,0.08,0.08,0.08,M0155+3622
191102001,0,True,False,False,True,True,True,True,True,True,True,34.3,30.5,1.12,1.7,280.0,36.3,32.4,1.12,1.6,1679.0,3.4,917.6,1.5,-2.0,0.08,0.08,0.08,0.08,M1403+5324
191102001,4,True,False,False,True,False,True,True,False,False,False,39.9,34.1,1.17,2.0,404.0,82.5,38.8,2.13,4.2,4484.0,5.0,7652.8,4.2,-1.7,0.08,0.08,0.08,0.08,M1403+5324
191102001,8,True,True,True,True,True,True,True,True,True,True,47.3,43.5,1.09,1.5,200.0,44.7,44.1,1.01,1.0,1116.0,10.2,401.2,1.1,-2.2,0.08,0.08,0.12,0.08,M1403+5324
191102001,9,True,True,True,True,True,True,True,True,True,True,43.0,37.7,1.14,1.8,318.0,37.5,37.4,1.0,1.0,1102.0,5.9,298.2,1.0,-1.0,0.08,0.08,0.08,0.08,M1403+5324
191102001,15,True,True,True,True,True,True,True,True,True,False,49.3,43.6,1.13,1.7,301.0,44.9,43.9,1.02,1.0,1055.0,4.7,2034.2,1.0,-0.1,0.29,0.29,0.12,0.12,M1403+5324
191102001,27,True,False,False,True,True,True,True,True,True,True,43.2,36.3,1.19,2.1,456.0,39.7,36.4,1.09,1.3,1366.0,7.1,2168.5,1.3,-2.3,0.08,0.08,0.08,0.08,M1403+5324
191102001,37,True,False,False,True,True,True,True,True,True,False,44.2,37.8,1.17,1.9,399.0,41.7,38.3,1.09,1.4,1512.0,4.0,958.3,1.4,-2.2,0.08,0.08,0.08,0.08,M1403+5324
191103033,0,True,False,False,True,True,True,True,True,True,True,41.1,34.2,1.2,2.3,376.0,42.1,35.7,1.18,1.8,1394.0,5.5,917.2,1.8,-0.8,0.08,0.08,0.08,0.12,S1414+3130
191103033,3,True,True,True,True,True,True,True,True,True,True,45.3,38.2,1.19,2.1,325.0,41.1,39.0,1.05,1.2,912.0,7.8,1191.3,1.2,-0.4,0.08,0.08,0.12,0.08,S1414+3130
191103033,4,True,False,False,True,True,True,True,True,True,False,46.2,40.0,1.16,2.0,279.0,57.1,42.0,1.36,2.3,1682.0,6.5,2626.9,2.2,-0.1,0.08,0.08,0.12,0.12,S1414+3130
191103033,5,True,True,True,True,True,True,True,True,True,False,50.7,42.8,1.19,2.0,275.0,44.0,44.2,1.0,1.0,704.0,8.9,671.0,0.9,-0.4,0.08,0.08,0.12,0.12,S1414+3130
191103033,6,True,True,True,True,True,True,True,True,True,False,45.7,38.5,1.19,2.1,309.0,43.0,39.5,1.09,1.3,995.0,5.4,991.7,1.4,0.2,0.08,0.08,0.12,0.08,S1414+3130
191103033,9,True,True,True,True,True,True,True,True,True,True,50.2,41.8,1.2,2.1,315.0,42.4,41.5,1.02,1.1,815.0,4.8,992.7,1.1,-0.5,0.08,0.08,0.08,0.08,S1414+3130
191103033,10,True,True,True,True,True,True,True,True,True,True,44.6,38.4,1.16,2.0,285.0,38.3,38.3,1.0,1.0,735.0,5.0,618.5,1.0,-0.6,0.08,0.08,0.08,0.08,S1414+3130
191103033,11,True,False,False,True,True,True,True,True,True,True,43.8,36.2,1.21,2.2,361.0,41.1,37.6,1.09,1.4,1060.0,8.1,769.1,1.4,-0.9,0.08,0.08,0.08,0.08,S1414+3130
191103033,12,True,True,True,True,True,True,True,True,True,False,44.6,37.6,1.19,2.0,292.0,40.1,38.5,1.04,1.1,827.0,8.4,1881.0,1.1,-0.5,0.08,0.08,0.08,0.12,S1414+3130
191103033,18,True,False,False,True,True,True,True,True,True,True,42.0,35.1,1.2,2.1,323.0,44.0,36.7,1.2,1.9,1427.0,4.7,1071.2,1.9,-0.5,0.08,0.08,0.08,0.08,S1414+3130
191103033,19,True,False,False,True,True,True,True,True,True,True,45.0,37.1,1.21,2.2,369.0,51.5,38.3,1.35,2.6,1997.0,6.9,1734.8,2.6,-0.5,0.08,0.08,0.12,0.12,S1414+3130
191103033,34,True,True,True,True,True,True,True,True,True,True,49.6,43.9,1.13,1.7,202.0,46.5,45.0,1.03,1.2,920.0,4.8,367.1,1.1,-1.1,0.08,0.08,0.12,0.17,S1414+3130
191103033,36,True,True,True,True,True,True,True,True,True,False,52.1,44.9,1.16,1.9,276.0,45.0,44.5,1.01,1.0,752.0,14.0,1305.5,1.0,-1.4,0.08,0.08,0.12,0.12,S1414+3130
191103033,37,True,False,False,True,True,True,True,True,True,False,50.2,42.8,1.17,2.0,313.0,49.7,46.4,1.07,1.3,1003.0,67.1,1062.3,1.3,-1.1,0.08,0.08,0.12,0.12,S1414+3130
191103034,0,True,False,False,True,False,False,False,False,False,True,40.9,34.4,1.19,2.1,377.0,40.4,36.1,1.12,1.6,1332.0,4.9,904.1,1.6,0.8,0.08,0.08,0.08,0.08,M0155+3622
191103034,3,True,True,True,True,True,True,True,True,True,True,48.8,41.2,1.19,2.0,338.0,42.8,42.1,1.02,1.1,893.0,7.2,517.7,1.1,0.4,0.08,0.08,0.08,0.08,M0155+3622
191103034,4,True,False,False,True,True,True,True,True,True,False,44.7,38.0,1.18,2.0,325.0,73.3,41.8,1.75,3.8,3072.0,5.8,3291.1,3.8,0.1,0.08,0.08,0.08,0.12,M0155+3622
191103034,5,True,True,True,True,True,True,True,True,True,False,55.1,45.2,1.22,2.3,384.0,45.5,44.9,1.01,1.1,820.0,10.0,559.7,1.1,1.2,0.08,0.08,0.12,0.08,M0155+3622
191103034,6,True,False,False,True,True,True,True,True,True,False,43.6,38.4,1.14,1.7,236.0,42.4,39.6,1.07,1.3,1057.0,5.0,975.8,1.3,0.9,0.08,0.08,0.08,0.08,M0155+3622
191103034,9,True,True,True,True,True,True,True,True,True,True,47.3,40.4,1.17,2.0,306.0,42.2,40.3,1.05,1.1,918.0,4.2,2138.5,1.1,0.1,0.08,0.08,0.08,0.08,M0155+3622
191103034,10,True,True,True,True,True,True,True,True,True,True,40.9,35.8,1.14,1.8,246.0,36.0,35.8,1.0,1.0,797.0,6.4,604.6,1.0,-0.4,0.08,0.08,0.08,0.08,M0155+3622
191103034,12,True,False,False,True,True,True,True,True,True,False,40.6,35.6,1.14,1.8,262.0,41.3,37.1,1.11,1.4,1138.0,5.0,1769.1,1.4,0.8,0.08,0.08,0.08,0.08,M0155+3622
191103034,16,True,True,True,True,True,True,True,True,True,True,53.0,44.6,1.19,2.0,318.0,46.3,45.2,1.02,1.1,881.0,11.1,307.6,1.1,1.4,0.08,0.08,0.08,0.08,M0155+3622
191103034,18,True,False,False,True,True,True,True,True,True,True,40.0,33.4,1.2,2.2,393.0,46.8,35.9,1.3,2.2,1870.0,3.9,2269.4,2.3,1.6,0.08,0.08,0.08,0.08,M0155+3622
191103034,19,True,False,False,True,True,True,True,True,True,True,43.3,37.5,1.15,1.9,288.0,53.7,38.9,1.38,2.8,2345.0,4.7,1523.9,2.8,1.9,0.08,0.08,0.08,0.08,M0155+3622
191103034,37,True,False,False,True,True,True,True,True,True,False,48.1,40.4,1.19,2.1,380.0,54.2,42.5,1.27,2.3,1936.0,7.1,2212.6,2.3,1.2,0.08,0.08,0.08,0.08,M0155+3622
191113139,2,True,True,True,True,False,True,True,True,False,True,41.5,34.4,1.21,2.3,360.0,37.3,34.3,1.09,1.0,722.0,3.5,3101.1,1.0,0.9,0.08,0.08,0.08,0.08,M0155+3622
191113139,6,True,True,True,True,False,False,False,False,False,False,41.3,37.0,1.12,1.7,186.0,37.4,36.9,1.01,1.0,713.0,3.7,1506.3,1.0,0.9,0.08,0.08,0.08,0.08,M0155+3622
191113139,10,True,True,True,True,True,True,True,True,True,True,36.1,30.6,1.18,2.0,282.0,30.7,30.6,1.0,1.0,734.0,2.5,373.5,1.0,0.9,0.08,0.08,0.08,0.08,M0155+3622
191113139,12,True,True,True,True,False,False,False,False,False,False,38.2,33.7,1.13,1.7,199.0,35.1,33.8,1.04,1.0,744.0,4.4,1647.7,1.1,1.5,0.08,0.08,0.08,0.08,M0155+3622
191113139,13,True,True,True,True,True,True,True,True,True,False,39.0,34.2,1.14,1.8,213.0,35.3,34.0,1.04,1.0,721.0,3.5,2170.7,1.0,1.1,0.08,0.08,0.08,0.08,M0155+3622
191113139,14,True,True,True,True,False,False,False,False,False,False,49.5,43.5,1.14,1.8,209.0,45.8,43.5,1.05,1.1,769.0,8.9,2054.4,1.0,1.9,0.08,0.08,0.08,0.08,M0155+3622
191113139,16,True,True,True,True,True,True,True,True,True,True,36.9,31.1,1.19,2.1,318.0,31.8,31.2,1.02,1.0,717.0,6.7,1714.6,1.0,0.5,0.08,0.08,0.08,0.08,M0155+3622
191113139,23,True,True,True,True,True,True,True,True,True,False,35.8,30.1,1.19,2.1,326.0,30.8,30.1,1.02,1.0,745.0,4.3,1677.2,1.0,1.1,0.08,0.08,0.08,0.08,M0155+3622
191113139,24,True,True,True,True,False,False,False,False,False,True,37.2,31.0,1.2,2.1,329.0,32.2,31.3,1.03,1.0,757.0,3.5,1648.1,1.0,1.3,0.08,0.08,0.08,0.08,M0155+3622
191113139,25,True,True,True,True,True,True,True,True,True,True,38.9,32.0,1.22,2.2,340.0,31.9,32.0,1.0,1.0,714.0,13.5,662.0,1.0,1.5,0.08,0.08,0.08,0.08,M0155+3622
191113139,29,True,True,True,True,False,False,False,False,False,False,35.6,31.3,1.14,1.7,207.0,32.0,31.6,1.02,1.0,719.0,6.4,1485.0,1.0,0.9,0.08,0.08,0.08,0.08,M0155+3622
191113139,30,True,True,True,True,True,True,True,True,True,False,38.0,32.1,1.18,2.1,325.0,32.8,32.2,1.02,1.0,759.0,4.0,1490.5,1.0,1.3,0.08,0.08,0.08,0.08,M0155+3622
191113139,31,True,True,True,True,True,True,True,True,True,False,39.4,35.8,1.1,1.5,151.0,36.0,35.2,1.02,1.0,758.0,23.7,1658.3,1.0,2.0,0.08,0.08,0.08,0.08,M0155+3622
191113139,32,True,True,True,True,True,True,True,True,True,True,40.7,37.0,1.1,1.4,123.0,36.5,36.7,0.99,0.9,687.0,5.5,1044.5,0.9,1.5,0.08,0.08,0.08,0.08,M0155+3622
191113139,35,True,False,False,True,True,True,True,True,True,True,38.3,32.2,1.19,2.1,334.0,36.1,31.9,1.13,1.1,798.0,4.5,3600.0,1.1,1.4,0.08,0.08,0.08,0.08,M0155+3622
191113139,36,True,True,True,True,True,True,True,True,True,False,40.2,34.0,1.18,2.1,307.0,35.1,34.0,1.03,1.0,773.0,3.7,2133.8,1.0,0.9,0.08,0.08,0.08,0.08,M0155+3622
191113139,37,True,True,True,True,False,True,True,True,False,False,40.1,34.2,1.17,2.0,286.0,35.0,34.3,1.02,1.0,744.0,4.5,1503.0,1.0,1.0,0.08,0.08,0.08,0.08,M0155+3622
191113139,38,True,True,True,True,True,True,True,True,True,False,46.0,40.7,1.13,1.8,243.0,41.2,40.6,1.01,1.0,748.0,3.5,1643.9,1.0,0.6,0.08,0.08,0.08,0.08,M0155+3622
191113139,39,True,True,True,True,True,True,True,True,True,False,50.6,46.4,1.09,1.4,105.0,46.1,45.7,1.01,1.0,703.0,11.7,1108.8,1.0,1.1,0.08,0.08,0.08,0.08,M0155+3622
191114041,1,True,True,True,True,True,True,True,True,True,True,59.3,54.8,1.08,1.4,147.0,55.2,55.0,1.01,0.9,888.0,6.2,2875.7,0.9,1.6,0.08,0.08,0.12,0.12,S2216+4340
191114041,2,True,True,True,True,True,True,True,True,True,True,39.3,35.4,1.11,1.6,177.0,37.1,35.0,1.06,1.0,831.0,3.1,2451.6,1.0,2.2,0.08,0.08,0.08,0.08,S2216+4340
191114041,3,True,True,True,True,True,True,True,True,True,True,35.8,32.6,1.1,1.5,162.0,33.1,32.1,1.03,0.9,754.0,16.3,2398.6,1.0,0.3,0.08,0.08,0.12,0.12,S2216+4340
191114041,4,True,True,True,True,True,True,True,True,True,False,37.0,32.8,1.13,1.7,219.0,32.7,32.7,1.0,1.0,779.0,7.3,905.7,1.0,1.9,0.08,0.08,0.08,0.08,S2216+4340
191114041,5,True,True,True,True,False,False,False,False,False,False,36.2,33.3,1.09,1.4,127.0,33.8,33.0,1.02,1.0,800.0,4.2,2024.6,1.0,1.1,0.08,0.08,0.08,0.08,S2216+4340
191114041,6,True,True,True,True,False,False,False,False,False,False,38.8,35.5,1.09,1.5,146.0,35.7,35.4,1.01,1.0,789.0,4.5,1500.1,1.0,1.2,0.08,0.08,0.08,0.08,S2216+4340
191114041,7,True,False,True,False,True,True,True,True,True,False,57.8,54.2,1.07,1.3,94.0,55.3,54.2,1.02,1.0,696.0,6.1,3194.9,1.0,-1.9,1.0,1.0,0.12,0.12,S2216+4340
191114041,8,True,False,True,False,True,True,True,True,True,True,53.9,47.9,1.12,1.7,220.0,48.6,47.5,1.02,1.0,826.0,6.8,1599.9,1.0,-0.5,1.0,1.0,0.12,0.12,S2216+4340
191114041,10,True,True,True,True,True,True,True,True,True,True,35.7,31.1,1.15,1.9,275.0,31.0,31.2,1.0,1.0,802.0,13.8,384.2,1.0,-2.1,0.08,0.08,0.08,0.08,S2216+4340
191114041,11,True,True,True,True,True,True,True,True,True,True,38.3,34.4,1.11,1.6,188.0,34.5,33.7,1.02,1.0,791.0,5.8,1953.4,1.0,-1.6,0.08,0.08,0.08,0.08,S2216+4340
191114041,12,True,True,True,True,False,False,False,False,False,False,39.4,36.3,1.09,1.4,144.0,35.8,35.6,1.0,0.9,778.0,4.7,1685.6,0.9,-1.1,0.08,0.08,0.08,0.08,S2216+4340
191114041,13,True,True,True,True,False,False,False,False,False,False,37.2,33.6,1.11,1.6,193.0,33.9,32.9,1.03,1.0,794.0,4.9,2157.6,1.0,1.8,0.08,0.08,0.08,0.08,S2216+4340
191114041,14,True,True,True,True,True,True,True,True,True,False,48.8,44.6,1.1,1.6,176.0,45.4,44.3,1.02,1.0,812.0,4.1,2162.0,1.0,0.8,0.08,0.08,0.12,0.12,S2216+4340
191114041,16,True,True,True,True,True,True,True,True,True,True,33.3,30.1,1.11,1.5,157.0,30.6,30.0,1.02,1.0,833.0,5.9,1620.0,1.0,-1.2,0.08,0.08,0.08,0.08,S2216+4340
191114041,17,True,True,True,True,False,False,False,False,False,True,39.2,33.6,1.17,2.0,323.0,33.9,33.2,1.02,1.0,837.0,4.0,1753.0,1.0,-1.4,0.08,0.08,0.08,0.08,S2216+4340
191114041,18,True,True,True,True,True,True,True,True,True,True,36.6,32.2,1.14,1.7,223.0,32.5,32.0,1.01,1.0,807.0,5.1,1697.4,1.0,-1.3,0.08,0.08,0.08,0.08,S2216+4340
191114041,22,True,False,False,True,False,True,True,False,False,False,42.0,35.2,1.19,2.0,329.0,34.9,33.9,1.03,1.0,814.0,25.6,1873.1,1.0,1.7,0.08,0.08,0.12,0.12,S2216+4340
191114041,23,True,True,True,True,False,True,True,True,False,False,35.3,31.5,1.12,1.7,210.0,31.4,30.9,1.02,1.0,807.0,20.7,1648.3,1.0,0.7,0.08,0.08,0.12,0.12,S2216+4340
191114041,24,True,True,True,True,True,True,True,True,True,True,34.3,30.8,1.11,1.5,157.0,31.4,30.7,1.02,1.0,825.0,3.9,1783.1,1.0,1.2,0.08,0.08,0.08,0.08,S2216+4340
191114041,25,True,True,True,True,True,True,True,True,True,True,34.6,31.8,1.09,1.4,128.0,31.6,31.5,1.0,1.0,840.0,2.7,697.2,1.0,1.4,0.08,0.08,0.08,0.08,S2216+4340
191114041,26,True,False,False,True,True,True,True,True,True,True,37.2,31.5,1.18,2.1,340.0,43.0,30.9,1.39,1.1,878.0,5.0,7366.8,1.1,1.4,0.08,0.08,0.08,0.08,S2216+4340
191114041,27,True,True,True,True,True,True,True,True,True,True,41.2,35.3,1.17,2.1,348.0,35.3,34.8,1.02,1.0,858.0,4.1,1134.1,1.0,0.5,0.08,0.08,0.08,0.08,S2216+4340
191114041,28,True,False,False,True,True,True,True,True,True,False,38.8,33.0,1.17,2.0,326.0,35.3,33.5,1.05,1.2,950.0,28.9,1834.1,1.1,-0.4,0.08,0.08,0.12,0.12,S2216+4340
191114041,29,True,True,True,True,True,True,True,True,True,False,33.1,29.9,1.11,1.5,175.0,30.4,30.1,1.01,1.0,817.0,3.4,1453.8,1.0,0.5,0.08,0.08,0.08,0.08,S2216+4340
191114041,30,True,True,True,True,True,True,True,True,True,False,34.9,31.8,1.1,1.5,161.0,32.2,31.8,1.01,1.0,785.0,2.9,1584.0,1.0,1.8,0.08,0.08,0.08,0.08,S2216+4340
191114041,31,True,True,True,True,True,True,True,True,True,False,37.2,33.4,1.11,1.6,198.0,33.8,33.4,1.01,1.0,824.0,2.9,1637.6,1.0,1.5,0.08,0.08,0.08,0.08,S2216+4340
191114041,32,True,True,True,True,False,True,True,False,False,True,39.3,36.4,1.08,1.4,122.0,35.8,35.9,1.0,1.0,792.0,5.5,1041.7,1.0,1.4,0.08,0.08,0.12,0.12,S2216+4340
191114041,33,True,True,True,True,True,True,True,True,True,True,49.9,46.2,1.08,1.4,140.0,46.0,45.7,1.01,1.0,867.0,6.6,1469.4,1.0,1.2,0.08,0.08,0.12,0.12,S2216+4340
191114041,34,True,True,True,True,True,True,True,True,True,True,40.4,36.8,1.1,1.5,177.0,37.8,36.5,1.03,1.0,818.0,4.0,2195.3,1.0,0.9,0.08,0.08,0.08,0.08,S2216+4340
191114041,35,True,True,True,True,True,True,True,True,True,True,37.1,33.3,1.11,1.7,213.0,33.0,33.2,0.99,1.0,792.0,3.6,253.8,1.0,0.5,0.08,0.08,0.08,0.08,S2216+4340
191114041,36,True,True,True,True,True,True,True,True,True,False,34.2,31.0,1.11,1.6,178.0,32.0,31.0,1.03,1.0,805.0,3.1,2152.7,1.0,1.2,0.08,0.08,0.08,0.08,S2216+4340
191114041,37,True,True,True,True,False,True,True,True,False,False,37.7,33.1,1.14,1.7,242.0,33.3,33.0,1.01,1.0,803.0,6.9,1416.2,1.0,1.9,0.08,0.08,0.12,0.12,S2216+4340
191114041,38,True,True,True,True,True,True,True,True,True,False,44.3,39.0,1.14,1.8,268.0,38.7,38.9,1.0,1.0,808.0,6.1,344.4,1.0,1.3,0.08,0.08,0.08,0.08,S2216+4340
191114041,39,True,True,True,True,True,True,True,True,True,False,48.4,44.6,1.08,1.4,114.0,45.2,44.2,1.02,1.0,803.0,5.5,2354.6,1.0,2.2,0.08,0.08,0.12,0.12,S2216+4340
191115040,3,True,True,True,True,True,True,True,True,True,True,38.8,33.6,1.16,1.8,205.0,34.9,33.2,1.05,1.0,620.0,12.8,2275.6,1.0,0.9,0.08,0.08,0.12,0.12,M1304+2904
191115040,4,True,True,True,True,True,True,True,True,True,False,40.0,33.0,1.21,2.1,269.0,32.8,32.6,1.0,1.0,612.0,11.8,936.4,1.0,0.2,0.08,0.08,0.12,0.12,M1304+2904
191115040,5,True,True,True,True,False,False,False,False,False,False,44.7,36.9,1.21,2.2,298.0,36.4,35.4,1.03,1.0,593.0,11.2,2135.2,0.9,0.6,0.08,0.08,0.12,0.12,M1304+2904
191115040,6,True,True,True,True,False,False,False,False,False,False,41.7,37.6,1.11,1.5,135.0,37.0,37.1,1.0,0.9,567.0,4.8,1455.2,0.9,0.2,0.08,0.08,0.12,0.12,M1304+2904
191115040,8,True,False,True,False,True,True,True,True,True,True,55.8,48.7,1.15,1.8,202.0,49.0,48.6,1.01,1.0,588.0,7.8,1395.8,1.0,0.6,1.0,1.0,0.12,0.12,M1304+2904
191115040,10,True,True,True,True,True,True,True,True,True,True,38.3,33.0,1.16,1.7,179.0,32.3,32.3,1.0,1.0,622.0,10.0,416.2,1.0,0.3,0.08,0.08,0.12,0.12,M1304+2904
191115040,11,True,True,True,True,True,True,True,True,True,True,41.5,36.4,1.14,1.7,174.0,36.9,36.1,1.02,1.0,617.0,4.0,1948.1,1.0,0.1,0.08,0.08,0.12,0.12,M1304+2904
191115040,12,True,True,True,True,False,False,False,False,False,False,44.4,39.8,1.12,1.6,139.0,38.1,38.3,1.0,0.9,573.0,12.3,1557.9,0.9,0.3,0.08,0.08,0.12,0.12,M1304+2904
