ObsID,Name,Beam,RA,Dec,V valid,QU valid,sigma_in,sigma_out,FT_max,peak_inner,bmin,Q_beam_frac,U_beam_frac,Q_noise_frac,U_noise_frac
191005041,S2207+4114,23,331.295652,41.443507,True,True,43.9,44.0,13.5,248.2,12.4,0.25,0.25,0.12,0.12
191005041,S2207+4114,24,331.918116,41.443507,True,False,48.6,48.2,4.8,245.3,12.5,0.33,0.33,0.12,0.12
191005041,S2207+4114,25,332.540579,41.443507,True,False,47.4,46.9,4.8,735.9,12.6,0.42,0.42,0.12,0.12
191005041,S2207+4114,26,333.163043,41.443507,True,True,48.3,48.2,6.2,456.6,12.5,0.29,0.29,0.12,0.12
191005041,S2207+4114,29,331.606884,41.848855,True,False,45.3,44.9,5.7,305.7,12.7,0.5,0.5,0.12,0.12
191005041,S2207+4114,30,332.229348,41.848855,True,False,43.9,43.9,14.6,295.8,12.6,0.33,0.33,0.12,0.12
191005041,S2207+4114,36,331.918116,42.254203,True,False,52.2,51.5,9.4,613.1,12.7,0.33,0.33,0.12,0.21
191006041,S1259+5550,0,194.750000,55.833333,True,True,35.6,34.0,2.1,285.2,12.9,0.08,0.08,0.08,0.08
191006041,S1259+5550,1,192.041338,54.819963,True,False,55.1,53.2,6.2,1987.2,13.5,0.71,0.71,0.08,0.08
191006041,S1259+5550,2,192.874773,54.819963,True,True,44.4,43.5,3.4,572.9,12.9,0.12,0.12,0.08,0.08
191006041,S1259+5550,3,193.708207,54.819963,True,True,40.1,39.7,2.3,196.1,12.9,0.21,0.21,0.08,0.08
191006041,S1259+5550,4,194.541641,54.819963,True,True,43.6,40.5,3.9,1105.1,13.0,0.25,0.25,0.08,0.08
191006041,S1259+5550,5,195.375076,54.819963,True,False,38.0,37.8,5.1,540.8,13.0,0.33,0.33,0.08,0.08
191006041,S1259+5550,6,196.208510,54.819963,True,False,43.2,42.8,3.1,506.4,13.7,1.0,1.0,0.08,0.08
191006041,S1259+5550,7,197.041944,54.819963,True,False,51.4,49.8,9.7,1681.9,14.0,1.0,1.0,0.08,0.08
191006041,S1259+5550,10,194.124924,55.225311,True,False,39.2,39.1,3.1,673.9,13.8,1.0,1.0,0.08,0.08
191006041,S1259+5550,11,194.958359,55.225311,True,True,39.4,39.0,3.2,196.5,12.9,0.12,0.12,0.08,0.08
191006041,S1259+5550,12,195.791793,55.225311,True,False,41.9,41.1,3.7,518.2,13.3,0.67,0.67,0.08,0.08
191006041,S1259+5550,13,196.625227,55.225311,True,True,54.2,53.4,5.1,1925.2,12.8,0.08,0.08,0.08,0.08
191006041,S1259+5550,16,193.708207,55.630659,True,False,40.1,40.0,17.9,455.0,13.5,0.83,0.83,0.08,0.08
191006041,S1259+5550,18,195.375076,55.630659,True,True,45.5,44.3,3.9,849.2,13.2,0.29,0.29,0.08,0.08
191006041,S1259+5550,20,197.041944,55.630659,True,False,48.5,47.2,5.6,1221.7,13.7,0.92,0.92,0.08,0.08
191006041,S1259+5550,23,194.124924,56.036007,True,False,42.6,42.3,5.4,361.2,13.4,0.71,0.71,0.08,0.08
191006041,S1259+5550,24,194.958359,56.036007,True,False,42.9,42.8,4.7,222.5,13.4,0.62,0.62,0.08,0.08
191006041,S1259+5550,26,196.625227,56.036007,True,False,47.2,46.6,5.0,1100.4,13.2,0.42,0.42,0.08,0.08
191006041,S1259+5550,29,194.541641,56.441355,True,True,41.6,41.4,3.4,333.1,13.1,0.25,0.25,0.08,0.08
191006041,S1259+5550,30,195.375076,56.441355,True,False,42.7,42.3,2.8,498.1,13.3,0.46,0.46,0.08,0.08
191006041,S1259+5550,31,196.208510,56.441355,True,True,49.9,49.6,5.3,481.1,13.0,0.21,0.21,0.08,0.08
191006041,S1259+5550,36,194.958359,56.846703,True,False,41.3,40.4,3.1,1686.8,13.2,0.38,0.38,0.08,0.08
191006041,S1259+5550,37,195.791793,56.846703,True,False,42.5,42.0,3.1,977.0,13.7,0.79,0.79,0.08,0.08
191006058,M0155+3130,3,28.142885,30.499130,True,True,45.8,45.7,5.8,255.6,11.0,0.08,0.08,0.08,0.08
191006058,M0155+3130,4,28.691911,30.499130,True,True,43.9,41.4,3.9,2049.6,11.0,0.08,0.08,0.08,0.08
191006058,M0155+3130,5,29.240936,30.499130,True,True,42.9,40.9,5.4,1974.9,11.1,0.08,0.08,0.08,0.08
191006058,M0155+3130,6,29.789961,30.499130,True,True,46.8,46.4,6.6,224.2,11.3,0.08,0.08,0.08,0.08
191006058,M0155+3130,11,28.966423,30.904478,True,True,43.1,43.1,4.1,224.3,11.1,0.08,0.08,0.08,0.08
191006058,M0155+3130,12,29.515449,30.904478,True,True,49.7,48.3,5.5,695.8,11.2,0.08,0.08,0.08,0.08
191006058,M0155+3130,13,30.064474,30.904478,True,True,53.9,52.0,5.4,2319.5,10.4,0.08,0.08,0.08,0.08
191006058,M0155+3130,16,28.142885,31.309826,True,True,44.5,44.1,4.0,642.0,11.2,0.08,0.08,0.08,0.08
191006058,M0155+3130,17,28.691911,31.309826,True,True,52.5,51.7,5.6,577.9,11.5,0.08,0.08,0.08,0.17
191006058,M0155+3130,18,29.240936,31.309826,False,True,65.7,50.9,5.4,837.1,11.2,0.08,0.08,0.12,0.12
191006058,M0155+3130,23,28.417398,31.715174,True,True,48.2,47.6,6.5,363.9,11.2,0.08,0.08,0.08,0.08
191006058,M0155+3130,27,27.593860,32.120522,True,True,52.5,51.8,5.6,516.2,11.2,0.08,0.08,0.08,0.08
191006058,M0155+3130,28,28.142885,32.120522,True,True,48.5,48.6,10.1,226.5,11.1,0.08,0.08,0.08,0.08
191006058,M0155+3130,29,28.691911,32.120522,True,True,42.1,41.2,5.2,899.4,11.1,0.08,0.08,0.08,0.08
191006058,M0155+3130,34,27.868373,32.525870,True,True,50.9,50.7,4.8,531.7,11.1,0.08,0.08,0.08,0.08
191006058,M0155+3130,35,28.417398,32.525870,True,True,49.1,47.0,4.6,1571.1,11.2,0.08,0.08,0.08,0.08
191006058,M0155+3130,36,28.966423,32.525870,True,True,48.0,45.9,3.5,1390.2,11.2,0.08,0.08,0.08,0.08
191009038,S1041+5058,6,161.638202,49.955797,True,True,35.6,35.5,7.2,307.6,11.6,0.08,0.08,0.12,0.12
191009038,S1041+5058,7,162.381461,49.955797,True,True,50.4,50.4,10.7,426.5,12.3,0.08,0.08,0.12,0.12
191009038,S1041+5058,10,159.780056,50.361145,True,True,32.1,30.4,5.0,2052.0,11.7,0.08,0.08,0.08,0.08
191009038,S1041+5058,12,161.266573,50.361145,True,True,40.2,33.2,4.4,1387.6,11.7,0.08,0.08,0.08,0.08
191009038,S1041+5058,13,162.009832,50.361145,True,True,34.3,34.1,5.3,176.6,12.0,0.08,0.08,0.12,0.12
191009038,S1041+5058,16,159.408427,50.766493,True,True,30.5,29.9,4.3,534.8,12.2,0.08,0.08,0.08,0.08
191009038,S1041+5058,19,161.638202,50.766493,True,True,31.9,31.9,3.9,166.5,11.5,0.08,0.08,0.08,0.08
191009038,S1041+5058,20,162.381461,50.766493,True,True,36.5,36.5,7.5,348.1,11.4,0.08,0.08,0.08,0.08
191009038,S1041+5058,22,159.036798,51.171841,True,True,35.1,34.3,7.8,713.4,11.5,0.08,0.08,0.08,0.08
191009038,S1041+5058,23,159.780056,51.171841,True,True,31.2,31.1,9.5,567.5,11.6,0.08,0.08,0.08,0.08
191009038,S1041+5058,26,162.009832,51.171841,True,True,35.0,34.6,11.3,319.3,11.9,0.08,0.08,0.12,0.12
191009038,S1041+5058,27,158.665168,51.577189,True,True,36.2,36.0,9.1,649.5,11.9,0.08,0.08,0.08,0.08
191009038,S1041+5058,28,159.408427,51.577189,True,True,33.9,33.2,6.4,1516.5,11.6,0.08,0.08,0.08,0.08
191009038,S1041+5058,29,160.151685,51.577189,True,True,30.8,30.3,3.6,371.8,11.7,0.08,0.08,0.08,0.08
191009038,S1041+5058,30,160.894944,51.577189,True,True,31.9,31.7,3.5,283.5,11.5,0.08,0.08,0.08,0.08
191009038,S1041+5058,31,161.638202,51.577189,True,True,32.3,32.0,3.9,523.2,11.5,0.08,0.08,0.08,0.08
191009038,S1041+5058,32,162.381461,51.577189,True,True,52.0,51.1,13.1,483.6,11.7,0.08,0.08,0.12,0.12
191009038,S1041+5058,33,158.293539,51.982537,True,True,43.9,42.8,5.4,1155.8,11.4,0.08,0.08,0.12,0.12
191009038,S1041+5058,34,159.036798,51.982537,True,True,36.9,36.6,5.6,1090.5,11.6,0.08,0.08,0.08,0.08
191009038,S1041+5058,35,159.780056,51.982537,True,True,33.7,33.7,7.0,297.9,11.7,0.08,0.08,0.08,0.08
191009038,S1041+5058,36,160.523315,51.982537,True,True,33.7,33.5,3.7,290.8,11.6,0.08,0.08,0.08,0.08
191009038,S1041+5058,37,161.266573,51.982537,True,True,37.1,36.6,10.1,927.7,11.5,0.08,0.08,0.12,0.12
191009038,S1041+5058,38,162.009832,51.982537,True,True,38.6,38.1,5.5,623.0,11.5,0.08,0.08,0.08,0.08
191009038,S1041+5058,39,162.753090,51.982537,True,True,47.1,46.8,7.4,327.1,11.9,0.08,0.08,0.12,0.12
191009039,S2221+3356,1,333.662145,32.931074,True,True,50.9,49.7,18.2,621.9,11.0,0.08,0.08,0.12,0.12
191009039,S2221+3356,4,335.354780,32.931074,True,True,33.8,33.8,9.0,183.8,11.2,0.08,0.08,0.12,0.12
191009039,S2221+3356,5,335.918992,32.931074,True,True,33.2,32.5,22.5,608.9,11.2,0.08,0.08,0.08,0.08
191009039,S2221+3356,6,336.483204,32.931074,True,True,32.9,32.0,6.2,396.0,11.2,0.08,0.08,0.08,0.08
191009039,S2221+3356,8,333.944251,33.336422,True,True,53.2,52.5,6.5,350.6,11.5,0.08,0.08,0.12,0.12
191009039,S2221+3356,9,334.508462,33.336422,True,True,34.1,33.9,6.9,1203.8,11.2,0.08,0.08,0.08,0.08
191009039,S2221+3356,10,335.072674,33.336422,True,True,31.6,30.6,3.7,2065.2,11.3,0.08,0.08,0.08,0.08
191009039,S2221+3356,11,335.636886,33.336422,True,True,32.6,32.3,6.2,464.2,11.3,0.08,0.08,0.08,0.12
191009039,S2221+3356,15,334.226356,33.741770,True,True,42.0,41.6,5.8,1724.1,11.2,0.08,0.08,0.12,0.12
191009039,S2221+3356,16,334.790568,33.741770,True,True,30.4,30.0,4.8,170.1,11.3,0.08,0.08,0.08,0.08
191009039,S2221+3356,18,335.918992,33.741770,True,True,34.2,32.1,3.9,950.2,11.2,0.08,0.08,0.12,0.08
191009039,S2221+3356,21,333.944251,34.147118,True,True,42.9,42.2,7.4,327.4,11.2,0.08,0.08,0.08,0.08
191009039,S2221+3356,22,334.508462,34.147118,True,True,32.2,31.8,5.3,416.1,11.2,0.08,0.08,0.08,0.08
191009039,S2221+3356,23,335.072674,34.147118,True,True,30.1,30.1,11.2,661.0,11.2,0.08,0.08,0.08,0.08
191009039,S2221+3356,24,335.636886,34.147118,True,True,30.2,29.7,4.0,451.1,11.2,0.08,0.08,0.08,0.08
191009039,S2221+3356,27,334.226356,34.552466,True,True,36.1,34.9,4.2,1161.6,11.2,0.08,0.08,0.08,0.08
191009039,S2221+3356,28,334.790568,34.552466,True,True,34.8,34.0,10.9,1533.7,11.2,0.08,0.08,0.12,0.12
191009039,S2221+3356,29,335.354780,34.552466,True,True,30.6,30.4,3.5,197.5,11.3,0.08,0.08,0.08,0.08
191009039,S2221+3356,31,336.483204,34.552466,True,True,38.3,31.7,2.9,3732.4,11.2,0.08,0.08,0.08,0.08
191009039,S2221+3356,32,337.047415,34.552466,True,True,51.8,51.9,9.1,303.4,11.2,0.08,0.08,0.12,0.12
191009039,S2221+3356,33,333.944251,34.957814,False,True,49.8,42.6,5.5,4444.2,11.1,0.08,0.08,0.12,0.12
191009039,S2221+3356,34,334.508462,34.957814,True,True,36.3,35.9,7.1,970.2,11.1,0.08,0.08,0.08,0.08
191009039,S2221+3356,35,335.072674,34.957814,True,True,33.8,33.9,4.4,329.9,11.2,0.08,0.08,0.08,0.08
191009039,S2221+3356,39,337.329521,34.957814,True,True,46.5,46.0,5.9,390.4,11.2,0.08,0.08,0.12,0.12
191010041,M1403+5324,0,210.850000,53.401389,True,True,31.4,31.1,9.6,460.3,12.4,0.08,0.08,0.12,0.08
191010041,M1403+5324,2,209.083609,52.388019,True,True,37.4,37.1,3.7,538.0,12.3,0.08,0.08,0.08,0.08
191010041,M1403+5324,4,210.653734,52.388019,True,True,33.4,32.4,7.9,1351.1,12.3,0.08,0.08,0.08,0.08
191010041,M1403+5324,15,209.083609,53.198715,True,True,41.9,41.4,6.2,1509.2,12.6,0.08,0.08,0.12,0.12
191010041,M1403+5324,30,211.438797,54.009411,True,True,31.2,30.7,4.2,146.7,12.5,0.08,0.08,0.08,0.08
191010041,M1403+5324,31,212.223859,54.009411,True,True,33.7,33.2,4.4,607.5,12.4,0.08,0.08,0.08,0.08
191010041,M1403+5324,32,213.008922,54.009411,True,True,52.0,50.7,14.4,644.6,12.5,0.08,0.08,0.08,0.08
191010041,M1403+5324,34,209.476141,54.414759,True,True,35.2,34.7,4.6,1118.3,12.2,0.08,0.08,0.08,0.08
191010041,M1403+5324,37,211.831328,54.414759,True,True,32.8,32.4,6.3,859.0,12.4,0.08,0.08,0.08,0.08
191010042,M0142+3130,4,25.446077,30.499130,True,True,32.9,32.6,6.2,294.4,11.0,0.08,0.08,0.08,0.08
191010042,M0142+3130,6,26.544127,30.499130,True,True,34.4,32.8,7.5,775.9,10.9,0.08,0.08,0.08,0.08
191010042,M0142+3130,7,27.093153,30.499130,True,True,47.9,47.1,14.9,512.5,10.8,0.08,0.08,0.08,0.08
191010042,M0142+3130,10,25.171564,30.904478,True,True,31.4,30.1,4.5,2022.0,11.0,0.08,0.08,0.08,0.08
191010042,M0142+3130,12,26.269615,30.904478,True,True,31.6,30.9,4.4,327.2,11.1,0.08,0.08,0.08,0.08
191010042,M0142+3130,14,27.367665,30.904478,True,True,46.0,44.8,5.0,925.7,11.0,0.08,0.08,0.08,0.08
191010042,M0142+3130,18,25.995102,31.309826,True,True,37.8,35.4,24.9,471.7,11.1,0.08,0.08,0.08,0.08
191010042,M0142+3130,20,27.093153,31.309826,True,True,36.0,36.1,6.2,409.0,11.1,0.08,0.08,0.08,0.08
191010042,M0142+3130,30,25.995102,32.120522,True,True,30.0,30.6,4.1,449.9,11.1,0.08,0.08,0.08,0.08
191010042,M0142+3130,31,26.544127,32.120522,True,True,32.5,32.0,4.8,599.2,11.1,0.08,0.08,0.08,0.08
191010042,M0142+3130,32,27.093153,32.120522,True,True,48.6,47.7,5.8,245.3,11.1,0.08,0.08,0.08,0.08
191010042,M0142+3130,36,25.720589,32.525870,True,False,32.9,34.6,3.2,1216.0,11.3,0.08,0.08,0.38,0.08
191010042,M0142+3130,38,26.818640,32.525870,True,True,38.3,37.9,6.3,980.1,11.1,0.08,0.08,0.08,0.08
191010042,M0142+3130,39,27.367665,32.525870,True,True,46.1,45.5,8.1,438.7,11.2,0.08,0.08,0.08,0.08
191011041,S2210+4606,0,332.679167,46.105000,True,True,31.1,29.5,6.7,469.3,12.2,0.08,0.08,0.12,0.12
191011041,S2210+4606,1,330.485161,45.091630,True,True,44.7,43.9,5.5,479.6,12.2,0.08,0.08,0.12,0.12
191011041,S2210+4606,2,331.160240,45.091630,True,True,37.7,37.3,3.9,202.6,12.4,0.08,0.08,0.12,0.12
191011041,S2210+4606,4,332.510397,45.091630,True,True,30.2,30.0,2.6,174.3,12.4,0.08,0.08,0.08,0.08
191011041,S2210+4606,5,333.185476,45.091630,True,True,30.2,30.1,3.2,296.4,12.3,0.08,0.08,0.08,0.08
191011041,S2210+4606,6,333.860555,45.091630,True,True,31.3,31.1,4.2,267.3,12.3,0.08,0.08,0.08,0.08
191011041,S2210+4606,7,334.535634,45.091630,True,False,49.8,49.4,5.4,222.9,12.6,0.38,0.38,0.12,0.12
191011041,S2210+4606,9,331.497779,45.496978,True,True,32.2,31.8,3.6,1147.6,12.3,0.08,0.08,0.08,0.08
191011041,S2210+4606,10,332.172858,45.496978,True,True,28.7,27.7,2.9,2075.7,12.3,0.08,0.08,0.08,0.08
191011041,S2210+4606,11,332.847937,45.496978,True,True,29.7,29.6,5.8,442.9,12.3,0.08,0.08,0.08,0.08
191011041,S2210+4606,12,333.523016,45.496978,True,True,30.3,30.1,2.8,156.9,12.2,0.08,0.08,0.08,0.08
191011041,S2210+4606,13,334.198094,45.496978,True,True,33.2,33.0,4.6,303.1,12.2,0.08,0.08,0.08,0.08
191011041,S2210+4606,14,334.873173,45.496978,True,True,42.1,41.5,4.1,729.7,12.2,0.08,0.08,0.12,0.12
191011041,S2210+4606,15,331.160240,45.902326,True,True,38.9,38.1,3.9,1709.7,12.4,0.25,0.25,0.12,0.12
191011041,S2210+4606,16,331.835318,45.902326,True,True,27.8,27.6,3.4,130.8,12.3,0.08,0.08,0.08,0.08
191011041,S2210+4606,17,332.510397,45.902326,True,True,27.9,27.7,3.3,467.8,12.1,0.08,0.08,0.08,0.08
191011041,S2210+4606,18,333.185476,45.902326,True,True,32.1,31.3,4.2,296.5,12.2,0.08,0.08,0.08,0.08
191011041,S2210+4606,19,333.860555,45.902326,True,True,30.1,29.8,3.3,615.3,12.2,0.08,0.08,0.08,0.08
191011041,S2210+4606,20,334.535634,45.902326,True,True,34.4,34.3,4.1,208.0,12.3,0.08,0.08,0.12,0.12
191011041,S2210+4606,21,330.822700,46.307674,True,True,47.7,46.8,6.1,238.3,12.2,0.08,0.08,0.12,0.12
191011041,S2210+4606,22,331.497779,46.307674,True,True,32.3,32.0,4.4,225.3,12.3,0.08,0.08,0.08,0.08
191011041,S2210+4606,23,332.172858,46.307674,True,True,29.5,29.4,6.9,693.9,12.3,0.08,0.08,0.08,0.08
191011041,S2210+4606,24,332.847937,46.307674,True,True,29.5,29.3,14.9,296.9,12.1,0.08,0.08,0.08,0.08
191011041,S2210+4606,25,333.523016,46.307674,False,True,32.6,32.9,25.9,578.7,12.4,0.08,0.08,0.12,0.12
191011041,S2210+4606,26,334.198094,46.307674,True,True,30.9,30.7,3.6,565.5,12.3,0.08,0.08,0.08,0.08
191011041,S2210+4606,28,331.835318,46.713022,True,True,33.4,32.5,10.8,1548.4,12.3,0.08,0.08,0.12,0.12
191011041,S2210+4606,30,333.185476,46.713022,True,True,29.5,29.4,3.3,171.9,12.4,0.08,0.08,0.08,0.08
191011041,S2210+4606,31,333.860555,46.713022,True,True,30.9,30.7,3.1,507.0,12.2,0.08,0.08,0.08,0.08
191011041,S2210+4606,32,334.535634,46.713022,True,True,48.5,46.9,5.1,310.0,12.4,0.12,0.12,0.12,0.12
191011041,S2210+4606,33,330.822700,47.118370,True,True,41.1,40.1,5.6,849.8,12.0,0.08,0.08,0.12,0.12
191011041,S2210+4606,36,332.847937,47.118370,True,True,33.2,31.4,7.7,1635.8,12.4,0.08,0.08,0.12,0.12
191011041,S2210+4606,37,333.523016,47.118370,True,True,33.2,32.8,11.5,920.4,12.5,0.08,0.08,0.12,0.12
191011041,S2210+4606,38,334.198094,47.118370,True,True,37.8,37.3,5.0,667.6,12.6,0.08,0.08,0.12,0.12
191011041,S2210+4606,39,334.873173,47.118370,True,True,44.9,44.2,19.8,858.3,12.3,0.08,0.08,0.12,0.12
191012041,S1318+5550,0,199.550000,55.833333,True,True,28.7,28.1,6.6,445.6,12.4,0.08,0.08,0.08,0.08
191012041,S1318+5550,1,196.841338,54.819963,True,True,42.8,41.3,3.0,983.1,12.5,0.08,0.08,0.08,0.08
191012041,S1318+5550,4,199.341641,54.819963,True,True,29.7,28.3,1.9,1461.5,12.4,0.08,0.08,0.08,0.08
191012041,S1318+5550,5,200.175076,54.819963,True,True,29.2,28.6,2.5,880.2,12.5,0.08,0.08,0.08,0.08
191012041,S1318+5550,8,197.258056,55.225311,True,True,49.1,45.5,3.3,2263.4,13.0,0.08,0.08,0.08,0.08
191012041,S1318+5550,12,200.591793,55.225311,True,True,29.2,28.5,2.4,461.9,12.2,0.08,0.08,0.08,0.08
191012041,S1318+5550,17,199.341641,55.630659,True,True,27.6,27.4,2.4,395.8,12.5,0.08,0.08,0.08,0.08
191012041,S1318+5550,18,200.175076,55.630659,True,True,33.7,30.4,2.8,1225.9,12.4,0.08,0.08,0.08,0.08
191012041,S1318+5550,19,201.008510,55.630659,True,True,29.8,28.9,2.2,243.4,12.2,0.08,0.08,0.08,0.08
191012041,S1318+5550,24,199.758359,56.036007,True,True,27.9,27.5,2.7,227.7,12.4,0.08,0.08,0.08,0.08
191012041,S1318+5550,26,201.425227,56.036007,True,True,31.7,31.3,10.8,609.6,12.3,0.08,0.08,0.08,0.08
191012041,S1318+5550,30,200.175076,56.441355,True,True,27.6,27.6,2.3,317.6,12.3,0.08,0.08,0.08,0.08
191012041,S1318+5550,32,201.841944,56.441355,True,True,46.8,44.4,3.4,936.1,12.3,0.08,0.08,0.08,0.08
191012041,S1318+5550,33,197.258056,56.846703,True,True,38.7,38.6,3.2,219.8,12.2,0.08,0.08,0.08,0.08
191012041,S1318+5550,35,198.924924,56.846703,True,True,29.4,28.5,2.0,1425.3,12.6,0.08,0.08,0.08,0.08
191012041,S1318+5550,36,199.758359,56.846703,True,True,28.8,28.5,2.0,373.5,12.5,0.08,0.08,0.08,0.08
191012041,S1318+5550,37,200.591793,56.846703,True,True,29.7,28.6,2.2,871.4,12.5,0.08,0.08,0.08,0.08
191012041,S1318+5550,38,201.425227,56.846703,True,True,39.0,34.3,7.2,1712.5,12.2,0.08,0.08,0.08,0.08
191012041,S1318+5550,39,202.258662,56.846703,True,True,42.5,41.4,4.5,1075.2,12.6,0.08,0.08,0.08,0.08
191012042,M0141+3356,5,25.918992,32.931074,True,True,32.8,32.6,8.1,945.3,11.1,0.08,0.08,0.08,0.08
191012042,M0141+3356,6,26.483204,32.931074,True,True,33.7,33.5,3.3,349.7,11.1,0.08,0.08,0.08,0.08
191012042,M0141+3356,20,27.047415,33.741770,True,True,36.2,35.9,3.6,331.0,11.2,0.08,0.08,0.08,0.08
191012042,M0141+3356,26,26.765310,34.147118,True,True,32.6,31.9,5.9,459.8,11.5,0.08,0.08,0.08,0.08
191012042,M0141+3356,32,27.047415,34.552466,True,True,54.9,50.2,4.8,1581.2,11.2,0.08,0.08,0.08,0.08
191012042,M0141+3356,34,24.508462,34.957814,True,True,35.9,35.7,11.9,1041.1,11.1,0.08,0.08,0.08,0.08
191012042,M0141+3356,35,25.072674,34.957814,True,True,32.6,31.7,2.7,1366.8,11.3,0.08,0.08,0.08,0.08
191012042,M0141+3356,36,25.636886,34.957814,True,True,34.2,31.5,3.5,1784.1,11.3,0.08,0.08,0.08,0.08
191012042,M0141+3356,39,27.329521,34.957814,True,True,47.2,45.8,5.8,1863.4,11.2,0.08,0.08,0.08,0.08
191013041,S2215+3622,2,332.662815,35.363297,True,True,42.8,41.4,14.8,1434.4,11.4,0.08,0.08,0.17,0.12
191013041,S2215+3622,3,333.244156,35.363297,False,True,98.1,53.7,11.2,3340.9,11.5,0.08,0.08,0.21,0.29
191013041,S2215+3622,6,334.988180,35.363297,True,True,34.7,34.6,4.9,201.9,11.3,0.08,0.08,0.12,0.08
191013041,S2215+3622,13,335.278851,35.768645,True,True,36.5,35.9,7.9,324.0,11.5,0.08,0.08,0.12,0.12
191013041,S2215+3622,14,335.860192,35.768645,False,True,50.7,45.0,19.2,4818.7,11.7,0.08,0.08,0.12,0.12
191013041,S2215+3622,19,334.988180,36.173993,True,True,34.5,34.3,4.8,183.5,11.4,0.08,0.08,0.12,0.12
191013041,S2215+3622,21,332.372144,36.579341,False,True,47.1,49.8,75.8,524.5,11.6,0.08,0.08,0.12,0.12
191013041,S2215+3622,23,333.534827,36.579341,True,True,32.1,31.7,4.9,691.6,11.5,0.08,0.08,0.08,0.08
191013041,S2215+3622,25,334.697510,36.579341,True,True,35.0,34.5,7.2,672.2,11.5,0.08,0.08,0.12,0.12
191013041,S2215+3622,26,335.278851,36.579341,True,True,33.3,32.9,4.2,624.1,11.5,0.08,0.08,0.12,0.12
191013041,S2215+3622,29,333.825498,36.984689,True,True,33.0,31.7,7.0,825.9,11.6,0.08,0.08,0.08,0.08
191013041,S2215+3622,31,334.988180,36.984689,True,True,36.5,36.1,10.9,668.2,11.5,0.08,0.08,0.12,0.12
191013041,S2215+3622,32,335.569522,36.984689,True,True,57.7,52.9,13.0,793.6,11.5,0.08,0.08,0.12,0.17
191013041,S2215+3622,36,334.116168,37.390037,True,True,34.8,34.1,5.4,451.4,11.6,0.08,0.08,0.08,0.08
191013041,S2215+3622,37,334.697510,37.390037,True,True,36.0,35.4,6.7,842.0,11.6,0.08,0.08,0.12,0.12
191013041,S2215+3622,38,335.278851,37.390037,True,True,41.2,40.8,13.8,659.0,11.7,0.08,0.08,0.12,0.12
191013041,S2215+3622,39,335.860192,37.390037,True,True,45.2,44.6,6.7,752.9,11.4,0.08,0.08,0.12,0.12
191014041,S1320+6041,0,200.137500,60.697500,True,False,34.6,31.4,6.8,461.2,nan,1.0,1.0,1.0,1.0
191014041,S1320+6041,1,197.029355,59.684130,True,False,52.1,50.3,6.2,1069.2,nan,1.0,1.0,1.0,1.0
191014041,S1320+6041,2,197.985707,59.684130,True,False,40.6,40.2,6.7,455.6,nan,1.0,1.0,1.0,1.0
191014041,S1320+6041,3,198.942059,59.684130,True,False,58.8,55.5,12.8,658.5,nan,1.0,1.0,1.0,1.0
191014041,S1320+6041,4,199.898412,59.684130,True,False,33.7,33.3,3.3,616.5,nan,1.0,1.0,1.0,1.0
191014041,S1320+6041,5,200.854764,59.684130,True,False,34.1,33.5,7.3,452.1,nan,1.0,1.0,1.0,1.0
191014041,S1320+6041,6,201.811117,59.684130,True,False,36.2,34.9,8.6,1161.7,nan,1.0,1.0,1.0,1.0
191014041,S1320+6041,8,197.507531,60.089478,True,False,55.2,54.1,7.2,1467.6,nan,1.0,1.0,1.0,1.0
191014041,S1320+6041,10,199.420236,60.089478,True,True,30.3,29.3,5.5,1980.6,12.8,0.08,0.08,0.08,0.08
191014041,S1320+6041,11,200.376588,60.089478,True,True,30.6,30.2,8.4,533.1,12.8,0.08,0.08,0.08,0.08
191014041,S1320+6041,12,201.332941,60.089478,True,True,33.5,32.1,8.7,982.7,12.8,0.08,0.08,0.08,0.08
191014041,S1320+6041,15,197.985707,60.494826,True,True,44.4,44.1,6.4,1701.1,13.0,0.08,0.08,0.08,0.08
191014041,S1320+6041,16,198.942059,60.494826,True,True,30.7,29.5,3.9,726.1,12.9,0.08,0.08,0.08,0.08
191014041,S1320+6041,17,199.898412,60.494826,True,True,30.1,29.7,3.8,494.9,13.0,0.08,0.08,0.08,0.08
191014041,S1320+6041,18,200.854764,60.494826,True,True,37.5,35.6,4.4,1304.2,12.9,0.08,0.08,0.08,0.08
191014041,S1320+6041,19,201.811117,60.494826,True,True,33.6,32.1,3.8,820.0,12.7,0.08,0.08,0.08,0.08
191014041,S1320+6041,20,202.767469,60.494826,True,True,37.5,37.5,4.3,228.8,12.8,0.08,0.08,0.08,0.08
191014041,S1320+6041,21,197.507531,60.900174,True,True,46.6,45.5,18.5,701.3,12.8,0.08,0.08,0.08,0.08
191014041,S1320+6041,22,198.463883,60.900174,True,True,34.0,32.3,3.1,879.0,12.7,0.08,0.08,0.08,0.08
191014041,S1320+6041,23,199.420236,60.900174,True,True,38.5,37.5,4.3,641.7,12.8,0.08,0.08,0.08,0.12
191014041,S1320+6041,24,200.376588,60.900174,True,True,31.0,30.2,3.0,578.4,12.8,0.08,0.08,0.08,0.08
191014041,S1320+6041,25,201.332941,60.900174,True,True,32.4,31.2,4.5,603.2,12.9,0.08,0.08,0.08,0.08
191014041,S1320+6041,26,202.289293,60.900174,True,True,34.3,34.1,5.9,411.0,12.7,0.08,0.08,0.08,0.08
