ObsID,Name,Beam,RA,Dec,Pass,sigma_in,sigma_out,bmin,R,Ex-2,Neg10
210101021,S0248+3356,34,41.175129,34.957814,False,35.9,29.3,11.6,1.23,372.0,4.6
210101021,S0248+3356,35,41.739341,34.957814,False,36.3,29.1,11.6,1.25,439.0,4.6
210101021,S0248+3356,36,42.303553,34.957814,True,34.2,30.7,11.6,1.11,158.0,3.5
210101021,S0248+3356,37,42.867765,34.957814,True,38.7,31.9,11.6,1.21,352.0,4.4
210101021,S0248+3356,38,43.431977,34.957814,False,49.4,40.1,11.6,1.23,349.0,4.0
210101021,S0248+3356,39,43.996188,34.957814,True,44.3,40.0,11.6,1.11,189.0,4.0
210102041,S2348+4114,0,357.216667,41.240833,False,36.2,25.9,11.8,1.4,792.0,6.1
210102041,S2348+4114,1,355.193661,40.227463,True,49.7,41.7,11.9,1.19,333.0,4.2
210102041,S2348+4114,2,355.816124,40.227463,False,39.7,32.0,11.8,1.24,435.0,4.8
210102041,S2348+4114,3,356.438588,40.227463,True,31.9,27.3,11.9,1.17,301.0,4.1
210102041,S2348+4114,4,357.061051,40.227463,True,31.4,28.1,11.9,1.12,189.0,3.6
210102041,S2348+4114,5,357.683515,40.227463,True,30.8,26.2,11.9,1.18,298.0,3.9
210102041,S2348+4114,6,358.305978,40.227463,False,46.3,30.4,11.1,1.52,1207.0,8.4
210102041,S2348+4114,7,358.928442,40.227463,False,42.5,33.8,11.9,1.26,510.0,4.7
210102041,S2348+4114,8,355.504892,40.632811,True,40.8,37.2,11.9,1.1,148.0,3.5
210102041,S2348+4114,9,356.127356,40.632811,True,30.6,27.6,11.9,1.11,167.0,3.7
210102041,S2348+4114,10,356.749819,40.632811,True,29.6,26.4,11.9,1.12,218.0,3.7
210102041,S2348+4114,11,357.372283,40.632811,False,34.9,26.3,11.9,1.33,642.0,5.2
210102041,S2348+4114,12,357.994746,40.632811,False,36.3,26.1,11.9,1.39,810.0,7.4
210102041,S2348+4114,13,358.617210,40.632811,False,39.2,27.9,11.9,1.41,802.0,8.7
210102041,S2348+4114,14,359.239673,40.632811,True,42.6,36.7,11.9,1.16,315.0,3.9
210102041,S2348+4114,15,355.816124,41.038159,True,36.4,29.8,11.9,1.22,395.0,4.2
210102041,S2348+4114,16,356.438588,41.038159,True,29.5,25.3,11.9,1.17,268.0,3.9
210102041,S2348+4114,17,357.061051,41.038159,False,33.8,25.3,11.9,1.34,672.0,5.5
210102041,S2348+4114,18,357.683515,41.038159,False,37.2,25.5,11.9,1.46,918.0,6.3
210102041,S2348+4114,19,358.305978,41.038159,False,32.1,25.2,11.9,1.27,515.0,5.7
210102041,S2348+4114,20,358.928442,41.038159,True,33.4,29.9,11.9,1.12,197.0,3.8
210102041,S2348+4114,21,355.504892,41.443507,False,44.2,34.1,12.0,1.3,639.0,6.6
210102041,S2348+4114,22,356.127356,41.443507,True,30.2,25.8,12.0,1.17,313.0,4.0
210102041,S2348+4114,23,356.749819,41.443507,True,28.7,24.1,11.9,1.19,329.0,4.3
210102041,S2348+4114,24,357.372283,41.443507,False,29.7,23.7,11.9,1.25,482.0,5.6
210102041,S2348+4114,25,357.994746,41.443507,False,39.4,25.3,11.9,1.56,1132.0,6.3
210102041,S2348+4114,26,358.617210,41.443507,False,36.8,28.3,11.9,1.3,644.0,7.0
210102041,S2348+4114,27,355.816124,41.848855,True,35.7,29.5,12.0,1.21,377.0,4.1
210102041,S2348+4114,28,356.438588,41.848855,True,31.0,26.1,12.0,1.19,341.0,4.4
210102041,S2348+4114,29,357.061051,41.848855,True,29.7,25.2,12.0,1.18,290.0,4.0
210102041,S2348+4114,30,357.683515,41.848855,False,31.0,25.3,12.0,1.23,374.0,4.2
210102041,S2348+4114,31,358.305978,41.848855,False,54.3,27.9,11.9,1.94,1732.0,9.5
210102041,S2348+4114,32,358.928442,41.848855,True,39.6,33.3,11.9,1.19,323.0,4.1
210102041,S2348+4114,33,355.504892,42.254203,True,51.7,47.8,12.0,1.08,122.0,3.5
210102041,S2348+4114,34,356.127356,42.254203,True,31.0,28.0,12.0,1.11,175.0,3.8
210102041,S2348+4114,35,356.749819,42.254203,False,72.8,37.2,12.0,1.95,1786.0,8.5
210102041,S2348+4114,36,357.372283,42.254203,True,32.3,27.1,12.0,1.19,339.0,4.5
210102041,S2348+4114,37,357.994746,42.254203,True,30.9,27.4,12.0,1.13,216.0,3.7
210102041,S2348+4114,38,358.617210,42.254203,True,40.1,35.3,12.0,1.14,246.0,3.7
210102041,S2348+4114,39,359.239673,42.254203,True,40.0,36.7,12.0,1.09,143.0,3.7
210103019,S1525+4832,0,231.300000,48.537222,False,32.1,26.0,12.3,1.24,490.0,4.6
210103019,S1525+4832,1,229.002593,47.523852,False,54.2,39.9,12.3,1.36,766.0,5.7
210103019,S1525+4832,2,229.709487,47.523852,False,35.4,29.4,12.2,1.2,422.0,6.5
210103019,S1525+4832,3,230.416382,47.523852,True,31.3,26.1,12.2,1.2,375.0,4.3
210103019,S1525+4832,4,231.123276,47.523852,True,33.7,28.4,12.2,1.19,354.0,4.0
210103019,S1525+4832,5,231.830171,47.523852,False,36.0,27.8,12.2,1.3,609.0,4.6
210103019,S1525+4832,6,232.537066,47.523852,False,41.5,32.6,11.4,1.27,631.0,4.5
210103019,S1525+4832,7,233.243960,47.523852,True,39.5,35.4,12.2,1.12,198.0,3.8
210103019,S1525+4832,8,229.356040,47.929200,True,39.0,35.6,12.2,1.1,172.0,3.7
210103019,S1525+4832,9,230.062934,47.929200,False,34.3,27.5,12.2,1.24,469.0,4.1
210103019,S1525+4832,10,230.769829,47.929200,True,31.4,26.0,12.3,1.21,422.0,4.3
210103019,S1525+4832,11,231.476724,47.929200,True,31.1,25.8,12.3,1.2,369.0,4.2
210103019,S1525+4832,12,232.183618,47.929200,False,32.8,26.1,12.3,1.26,528.0,6.7
210103019,S1525+4832,13,232.890513,47.929200,True,33.5,28.8,12.3,1.16,340.0,4.1
210103019,S1525+4832,14,233.597407,47.929200,True,42.9,38.3,12.3,1.12,230.0,3.7
210103019,S1525+4832,15,229.709487,48.334548,True,32.2,27.5,12.3,1.17,364.0,4.4
210103019,S1525+4832,16,230.416382,48.334548,False,31.3,25.2,12.2,1.24,516.0,6.8
210103019,S1525+4832,17,231.123276,48.334548,False,34.4,25.2,12.3,1.37,821.0,7.9
210103019,S1525+4832,18,231.830171,48.334548,True,29.7,25.2,12.3,1.18,370.0,5.0
210103019,S1525+4832,19,232.537066,48.334548,True,30.6,25.8,12.3,1.19,366.0,4.5
210103019,S1525+4832,20,233.243960,48.334548,True,36.6,30.7,12.3,1.19,379.0,4.8
210103019,S1525+4832,21,229.356040,48.739896,True,36.9,33.2,12.3,1.11,182.0,3.6
210103019,S1525+4832,22,230.062934,48.739896,False,32.7,26.0,12.3,1.26,525.0,4.6
210103019,S1525+4832,23,230.769829,48.739896,False,30.2,24.8,12.3,1.22,467.0,6.7
210103019,S1525+4832,24,231.476724,48.739896,True,31.4,27.1,12.3,1.16,285.0,3.8
210103019,S1525+4832,25,232.183618,48.739896,True,30.2,26.1,12.3,1.16,270.0,3.8
210103019,S1525+4832,26,232.890513,48.739896,True,32.1,28.9,12.3,1.11,189.0,3.7
210103019,S1525+4832,27,229.709487,49.145244,False,34.0,28.5,12.3,1.19,402.0,5.1
210103019,S1525+4832,28,230.416382,49.145244,True,28.7,25.6,12.3,1.12,215.0,4.2
210103019,S1525+4832,29,231.123276,49.145244,True,29.7,25.0,12.3,1.18,390.0,5.8
210103019,S1525+4832,30,231.830171,49.145244,True,32.2,28.1,12.3,1.15,264.0,3.6
210103019,S1525+4832,31,232.537066,49.145244,True,29.6,27.0,12.4,1.1,168.0,3.5
210103019,S1525+4832,32,233.243960,49.145244,True,36.6,32.1,12.4,1.14,292.0,4.5
210103019,S1525+4832,33,229.356040,49.550592,True,38.0,34.0,12.4,1.12,225.0,4.0
210103019,S1525+4832,34,230.062934,49.550592,True,29.9,27.8,12.4,1.08,135.0,3.6
210103019,S1525+4832,35,230.769829,49.550592,True,29.3,27.0,12.4,1.08,134.0,3.5
210103019,S1525+4832,36,231.476724,49.550592,True,34.8,29.5,12.4,1.18,359.0,4.0
210103019,S1525+4832,37,232.183618,49.550592,True,31.1,28.3,12.4,1.1,179.0,3.6
210103019,S1525+4832,38,232.890513,49.550592,True,33.8,30.3,12.4,1.12,212.0,3.6
210103019,S1525+4832,39,233.597407,49.550592,True,42.5,36.8,12.4,1.16,299.0,4.4
210103020,S0250+3622,0,42.541667,36.376667,False,38.0,27.5,11.7,1.38,740.0,7.0
210103020,S0250+3622,1,40.652308,35.363297,False,56.9,45.0,11.6,1.26,450.0,4.0
210103020,S0250+3622,2,41.233649,35.363297,False,41.5,32.0,11.6,1.29,539.0,6.4
210103020,S0250+3622,3,41.814990,35.363297,False,34.8,27.6,11.6,1.26,472.0,7.0
210103020,S0250+3622,4,42.396332,35.363297,True,30.3,27.3,11.6,1.11,168.0,3.6
210103020,S0250+3622,5,42.977673,35.363297,True,32.0,27.1,11.6,1.18,305.0,4.1
210103020,S0250+3622,6,43.559014,35.363297,False,40.1,32.4,10.7,1.24,467.0,4.7
210103020,S0250+3622,7,44.140356,35.363297,True,45.4,39.9,11.6,1.14,220.0,4.1
210103020,S0250+3622,8,40.942978,35.768645,True,42.6,36.7,11.6,1.16,277.0,4.0
210103020,S0250+3622,9,41.524320,35.768645,False,36.2,27.9,11.6,1.3,512.0,6.2
210103020,S0250+3622,10,42.105661,35.768645,False,36.5,28.5,11.6,1.28,482.0,5.1
210103020,S0250+3622,11,42.687002,35.768645,False,38.3,26.7,11.6,1.43,821.0,5.6
210103020,S0250+3622,12,43.268344,35.768645,False,44.9,28.1,11.6,1.6,1053.0,8.7
210103020,S0250+3622,13,43.849685,35.768645,False,44.8,32.8,11.6,1.36,670.0,6.8
210103020,S0250+3622,14,44.431026,35.768645,False,50.1,38.5,11.6,1.3,525.0,4.9
210103020,S0250+3622,15,41.233649,36.173993,True,34.5,28.3,11.6,1.22,379.0,5.6
210103020,S0250+3622,16,41.814990,36.173993,True,31.7,27.0,11.6,1.17,291.0,4.2
210103020,S0250+3622,17,42.396332,36.173993,False,35.7,26.9,11.7,1.33,586.0,5.5
210103020,S0250+3622,18,42.977673,36.173993,False,37.7,27.6,11.7,1.37,686.0,7.2
210103020,S0250+3622,19,43.559014,36.173993,False,43.0,27.0,11.7,1.59,1147.0,8.8
210103020,S0250+3622,20,44.140356,36.173993,True,36.3,31.8,11.6,1.14,210.0,3.8
210103020,S0250+3622,21,40.942978,36.579341,True,37.9,33.7,11.7,1.12,221.0,4.0
210103020,S0250+3622,22,41.524320,36.579341,True,33.5,27.6,11.7,1.21,323.0,4.0
210103020,S0250+3622,23,42.105661,36.579341,True,31.1,27.3,11.7,1.14,215.0,3.9
210103020,S0250+3622,24,42.687002,36.579341,True,31.8,27.9,11.7,1.14,217.0,3.8
210103020,S0250+3622,25,43.268344,36.579341,False,47.7,32.2,11.7,1.48,906.0,5.9
210103020,S0250+3622,26,43.849685,36.579341,False,47.8,36.2,11.7,1.32,632.0,6.5
210103020,S0250+3622,27,41.233649,36.984689,False,49.7,31.9,11.7,1.56,1053.0,5.8
210103020,S0250+3622,28,41.814990,36.984689,False,34.2,27.5,11.7,1.25,412.0,4.4
210103020,S0250+3622,29,42.396332,36.984689,True,31.0,27.8,11.7,1.11,165.0,3.6
210103020,S0250+3622,30,42.977673,36.984689,True,34.8,30.6,11.7,1.14,213.0,3.9
210103020,S0250+3622,31,43.559014,36.984689,True,38.1,31.5,11.7,1.21,397.0,5.3
210103020,S0250+3622,32,44.140356,36.984689,False,44.5,36.2,11.7,1.23,409.0,5.2
210103020,S0250+3622,33,40.942978,37.390037,True,37.3,34.1,11.7,1.09,151.0,3.7
210103020,S0250+3622,34,41.524320,37.390037,True,33.9,28.8,11.7,1.18,292.0,3.9
210103020,S0250+3622,35,42.105661,37.390037,True,32.8,28.7,11.7,1.14,257.0,4.6
210103020,S0250+3622,36,42.687002,37.390037,False,43.1,34.5,11.7,1.25,421.0,4.5
210103020,S0250+3622,37,43.268344,37.390037,False,40.5,31.4,11.8,1.29,527.0,5.3
210103020,S0250+3622,38,43.849685,37.390037,False,48.8,38.8,11.8,1.26,436.0,4.1
210103020,S0250+3622,39,44.431026,37.390037,True,44.2,40.7,11.7,1.08,131.0,3.5
210104041,S2351+3622,0,357.970833,36.376667,False,44.4,25.3,11.7,1.75,1354.0,9.3
210104041,S2351+3622,1,356.081474,35.363297,False,63.8,50.8,11.6,1.26,417.0,4.2
210104041,S2351+3622,2,356.662815,35.363297,True,36.1,31.6,11.6,1.14,240.0,4.7
210104041,S2351+3622,3,357.244156,35.363297,True,31.7,27.0,11.6,1.17,288.0,4.4
210104041,S2351+3622,4,357.825498,35.363297,False,61.2,28.5,11.6,2.15,1718.0,9.5
210104041,S2351+3622,5,358.406839,35.363297,False,32.0,26.1,11.6,1.23,390.0,4.8
210104041,S2351+3622,6,358.988180,35.363297,True,35.4,31.2,10.8,1.14,239.0,3.8
210104041,S2351+3622,7,359.569522,35.363297,True,41.6,35.8,11.6,1.16,278.0,4.0
210104041,S2351+3622,8,356.372144,35.768645,True,43.5,37.5,11.7,1.16,274.0,4.4
210104041,S2351+3622,9,356.953486,35.768645,False,35.5,26.3,11.7,1.35,642.0,6.3
210104041,S2351+3622,10,357.534827,35.768645,False,33.6,24.2,11.7,1.39,736.0,6.9
210104041,S2351+3622,11,358.116168,35.768645,False,48.7,25.3,11.7,1.93,1571.0,9.3
210104041,S2351+3622,12,358.697510,35.768645,False,32.3,25.7,11.7,1.26,458.0,5.1
210104041,S2351+3622,13,359.278851,35.768645,False,35.7,28.3,11.7,1.26,464.0,5.2
210104041,S2351+3622,14,359.860192,35.768645,False,43.5,35.4,11.7,1.23,406.0,5.0
210104041,S2351+3622,15,356.662815,36.173993,False,62.3,28.1,11.7,2.21,1768.0,9.5
210104041,S2351+3622,16,357.244156,36.173993,False,31.1,24.1,11.7,1.29,504.0,6.4
210104041,S2351+3622,17,357.825498,36.173993,False,49.9,24.6,11.7,2.03,1614.0,9.6
210104041,S2351+3622,18,358.406839,36.173993,False,34.7,24.6,11.7,1.41,765.0,7.1
210104041,S2351+3622,19,358.988180,36.173993,True,29.0,25.4,11.7,1.14,192.0,3.7
210104041,S2351+3622,20,359.569522,36.173993,True,34.7,28.7,11.7,1.21,384.0,5.3
210104041,S2351+3622,21,356.372144,36.579341,True,39.4,32.6,11.7,1.21,377.0,5.4
210104041,S2351+3622,22,356.953486,36.579341,True,28.8,24.7,11.7,1.16,271.0,4.0
210104041,S2351+3622,23,357.534827,36.579341,False,29.3,23.8,11.7,1.23,432.0,6.0
210104041,S2351+3622,24,358.116168,36.579341,True,28.0,23.2,11.7,1.21,344.0,3.9
210104041,S2351+3622,25,358.697510,36.579341,True,28.3,24.3,11.7,1.17,258.0,4.4
210104041,S2351+3622,26,359.278851,36.579341,True,32.3,28.1,11.7,1.15,255.0,4.6
210104041,S2351+3622,27,356.662815,36.984689,True,37.1,30.7,11.7,1.21,325.0,4.1
210104041,S2351+3622,28,357.244156,36.984689,False,32.6,24.9,11.7,1.31,547.0,6.7
210104041,S2351+3622,29,357.825498,36.984689,True,28.1,25.0,11.7,1.12,176.0,3.7
210104041,S2351+3622,30,358.406839,36.984689,True,28.2,24.2,11.7,1.17,254.0,4.1
210104041,S2351+3622,31,358.988180,36.984689,True,29.8,25.7,11.7,1.16,267.0,4.0
210104041,S2351+3622,32,359.569522,36.984689,True,35.2,31.3,11.7,1.12,216.0,3.9
210104041,S2351+3622,33,356.372144,37.390037,True,36.2,32.0,11.8,1.13,198.0,4.0
210104041,S2351+3622,34,356.953486,37.390037,True,32.1,28.4,11.8,1.13,202.0,3.8
210104041,S2351+3622,35,357.534827,37.390037,True,34.3,28.5,11.8,1.2,357.0,4.4
210104041,S2351+3622,36,358.116168,37.390037,True,30.5,26.6,11.8,1.15,219.0,3.7
210104041,S2351+3622,37,358.697510,37.390037,True,31.5,26.6,11.8,1.19,314.0,4.1
210104041,S2351+3622,38,359.278851,37.390037,True,31.9,29.1,11.8,1.1,132.0,3.5
210104041,S2351+3622,39,359.860192,37.390037,True,43.8,37.2,11.8,1.18,318.0,4.2
210107005,S1404+3848,0,211.012500,38.808889,False,nan,nan,nan,nan,nan,nan
210107005,S1404+3848,1,209.060356,37.795519,False,56.1,44.6,11.6,1.26,467.0,5.3
210107005,S1404+3848,2,209.661016,37.795519,False,52.4,38.7,11.6,1.35,675.0,5.4
210107005,S1404+3848,3,210.261675,37.795519,False,43.4,33.5,11.6,1.3,518.0,4.3
210107005,S1404+3848,4,210.862335,37.795519,True,34.0,28.9,11.6,1.18,292.0,3.9
210107005,S1404+3848,5,211.462995,37.795519,True,32.0,28.6,11.7,1.12,175.0,4.0
210107005,S1404+3848,6,212.063654,37.795519,True,39.2,33.1,10.8,1.18,355.0,4.3
210107005,S1404+3848,7,212.664314,37.795519,True,46.9,40.1,11.7,1.17,310.0,4.7
210107005,S1404+3848,8,209.360686,38.200867,False,50.8,41.6,11.6,1.22,420.0,5.5
210107005,S1404+3848,9,209.961346,38.200867,True,36.3,31.2,11.6,1.16,252.0,3.8
210107005,S1404+3848,10,210.562005,38.200867,False,38.6,28.0,11.7,1.38,718.0,6.3
210107005,S1404+3848,11,211.162665,38.200867,False,54.2,28.4,11.7,1.91,1551.0,9.6
210107005,S1404+3848,12,211.763325,38.200867,False,39.6,28.8,11.7,1.37,711.0,6.4
210107005,S1404+3848,13,212.363984,38.200867,False,41.3,31.0,11.7,1.33,658.0,5.8
210107005,S1404+3848,14,212.964644,38.200867,False,54.3,41.0,11.7,1.33,668.0,5.9
210107005,S1404+3848,15,209.661016,38.606215,True,33.0,29.7,11.6,1.11,185.0,3.7
210107005,S1404+3848,16,210.261675,38.606215,False,33.1,26.9,11.6,1.23,379.0,4.0
210107005,S1404+3848,17,210.862335,38.606215,False,41.4,27.1,11.6,1.53,1031.0,6.2
210107005,S1404+3848,18,211.462995,38.606215,False,38.1,27.2,11.7,1.4,786.0,6.3
210107005,S1404+3848,19,212.063654,38.606215,True,33.1,28.0,11.7,1.18,311.0,4.1
210107005,S1404+3848,20,212.664314,38.606215,True,37.1,32.1,11.7,1.16,271.0,4.5
210107005,S1404+3848,21,209.360686,39.011563,True,37.3,32.6,11.7,1.14,248.0,4.7
210107005,S1404+3848,22,209.961346,39.011563,False,35.0,26.9,11.7,1.3,546.0,5.9
210107005,S1404+3848,23,210.562005,39.011563,True,30.6,26.7,11.7,1.14,216.0,3.6
210107005,S1404+3848,24,211.162665,39.011563,True,29.3,26.0,11.7,1.13,195.0,3.6
210107005,S1404+3848,25,211.763325,39.011563,True,30.4,26.7,11.7,1.14,203.0,3.5
210107005,S1404+3848,26,212.363984,39.011563,True,35.6,31.4,11.7,1.13,223.0,3.8
210107005,S1404+3848,27,209.661016,39.416911,True,36.1,31.4,11.6,1.15,242.0,3.9
210107005,S1404+3848,28,210.261675,39.416911,True,31.3,26.3,11.8,1.19,328.0,4.0
210107005,S1404+3848,29,210.862335,39.416911,True,30.6,27.0,11.7,1.13,196.0,3.7
210107005,S1404+3848,30,211.462995,39.416911,True,30.6,26.9,11.7,1.14,225.0,3.9
210107005,S1404+3848,31,212.063654,39.416911,True,32.6,28.8,11.7,1.13,198.0,3.8
210107005,S1404+3848,32,212.664314,39.416911,True,38.9,34.0,11.7,1.14,228.0,4.3
210107005,S1404+3848,33,209.360686,39.822259,True,39.8,35.0,11.7,1.14,212.0,3.6
210107005,S1404+3848,34,209.961346,39.822259,True,33.7,29.5,11.8,1.14,229.0,3.8
210107005,S1404+3848,35,210.562005,39.822259,True,33.0,29.6,11.7,1.12,170.0,3.6
210107005,S1404+3848,36,211.162665,39.822259,True,32.2,29.2,11.8,1.1,165.0,3.6
210107005,S1404+3848,37,211.763325,39.822259,True,33.0,29.3,11.8,1.13,185.0,3.6
210107005,S1404+3848,38,212.363984,39.822259,True,36.2,31.7,11.7,1.14,233.0,3.9
210107005,S1404+3848,39,212.964644,39.822259,True,43.6,39.5,11.7,1.1,187.0,4.2
210107006,S0207+2904,0,31.983333,29.080278,False,nan,nan,nan,nan,nan,nan
210107006,S0207+2904,1,30.242721,28.066908,False,62.7,47.3,11.1,1.33,535.0,7.2
210107006,S0207+2904,2,30.778294,28.066908,False,43.0,34.2,11.1,1.26,376.0,4.3
210107006,S0207+2904,3,31.313867,28.066908,False,36.5,29.5,11.1,1.23,333.0,4.1
210107006,S0207+2904,4,31.849440,28.066908,True,36.0,30.1,11.1,1.2,277.0,4.1
210107006,S0207+2904,5,32.385013,28.066908,True,34.4,29.5,11.1,1.17,218.0,3.8
210107006,S0207+2904,6,32.920586,28.066908,True,39.4,33.8,10.3,1.17,250.0,3.8
210107006,S0207+2904,7,33.456159,28.066908,False,51.0,41.1,11.1,1.24,402.0,5.5
210107006,S0207+2904,8,30.510507,28.472256,False,54.5,42.2,11.1,1.29,489.0,6.0
210107006,S0207+2904,9,31.046080,28.472256,False,44.9,29.8,11.1,1.51,784.0,7.1
210107006,S0207+2904,10,31.581653,28.472256,False,37.9,26.7,11.2,1.42,644.0,5.7
210107006,S0207+2904,11,32.117226,28.472256,True,32.9,28.0,11.2,1.18,239.0,3.7
210107006,S0207+2904,12,32.652799,28.472256,True,33.8,28.8,11.2,1.18,254.0,3.9
210107006,S0207+2904,13,33.188372,28.472256,True,37.8,31.8,11.2,1.19,260.0,4.1
210107006,S0207+2904,14,33.723945,28.472256,True,46.6,40.4,11.1,1.15,222.0,4.1
210107006,S0207+2904,15,30.778294,28.877604,True,39.2,32.0,11.2,1.22,350.0,4.8
210107006,S0207+2904,16,31.313867,28.877604,True,32.3,27.2,11.2,1.19,246.0,3.7
210107006,S0207+2904,17,31.849440,28.877604,False,34.1,27.2,11.2,1.25,366.0,4.3
210107006,S0207+2904,18,32.385013,28.877604,True,39.0,32.6,11.2,1.2,279.0,4.0
210107006,S0207+2904,19,32.920586,28.877604,False,34.3,27.8,11.2,1.23,341.0,4.4
210107006,S0207+2904,20,33.456159,28.877604,True,38.2,32.6,11.2,1.17,213.0,3.8
210107006,S0207+2904,21,30.510507,29.282952,False,49.1,34.6,11.2,1.42,687.0,7.0
210107006,S0207+2904,22,31.046080,29.282952,False,36.6,28.5,11.2,1.28,445.0,4.8
210107006,S0207+2904,23,31.581653,29.282952,False,175.4,32.4,11.2,5.41,2806.0,10.0
210107006,S0207+2904,24,32.117226,29.282952,False,40.0,27.4,11.2,1.46,729.0,7.1
210107006,S0207+2904,25,32.652799,29.282952,False,37.8,27.7,11.2,1.36,590.0,5.8
210107006,S0207+2904,26,33.188372,29.282952,True,37.7,32.1,11.2,1.18,240.0,3.8
210107006,S0207+2904,27,30.778294,29.688300,False,42.1,33.0,11.1,1.28,434.0,4.4
210107006,S0207+2904,28,31.313867,29.688300,False,44.6,29.4,11.2,1.52,832.0,7.3
210107006,S0207+2904,29,31.849440,29.688300,False,334.5,40.1,11.2,8.34,3157.0,10.0
210107006,S0207+2904,30,32.385013,29.688300,False,46.5,27.9,11.2,1.67,1122.0,9.1
210107006,S0207+2904,31,32.920586,29.688300,False,36.5,29.3,11.2,1.25,416.0,5.0
210107006,S0207+2904,32,33.456159,29.688300,True,41.3,35.2,11.2,1.17,257.0,4.0
210107006,S0207+2904,33,30.510507,30.093648,False,50.0,35.3,11.3,1.42,666.0,7.3
210107006,S0207+2904,34,31.046080,30.093648,False,38.6,30.4,11.3,1.27,406.0,4.9
210107006,S0207+2904,35,31.581653,30.093648,False,39.1,30.0,11.3,1.31,505.0,5.9
210107006,S0207+2904,36,32.117226,30.093648,False,40.3,31.5,11.3,1.28,460.0,4.3
210107006,S0207+2904,37,32.652799,30.093648,False,44.0,31.8,11.3,1.38,554.0,4.1
210107006,S0207+2904,38,33.188372,30.093648,False,44.5,35.2,11.3,1.27,390.0,3.9
210107006,S0207+2904,39,33.723945,30.093648,False,54.8,42.9,11.3,1.27,404.0,4.2
210108041,S2052+2904,0,313.037500,29.080278,False,nan,nan,nan,nan,nan,nan
210108041,S2052+2904,1,311.296888,28.066908,False,57.2,46.2,11.1,1.24,366.0,5.2
210108041,S2052+2904,2,311.832461,28.066908,False,50.0,40.2,11.1,1.24,335.0,4.0
210108041,S2052+2904,3,312.368034,28.066908,True,37.5,31.0,11.1,1.21,313.0,4.2
210108041,S2052+2904,4,312.903607,28.066908,True,38.3,31.9,11.1,1.2,261.0,3.7
210108041,S2052+2904,5,313.439180,28.066908,False,40.7,32.5,11.1,1.25,371.0,4.1
210108041,S2052+2904,6,313.974753,28.066908,True,42.2,35.6,10.3,1.18,286.0,3.9
210108041,S2052+2904,7,314.510326,28.066908,True,49.7,42.7,11.1,1.16,234.0,3.8
210108041,S2052+2904,8,311.564674,28.472256,False,58.7,43.7,11.1,1.34,508.0,5.8
210108041,S2052+2904,9,312.100247,28.472256,False,51.1,31.3,11.1,1.63,882.0,5.6
210108041,S2052+2904,10,312.635820,28.472256,False,69.2,28.6,11.1,2.42,1696.0,9.5
210108041,S2052+2904,11,313.171393,28.472256,False,45.0,30.4,11.1,1.48,787.0,7.5
210108041,S2052+2904,12,313.706966,28.472256,False,46.8,31.0,11.1,1.51,839.0,7.0
210108041,S2052+2904,13,314.242539,28.472256,False,54.1,35.5,11.1,1.52,881.0,7.2
210108041,S2052+2904,14,314.778112,28.472256,True,47.3,42.4,11.1,1.12,144.0,3.6
210108041,S2052+2904,15,311.832461,28.877604,False,83.6,31.1,11.2,2.69,1962.0,8.5
210108041,S2052+2904,16,312.368034,28.877604,False,94.4,29.4,11.2,3.21,2253.0,9.7
210108041,S2052+2904,17,312.903607,28.877604,False,91.6,29.7,11.2,3.08,2461.0,9.8
210108041,S2052+2904,18,313.439180,28.877604,False,50.4,29.9,11.1,1.69,1155.0,9.1
210108041,S2052+2904,19,313.974753,28.877604,False,57.5,29.8,11.1,1.93,1462.0,9.6
210108041,S2052+2904,20,314.510326,28.877604,True,40.1,35.5,11.1,1.13,190.0,3.7
210108041,S2052+2904,21,311.564674,29.282952,False,63.7,37.1,11.2,1.72,1122.0,8.1
210108041,S2052+2904,22,312.100247,29.282952,False,96.7,33.2,11.2,2.91,2065.0,9.7
210108041,S2052+2904,23,312.635820,29.282952,False,116.2,58.0,10.5,2.0,1714.0,9.3
210108041,S2052+2904,24,313.171393,29.282952,False,83.3,34.8,11.1,2.4,1794.0,8.9
210108041,S2052+2904,25,313.706966,29.282952,False,44.5,35.0,11.1,1.27,399.0,4.4
210108041,S2052+2904,26,314.242539,29.282952,True,47.8,40.1,11.1,1.19,290.0,4.0
210108041,S2052+2904,27,311.832461,29.688300,False,60.0,34.0,11.2,1.76,1136.0,7.2
210108041,S2052+2904,28,312.368034,29.688300,False,64.9,34.2,11.2,1.9,1410.0,6.7
210108041,S2052+2904,29,312.903607,29.688300,False,77.3,36.6,11.1,2.12,1629.0,8.6
210108041,S2052+2904,30,313.439180,29.688300,False,58.8,36.2,11.1,1.62,979.0,5.1
210108041,S2052+2904,31,313.974753,29.688300,False,48.0,38.8,11.2,1.24,354.0,4.3
210108041,S2052+2904,32,314.510326,29.688300,False,55.8,45.5,11.1,1.23,337.0,4.0
210108041,S2052+2904,33,311.564674,30.093648,False,89.2,39.6,11.2,2.25,1815.0,9.4
210108041,S2052+2904,34,312.100247,30.093648,False,85.7,32.8,11.2,2.62,2101.0,9.4
210108041,S2052+2904,35,312.635820,30.093648,False,70.5,35.9,11.2,1.97,1422.0,7.6
210108041,S2052+2904,36,313.171393,30.093648,False,78.9,37.8,11.2,2.09,1706.0,8.5
210108041,S2052+2904,37,313.706966,30.093648,False,67.3,40.4,11.2,1.67,1139.0,9.1
