ObsID,Name,Beam,RA,Dec,Pass,sigma_in,sigma_out,bmin,R,Ex-2,Neg10
190908041,S2201+4340,1,328.201019,42.659686,False,106.6,65.5,22.2,1.63,391.0,5.6
190908041,S2201+4340,2,328.848141,42.659686,False,79.6,51.2,22.2,1.55,337.0,4.9
190908041,S2201+4340,3,329.495264,42.659686,True,42.4,35.8,11.7,1.18,341.0,4.0
190908041,S2201+4340,4,330.142386,42.659686,False,84.7,46.3,22.2,1.83,522.0,7.3
190908041,S2201+4340,5,330.789509,42.659686,False,83.1,46.1,22.3,1.8,487.0,6.0
190908041,S2201+4340,6,331.436631,42.659686,False,94.2,58.7,22.3,1.61,380.0,4.9
190908041,S2201+4340,7,332.083753,42.659686,False,93.0,64.7,22.6,1.44,258.0,4.7
190908041,S2201+4340,8,328.524580,43.065034,False,90.6,54.1,22.5,1.68,416.0,5.9
190908041,S2201+4340,9,329.171702,43.065034,False,50.6,37.6,12.0,1.35,776.0,6.7
190908041,S2201+4340,10,329.818825,43.065034,True,49.4,44.7,12.2,1.1,167.0,4.0
190908041,S2201+4340,11,330.465947,43.065034,False,44.6,34.3,11.8,1.3,617.0,5.9
190908041,S2201+4340,12,331.113070,43.065034,False,141.3,74.9,22.2,1.89,565.0,7.0
190908041,S2201+4340,13,331.760192,43.065034,False,144.6,81.7,22.3,1.77,480.0,6.8
190908041,S2201+4340,14,332.407315,43.065034,False,100.0,71.5,21.7,1.4,272.0,4.4
190908041,S2201+4340,15,328.848141,43.470382,False,75.5,50.1,22.4,1.51,338.0,4.7
190908041,S2201+4340,16,329.495264,43.470382,False,82.2,47.3,22.4,1.74,478.0,6.4
190908041,S2201+4340,17,330.142386,43.470382,False,44.2,34.3,11.6,1.29,581.0,5.4
190908041,S2201+4340,18,330.789509,43.470382,False,85.8,60.9,22.0,1.41,260.0,4.3
190908041,S2201+4340,19,331.436631,43.470382,False,93.2,53.6,22.4,1.74,453.0,5.5
190908041,S2201+4340,20,332.083753,43.470382,False,90.6,57.3,22.8,1.58,354.0,5.1
190908041,S2201+4340,21,328.524580,43.875730,False,88.1,55.3,22.5,1.59,390.0,5.3
190908041,S2201+4340,22,329.171702,43.875730,False,nan,nan,nan,nan,nan,nan
190908041,S2201+4340,23,329.818825,43.875730,False,53.7,37.0,12.2,1.45,904.0,5.5
190908041,S2201+4340,24,330.465947,43.875730,False,106.4,56.6,12.1,1.88,1774.0,6.2
190908041,S2201+4340,25,331.113070,43.875730,True,50.6,44.1,12.1,1.15,256.0,3.7
190908041,S2201+4340,26,331.760192,43.875730,False,76.9,67.9,12.3,1.13,232.0,3.8
190908041,S2201+4340,27,328.848141,44.281078,True,57.9,48.3,11.8,1.2,372.0,4.7
190908041,S2201+4340,28,329.495264,44.281078,False,53.3,41.3,12.0,1.29,565.0,4.8
190908041,S2201+4340,29,330.142386,44.281078,True,55.6,47.7,12.3,1.17,306.0,5.7
190908041,S2201+4340,30,330.789509,44.281078,True,44.1,37.4,11.9,1.18,335.0,4.6
190908041,S2201+4340,31,331.436631,44.281078,True,47.1,40.3,11.8,1.17,296.0,3.9
190908041,S2201+4340,32,332.083753,44.281078,False,108.3,77.4,22.1,1.4,234.0,4.9
190908041,S2201+4340,33,328.524580,44.686426,False,93.2,63.6,21.4,1.47,324.0,4.8
190908041,S2201+4340,34,329.171702,44.686426,False,84.5,55.2,21.2,1.53,365.0,5.4
190908041,S2201+4340,35,329.818825,44.686426,False,75.8,48.6,22.2,1.56,352.0,5.5
190908041,S2201+4340,36,330.465947,44.686426,True,42.9,36.8,11.9,1.17,310.0,4.3
190908041,S2201+4340,37,331.113070,44.686426,False,65.3,48.7,22.6,1.34,211.0,3.9
190908041,S2201+4340,38,331.760192,44.686426,False,94.9,60.7,22.5,1.56,379.0,5.1
190908041,S2201+4340,39,332.407315,44.686426,False,nan,nan,nan,nan,nan,nan
190913045,M1403+5324,0,210.850000,53.401389,False,42.8,32.0,12.2,1.34,736.0,4.7
190913045,M1403+5324,1,208.298547,52.388019,True,57.1,49.5,12.2,1.16,276.0,3.8
190913045,M1403+5324,2,209.083609,52.388019,False,61.6,45.5,12.1,1.35,737.0,4.8
190913045,M1403+5324,3,209.868672,52.388019,False,39.7,31.7,12.3,1.25,548.0,4.9
190913045,M1403+5324,4,210.653734,52.388019,False,37.8,31.3,12.3,1.21,421.0,4.8
190913045,M1403+5324,5,211.438797,52.388019,False,78.8,50.9,12.1,1.55,1270.0,8.3
190913045,M1403+5324,6,212.223859,52.388019,False,393.4,102.0,12.0,3.86,3863.0,10.0
190913045,M1403+5324,7,213.008922,52.388019,False,nan,nan,nan,nan,nan,nan
190913045,M1403+5324,8,208.691078,52.793367,True,42.9,39.0,12.2,1.1,171.0,3.6
190913045,M1403+5324,9,209.476141,52.793367,True,39.0,32.6,12.1,1.19,401.0,4.3
190913045,M1403+5324,10,210.261203,52.793367,False,51.0,31.0,12.1,1.64,1610.0,8.8
190913045,M1403+5324,11,211.046266,52.793367,False,48.6,29.4,12.2,1.66,1467.0,8.4
190913045,M1403+5324,12,211.831328,52.793367,False,484.8,146.2,12.2,3.32,3646.0,9.9
190913045,M1403+5324,13,212.616391,52.793367,False,405.9,92.4,12.0,4.39,4325.0,10.0
190913045,M1403+5324,14,213.401453,52.793367,False,319.8,64.7,12.1,4.94,4501.0,10.0
190913045,M1403+5324,15,209.083609,53.198715,True,44.5,40.0,12.1,1.11,202.0,3.7
190913045,M1403+5324,16,209.868672,53.198715,False,44.7,33.0,12.0,1.35,790.0,6.6
190913045,M1403+5324,17,210.653734,53.198715,False,42.8,28.9,12.2,1.48,1120.0,6.5
190913045,M1403+5324,18,211.438797,53.198715,False,97.2,59.9,12.4,1.62,1343.0,7.9
190913045,M1403+5324,19,212.223859,53.198715,False,81.0,45.5,12.5,1.78,1770.0,9.2
190913045,M1403+5324,20,213.008922,53.198715,False,94.7,58.0,12.4,1.63,1309.0,7.3
190913045,M1403+5324,21,208.691078,53.604063,False,51.6,41.4,12.4,1.25,575.0,6.0
190913045,M1403+5324,22,209.476141,53.604063,False,47.5,33.0,12.1,1.44,966.0,6.5
190913045,M1403+5324,23,210.261203,53.604063,False,100.9,37.7,12.2,2.68,3275.0,9.9
190913045,M1403+5324,24,211.046266,53.604063,False,40.1,31.5,12.2,1.27,646.0,5.8
190913045,M1403+5324,25,211.831328,53.604063,False,65.4,33.9,12.2,1.93,2234.0,9.2
190913045,M1403+5324,26,212.616391,53.604063,False,64.2,36.0,12.1,1.78,1952.0,9.3
190913045,M1403+5324,27,209.083609,54.009411,False,48.0,36.3,12.0,1.32,711.0,6.0
190913045,M1403+5324,28,209.868672,54.009411,False,58.1,35.9,12.3,1.62,1425.0,9.2
190913045,M1403+5324,29,210.653734,54.009411,False,41.6,30.1,12.4,1.38,857.0,5.7
190913045,M1403+5324,30,211.438797,54.009411,False,38.0,31.5,12.1,1.21,491.0,4.7
190913045,M1403+5324,31,212.223859,54.009411,False,39.5,32.3,12.1,1.22,493.0,4.7
190913045,M1403+5324,32,213.008922,54.009411,True,65.4,58.9,12.3,1.11,230.0,3.7
190913045,M1403+5324,33,208.691078,54.414759,True,56.2,46.6,12.3,1.2,439.0,4.1
190913045,M1403+5324,34,209.476141,54.414759,False,42.5,35.5,12.4,1.2,440.0,5.4
190913045,M1403+5324,35,210.261203,54.414759,False,48.3,31.4,12.6,1.54,1294.0,8.1
190913045,M1403+5324,36,211.046266,54.414759,False,42.4,31.8,12.5,1.33,688.0,4.5
190913045,M1403+5324,37,211.831328,54.414759,False,40.7,34.1,12.4,1.2,418.0,4.7
190913045,M1403+5324,38,212.616391,54.414759,False,78.0,51.7,12.1,1.51,1162.0,5.6
190913045,M1403+5324,39,213.401453,54.414759,False,126.3,82.0,12.4,1.54,1275.0,6.2
190913046,M0155+3130,0,28.829167,31.512500,False,50.1,32.5,11.2,1.54,952.0,7.5
190913046,M0155+3130,1,27.044835,30.499130,True,53.9,48.5,10.9,1.11,160.0,3.6
190913046,M0155+3130,2,27.593860,30.499130,False,49.1,39.5,10.9,1.24,411.0,5.5
190913046,M0155+3130,3,28.142885,30.499130,True,40.3,35.8,10.9,1.13,193.0,3.6
190913046,M0155+3130,4,28.691911,30.499130,False,44.1,34.5,11.0,1.28,467.0,5.8
190913046,M0155+3130,5,29.240936,30.499130,False,44.2,35.4,11.0,1.25,407.0,5.0
190913046,M0155+3130,6,29.789961,30.499130,True,51.5,43.3,11.1,1.19,317.0,4.2
190913046,M0155+3130,7,30.338987,30.499130,False,125.4,107.2,11.2,1.17,246.0,3.9
190913046,M0155+3130,8,27.319347,30.904478,True,48.2,43.9,10.9,1.1,137.0,3.6
190913046,M0155+3130,9,27.868373,30.904478,True,42.3,35.0,11.0,1.21,348.0,5.0
190913046,M0155+3130,10,28.417398,30.904478,True,37.7,31.8,11.0,1.19,301.0,4.3
190913046,M0155+3130,11,28.966423,30.904478,True,38.1,32.8,11.1,1.16,234.0,3.8
190913046,M0155+3130,12,29.515449,30.904478,False,71.8,56.9,11.1,1.26,417.0,4.6
190913046,M0155+3130,13,30.064474,30.904478,False,88.3,61.9,11.1,1.43,757.0,9.3
190913046,M0155+3130,14,30.613499,30.904478,False,89.7,50.7,11.1,1.77,1273.0,9.2
190913046,M0155+3130,15,27.593860,31.309826,True,49.5,43.6,10.9,1.13,194.0,3.9
190913046,M0155+3130,16,28.142885,31.309826,False,40.1,31.8,11.1,1.26,453.0,6.3
190913046,M0155+3130,17,28.691911,31.309826,False,41.4,31.6,11.1,1.31,523.0,4.8
190913046,M0155+3130,18,29.240936,31.309826,False,76.1,56.3,11.1,1.35,561.0,4.4
190913046,M0155+3130,19,29.789961,31.309826,False,58.2,38.5,11.0,1.51,897.0,8.8
190913046,M0155+3130,20,30.338987,31.309826,False,50.1,40.5,11.2,1.24,397.0,6.5
190913046,M0155+3130,21,27.319347,31.715174,True,55.8,46.8,10.9,1.19,308.0,4.4
190913046,M0155+3130,22,27.868373,31.715174,True,41.4,35.0,11.0,1.18,261.0,4.1
190913046,M0155+3130,23,28.417398,31.715174,True,36.5,30.1,11.0,1.21,338.0,5.2
190913046,M0155+3130,24,28.966423,31.715174,False,66.8,33.5,11.2,1.99,1554.0,9.6
190913046,M0155+3130,25,29.515449,31.715174,False,51.8,33.4,11.2,1.55,945.0,7.9
190913046,M0155+3130,26,30.064474,31.715174,False,51.7,35.8,11.1,1.44,774.0,7.4
190913046,M0155+3130,27,27.593860,32.120522,True,46.2,37.8,11.0,1.22,368.0,4.9
190913046,M0155+3130,28,28.142885,32.120522,True,38.3,34.0,11.2,1.13,195.0,3.6
190913046,M0155+3130,29,28.691911,32.120522,False,41.2,31.8,11.2,1.3,490.0,5.5
190913046,M0155+3130,30,29.240936,32.120522,False,75.5,32.4,11.2,2.33,1927.0,9.8
190913046,M0155+3130,31,29.789961,32.120522,False,47.1,35.6,11.2,1.32,510.0,4.6
190913046,M0155+3130,32,30.338987,32.120522,False,81.3,63.1,11.4,1.29,502.0,5.2
190913046,M0155+3130,33,27.319347,32.525870,True,52.3,45.5,10.9,1.15,243.0,4.0
190913046,M0155+3130,34,27.868373,32.525870,True,45.6,39.1,11.0,1.17,250.0,4.4
190913046,M0155+3130,35,28.417398,32.525870,True,43.1,35.3,11.0,1.22,374.0,5.6
190913046,M0155+3130,36,28.966423,32.525870,False,46.2,34.8,11.1,1.33,574.0,5.8
190913046,M0155+3130,37,29.515449,32.525870,True,44.5,36.5,11.1,1.22,352.0,4.8
190913046,M0155+3130,38,30.064474,32.525870,True,48.7,44.2,11.2,1.1,172.0,3.7
190913046,M0155+3130,39,30.613499,32.525870,False,92.9,78.2,11.4,1.19,280.0,3.9
190914041,S2332+3130,0,353.150000,31.512500,False,44.7,32.3,11.2,1.38,658.0,5.5
190914041,S2332+3130,1,351.365668,30.499130,True,55.7,47.5,11.1,1.17,271.0,4.4
190914041,S2332+3130,2,351.914693,30.499130,True,44.2,39.6,11.3,1.12,180.0,3.7
190914041,S2332+3130,3,352.463718,30.499130,True,41.8,34.9,11.2,1.2,304.0,4.6
190914041,S2332+3130,4,353.012744,30.499130,False,43.3,34.1,11.4,1.27,448.0,5.3
190914041,S2332+3130,5,353.561769,30.499130,True,40.5,35.3,11.3,1.15,228.0,4.1
190914041,S2332+3130,6,354.110794,30.499130,False,61.3,43.1,11.3,1.42,728.0,7.5
190914041,S2332+3130,7,354.659820,30.499130,False,112.2,64.9,11.5,1.73,1108.0,9.2
190914041,S2332+3130,8,351.640180,30.904478,True,49.3,40.5,11.2,1.22,342.0,5.3
190914041,S2332+3130,9,352.189206,30.904478,True,40.6,33.6,11.2,1.21,320.0,4.7
190914041,S2332+3130,10,352.738231,30.904478,True,34.7,30.4,11.2,1.14,201.0,3.7
190914041,S2332+3130,11,353.287256,30.904478,False,43.1,31.3,11.3,1.38,639.0,6.2
190914041,S2332+3130,12,353.836282,30.904478,False,73.8,52.9,10.4,1.39,792.0,6.3
190914041,S2332+3130,13,354.385307,30.904478,False,141.0,72.2,21.3,1.95,440.0,7.2
190914041,S2332+3130,14,354.934332,30.904478,True,60.4,54.6,11.0,1.1,139.0,3.5
190914041,S2332+3130,15,351.914693,31.309826,True,47.9,42.5,11.2,1.13,183.0,3.9
190914041,S2332+3130,16,352.463718,31.309826,True,35.4,32.1,11.3,1.11,152.0,3.5
190914041,S2332+3130,17,353.012744,31.309826,False,41.5,31.8,11.4,1.31,505.0,5.1
190914041,S2332+3130,18,353.561769,31.309826,False,222.4,113.0,10.6,1.97,1757.0,8.8
190914041,S2332+3130,19,354.110794,31.309826,False,47.8,38.1,11.2,1.25,407.0,4.8
190914041,S2332+3130,20,354.659820,31.309826,True,48.4,41.1,11.3,1.18,278.0,4.1
190914041,S2332+3130,21,351.640180,31.715174,True,49.9,43.2,11.3,1.16,221.0,3.9
190914041,S2332+3130,22,352.189206,31.715174,False,42.2,32.4,11.3,1.3,531.0,6.1
190914041,S2332+3130,23,352.738231,31.715174,False,63.7,30.6,11.3,2.08,1713.0,9.0
190914041,S2332+3130,24,353.287256,31.715174,False,46.0,33.4,11.2,1.38,706.0,6.3
190914041,S2332+3130,25,353.836282,31.715174,False,50.0,33.2,11.3,1.5,900.0,7.9
190914041,S2332+3130,26,354.385307,31.715174,True,41.8,36.3,11.2,1.15,230.0,3.9
190914041,S2332+3130,27,351.914693,32.120522,False,44.9,35.1,11.3,1.28,448.0,4.7
190914041,S2332+3130,28,352.463718,32.120522,False,72.4,50.1,11.3,1.44,816.0,8.2
190914041,S2332+3130,29,353.012744,32.120522,False,49.6,32.0,11.3,1.55,951.0,6.6
190914041,S2332+3130,30,353.561769,32.120522,True,40.1,33.1,11.2,1.21,368.0,5.0
190914041,S2332+3130,31,354.110794,32.120522,True,38.1,34.1,11.3,1.12,174.0,3.7
190914041,S2332+3130,32,354.659820,32.120522,False,89.9,76.5,11.3,1.17,256.0,3.8
190914041,S2332+3130,33,351.640180,32.525870,False,55.0,45.0,11.3,1.22,403.0,6.2
190914041,S2332+3130,34,352.189206,32.525870,True,46.4,38.5,11.4,1.2,330.0,4.7
190914041,S2332+3130,35,352.738231,32.525870,True,42.9,36.0,11.4,1.19,292.0,4.2
190914041,S2332+3130,36,353.287256,32.525870,True,40.1,34.5,11.5,1.16,248.0,4.2
190914041,S2332+3130,37,353.836282,32.525870,True,41.8,36.7,11.4,1.14,215.0,4.2
190914041,S2332+3130,38,354.385307,32.525870,True,54.9,50.8,11.2,1.08,106.0,3.5
190914041,S2332+3130,39,354.934332,32.525870,False,131.6,98.7,22.6,1.33,144.0,3.8
190915041,S1435+5550,0,218.750000,55.833333,False,38.6,29.9,11.9,1.29,690.0,5.6
190915041,S1435+5550,1,216.041338,54.819963,True,48.2,41.8,12.2,1.16,307.0,3.9
190915041,S1435+5550,2,216.874773,54.819963,False,43.6,33.3,12.1,1.31,733.0,7.2
190915041,S1435+5550,3,217.708207,54.819963,False,36.6,29.8,12.0,1.23,555.0,6.5
190915041,S1435+5550,4,218.541641,54.819963,True,34.4,29.7,12.2,1.16,347.0,4.4
190915041,S1435+5550,5,219.375076,54.819963,True,34.4,30.2,12.3,1.14,270.0,4.4
190915041,S1435+5550,6,220.208510,54.819963,False,47.2,37.9,12.2,1.25,591.0,7.3
190915041,S1435+5550,7,221.041944,54.819963,True,66.2,58.0,12.4,1.14,271.0,4.5
190915041,S1435+5550,8,216.458056,55.225311,True,42.4,38.4,12.1,1.1,221.0,4.3
190915041,S1435+5550,9,217.291490,55.225311,False,43.2,30.6,12.1,1.41,980.0,7.2
190915041,S1435+5550,10,218.124924,55.225311,True,31.7,27.6,12.1,1.15,297.0,3.8
190915041,S1435+5550,11,218.958359,55.225311,False,45.4,28.3,12.2,1.61,1460.0,9.2
190915041,S1435+5550,12,219.791793,55.225311,False,70.0,51.4,11.2,1.36,995.0,6.7
190915041,S1435+5550,13,220.625227,55.225311,False,241.5,111.4,21.6,2.17,806.0,5.9
190915041,S1435+5550,14,221.458662,55.225311,True,56.0,47.7,11.9,1.17,389.0,4.7
190915041,S1435+5550,15,216.874773,55.630659,True,43.6,38.6,12.2,1.13,251.0,3.7
190915041,S1435+5550,16,217.708207,55.630659,True,32.6,28.4,12.1,1.14,285.0,3.9
190915041,S1435+5550,17,218.541641,55.630659,False,38.5,28.9,12.1,1.34,822.0,5.6
190915041,S1435+5550,18,219.375076,55.630659,False,168.0,82.8,11.7,2.03,2757.0,9.2
190915041,S1435+5550,19,220.208510,55.630659,True,41.8,35.4,12.4,1.18,402.0,4.2
190915041,S1435+5550,20,221.041944,55.630659,False,46.4,36.2,12.1,1.28,653.0,6.2
190915041,S1435+5550,21,216.458056,56.036007,True,45.7,39.6,12.4,1.15,336.0,4.6
190915041,S1435+5550,22,217.291490,56.036007,True,35.2,30.8,12.1,1.14,300.0,4.0
190915041,S1435+5550,23,218.124924,56.036007,True,31.6,28.2,12.1,1.12,244.0,3.7
190915041,S1435+5550,24,218.958359,56.036007,True,36.7,31.0,11.8,1.18,415.0,4.4
190915041,S1435+5550,25,219.791793,56.036007,False,39.2,32.0,12.1,1.23,539.0,5.0
190915041,S1435+5550,26,220.625227,56.036007,True,39.1,33.5,12.0,1.17,344.0,4.6
190915041,S1435+5550,27,216.874773,56.441355,False,42.1,32.6,12.1,1.29,709.0,7.5
190915041,S1435+5550,28,217.708207,56.441355,False,36.8,31.4,12.2,1.17,414.0,5.7
190915041,S1435+5550,29,218.541641,56.441355,True,32.9,29.0,12.3,1.13,247.0,3.7
190915041,S1435+5550,30,219.375076,56.441355,True,34.9,30.6,12.1,1.14,285.0,3.9
190915041,S1435+5550,31,220.208510,56.441355,False,43.7,36.6,12.0,1.19,465.0,5.1
190915041,S1435+5550,32,221.041944,56.441355,False,94.2,61.0,12.4,1.55,1279.0,8.9
190915041,S1435+5550,33,216.458056,56.846703,True,44.1,40.6,12.1,1.09,179.0,3.7
190915041,S1435+5550,34,217.291490,56.846703,False,55.3,41.0,11.9,1.35,841.0,5.2
190915041,S1435+5550,35,218.124924,56.846703,True,36.0,32.4,12.4,1.11,211.0,3.9
190915041,S1435+5550,36,218.958359,56.846703,False,43.6,32.8,12.4,1.33,734.0,5.2
190915041,S1435+5550,37,219.791793,56.846703,True,36.6,33.2,12.5,1.1,183.0,3.6
190915041,S1435+5550,38,220.625227,56.846703,False,53.0,44.4,12.2,1.19,436.0,6.1
190915041,S1435+5550,39,221.458662,56.846703,False,146.0,89.0,22.7,1.64,449.0,6.6
190915042,M0209+3622,0,32.254167,36.376667,False,48.2,33.7,11.2,1.43,863.0,6.8
190915042,M0209+3622,1,30.364808,35.363297,True,47.3,42.9,11.4,1.1,159.0,3.6
190915042,M0209+3622,2,30.946149,35.363297,False,79.8,41.4,11.4,1.93,1584.0,9.1
190915042,M0209+3622,3,31.527490,35.363297,False,42.8,31.9,11.6,1.34,602.0,7.2
190915042,M0209+3622,4,32.108832,35.363297,True,38.9,32.2,11.5,1.21,327.0,4.1
190915042,M0209+3622,5,32.690173,35.363297,True,38.0,33.0,11.4,1.15,264.0,3.9
190915042,M0209+3622,6,33.271514,35.363297,False,55.6,42.0,11.4,1.32,645.0,6.2
190915042,M0209+3622,7,33.852856,35.363297,False,87.9,59.1,11.8,1.49,851.0,8.0
190915042,M0209+3622,8,30.655478,35.768645,True,46.9,39.0,11.5,1.2,359.0,4.8
190915042,M0209+3622,9,31.236820,35.768645,False,43.3,32.4,11.4,1.34,637.0,7.1
190915042,M0209+3622,10,31.818161,35.768645,True,35.0,29.0,11.4,1.21,360.0,5.8
190915042,M0209+3622,11,32.399502,35.768645,False,45.1,29.6,11.4,1.53,949.0,8.0
190915042,M0209+3622,12,32.980844,35.768645,False,77.6,49.8,10.5,1.56,1133.0,7.2
190915042,M0209+3622,13,33.562185,35.768645,False,120.8,72.6,20.9,1.66,371.0,5.5
190915042,M0209+3622,14,34.143526,35.768645,False,70.4,54.7,11.2,1.29,511.0,4.5
190915042,M0209+3622,15,30.946149,36.173993,False,56.5,40.4,11.4,1.4,753.0,7.9
190915042,M0209+3622,16,31.527490,36.173993,False,39.4,30.3,11.4,1.3,573.0,6.8
190915042,M0209+3622,17,32.108832,36.173993,False,40.2,29.0,11.5,1.39,737.0,6.2
190915042,M0209+3622,18,32.690173,36.173993,False,243.2,94.1,10.7,2.58,2847.0,9.8
190915042,M0209+3622,19,33.271514,36.173993,False,51.0,38.0,11.7,1.34,594.0,5.2
190915042,M0209+3622,20,33.852856,36.173993,False,47.9,39.0,11.3,1.23,397.0,5.8
190915042,M0209+3622,21,30.655478,36.579341,False,59.5,45.0,11.6,1.32,608.0,7.1
190915042,M0209+3622,22,31.236820,36.579341,False,49.6,31.4,11.4,1.58,1095.0,8.7
190915042,M0209+3622,23,31.818161,36.579341,True,36.8,30.5,11.4,1.21,352.0,4.5
190915042,M0209+3622,24,32.399502,36.579341,True,43.0,35.3,11.1,1.22,359.0,4.0
190915042,M0209+3622,25,32.980844,36.579341,False,47.1,33.8,11.3,1.39,739.0,5.4
190915042,M0209+3622,26,33.562185,36.579341,True,43.5,35.8,11.3,1.22,395.0,5.0
190915042,M0209+3622,27,30.946149,36.984689,False,45.0,34.5,11.4,1.3,580.0,7.1
190915042,M0209+3622,28,31.527490,36.984689,False,45.1,36.2,11.4,1.25,508.0,6.6
190915042,M0209+3622,29,32.108832,36.984689,False,44.9,34.5,11.4,1.3,540.0,4.5
190915042,M0209+3622,30,32.690173,36.984689,True,37.0,32.5,11.3,1.14,210.0,3.7
190915042,M0209+3622,31,33.271514,36.984689,True,39.7,34.1,11.4,1.16,298.0,4.4
190915042,M0209+3622,32,33.852856,36.984689,False,84.1,73.6,11.5,1.14,231.0,4.6
190915042,M0209+3622,33,30.655478,37.390037,True,49.3,43.8,11.4,1.12,229.0,3.9
190915042,M0209+3622,34,31.236820,37.390037,True,40.8,36.6,11.4,1.11,188.0,3.7
190915042,M0209+3622,35,31.818161,37.390037,True,39.1,35.2,11.7,1.11,140.0,3.5
190915042,M0209+3622,36,32.399502,37.390037,True,52.7,44.7,11.5,1.18,294.0,3.8
190915042,M0209+3622,37,32.980844,37.390037,True,41.6,36.9,11.6,1.13,212.0,3.9
190915042,M0209+3622,38,33.562185,37.390037,True,54.4,49.6,11.4,1.1,146.0,3.6
190915042,M0209+3622,39,34.143526,37.390037,False,152.8,92.2,22.4,1.66,365.0,6.9
190919048,S1305+5815,0,196.462500,58.265556,False,43.8,28.0,12.0,1.56,1454.0,7.9
190919048,S1305+5815,1,193.570410,57.252186,True,47.3,40.0,12.3,1.18,374.0,5.3
190919048,S1305+5815,2,194.460284,57.252186,True,36.1,31.8,12.2,1.14,321.0,5.4
190919048,S1305+5815,3,195.350158,57.252186,True,30.2,27.8,12.3,1.09,195.0,3.9
190919048,S1305+5815,4,196.240032,57.252186,False,32.9,27.4,12.2,1.2,466.0,5.7
190919048,S1305+5815,5,197.129905,57.252186,False,nan,nan,nan,nan,nan,nan
190919048,S1305+5815,6,198.019779,57.252186,True,44.1,39.3,12.2,1.12,260.0,3.7
190919048,S1305+5815,7,198.909653,57.252186,False,74.6,60.3,12.6,1.24,540.0,6.0
190919048,S1305+5815,8,194.015347,57.657534,True,42.0,36.8,12.2,1.14,300.0,4.5
190919048,S1305+5815,9,194.905221,57.657534,False,36.1,28.4,12.2,1.27,595.0,4.6
190919048,S1305+5815,10,195.795095,57.657534,False,39.0,25.8,12.2,1.51,1225.0,8.1
190919048,S1305+5815,11,196.684968,57.657534,False,30.9,25.8,12.2,1.2,453.0,6.5
190919048,S1305+5815,12,197.574842,57.657534,False,51.9,43.2,11.3,1.2,548.0,4.9
190919048,S1305+5815,13,198.464716,57.657534,False,100.3,59.6,22.0,1.68,513.0,6.0
190919048,S1305+5815,14,199.354590,57.657534,False,56.5,47.4,12.0,1.19,479.0,5.6
190919048,S1305+5815,15,194.460284,58.062882,False,781.6,654.6,13.1,1.19,549.0,4.6
190919048,S1305+5815,16,195.350158,58.062882,False,44.8,26.6,12.3,1.69,1638.0,9.1
190919048,S1305+5815,17,196.240032,58.062882,False,43.4,25.8,12.2,1.68,1713.0,9.4
190919048,S1305+5815,18,197.129905,58.062882,True,34.3,30.8,12.0,1.12,242.0,3.9
190919048,S1305+5815,19,198.019779,58.062882,False,42.0,32.3,12.2,1.3,693.0,4.7
190919048,S1305+5815,20,198.909653,58.062882,True,39.6,34.7,12.2,1.14,288.0,4.0
190919048,S1305+5815,21,194.015347,58.468230,False,54.9,38.9,12.1,1.41,965.0,5.6
190919048,S1305+5815,22,194.905221,58.468230,True,31.8,26.0,12.3,1.22,465.0,4.4
190919048,S1305+5815,23,195.795095,58.468230,False,57.8,25.9,12.2,2.23,2654.0,9.5
190919048,S1305+5815,24,196.684968,58.468230,False,33.9,27.6,12.0,1.23,515.0,4.9
190919048,S1305+5815,25,197.574842,58.468230,False,34.3,27.7,12.3,1.24,563.0,6.2
190919048,S1305+5815,26,198.464716,58.468230,False,44.5,33.0,12.1,1.35,824.0,6.1
190919048,S1305+5815,27,194.460284,58.873578,False,36.4,30.2,12.1,1.21,462.0,6.1
190919048,S1305+5815,28,195.350158,58.873578,True,33.1,28.2,12.3,1.17,373.0,4.4
190919048,S1305+5815,29,196.240032,58.873578,False,32.0,26.1,12.4,1.23,522.0,6.2
190919048,S1305+5815,30,197.129905,58.873578,True,32.5,28.0,12.4,1.16,367.0,4.8
190919048,S1305+5815,31,198.019779,58.873578,True,32.9,29.9,12.3,1.1,208.0,3.8
190919048,S1305+5815,32,198.909653,58.873578,True,72.8,61.8,12.2,1.18,374.0,4.2
190919048,S1305+5815,33,194.015347,59.278926,True,44.6,38.6,11.9,1.15,364.0,4.4
190919048,S1305+5815,34,194.905221,59.278926,True,37.4,33.7,11.9,1.11,225.0,3.8
190919048,S1305+5815,35,195.795095,59.278926,False,37.1,30.6,12.3,1.21,467.0,4.6
190919048,S1305+5815,36,196.684968,59.278926,False,36.0,29.4,12.3,1.22,522.0,5.4
190919048,S1305+5815,37,197.574842,59.278926,False,36.4,30.4,12.3,1.2,482.0,6.5
190919048,S1305+5815,38,198.464716,59.278926,True,48.7,44.3,12.1,1.1,208.0,3.7
190919048,S1305+5815,39,199.354590,59.278926,True,82.0,76.6,12.4,1.07,142.0,3.5
190919049,M0155+3356,0,28.829167,33.944444,True,36.9,30.7,11.0,1.2,334.0,4.0
190919049,M0155+3356,1,26.995479,32.931074,True,52.9,45.5,11.0,1.16,240.0,3.9
190919049,M0155+3356,2,27.559690,32.931074,False,48.7,37.9,11.0,1.28,517.0,5.0
190919049,M0155+3356,3,28.123902,32.931074,True,35.6,30.5,11.0,1.17,260.0,4.2
190919049,M0155+3356,4,28.688114,32.931074,False,55.9,34.1,11.1,1.64,1144.0,6.9
