ObsID,Name,Beam,RA,Dec,sigma_in,sigma_out,bmin,R,Ex-2,Neg10
191115041,M0155+3622,38,30.137185,37.390037,47.0,41.0,11.0,1.15,252.0,5.2
191115041,M0155+3622,39,30.718526,37.390037,54.1,48.2,11.2,1.12,157.0,3.6
191116041,S2218+3848,4,334.391502,37.795519,40.4,34.0,11.3,1.19,300.0,3.8
191116041,S2218+3848,5,334.992162,37.795519,40.6,35.9,11.5,1.13,194.0,3.6
191116041,S2218+3848,6,335.592821,37.795519,43.2,39.4,11.5,1.1,146.0,3.5
191116041,S2218+3848,8,332.889853,38.200867,56.6,49.1,11.6,1.15,229.0,4.0
191116041,S2218+3848,12,335.292492,38.200867,39.8,36.2,11.4,1.1,143.0,3.6
191116041,S2218+3848,13,335.893151,38.200867,40.2,33.9,11.4,1.18,313.0,4.0
191116041,S2218+3848,14,336.493811,38.200867,49.1,44.9,11.6,1.09,134.0,3.5
191116041,S2218+3848,18,334.992162,38.606215,37.1,33.2,11.7,1.12,184.0,3.6
191116041,S2218+3848,19,335.592821,38.606215,40.0,35.3,11.3,1.13,218.0,3.9
191116041,S2218+3848,22,333.490513,39.011563,43.3,35.5,11.4,1.22,364.0,4.3
191116041,S2218+3848,24,334.691832,39.011563,43.3,36.1,11.5,1.2,342.0,3.9
191116041,S2218+3848,25,335.292492,39.011563,39.1,33.4,11.5,1.17,284.0,3.8
191116041,S2218+3848,26,335.893151,39.011563,40.5,34.4,12.0,1.18,305.0,4.5
191116041,S2218+3848,33,332.889853,39.822259,57.0,50.0,11.7,1.14,242.0,3.8
191116041,S2218+3848,34,333.490513,39.822259,42.8,37.0,11.5,1.16,263.0,4.0
191116041,S2218+3848,35,334.091172,39.822259,38.9,34.1,11.7,1.14,206.0,3.6
191116041,S2218+3848,38,335.893151,39.822259,50.4,42.3,12.6,1.19,346.0,4.7
191116041,S2218+3848,39,336.493811,39.822259,57.5,48.6,11.7,1.18,375.0,5.8
191117038,M1317+2904,2,198.149128,28.066908,43.8,37.0,11.1,1.18,253.0,3.9
191117038,M1317+2904,3,198.684701,28.066908,39.5,35.0,11.0,1.13,155.0,3.5
191117038,M1317+2904,4,199.220274,28.066908,38.7,33.8,10.9,1.15,190.0,3.7
191117038,M1317+2904,6,200.291420,28.066908,47.8,40.1,10.8,1.19,291.0,5.5
191117038,M1317+2904,8,197.881341,28.472256,54.0,49.8,11.0,1.08,96.0,3.5
191117038,M1317+2904,9,198.416914,28.472256,44.8,38.8,11.0,1.15,215.0,3.9
191117038,M1317+2904,11,199.488060,28.472256,45.6,37.6,10.8,1.21,296.0,4.0
191117038,M1317+2904,12,200.023633,28.472256,46.4,39.1,10.9,1.19,268.0,4.1
191117038,M1317+2904,13,200.559206,28.472256,41.0,36.7,11.1,1.12,148.0,3.6
191117038,M1317+2904,14,201.094779,28.472256,52.5,46.1,11.0,1.14,202.0,3.8
191117038,M1317+2904,18,199.755847,28.877604,41.9,35.0,11.0,1.2,265.0,3.9
191117038,M1317+2904,23,198.952487,29.282952,38.2,33.1,11.1,1.15,185.0,3.6
191117038,M1317+2904,27,198.149128,29.688300,43.4,36.7,11.3,1.18,246.0,3.8
191117038,M1317+2904,34,198.416914,30.093648,46.4,38.7,11.1,1.2,312.0,4.3
191117038,M1317+2904,35,198.952487,30.093648,43.2,35.6,11.2,1.21,300.0,4.0
191117038,M1317+2904,36,199.488060,30.093648,46.1,37.7,11.2,1.22,339.0,4.3
191117038,M1317+2904,37,200.023633,30.093648,43.4,36.7,11.2,1.18,286.0,4.9
191117039,M0155+3622,3,28.102490,35.363297,42.6,35.2,11.2,1.21,336.0,4.0
191117039,M0155+3622,4,28.683832,35.363297,39.5,33.3,11.3,1.18,298.0,4.0
191117039,M0155+3622,5,29.265173,35.363297,39.5,33.6,11.3,1.18,299.0,4.2
191117039,M0155+3622,6,29.846514,35.363297,44.0,38.7,11.1,1.14,221.0,3.6
191117039,M0155+3622,12,29.555844,35.768645,41.1,36.0,11.1,1.14,229.0,3.8
191117039,M0155+3622,13,30.137185,35.768645,43.9,37.2,11.6,1.18,278.0,4.0
191117039,M0155+3622,16,28.102490,36.173993,39.2,32.8,11.2,1.19,352.0,4.3
191117039,M0155+3622,19,29.846514,36.173993,40.9,35.3,11.1,1.16,266.0,3.9
191117039,M0155+3622,23,28.393161,36.579341,38.0,31.5,11.4,1.21,336.0,4.2
191117039,M0155+3622,24,28.974502,36.579341,38.8,32.8,11.4,1.18,305.0,4.7
191117039,M0155+3622,26,30.137185,36.579341,38.2,34.4,11.2,1.11,163.0,3.6
191117039,M0155+3622,29,28.683832,36.984689,39.1,33.2,11.1,1.18,271.0,3.9
191117039,M0155+3622,30,29.265173,36.984689,37.2,31.2,11.3,1.19,318.0,4.2
191117039,M0155+3622,31,29.846514,36.984689,39.9,36.0,11.0,1.11,154.0,3.5
191117039,M0155+3622,32,30.427856,36.984689,45.1,39.3,11.3,1.15,197.0,3.6
191117039,M0155+3622,35,28.393161,37.390037,40.3,33.4,11.1,1.21,391.0,4.7
191117039,M0155+3622,36,28.974502,37.390037,41.7,34.2,11.2,1.22,366.0,4.7
191117039,M0155+3622,37,29.555844,37.390037,38.1,33.5,11.2,1.14,244.0,4.4
191117039,M0155+3622,38,30.137185,37.390037,49.9,42.7,11.2,1.17,311.0,5.9
191120096,M0155+3622,1,26.939808,35.363297,54.1,45.9,11.3,1.18,296.0,3.9
191120096,M0155+3622,2,27.521149,35.363297,40.1,33.7,11.3,1.19,324.0,6.4
191120096,M0155+3622,3,28.102490,35.363297,38.0,32.9,11.3,1.15,243.0,3.7
191120096,M0155+3622,4,28.683832,35.363297,36.1,31.3,11.4,1.15,225.0,3.9
191120096,M0155+3622,5,29.265173,35.363297,37.4,32.3,11.2,1.16,253.0,4.4
191120096,M0155+3622,6,29.846514,35.363297,37.1,33.4,11.3,1.11,173.0,3.6
191120096,M0155+3622,7,30.427856,35.363297,55.8,50.9,11.8,1.1,125.0,3.5
191120096,M0155+3622,9,27.811820,35.768645,37.2,31.5,11.2,1.18,291.0,4.1
191120096,M0155+3622,10,28.393161,35.768645,36.4,30.8,11.4,1.18,279.0,4.1
191120096,M0155+3622,12,29.555844,35.768645,35.4,30.6,11.2,1.16,264.0,3.8
191120096,M0155+3622,13,30.137185,35.768645,40.2,34.8,11.2,1.16,248.0,4.0
191120096,M0155+3622,14,30.718526,35.768645,48.6,43.3,11.3,1.12,200.0,3.9
191120096,M0155+3622,19,29.846514,36.173993,37.6,33.5,11.3,1.12,198.0,3.7
191120096,M0155+3622,20,30.427856,36.173993,41.1,35.9,11.4,1.15,226.0,3.9
191120096,M0155+3622,24,28.974502,36.579341,36.5,30.8,11.2,1.19,322.0,4.7
191120096,M0155+3622,25,29.555844,36.579341,37.7,33.2,11.2,1.14,187.0,3.6
191120096,M0155+3622,26,30.137185,36.579341,36.6,32.8,11.4,1.11,179.0,3.6
191120096,M0155+3622,29,28.683832,36.984689,33.6,30.1,11.3,1.12,181.0,3.6
191120096,M0155+3622,30,29.265173,36.984689,34.0,29.3,11.4,1.16,294.0,4.1
191120096,M0155+3622,31,29.846514,36.984689,34.0,31.0,11.4,1.1,142.0,3.5
191120096,M0155+3622,32,30.427856,36.984689,49.4,42.6,11.3,1.16,259.0,3.8
191120096,M0155+3622,35,28.393161,37.390037,39.3,33.8,11.0,1.16,313.0,4.6
191120096,M0155+3622,36,28.974502,37.390037,41.8,35.8,11.4,1.17,288.0,4.9
191120096,M0155+3622,37,29.555844,37.390037,44.1,39.1,11.3,1.13,227.0,4.2
191120096,M0155+3622,39,30.718526,37.390037,55.4,51.8,11.1,1.07,111.0,3.4
191121046,S2221+4114,1,333.372827,40.227463,45.5,42.5,11.9,1.07,107.0,3.4
191121046,S2221+4114,2,333.995290,40.227463,46.1,38.3,11.9,1.21,335.0,3.9
191121046,S2221+4114,5,335.862681,40.227463,39.7,32.4,11.8,1.22,389.0,4.2
191121046,S2221+4114,6,336.485144,40.227463,41.0,35.8,11.9,1.14,256.0,4.0
191121046,S2221+4114,8,333.684058,40.632811,52.0,48.1,12.0,1.08,120.0,3.4
191121046,S2221+4114,9,334.306522,40.632811,38.2,34.2,12.0,1.12,170.0,3.6
191121046,S2221+4114,10,334.928985,40.632811,35.7,31.2,11.9,1.15,229.0,3.9
191121046,S2221+4114,11,335.551449,40.632811,36.1,30.7,11.9,1.17,301.0,4.5
191121046,S2221+4114,13,336.796376,40.632811,38.6,34.4,11.9,1.12,193.0,3.6
191121046,S2221+4114,14,337.418839,40.632811,47.3,43.9,11.9,1.08,112.0,3.4
191121046,S2221+4114,15,333.995290,41.038159,46.7,42.5,12.0,1.1,142.0,3.5
191121046,S2221+4114,16,334.617754,41.038159,34.5,30.5,11.8,1.13,230.0,3.7
191121046,S2221+4114,20,337.107608,41.038159,43.5,37.5,11.9,1.16,313.0,6.0
191121046,S2221+4114,21,333.684058,41.443507,58.7,53.6,12.2,1.1,144.0,3.6
191121046,S2221+4114,23,334.928985,41.443507,37.4,32.0,11.7,1.17,301.0,3.9
191121046,S2221+4114,25,336.173912,41.443507,36.9,30.4,11.7,1.21,377.0,4.0
191121046,S2221+4114,27,333.995290,41.848855,42.0,36.0,12.0,1.17,277.0,4.3
191121046,S2221+4114,30,335.862681,41.848855,36.9,31.3,11.9,1.18,326.0,4.1
191121046,S2221+4114,32,337.107608,41.848855,46.0,40.4,11.9,1.14,244.0,3.9
191121046,S2221+4114,33,333.684058,42.254203,45.5,41.7,12.1,1.09,151.0,3.5
191121046,S2221+4114,34,334.306522,42.254203,38.9,35.0,11.9,1.11,157.0,3.7
191121046,S2221+4114,35,334.928985,42.254203,36.6,33.7,11.8,1.09,149.0,3.5
191121046,S2221+4114,36,335.551449,42.254203,41.7,37.0,12.2,1.13,246.0,4.2
191121046,S2221+4114,37,336.173912,42.254203,44.6,39.5,11.8,1.13,231.0,4.2
191122035,M1309+3130,2,196.239693,30.499130,44.8,40.6,11.3,1.1,114.0,3.4
191122035,M1309+3130,3,196.788718,30.499130,45.2,39.2,11.3,1.15,189.0,3.6
191122035,M1309+3130,4,197.337744,30.499130,41.9,38.1,11.4,1.1,133.0,3.7
191122035,M1309+3130,5,197.886769,30.499130,42.5,38.5,11.4,1.1,142.0,3.6
191122035,M1309+3130,6,198.435794,30.499130,49.4,41.3,11.4,1.2,275.0,3.8
191122035,M1309+3130,9,196.514206,30.904478,44.3,39.2,11.4,1.13,169.0,3.5
191122035,M1309+3130,10,197.063231,30.904478,41.3,36.5,11.4,1.13,198.0,3.7
191122035,M1309+3130,20,198.984820,31.309826,50.6,43.4,11.5,1.17,245.0,3.9
191122035,M1309+3130,24,197.612256,31.715174,41.7,35.9,11.4,1.16,232.0,4.0
191122035,M1309+3130,26,198.710307,31.715174,41.7,37.6,11.4,1.11,143.0,3.5
191122035,M1309+3130,27,196.239693,32.120522,49.5,42.7,11.3,1.16,210.0,3.7
191122035,M1309+3130,31,198.435794,32.120522,45.4,37.3,11.4,1.22,350.0,4.2
191122035,M1309+3130,32,198.984820,32.120522,59.2,49.2,11.2,1.2,346.0,6.7
191122035,M1309+3130,33,195.965180,32.525870,54.8,50.1,11.3,1.09,118.0,3.4
191122035,M1309+3130,34,196.514206,32.525870,47.4,42.0,11.3,1.13,185.0,3.6
191122036,M0209+3622,13,33.562185,35.768645,48.8,40.0,11.5,1.22,330.0,4.0
191122036,M0209+3622,14,34.143526,35.768645,54.7,46.9,11.4,1.17,252.0,3.8
191122036,M0209+3622,19,33.271514,36.173993,41.9,35.3,11.5,1.19,303.0,4.0
191122036,M0209+3622,29,32.108832,36.984689,38.5,33.0,11.7,1.16,283.0,4.2
191122036,M0209+3622,30,32.690173,36.984689,37.0,33.4,11.7,1.11,156.0,3.6
191122036,M0209+3622,31,33.271514,36.984689,42.2,35.2,11.6,1.2,340.0,5.2
191122036,M0209+3622,32,33.852856,36.984689,48.1,43.5,11.4,1.11,149.0,3.5
191122036,M0209+3622,35,31.818161,37.390037,43.7,37.8,11.5,1.15,248.0,3.8
191122036,M0209+3622,38,33.562185,37.390037,45.2,39.3,11.6,1.15,236.0,3.8
191123047,S2229+3622,0,337.400000,36.376667,52.6,43.5,11.4,1.21,383.0,4.3
191123047,S2229+3622,2,336.091982,35.363297,57.0,47.6,11.3,1.2,320.0,4.2
191123047,S2229+3622,4,337.254665,35.363297,50.1,43.7,11.4,1.15,242.0,3.8
191123047,S2229+3622,5,337.836006,35.363297,59.9,54.5,11.3,1.1,141.0,3.5
191123047,S2229+3622,6,338.417347,35.363297,58.2,48.6,11.3,1.2,334.0,4.1
191123047,S2229+3622,9,336.382653,35.768645,53.2,45.8,11.3,1.16,275.0,4.0
191123047,S2229+3622,11,337.545335,35.768645,53.0,43.6,11.3,1.22,366.0,4.1
191123047,S2229+3622,28,336.673323,36.984689,58.3,48.9,11.5,1.19,328.0,4.2
191123047,S2229+3622,29,337.254665,36.984689,50.1,43.7,11.5,1.15,239.0,4.0
191123047,S2229+3622,34,336.382653,37.390037,58.5,49.1,11.4,1.19,340.0,4.0
191123047,S2229+3622,38,338.708018,37.390037,49.4,41.1,11.4,1.2,366.0,5.6
191124035,M1330+2904,2,201.307461,28.066908,50.4,42.2,11.2,1.19,266.0,3.9
191124035,M1330+2904,3,201.843034,28.066908,44.2,38.4,11.2,1.15,219.0,4.1
191124035,M1330+2904,5,202.914180,28.066908,40.6,36.9,11.2,1.1,95.0,3.3
191124035,M1330+2904,9,201.575247,28.472256,45.0,38.7,11.2,1.16,233.0,4.2
191124035,M1330+2904,10,202.110820,28.472256,44.1,36.9,11.1,1.19,296.0,5.5
191124035,M1330+2904,12,203.181966,28.472256,42.3,37.3,11.1,1.13,183.0,3.6
191124035,M1330+2904,13,203.717539,28.472256,42.1,38.4,11.1,1.09,106.0,3.4
191124035,M1330+2904,22,201.575247,29.282952,49.1,40.9,11.2,1.2,315.0,4.1
191124035,M1330+2904,23,202.110820,29.282952,45.0,38.6,11.0,1.16,228.0,3.8
191124035,M1330+2904,31,203.449753,29.688300,45.6,37.4,11.2,1.22,311.0,4.0
191124035,M1330+2904,34,201.575247,30.093648,51.4,42.6,11.2,1.21,333.0,5.0
191124035,M1330+2904,35,202.110820,30.093648,49.6,40.9,11.2,1.21,320.0,3.9
191124036,M0209+3622,1,30.364808,35.363297,53.6,48.1,11.4,1.11,167.0,3.6
191124036,M0209+3622,5,32.690173,35.363297,44.4,36.3,11.4,1.22,346.0,4.0
191124036,M0209+3622,13,33.562185,35.768645,44.6,37.6,11.4,1.18,291.0,3.9
191124036,M0209+3622,14,34.143526,35.768645,55.5,45.9,11.2,1.21,338.0,4.1
191124036,M0209+3622,24,32.399502,36.579341,40.4,34.7,11.5,1.16,259.0,3.8
191124036,M0209+3622,25,32.980844,36.579341,41.6,34.3,11.3,1.21,350.0,4.2
191124036,M0209+3622,30,32.690173,36.984689,35.9,31.9,11.6,1.13,172.0,3.5
191124036,M0209+3622,32,33.852856,36.984689,48.4,42.8,11.2,1.13,199.0,3.6
191124036,M0209+3622,33,30.655478,37.390037,53.5,45.2,11.4,1.18,307.0,4.0
191124036,M0209+3622,34,31.236820,37.390037,44.8,37.6,11.5,1.19,339.0,3.9
191124036,M0209+3622,35,31.818161,37.390037,51.2,42.1,11.4,1.22,322.0,3.9
191124036,M0209+3622,36,32.399502,37.390037,45.0,39.5,11.3,1.14,222.0,3.7
191124036,M0209+3622,37,32.980844,37.390037,50.4,44.3,11.4,1.14,221.0,3.7
191124036,M0209+3622,38,33.562185,37.390037,45.8,38.0,11.6,1.21,350.0,4.1
191125047,S2232+3848,1,336.118689,37.795519,55.4,49.8,11.7,1.11,171.0,3.7
191125047,S2232+3848,2,336.719349,37.795519,45.2,40.1,11.6,1.13,219.0,3.9
191125047,S2232+3848,3,337.320008,37.795519,42.6,38.4,11.9,1.11,166.0,3.7
191125047,S2232+3848,5,338.521328,37.795519,44.8,36.8,11.6,1.22,371.0,4.2
191125047,S2232+3848,6,339.121987,37.795519,45.2,39.7,11.8,1.14,229.0,3.9
191125047,S2232+3848,8,336.419019,38.200867,59.7,54.5,11.8,1.1,160.0,3.5
191125047,S2232+3848,9,337.019679,38.200867,46.0,40.9,11.7,1.13,186.0,3.4
191125047,S2232+3848,10,337.620338,38.200867,39.4,35.3,11.7,1.12,189.0,3.7
191125047,S2232+3848,11,338.220998,38.200867,44.7,37.4,11.8,1.19,332.0,4.1
191125047,S2232+3848,15,336.719349,38.606215,55.5,47.3,11.7,1.17,287.0,3.9
191125047,S2232+3848,16,337.320008,38.606215,43.4,38.5,11.9,1.13,219.0,3.8
191125047,S2232+3848,20,339.722647,38.606215,50.1,43.1,11.6,1.16,254.0,3.9
191125047,S2232+3848,37,338.821658,39.822259,51.6,44.3,11.5,1.16,278.0,4.0
191125047,S2232+3848,38,339.422317,39.822259,45.9,40.8,11.6,1.12,195.0,3.7
191207034,M1403+5324,9,209.476141,52.793367,38.2,33.1,12.3,1.15,303.0,3.8
191207034,M1403+5324,15,209.083609,53.198715,48.6,44.2,11.9,1.1,186.0,3.7
191207034,M1403+5324,21,208.691078,53.604063,48.4,42.8,12.6,1.13,239.0,4.0
191207034,M1403+5324,30,211.438797,54.009411,35.2,30.2,12.6,1.16,382.0,4.5
191207034,M1403+5324,33,208.691078,54.414759,52.4,45.2,12.4,1.16,317.0,3.9
191207034,M1403+5324,37,211.831328,54.414759,41.7,36.3,12.6,1.15,330.0,4.5
191207035,M0155+3356,7,30.380749,32.931074,57.1,51.8,11.7,1.1,127.0,3.6
191207035,M0155+3356,12,29.534432,33.336422,39.7,34.6,11.6,1.15,249.0,3.8
191207035,M0155+3356,15,27.559690,33.741770,56.5,47.7,11.2,1.18,326.0,4.3
191207035,M0155+3356,21,27.277585,34.147118,55.8,49.8,11.3,1.12,180.0,3.8
191207035,M0155+3356,25,29.534432,34.147118,37.6,33.0,11.5,1.14,191.0,3.6
191207035,M0155+3356,27,27.559690,34.552466,40.8,35.1,11.6,1.16,254.0,3.9
191207035,M0155+3356,28,28.123902,34.552466,36.6,32.4,11.5,1.13,183.0,3.6
191207035,M0155+3356,29,28.688114,34.552466,38.5,32.1,11.6,1.2,315.0,4.9
191207035,M0155+3356,30,29.252326,34.552466,34.6,30.3,11.5,1.14,205.0,3.7
191207035,M0155+3356,31,29.816538,34.552466,44.4,40.6,11.6,1.09,128.0,3.5
191207035,M0155+3356,32,30.380749,34.552466,59.1,52.5,11.6,1.12,183.0,3.7
191207035,M0155+3356,33,27.277585,34.957814,51.9,44.3,11.3,1.17,288.0,4.1
191207035,M0155+3356,34,27.841796,34.957814,42.9,37.6,11.4,1.14,227.0,3.8
191207035,M0155+3356,37,29.534432,34.957814,41.7,36.6,11.3,1.14,225.0,3.9
191207035,M0155+3356,38,30.098644,34.957814,57.1,51.1,10.4,1.12,198.0,3.8
191208041,S2236+4114,2,337.632790,40.227463,45.8,37.5,11.6,1.22,372.0,4.1
191208041,S2236+4114,5,339.500181,40.227463,39.8,34.9,11.6,1.14,218.0,3.6
191208041,S2236+4114,6,340.122644,40.227463,46.7,38.7,11.6,1.21,359.0,4.5
191208041,S2236+4114,8,337.321558,40.632811,54.0,48.7,11.7,1.11,179.0,3.6
191208041,S2236+4114,9,337.944022,40.632811,39.8,34.7,11.7,1.15,241.0,3.8
191208041,S2236+4114,10,338.566485,40.632811,39.3,33.6,11.7,1.17,297.0,3.9
191208041,S2236+4114,13,340.433876,40.632811,42.5,35.4,11.7,1.2,361.0,4.0
191208041,S2236+4114,15,337.632790,41.038159,49.8,45.4,11.3,1.1,157.0,3.7
191208041,S2236+4114,21,337.321558,41.443507,52.8,47.0,11.7,1.12,185.0,3.7
191208041,S2236+4114,27,337.632790,41.848855,41.9,36.1,11.6,1.16,284.0,3.8
191208041,S2236+4114,28,338.255254,41.848855,39.9,33.4,11.6,1.19,345.0,4.2
191208041,S2236+4114,30,339.500181,41.848855,38.5,32.2,11.6,1.19,354.0,4.7
191208041,S2236+4114,32,340.745108,41.848855,55.7,50.7,11.6,1.1,153.0,3.5
191208041,S2236+4114,33,337.321558,42.254203,53.6,46.2,11.4,1.16,282.0,4.7
191208041,S2236+4114,34,337.944022,42.254203,44.6,37.8,11.5,1.18,313.0,3.8
191208041,S2236+4114,35,338.566485,42.254203,39.7,33.9,11.6,1.17,290.0,3.8
191208041,S2236+4114,38,340.433876,42.254203,57.4,50.7,10.9,1.13,262.0,3.8
191209025,M1342+2904,1,203.930221,28.066908,57.0,47.4,10.6,1.2,271.0,3.8
191209025,M1342+2904,2,204.465794,28.066908,44.5,37.7,10.7,1.18,256.0,4.0
191209025,M1342+2904,5,206.072513,28.066908,44.5,36.4,10.5,1.22,318.0,4.1
191209025,M1342+2904,6,206.608086,28.066908,48.1,41.4,10.3,1.16,214.0,3.8
191209025,M1342+2904,9,204.733580,28.472256,38.8,32.9,10.5,1.18,253.0,3.8
191209025,M1342+2904,12,206.340299,28.472256,37.2,31.4,10.6,1.19,260.0,3.9
191209025,M1342+2904,15,204.465794,28.877604,53.6,45.5,10.2,1.18,254.0,3.9
191209025,M1342+2904,25,206.340299,29.282952,36.3,29.9,10.9,1.21,289.0,3.8
191209025,M1342+2904,26,206.875872,29.282952,38.5,32.8,10.9,1.17,240.0,4.1
191209025,M1342+2904,29,205.536940,29.688300,34.9,30.4,10.9,1.15,209.0,3.7
191209025,M1342+2904,30,206.072513,29.688300,36.4,30.9,10.9,1.18,248.0,3.7
191209025,M1342+2904,31,206.608086,29.688300,38.9,34.1,11.0,1.14,175.0,3.6
191209025,M1342+2904,33,204.198007,30.093648,51.3,43.3,10.8,1.19,279.0,4.0
191209026,S0129+3130,15,21.106360,31.309826,45.7,37.9,10.8,1.21,329.0,4.1
191218226,S1021+5815,1,152.428743,57.252186,58.7,48.9,12.1,1.2,441.0,4.0
191218226,S1021+5815,2,153.318617,57.252186,39.6,36.0,11.9,1.1,189.0,3.6
191218226,S1021+5815,3,154.208491,57.252186,35.3,30.8,11.9,1.15,321.0,3.9
191218226,S1021+5815,5,155.988238,57.252186,33.9,30.6,12.1,1.11,211.0,3.6
191218226,S1021+5815,6,156.878112,57.252186,43.5,36.0,12.0,1.21,443.0,4.0
191218226,S1021+5815,9,153.763554,57.657534,38.0,33.3,12.0,1.14,308.0,3.8
191218226,S1021+5815,10,154.653428,57.657534,33.5,29.2,12.0,1.15,318.0,3.9
191218226,S1021+5815,12,156.433175,57.657534,34.9,30.4,12.0,1.15,345.0,3.8
191218226,S1021+5815,13,157.323049,57.657534,36.0,32.2,12.0,1.12,225.0,3.7
191218226,S1021+5815,14,158.212923,57.657534,49.2,43.2,12.1,1.14,329.0,4.1
191218226,S1021+5815,18,155.988238,58.062882,34.4,30.9,11.9,1.12,228.0,3.7
191218226,S1021+5815,19,156.878112,58.062882,31.7,29.1,12.0,1.09,175.0,3.6
191218226,S1021+5815,21,152.873680,58.468230,43.0,38.3,12.0,1.12,262.0,3.7
191218226,S1021+5815,22,153.763554,58.468230,33.4,29.8,11.9,1.12,244.0,3.7
191218226,S1021+5815,23,154.653428,58.468230,32.5,28.4,12.0,1.14,338.0,4.7
191218226,S1021+5815,25,156.433175,58.468230,31.4,28.5,12.0,1.1,212.0,3.7
191218226,S1021+5815,27,153.318617,58.873578,35.8,33.1,11.8,1.08,182.0,3.6
191218226,S1021+5815,32,157.767986,58.873578,47.0,42.7,12.2,1.1,200.0,3.6
191218226,S1021+5815,33,152.873680,59.278926,43.9,39.7,12.2,1.1,210.0,3.7
191218226,S1021+5815,34,153.763554,59.278926,37.0,33.6,12.0,1.1,219.0,3.8
191218226,S1021+5815,38,157.323049,59.278926,39.1,35.1,11.9,1.11,260.0,4.1
191218226,S1021+5815,39,158.212923,59.278926,51.3,43.7,12.1,1.17,395.0,4.1
191219001,S2243+3622,0,340.829167,36.376667,34.9,29.1,11.3,1.2,312.0,3.9
191219001,S2243+3622,1,338.939808,35.363297,52.6,46.6,11.3,1.13,211.0,3.7
191219001,S2243+3622,4,340.683832,35.363297,39.4,33.1,11.1,1.19,311.0,4.0
191219001,S2243+3622,7,342.427856,35.363297,45.1,41.4,11.4,1.09,148.0,3.5
191219001,S2243+3622,8,339.230478,35.768645,46.3,39.8,11.1,1.16,273.0,4.5
191219001,S2243+3622,12,341.555844,35.768645,36.4,30.1,11.3,1.21,393.0,5.3
191219001,S2243+3622,14,342.718526,35.768645,50.2,42.6,11.4,1.18,288.0,4.1
191219001,S2243+3622,15,339.521149,36.173993,43.6,37.2,11.3,1.17,299.0,4.8
191219001,S2243+3622,21,339.230478,36.579341,46.2,39.6,11.4,1.16,281.0,4.5
191219001,S2243+3622,23,340.393161,36.579341,35.6,29.7,11.3,1.2,335.0,3.9
191219001,S2243+3622,24,340.974502,36.579341,32.7,28.1,11.4,1.16,291.0,4.0
191219001,S2243+3622,27,339.521149,36.984689,40.0,35.0,11.3,1.14,244.0,4.0
191219001,S2243+3622,28,340.102490,36.984689,38.9,32.7,11.3,1.19,347.0,5.4
191219001,S2243+3622,29,340.683832,36.984689,33.8,29.8,11.3,1.14,200.0,3.6
191219001,S2243+3622,33,339.230478,37.390037,48.9,47.7,11.4,1.03,22.0,3.3
191219001,S2243+3622,35,340.393161,37.390037,39.5,33.0,11.3,1.2,388.0,5.5
191219001,S2243+3622,36,340.974502,37.390037,37.1,32.7,11.5,1.14,218.0,3.7
191220017,M1322+3130,1,198.936501,30.499130,55.3,47.0,11.2,1.18,273.0,4.1
191220017,M1322+3130,2,199.485526,30.499130,44.2,37.8,11.3,1.17,254.0,3.9
191220017,M1322+3130,10,200.309064,30.904478,38.6,31.7,11.2,1.22,314.0,3.9
191220017,M1322+3130,15,199.485526,31.309826,45.9,41.4,11.4,1.11,148.0,3.5
191220017,M1322+3130,16,200.034551,31.309826,37.6,32.4,11.1,1.16,232.0,3.6
191220017,M1322+3130,21,199.211013,31.715174,46.4,40.6,11.3,1.14,221.0,3.7
191220017,M1322+3130,27,199.485526,32.120522,41.4,35.7,11.2,1.16,256.0,4.9
191220017,M1322+3130,28,200.034551,32.120522,39.6,33.6,11.2,1.18,252.0,4.0
191220017,M1322+3130,33,199.211013,32.525870,48.4,43.5,11.6,1.11,165.0,3.8
191220017,M1322+3130,34,199.760039,32.525870,43.5,36.1,11.4,1.2,363.0,4.3
191220018,M0141+3622,0,25.400000,36.376667,36.0,30.4,11.1,1.18,304.0,3.9
191220018,M0141+3622,1,23.510641,35.363297,51.7,45.0,10.9,1.15,233.0,3.8
191220018,M0141+3622,2,24.091982,35.363297,40.4,35.7,10.9,1.13,199.0,3.6
191220018,M0141+3622,4,25.254665,35.363297,38.0,32.7,11.0,1.16,261.0,3.7
191220018,M0141+3622,5,25.836006,35.363297,36.2,32.0,10.9,1.13,211.0,3.7
191220018,M0141+3622,7,26.998689,35.363297,52.8,44.1,11.0,1.2,292.0,3.9
191220018,M0141+3622,8,23.801311,35.768645,44.1,38.3,10.9,1.15,248.0,3.8
191220018,M0141+3622,9,24.382653,35.768645,37.4,32.6,11.0,1.14,227.0,3.8
191220018,M0141+3622,10,24.963994,35.768645,36.3,31.0,10.9,1.17,277.0,3.9
191220018,M0141+3622,11,25.545335,35.768645,35.9,30.8,11.0,1.17,285.0,3.9
191220018,M0141+3622,13,26.708018,35.768645,39.0,34.0,10.9,1.15,237.0,3.8
191220018,M0141+3622,14,27.289359,35.768645,51.1,42.1,11.0,1.21,382.0,5.4
191220018,M0141+3622,15,24.091982,36.173993,43.6,38.7,11.1,1.13,192.0,3.5
191220018,M0141+3622,17,25.254665,36.173993,36.2,30.6,10.9,1.18,313.0,3.9
191220018,M0141+3622,21,23.801311,36.579341,43.6,39.7,10.9,1.1,161.0,3.6
