ObsID,Name,RA,Dec,Fluxcal,flux_first,flux_last,Polcal,pol_first,pol_last,Apercal_name,Apercal_version
200404014,S2246+4340,341.675000,43.673056,3C147,200404015,200404054,3C286,200403002,200404013,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200404055,S1551+5550,237.950000,55.833333,3C147,200404015,200404054,3C286,200405002,200406012,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200405001,S0319+4340,49.883333,43.673056,3C147,200404015,200404054,3C286,200405002,200406012,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200406013,S2252+4832,343.025000,48.537222,3C147,200406014,200406053,3C286,200405002,200406012,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200406054,S1611+5324,242.750000,53.401389,3C147,200406014,200406053,3C286,200405002,200406012,Apercal_150_ACF_CDF_BPF,v2.5-311-g38cc852
200425057,S1421+3356,215.495833,33.944444,3C147,200425017,200425056,3C138,200426001,200426040,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200426041,S1123+5550,170.750000,55.833333,3C147,200427002,200427041,3C138,200426001,200426040,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200427001,S2341+4832,355.437500,48.537222,3C147,200427002,200427041,3C138,200426001,200426040,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200427042,S1427+3130,216.937500,31.512500,3C147,200427002,200427041,3C138,200428001,200428040,Apercal_150_ACF_CDF_BPF,v2.5-311-g38cc852
200428041,S1122+5815,170.745833,58.265556,3C147,200429002,200429041,3C138,200428001,200428040,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200429001,S2342+5058,355.520833,50.969167,3C147,200429002,200429041,3C138,200428001,200428040,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200429042,S1440+3130,220.179167,31.512500,3C147,200429002,200429041,3C138,200428001,200428040,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200430053,S1131+6041,172.862500,60.697500,3C147,200501002,200501041,3C138,200430013,200430052,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200501001,S2346+5324,356.670833,53.401389,3C147,200501002,200501041,3C138,200430013,200430052,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200501042,S1435+3356,218.829167,33.944444,3C147,200501002,200501041,3C138,200502014,200502053,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200502054,S1142+5550,175.550000,55.833333,3C147,200503002,200503041,3C138,200502014,200502053,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200503001,S2358+4832,359.575000,48.537222,3C147,200503002,200503041,3C138,200502014,200502053,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200503042,S1443+3622,220.829167,36.376667,3C147,200503002,200503041,3C138,200504009,200504048,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200505016,S0001+4606,0.370833,46.105000,3C147,200505017,200505056,3C286,200504051,200505015,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200505057,S1446+3848,221.600000,38.808889,3C147,200505017,200505056,3C286,200504051,200505015,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200603135,S2258+4606,344.550000,46.105000,3C147,200604001,200604040,3C286,200603095,200603134,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200604041,M1341+3356,205.495833,33.944444,3C147,200604001,200604040,3C286,200605002,200605041,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200605001,M0142+3130,25.583333,31.512500,3C147,200604001,200604040,3C286,200605002,200605041,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200605042,S2308+4832,347.162500,48.537222,3C147,200606001,200606040,3C286,200605002,200605041,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200606041,S1355+3356,208.829167,33.944444,3C147,200606001,200606040,3C286,200607002,200607041,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200607001,M0141+3356,25.495833,33.944444,3C147,200606001,200606040,3C286,200607002,200607041,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200618082,M0142+3130,25.583333,31.512500,3C196,200618083,200618122,3C286,200617123,200617162,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200619086,M0142+3130,25.583333,31.512500,3C196,200619087,200619126,3C286,200618123,200618162,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200620085,M0141+3356,25.495833,33.944444,3C196,200620086,200620125,3C286,200619127,200619166,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200621042,M0141+3356,25.495833,33.944444,3C196,200621043,200621082,3C286,200620126,200620165,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200622045,M0141+3622,25.400000,36.376667,3C196,200621043,200621082,3C286,200621083,200621122,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200624132,M0141+3622,25.400000,36.376667,3C196,200624133,200624172,3C286,200623215,200623254,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
200624213,S2245+2904,341.458333,29.080278,3C196,200624133,200624172,3C286,200624173,200624212,Apercal_150_ACF_CDF_BPF,v2.5-309-g2f052a5
