ObsID,Name,Beam,RA,Dec,V valid,QU valid,sigma_in,sigma_out,FT_max,peak_inner,bmin,Q_beam_frac,U_beam_frac,Q_noise_frac,U_noise_frac
190713001,M0155+3130,10,28.417398,30.904478,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,11,28.966423,30.904478,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,12,29.515449,30.904478,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,13,30.064474,30.904478,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,14,30.613499,30.904478,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,15,27.593860,31.309826,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,16,28.142885,31.309826,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,17,28.691911,31.309826,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,18,29.240936,31.309826,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,19,29.789961,31.309826,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,20,30.338987,31.309826,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,21,27.319347,31.715174,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,22,27.868373,31.715174,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,23,28.417398,31.715174,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,24,28.966423,31.715174,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,25,29.515449,31.715174,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,26,30.064474,31.715174,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,27,27.593860,32.120522,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,28,28.142885,32.120522,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,29,28.691911,32.120522,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,30,29.240936,32.120522,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,31,29.789961,32.120522,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,32,30.338987,32.120522,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,33,27.319347,32.525870,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,34,27.868373,32.525870,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,35,28.417398,32.525870,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,36,28.966423,32.525870,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,37,29.515449,32.525870,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,38,30.064474,32.525870,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713001,M0155+3130,39,30.613499,32.525870,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190713042,S2323+2904,0,350.933333,29.080278,False,False,53.4,53.3,13.4,658.2,21.3,1.0,1.0,0.21,0.12
190713042,S2323+2904,1,349.192721,28.066908,True,True,54.9,54.3,6.7,614.0,11.4,0.08,0.08,0.17,0.08
190713042,S2323+2904,2,349.728294,28.066908,False,False,76.9,50.0,5.8,2951.4,11.7,0.46,0.46,0.12,0.08
190713042,S2323+2904,3,350.263867,28.066908,True,True,44.7,39.9,3.9,2138.4,11.4,0.08,0.08,0.08,0.08
190713042,S2323+2904,4,350.799440,28.066908,False,False,574.3,101.3,36.2,22491.0,21.2,1.0,1.0,0.75,0.88
190713042,S2323+2904,5,351.335013,28.066908,True,True,46.2,40.9,4.3,2293.8,11.4,0.08,0.08,0.08,0.08
190713042,S2323+2904,6,351.870586,28.066908,True,True,59.9,53.8,5.9,3679.1,11.4,0.08,0.08,0.12,0.12
190713042,S2323+2904,7,352.406159,28.066908,True,True,59.4,57.9,8.0,977.9,11.4,0.08,0.08,0.12,0.08
190713042,S2323+2904,8,349.460507,28.472256,False,True,73.9,54.6,8.1,4631.5,11.5,0.08,0.08,0.17,0.08
190713042,S2323+2904,9,349.996080,28.472256,True,True,52.5,44.8,8.2,1722.7,11.4,0.08,0.08,0.08,0.08
190713042,S2323+2904,10,350.531653,28.472256,True,True,38.6,34.3,3.9,1930.6,11.4,0.08,0.08,0.08,0.08
190713042,S2323+2904,11,351.067226,28.472256,True,True,46.3,40.5,4.9,2764.4,11.5,0.08,0.08,0.08,0.08
190713042,S2323+2904,12,351.602799,28.472256,False,False,62.3,59.0,8.5,3000.8,11.5,0.08,0.08,0.79,0.08
190713042,S2323+2904,13,352.138372,28.472256,False,False,88.8,75.9,23.8,2558.6,21.4,1.0,1.0,0.75,0.21
190713042,S2323+2904,14,352.673945,28.472256,False,False,73.4,71.5,12.2,933.2,10.4,0.08,0.08,0.33,0.25
190713042,S2323+2904,15,349.728294,28.877604,False,False,79.3,50.5,6.4,5184.5,11.5,0.08,0.08,0.46,0.08
190713042,S2323+2904,16,350.263867,28.877604,True,False,50.2,44.4,4.7,2565.1,11.5,0.08,0.08,0.75,0.08
190713042,S2323+2904,17,350.799440,28.877604,True,True,42.5,40.5,4.9,807.2,11.6,0.08,0.08,0.08,0.08
190713042,S2323+2904,18,351.335013,28.877604,True,False,46.0,44.0,6.5,1590.3,11.8,0.54,0.54,0.08,0.08
190713042,S2323+2904,19,351.870586,28.877604,True,True,45.8,44.5,5.0,1002.5,11.5,0.08,0.08,0.08,0.08
190713042,S2323+2904,20,352.406159,28.877604,False,True,62.9,56.9,7.0,1224.3,10.7,0.08,0.08,0.12,0.17
190713042,S2323+2904,21,349.460507,29.282952,False,False,108.5,73.8,19.1,2784.4,21.4,1.0,1.0,0.67,0.25
190713042,S2323+2904,22,349.996080,29.282952,True,True,41.4,40.3,3.7,457.3,11.6,0.08,0.08,0.08,0.08
190713042,S2323+2904,23,350.531653,29.282952,False,True,39.6,38.8,40.0,235.0,11.5,0.08,0.08,0.12,0.12
190713042,S2323+2904,24,351.067226,29.282952,True,True,39.7,38.5,4.8,315.6,11.6,0.08,0.08,0.08,0.08
190713042,S2323+2904,25,351.602799,29.282952,True,True,42.2,39.7,4.5,361.9,11.5,0.08,0.08,0.08,0.08
190713042,S2323+2904,26,352.138372,29.282952,False,True,65.6,41.1,4.2,5765.3,11.5,0.08,0.08,0.08,0.08
190713042,S2323+2904,27,349.728294,29.688300,True,True,51.8,43.9,5.0,1140.8,11.5,0.08,0.08,0.08,0.08
190713042,S2323+2904,28,350.263867,29.688300,True,True,47.4,41.4,5.9,2093.1,10.6,0.08,0.08,0.08,0.08
190713042,S2323+2904,29,350.799440,29.688300,True,True,47.8,44.2,6.1,2523.0,10.0,0.08,0.08,0.08,0.08
190713042,S2323+2904,30,351.335013,29.688300,False,False,42.5,41.1,8.6,625.0,22.2,1.0,1.0,0.12,0.08
190713042,S2323+2904,31,351.870586,29.688300,True,True,46.3,36.6,3.1,3871.1,11.5,0.08,0.08,0.08,0.08
190713042,S2323+2904,32,352.406159,29.688300,False,False,163.9,57.0,7.3,12441.1,11.5,0.12,0.12,1.0,0.38
190713042,S2323+2904,33,349.460507,30.093648,False,False,74.6,66.4,16.3,1412.5,20.8,1.0,1.0,0.54,0.25
190713042,S2323+2904,34,349.996080,30.093648,True,True,45.4,43.0,4.2,1549.0,11.5,0.08,0.08,0.12,0.08
190713042,S2323+2904,35,350.531653,30.093648,True,True,42.3,38.4,5.5,2377.1,11.5,0.08,0.08,0.08,0.08
190713042,S2323+2904,36,351.067226,30.093648,True,True,42.6,41.1,17.8,1340.9,11.5,0.08,0.08,0.12,0.12
190713042,S2323+2904,37,351.602799,30.093648,True,True,49.7,49.0,5.5,400.3,11.5,0.08,0.08,0.08,0.08
190713042,S2323+2904,38,352.138372,30.093648,False,True,63.0,44.4,4.6,8166.1,11.5,0.12,0.12,0.08,0.08
190713042,S2323+2904,39,352.673945,30.093648,False,False,162.9,82.9,18.6,31686.2,10.7,0.08,0.08,1.0,0.25
190714041,S1444+5058,0,221.062500,50.969167,False,False,67.7,52.2,17.3,2211.5,22.4,1.0,1.0,0.88,0.12
190714041,S1444+5058,1,218.646910,49.955797,True,False,52.5,52.5,6.3,506.4,12.9,0.33,0.33,0.12,0.12
190714041,S1444+5058,2,219.390168,49.955797,True,False,46.2,45.2,5.6,1066.6,13.3,0.92,0.92,0.12,0.12
190714041,S1444+5058,3,220.133427,49.955797,True,False,42.3,38.9,6.4,3813.8,13.0,0.33,0.33,0.08,0.08
190714041,S1444+5058,4,220.876685,49.955797,False,False,1191.0,112.5,28.0,125010.0,22.4,1.0,1.0,0.79,0.79
190714041,S1444+5058,5,221.619944,49.955797,False,False,41.8,36.3,7.6,4198.8,12.9,0.33,0.33,0.12,0.08
190714041,S1444+5058,6,222.363202,49.955797,False,False,71.7,56.8,7.5,6968.5,13.0,0.33,0.33,1.0,0.17
190714041,S1444+5058,7,223.106461,49.955797,False,True,89.1,55.3,7.5,13809.3,12.9,0.29,0.29,0.17,0.12
190714041,S1444+5058,8,219.018539,50.361145,True,False,49.9,49.1,20.2,988.8,13.0,0.38,0.38,0.12,0.12
190714041,S1444+5058,9,219.761798,50.361145,True,False,39.3,38.8,5.5,463.8,13.0,0.38,0.38,0.08,0.08
190714041,S1444+5058,10,220.505056,50.361145,True,False,42.4,33.7,6.6,3742.8,12.9,0.33,0.33,0.08,0.08
190714041,S1444+5058,11,221.248315,50.361145,True,False,54.4,38.0,5.9,2459.3,13.0,0.33,0.33,0.08,0.12
190714041,S1444+5058,12,221.991573,50.361145,False,False,62.1,56.4,6.8,1967.0,13.0,0.38,0.38,1.0,0.12
190714041,S1444+5058,13,222.734832,50.361145,False,False,100.7,76.1,18.2,2439.5,22.7,1.0,1.0,1.0,0.88
190714041,S1444+5058,14,223.478090,50.361145,False,False,109.9,65.6,7.0,18772.4,12.0,0.08,0.08,0.46,0.17
190714041,S1444+5058,15,219.390168,50.766493,True,False,49.9,47.5,6.2,923.3,13.1,0.38,0.38,0.08,0.08
190714041,S1444+5058,16,220.133427,50.766493,True,False,34.8,33.9,4.5,333.0,13.1,0.38,0.38,0.08,0.08
190714041,S1444+5058,17,220.876685,50.766493,False,False,81.9,44.9,7.7,6084.0,13.1,0.46,0.46,0.5,0.12
190714041,S1444+5058,18,221.619944,50.766493,True,False,48.6,39.9,8.3,3949.8,13.4,0.92,0.92,0.08,0.08
190714041,S1444+5058,19,222.363202,50.766493,True,False,42.5,40.8,4.7,533.0,13.0,0.33,0.33,0.08,0.08
190714041,S1444+5058,20,223.106461,50.766493,True,True,55.8,55.1,8.3,439.1,12.0,0.08,0.08,0.17,0.17
190714041,S1444+5058,21,219.018539,51.171841,False,False,101.7,98.0,46.2,2345.7,22.7,1.0,1.0,1.0,0.96
190714041,S1444+5058,22,219.761798,51.171841,True,False,47.3,45.0,9.9,1144.3,13.0,0.33,0.33,0.46,0.08
190714041,S1444+5058,23,220.505056,51.171841,True,False,34.4,33.9,4.7,164.8,13.1,0.38,0.38,0.08,0.08
